file,field_path,role,value
data/processed/venue_audit_baseline.json,[116].venue_aliases[0],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[116].venue_aliases[1],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[116].curated_record.venue,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[116].curated_record.venue_name,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[116].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[116].curated_record.raw_venue,historical_provenance,2026 ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[119].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[121].venue,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[121].venue_name,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[121].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[121].raw_venue,historical_provenance,Proceedings of the 2026 ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[121].venue_aliases[0],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[121].venue_aliases[1],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[121].curated_record.venue,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[121].curated_record.venue_name,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[121].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[121].curated_record.raw_venue,historical_provenance,Proceedings of the 2026 ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[123].venue,historical_canonical_venue,Proceedings of the 1st International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[123].raw_venue,historical_provenance,Proceedings of the 1st International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[124].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[124].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[124].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[127].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[128].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[128].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[128].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[129].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[129].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[129].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[129].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[129].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[129].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[138].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[138].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[138].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[138].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[138].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[138].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[162].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[162].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[162].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[176].venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[176].venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[176].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[176].raw_venue,historical_provenance,2019 IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[176].venue_aliases[0],historical_source_alias,IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[176].venue_aliases[1],historical_source_alias,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[183].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[184].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[184].raw_venue,historical_provenance,2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[184].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[186].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[186].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[186].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[186].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[186].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[186].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[201].venue,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].venue_name,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].raw_venue,historical_provenance,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].venue_aliases[0],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec)
data/processed/venue_audit_baseline.json,[201].venue_aliases[1],historical_source_alias,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].curated_record.venue,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].curated_record.venue_name,historical_canonical_venue,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[201].curated_record.raw_venue,historical_provenance,ACM Workshop on Information Hiding and Multimedia Security
data/processed/venue_audit_baseline.json,[203].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[209].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[210].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[212].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[212].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[226].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[229].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[229].raw_venue,historical_provenance,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[229].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[229].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[229].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[229].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[229].curated_record.raw_venue,historical_provenance,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[232].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[232].raw_venue,historical_provenance,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[232].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[232].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[232].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[236].venue,historical_canonical_venue,2023 IEEE International Conference on Data Mining Workshops (ICDMW)
data/processed/venue_audit_baseline.json,[236].raw_venue,historical_provenance,2023 IEEE International Conference on Data Mining Workshops (ICDMW)
data/processed/venue_audit_baseline.json,[238].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[238].raw_venue,historical_provenance,2025 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[238].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[238].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[238].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[238].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[238].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[238].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[244].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[244].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[244].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[248].venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[248].venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[248].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[248].raw_venue,historical_provenance,2024 IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[248].venue_aliases[0],historical_source_alias,IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[248].venue_aliases[1],historical_source_alias,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[248].curated_record.venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[248].curated_record.venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[248].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[248].curated_record.raw_venue,historical_provenance,2024 IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[250].venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[250].venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[250].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[250].raw_venue,historical_provenance,2024 IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[250].venue_aliases[0],historical_source_alias,IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[250].venue_aliases[1],historical_source_alias,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[253].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[253].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[253].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[257].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[257].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[257].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[260].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[260].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[260].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[271].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[274].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[275].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[275].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[275].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[280].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[280].raw_venue,historical_provenance,2026 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[280].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[280].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[280].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[280].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[280].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[280].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[280].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[280].curated_record.raw_venue,historical_provenance,2026 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[282].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[282].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[282].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[283].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[286].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[286].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[286].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[287].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[288].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[288].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[288].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[306].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[306].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[306].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[306].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[306].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[306].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[319].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[319].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[319].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[325].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[325].venue_aliases[2],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshops
data/processed/venue_audit_baseline.json,[325].venue_aliases[3],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop
data/processed/venue_audit_baseline.json,[325].venue_aliases[4],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)
data/processed/venue_audit_baseline.json,[325].venue_aliases[5],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision Workshop (WACVW)
data/processed/venue_audit_baseline.json,[325].venue_aliases[6],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshops
data/processed/venue_audit_baseline.json,[325].venue_aliases[7],historical_source_alias,IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW) Workshop
data/processed/venue_audit_baseline.json,[325].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[334].raw_venue,historical_provenance,Proceedings of the 1stWorkshop on GenAI Content Detection (GenAIDetect)
data/processed/venue_audit_baseline.json,[334].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[334].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[334].curated_record.raw_venue,historical_provenance,Proceedings of the 1stWorkshop on GenAI Content Detection (GenAIDetect)
data/processed/venue_audit_baseline.json,[341].venue,historical_canonical_venue,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[341].venue_name,historical_canonical_venue,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[341].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[341].raw_venue,historical_provenance,Proceedings of the 2nd ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[341].venue_aliases[0],historical_source_alias,ACM International Workshop on Multimedia AI against Disinformation (MAD)
data/processed/venue_audit_baseline.json,[341].venue_aliases[1],historical_source_alias,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[342].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[342].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[342].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[344].venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[344].venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[344].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[344].raw_venue,historical_provenance,2019 IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[344].venue_aliases[0],historical_source_alias,IEEE International Workshop on Information Forensics and Security (WIFS)
data/processed/venue_audit_baseline.json,[344].venue_aliases[1],historical_source_alias,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[346].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[346].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[346].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[353].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[353].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[353].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[355].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[355].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[355].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[359].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[359].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[359].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[361].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[367].venue_aliases[2],historical_source_alias,European Conference on Computer Vision (ECCV) Workshops
data/processed/venue_audit_baseline.json,[372].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[372].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[372].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[375].venue_aliases[2],historical_source_alias,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)
data/processed/venue_audit_baseline.json,[379].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[379].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[379].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[402].venue,historical_canonical_venue,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[402].venue_name,historical_canonical_venue,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[402].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[402].raw_venue,historical_provenance,Proceedings of the 5th ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[402].venue_aliases[0],historical_source_alias,ACM International Workshop on Multimedia AI against Disinformation (MAD)
data/processed/venue_audit_baseline.json,[402].venue_aliases[1],historical_source_alias,ACM International Workshop on Multimedia AI against Disinformation
data/processed/venue_audit_baseline.json,[403].venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[403].curated_record.venue_track,historical_paper_track,workshops
data/processed/venue_audit_baseline.json,[409].venue_aliases[2],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops
data/processed/venue_audit_baseline.json,[409].venue_aliases[3],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops
data/processed/venue_audit_baseline.json,[409].venue_aliases[4],historical_source_alias,IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
data/processed/venue_audit_baseline.json,[415].venue,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
data/processed/venue_audit_baseline.json,[415].venue_name,historical_canonical_venue,IEEE International Workshop on Information Forensics and Security
