institution_id,starting_canonical_name,starting_type,final_institution_id,final_canonical_name,final_type,final_status,name_decision,type_decision,evidence_status,evidence_url,notes
institution:1ee9da20656fd88b,Politecnico di Milano,university,institution:1ee9da20656fd88b,Politecnico di Milano,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:35caf31d5104b996,"Polytechnic Institute of Turin, Turin, Italy",university,institution:bce986d0881eaaed,Polytechnic University of Turin,university,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.polito.it/en/privacy,Duplicate place-qualified translation of Polytechnic University of Turin.
institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,university,institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6f4241a7694672b8,Princeton University,university,institution:6f4241a7694672b8,Princeton University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:90b589325857dff0,Purdue University,university,institution:90b589325857dff0,Purdue University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a4cdf5c9d1038c90,Purple Mountain Laboratories,research_unit,institution:a4cdf5c9d1038c90,Purple Mountain Laboratories,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c5eade35ea50a856,Queen Mary University of London,university,institution:c5eade35ea50a856,Queen Mary University of London,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2469c3505064216c,Queen's University,university,institution:2469c3505064216c,Queen's University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5fbb6e2cbdd4ea21,Renmin University of China,university,institution:5fbb6e2cbdd4ea21,Renmin University of China,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ccbfeb66fb71797e,RIKEN Center for Advanced Intelligence Project,research_unit,institution:ccbfeb66fb71797e,RIKEN Center for Advanced Intelligence Project,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:8f8dd64c6339c8ff,Ruhr University Bochum,university,institution:8f8dd64c6339c8ff,Ruhr University Bochum,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:33a58a66974db112,Rutgers University,university,institution:33a58a66974db112,Rutgers University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:41db7d042136daef,Salesforce Research,company,institution:41db7d042136daef,Salesforce Research,company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a86e3c911036d069,Sangfor Technologies Inc.,company,institution:a86e3c911036d069,Sangfor Technologies Inc.,company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:977430a4473aa4b0,Sapienza University of Rome,university,institution:977430a4473aa4b0,Sapienza University of Rome,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:39263f3dbe1e47f9,Shandong Normal University,university,institution:39263f3dbe1e47f9,Shandong Normal University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b3d626f58155d650,Shandong University,university,institution:b3d626f58155d650,Shandong University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:0e65844051a659b1,Shandong University of Science and Technology,university,institution:0e65844051a659b1,Shandong University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c107a95b6cb53ac5,Shanghai Artificial Intelligence Laboratory,research_unit,institution:c107a95b6cb53ac5,Shanghai Artificial Intelligence Laboratory,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:9a0d85eff850f04a,Shanghai Innovation Institute,research_unit,institution:9a0d85eff850f04a,Shanghai Innovation Institute,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,university,institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:07ba242d76aafb0e,Shanghai University of Engineering Science,university,institution:07ba242d76aafb0e,Shanghai University of Engineering Science,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:11d4e5b507bbbada,Shenzhen MSU-BIT University,university,institution:11d4e5b507bbbada,Shenzhen MSU-BIT University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ad9c8964d01f80d8,Shenzhen University,university,institution:ad9c8964d01f80d8,Shenzhen University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:498778a17add497f,Shenzhen University of Advanced Technology,university,institution:498778a17add497f,Shenzhen University of Advanced Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,university,institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4c1e9439f241e5ec,Sichuan University,university,institution:4c1e9439f241e5ec,Sichuan University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:eefb779b4c760808,Singapore Management University,university,institution:eefb779b4c760808,Singapore Management University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6dd3ce9e0d5fd1ab,Singapore University of Technology and Design,university,institution:6dd3ce9e0d5fd1ab,Singapore University of Technology and Design,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:387a46732b927ccd,Sino-Russian Research Center for Digital Economy,research_unit,institution:387a46732b927ccd,Sino-Russian Research Center for Digital Economy,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:91d1003beb3bcb91,Skolkovo Institute of Science and Technology,university,institution:91d1003beb3bcb91,Skolkovo Institute of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:cf2639c8e56f6453,Sony AI,company,institution:cf2639c8e56f6453,Sony AI,company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6688d0d34a3ee58b,Sorbonne University,university,institution:6688d0d34a3ee58b,Sorbonne University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:271362b3e1310a1c,Sorbonne University Abu Dhabi,university,institution:271362b3e1310a1c,Sorbonne University Abu Dhabi,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3e9b289ae248f660,South China University of Technology,university,institution:3e9b289ae248f660,South China University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:592f613084a7ca9d,Southeast University,university,institution:592f613084a7ca9d,Southeast University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d473cbf12de5fb53,Southwest University,university,institution:d473cbf12de5fb53,Southwest University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a202a16ef9383442,St. Petersburg Department of the Steklov Institute of Mathematics,research_unit,institution:a202a16ef9383442,St. Petersburg Department of the Steklov Institute of Mathematics,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ed72534d79b73fac,Stanford University,university,institution:ed72534d79b73fac,Stanford University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d4c79ca44c5dbbbc,Stuttgart Media University,university,institution:d4c79ca44c5dbbbc,Stuttgart Media University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5c85faa51cc57a24,Sun Yat-sen University,university,institution:5c85faa51cc57a24,Sun Yat-sen University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:e80b94c605da24ce,Sungkyunkwan University,university,institution:e80b94c605da24ce,Sungkyunkwan University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3ac6dbcc618a5a6f,Swinburne University of Technology,university,institution:3ac6dbcc618a5a6f,Swinburne University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6d607bd40551e45f,Tamkang University,university,institution:6d607bd40551e45f,Tamkang University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f42de06978b10eb5,Technical University of Munich,university,institution:f42de06978b10eb5,Technical University of Munich,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:9e5e300bb52918ca,Technion – Israel Institute of Technology,university,institution:9e5e300bb52918ca,Technion – Israel Institute of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:96dc1764e1512d0a,Technology Innovation Institute,research_unit,institution:96dc1764e1512d0a,Technology Innovation Institute,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3e78e883c14f8bb8,Tencent Youtu Lab,company,institution:3e78e883c14f8bb8,Tencent Youtu Lab,company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4e140b5268efc364,Texas A&M University,university,institution:4e140b5268efc364,Texas A&M University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",university,institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:31f980eaa403801a,The Hong Kong Polytechnic University,university,institution:31f980eaa403801a,The Hong Kong Polytechnic University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fa80d3c071c298e1,The Hong Kong University of Science and Technology,university,institution:fa80d3c071c298e1,The Hong Kong University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:942667142da716c5,The Hong Kong University of Science and Technology (Guangzhou),university,institution:942667142da716c5,The Hong Kong University of Science and Technology (Guangzhou),university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:404cfa1ef241f359,The University of Hong Kong,university,institution:404cfa1ef241f359,The University of Hong Kong,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1984e5f97afb62d8,The University of Sydney,university,institution:1984e5f97afb62d8,The University of Sydney,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:8c45f60c84082063,The University of Tokyo,university,institution:8c45f60c84082063,The University of Tokyo,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2bec96b8d2c54388,Tianjin University of Science and Technology,university,institution:2bec96b8d2c54388,Tianjin University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b0b93bb53a8b88c1,Tongji University,university,institution:b0b93bb53a8b88c1,Tongji University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:386b7a411f4a3220,Toyota Technological Institute at Chicago,university,institution:386b7a411f4a3220,Toyota Technological Institute at Chicago,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2592e804f95fa542,TrueMedia.org,research_unit,institution:4bff7ae080547794,TrueMedia,research_unit,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.truemedia.org/about,TrueMedia.org is a source-name variant of TrueMedia.
institution:230f59b4fb28c236,Tsinghua Shenzhen International Graduate School,university,institution:230f59b4fb28c236,Tsinghua Shenzhen International Graduate School,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4ae45b121fe12e9c,Tsinghua University,university,institution:4ae45b121fe12e9c,Tsinghua University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b370a10db2a1f294,Trinity College Dublin,university,institution:b370a10db2a1f294,Trinity College Dublin,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1afce89cd4f3571f,Universitas Mercatorum,university,institution:1afce89cd4f3571f,Universitas Mercatorum,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7506c126bc077e9b,"University at Albany, SUNY",university,institution:7506c126bc077e9b,"University at Albany, SUNY",university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:612630c2527bff83,University at Buffalo,university,institution:612630c2527bff83,University at Buffalo,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4cdbeb4bb5d94d04,University College Dublin,university,institution:4cdbeb4bb5d94d04,University College Dublin,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fa3c75d12710670b,University College London,university,institution:fa3c75d12710670b,University College London,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:51bbeb5bfb404721,University of Agder,university,institution:51bbeb5bfb404721,University of Agder,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fde22ad658a3fdb9,University of Alabama at Birmingham,university,institution:fde22ad658a3fdb9,University of Alabama at Birmingham,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4a9a14dbf4357b38,University of Amsterdam,university,institution:4a9a14dbf4357b38,University of Amsterdam,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f87d6ace800645a7,University of Baghdad,university,institution:f87d6ace800645a7,University of Baghdad,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b978b6dfc7b3baa0,University of Bergen,university,institution:b978b6dfc7b3baa0,University of Bergen,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:e73ae6a6d6ff3735,University of Bologna,university,institution:e73ae6a6d6ff3735,University of Bologna,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:be74dcf5d0cb77ea,"University of California, Berkeley",university,institution:be74dcf5d0cb77ea,"University of California, Berkeley",university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:0418834df0ffcdf2,University of Cambridge,university,institution:0418834df0ffcdf2,University of Cambridge,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f4a883f8d9615a43,University of Campinas,university,institution:f4a883f8d9615a43,University of Campinas,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fd8ba2b56bf5212d,University of Catania,university,institution:fd8ba2b56bf5212d,University of Catania,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7d7f56dced000a09,University of Chicago,university,institution:7d7f56dced000a09,University of Chicago,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:69309405e04976ec,University of Chinese Academy of Sciences,university,institution:69309405e04976ec,University of Chinese Academy of Sciences,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:42fcf4ae44e1a706,University of Florence,university,institution:42fcf4ae44e1a706,University of Florence,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5a73fc9b412db6f4,University of Hamburg,university,institution:5a73fc9b412db6f4,University of Hamburg,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bf3ddd5552577ff0,University of Illinois Urbana-Champaign,university,institution:bf3ddd5552577ff0,University of Illinois Urbana-Champaign,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b8a4e3b25fd4a300,University of Macao,university,institution:53e6219d595780e3,University of Macau,university,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.um.edu.mo/about-um/identity/,University of Macao is an alternate English rendering of University of Macau.
institution:53e6219d595780e3,University of Macau,university,institution:53e6219d595780e3,University of Macau,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:13f7c73ae8019e75,University of Maryland,university,institution:13f7c73ae8019e75,University of Maryland,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:304707b21fcfbd4d,University of Massachusetts Amherst,university,institution:304707b21fcfbd4d,University of Massachusetts Amherst,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:16acb7bf7b8c14cf,University of Massachusetts Boston,university,institution:16acb7bf7b8c14cf,University of Massachusetts Boston,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:89b9b3962b3327c8,University of Michigan,university,institution:89b9b3962b3327c8,University of Michigan,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:117fcda9a6399108,University of Modena and Reggio Emilia,university,institution:117fcda9a6399108,University of Modena and Reggio Emilia,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d046d2c57bb3a863,University of Naples Federico II,university,institution:d046d2c57bb3a863,University of Naples Federico II,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:969d6dd2c9cf6a1e,"University of Nevada, Reno",university,institution:969d6dd2c9cf6a1e,"University of Nevada, Reno",university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6527630c76c9d56a,University of Oregon,university,institution:6527630c76c9d56a,University of Oregon,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:87d9a45b3389372f,University of Oxford,university,institution:87d9a45b3389372f,University of Oxford,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a407f4c649ba4c6a,University of Palermo,university,institution:a407f4c649ba4c6a,University of Palermo,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3ec8d9fa829f5777,University of Pisa,university,institution:3ec8d9fa829f5777,University of Pisa,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d91bdebb133e022b,University of Salerno,university,institution:d91bdebb133e022b,University of Salerno,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:e721b03b6f6c172d,University of Science and Technology of China,university,institution:e721b03b6f6c172d,University of Science and Technology of China,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:cf5d9a266441e5a7,University of Sheffield,university,institution:cf5d9a266441e5a7,University of Sheffield,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:65dbfd1e022f02e2,University of Siena,university,institution:65dbfd1e022f02e2,University of Siena,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7801abc579496f6a,University of South Carolina,university,institution:7801abc579496f6a,University of South Carolina,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a0c3927e4ddb3a39,University of Southampton,university,institution:a0c3927e4ddb3a39,University of Southampton,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6432056cdf12bb16,University of Southern California,university,institution:6432056cdf12bb16,University of Southern California,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:29276dc7d9ce02fd,University of Surrey,university,institution:29276dc7d9ce02fd,University of Surrey,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:965434eee0b97685,University of Sydney,university,institution:1984e5f97afb62d8,The University of Sydney,university,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.sydney.edu.au/about-us/vision-and-values/annual-reports.html,Article-less name is an alias of The University of Sydney.
institution:bf0065cf4529e953,University of Technology of Troyes,university,institution:bf0065cf4529e953,University of Technology of Troyes,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a55a77635edc8711,University of Texas at Dallas,university,institution:a55a77635edc8711,University of Texas at Dallas,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6a892bbe4ee57122,University of Toronto,university,institution:6a892bbe4ee57122,University of Toronto,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3c4903b35459f2b5,University of Trento,university,institution:3c4903b35459f2b5,University of Trento,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fb6e9411e701578c,University of Tsukuba,university,institution:fb6e9411e701578c,University of Tsukuba,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7417258b2e3d3491,University of Waterloo,university,institution:7417258b2e3d3491,University of Waterloo,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3e2e527953176c93,University of Wisconsin-Madison,university,institution:3e2e527953176c93,University of Wisconsin-Madison,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c76018a960d2cd12,University of Lille,university,institution:c76018a960d2cd12,University of Lille,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6c246ba350e11d5f,University of Rennes,university,institution:6c246ba350e11d5f,University of Rennes,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ef7c68d6edbab550,Université Grenoble Alpes,university,institution:ef7c68d6edbab550,Université Grenoble Alpes,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:daff50b65ce469a3,Paris Cité University,university,institution:daff50b65ce469a3,Paris Cité University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:0c5e25ec47ce33fe,Paris-Saclay University,university,institution:0c5e25ec47ce33fe,Paris-Saclay University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c3babd97b5b38ea6,USC Information Sciences Institute,research_unit,institution:c3babd97b5b38ea6,USC Information Sciences Institute,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
