paper_id,title,doi,previous_overall,corrected_overall,overall_changed,trigger_scope,global_reason,local_reasons,curation_status,review_status,needs_review,venue_review_required,affiliation_review_state,mapping_statuses,field_specific_overrides,unresolved_public_fields
curated:d59bffe554500b241a3e,ImageAttributionBench: How Far Are We from Generalizable Attribution?,10.48550/arxiv.2605.12967,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:246f07c81b9f91e527eb,IncreFA: Breaking the Static Wall of Generative Model Attribution,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:88b63de59a0eabcd1b02,Incremental Learning for AI-Generated Image Detection,10.1109/tmm.2026.3716041,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1016/j.fsisyn.2026.100704,"Interpol Review of Detection of AI-Generated Image and Video Deepfakes, 2022-2025",10.1016/j.fsisyn.2026.100704,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:3ea88dc6c3224d22d416,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,10.3390/s26041172,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:3fcd3bc4dd2c9d8c3b80,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,10.48550/arxiv.2603.10598,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:268336295435cfbbbd5d,Learning a Semantic Similarity Orthogonal Space for Model-Level AI-Generated Image Source Attribution,10.1111/exsy.70359,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:e8b546496836adcf6c1a,Learning Generalizable Visual Representations for AI-Generated Image Detection,10.71229/4kj12980,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:0a803e244a205b05642b,Leveraging DINOv3 with Adapters for Fine-Grained Generative Image Detection,10.1007/978-981-92-3450-9_29,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:7b767faa09af80414296,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,10.1609/aaai.v40i33.39998,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:af017ea331a2238112d7,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,10.14722/ndss.2026.230923,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),corrected_by_admin,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:854ae0d692bd69098142,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,10.1109/dlcv69906.2026.11635629,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active|needs_review,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:d8df0e4505f5d38ebb28,Lightweight Image Forgery Detection via Tucker Decomposition for Efficient Edge Deployment,10.1109/tai.2026.3703792,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Publisher"", ""status"": ""Curated""}}",
curated:cf55e35fcf11e09fdd12,Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,10.48550/arxiv.2510.04225,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:7a5ce57b121b69752867,LoRC: Detecting AI-Generated Images via Low-Rank Collapse in Semantic Residuals,10.48550/arxiv.2608.20882,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type|doi|arxiv
curated:5ceb080eeeacfdf0cb8f,M <sup>2</sup> EA: Multi-VAE Manifold Envelope Alignment for Challenging AI-Generated Image Detection,10.1109/icassp55912.2026.11463215,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:6dcd6897e12fe71d5b9d,Manifold-Contrastive Few-Shot Detection for AI-Generated Images,10.1109/icicc71012.2026.11638041,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""DOI / Crossref"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type|doi
doi:10.1016/j.cosrev.2026.100908,Methods and trends in detecting AI-generated images: A comprehensive review,10.1016/j.cosrev.2026.100908,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,10.1609/aaai.v40i7.37421,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:8fe7cb0db76df68a5e38,MIRROR: Manifold Ideal Reference ReconstructOR for Generalizable AI-Generated Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:4ad04c01ae2850d5cc34,MoFAIR: Self-Improving Post-Training for Robust and Explainable AIGC Forensics with Lightweight Reward Distillation,10.1007/978-981-92-3429-5_44,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""status"": ""Curated""}}",
curated:543d02cab0479b0d19ad,"Multi-Domain Feature Fusion: Leveraging Color, Noise, and Spatial Features for AI-Generated Image Detection",10.1109/tmm.2026.3712634,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:d795eb349b504332031e,Multi-Modal Adapter for AI-Generated Image Detection,10.1016/j.cviu.2026.104900,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,10.1109/tcyb.2026.3690601,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_added,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1145/3810988.3812665,Navigating the Challenges of AI-Generated Image Detection in the Wild: What Truly Matters?,10.1145/3810988.3812665,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:506d44d3feea2627dd42,No Pixel Left Behind: A Detail-Preserving Architecture for Robust High-Resolution AI-Generated Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_added,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:167b4dd09fa505470bce,NSFF: Noise and Semantic Features Fusion for AI-Generated Image Detection,10.1016/j.neunet.2026.109130,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),manually_confirmed,reviewed,true,false,unreviewed,needs_review,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:fe42bad5f72f9f6858c5,Omni-Fake: Benchmarking Unified Multimodal Social Media Deepfake Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:16646ad4b7b77cde2ad8,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,10.1609/aaai.v40i42.40851,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:ecd6a0734f20ea9feed0,PatchHead: Learning Spatial Patch Evidence for Generalizable AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
doi:10.1109/tpami.2026.3664388,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,10.1109/tpami.2026.3664388,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:a570863c3a6ac227b56c,PGC: Peak-Guided Calibration for Generalizable AI-Generated Image Detection,10.48550/arxiv.2605.21207,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:3b0a1942ac6f2c351f34,PhyTrace: Tracing Physical Inconsistency in AI-Generated Images via ISP Emulation,10.1109/tip.2026.3709453,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:3bb1fe2e65312512ed32,Pixels Don't Lie (but Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:b45849aa3f89cc8b64ef,Position: We Need to Re-Think the Concept of “Real” Images.,,Needs review,Needs review,false,global,review_status=pending,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),manually_added,pending,true,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type
curated:985a663b6aa851a89f6c,PPM-CLIP: Probabilistic Prompt Modeling for Generalizable AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:f6ad15b01df18aadfe1a,PRADA: Probability-Ratio-Based Attribution and Detection of Autoregressive-Generated Images,10.48550/arxiv.2511.20068,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:b460935b64c35e1d074a,Prior-Conditioned Gaussian Discriminants for Generalizable AI-Generated Image Detection,10.48550/arxiv.2608.18523,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=unreviewed | mapping_status=needs_review (source-backed) | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,unreviewed,needs_review,{},title|publication_date|venue|publication_type|doi|arxiv|affiliations
curated:0f774e5d7c63020bdc50,Privacy-Preserving and Zero-Shot Detection Strategies for Multimodal AI-Generated Content,10.1016/j.neucom.2026.133229,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:6084dd31e74901dd4700,PURE: Purging Unrelated Representations for Content-Agnostic Forgery Detection,,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=unreviewed | mapping_status=needs_review (source-backed) | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,unreviewed,needs_review,"{""affiliations"": {""status"": ""Needs review""}}",title|publication_date|venue|publication_type|affiliations
curated:bb388762c1cb4bd3bf4a,Quality-Aware Calibration for AI-Generated Image Detection in the Wild,10.48550/arxiv.2604.15027,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,10.1109/tifs.2026.3698571,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""status"": ""Curated""}}",
curated:567ec9e4515f2e4a20ca,RADI: A Retrieval-Augmented Dynamic In-Context Learning Framework for AIGC Image Detection,10.1109/icassp55912.2026.11462412,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:9fdc78cdcf22cdbf4776,Radial Residual Frequency: A Semantically Aligned Benchmark and Spectral Detector for AI-Generated Images,10.1145/3799825.3818777,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:ce36039d47fbcb9e4e7b,ReAlign: Generalizable Image Forgery Detection via Reasoning-Aligned Representation,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,10.1609/aaai.v40i45.41234,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,10.18653/v1/2026.findings-acl.1043,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:685065a3632a185a230d,Reduce the Artifact Bias for More Generalizable AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:c84b04cb8e921be753db,Representation and Reference Selection in Training-Free Synthetic Image Attribution,10.48550/arxiv.2607.12052,Needs review,Needs review,false,global,review_status=pending,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),manually_added,pending,true,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Needs review""}}",title|publication_date|venue|publication_type|doi|arxiv
curated:27627323cfb3f8a48640,Revisiting Deepfake Detection: BCNet for Robust Generalization Beyond Semantic Dependence,,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type
curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,10.48550/arxiv.2405.20112,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:91645e26cfd2c499fbcc,Robustness of AI-Art Detectors Under Generator Shift,10.31979/etd.tyr2-z2ce,Needs review,Verified,true,local,review_status=reviewed,venue_review_required=true | affiliation_review_state=curated,confirmed,reviewed,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
curated:e239bf15b520c1f8c9e9,SAIDO: Generalizable Detection of AI-Generated Images via Scene-Aware and Importance-Guided Dynamic Optimization in Continual Learning,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,10.48550/arxiv.2512.12982,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:30e9d5841614f6303c5a,SciFigDetect: A Benchmark for AI-Generated Scientific Figure Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:29878fee09624b7d105d,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,10.1109/tpami.2026.3654274,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""source"": ""Publisher"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:98044fc98e006607991c,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,10.1007/978-981-92-3423-3_39,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/tmm.2026.3668513,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,10.1109/tmm.2026.3668513,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:368fa53bc0f254e0eb1a,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:0400c6b857f88ce96704,SimLBR: Learning to Detect Fake Images by Learning to Detect Real Images,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:82639cc5cbe0ca7acb90,Simplicity Prevails: The Emergence of Generalizable AIGI Detection in Visual Foundation Models,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:7677a61ea68774dc5023,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,10.1109/prmvai70103.2026.11605668,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:a1eea412716e4d045da6,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,10.1109/ojsp.2026.3710125,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:35aae1e2c9d673ab1a97,Source Attribution of AI-Generated Images: A Principled Survey,10.5281/zenodo.20814592,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:c6e45ba5e67ec8eb1f47,SPARED: Reasoning-Based AI-Generated Image Detection via Adversarially Edited Data,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:9a95c96ee1d20e56c56d,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,10.1016/j.patrec.2026.04.022,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),manually_confirmed,reviewed,true,false,unreviewed,needs_review,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:8227355571a6d402e4f8,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,10.1109/tcsvt.2026.3724270,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""DOI / Crossref"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type|doi
curated:c7d464b8f5c94ea55ea9,SSAFE: Simple and Strong AI-Generated Image Detection via Frozen Vision Encoders,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:b304da244ad851aa5dd7,Structured Local Differential Modeling for AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:8640d27a91b903de7754,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,10.1109/tifs.2026.3723118,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,10.1609/aaai.v40i8.37568,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:4cabfafef8c066c51924,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,10.1007/s11227-026-08734-9,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:98977aa8b726ead071fe,TAP Into the Patch Tokens: Leveraging Vision Foundation Model Features for AI-Generated Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,10.1109/mis.2026.3668398,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
