category,paper_id,title,venue_id,venue_name,venue_type,venue_track,resolved_venue_id,note
no_action_required,curated:9ae6e4e3816daa7e1650,ForgeryMoE: Mixture of Experts for Image Forgery Detection under JPEG Compression,venue:icmr:main,ACM International Conference on Multimedia Retrieval,conference,main,venue:icmr:main,
no_action_required,curated:559269bd486bc1da5115,Comparative Analysis of Custom CNN Architecture and MobileNet for Deepfake Image Detection,venue:international-conference-on-advanced-intelligent-systems-and-informatics:main,International Conference on Advanced Intelligent Systems and Informatics,conference,main,venue:international-conference-on-advanced-intelligent-systems-and-informatics:main,
dangling_venue_id,curated:988373de555945528142,"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",venue:journal-of-advanced-research-in-applied-sciences-and-engineering-technology,Journal of Advanced Research in Applied Sciences and Engineering Technology,journal,,venue:journal-of-advanced-research-in-applied-sciences-and-engineering-technology,paper venue_id is absent from the canonical registry
no_action_required,curated:9a95c96ee1d20e56c56d,Spatial flatness-curvature mask driven generalized detection of synthetic images,venue:pattern-recognition-letters,Pattern Recognition Letters,journal,,venue:pattern-recognition-letters,
no_action_required,curated:161b6d5ca391d238f7e9,Detecting Origin Attribution for Text-to-Image Diffusion Models,venue:wacv:main,IEEE/CVF Winter Conference on Applications of Computer Vision,conference,main,venue:wacv:main,
no_action_required,curated:c87f234ea256991903e1,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:078ade9edabe304013a7,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:7ed4e932c4dac57d0136,DGS-Net: Distillation-Guided Gradient Surgery for CLIP Fine-Tuning in AI-Generated Image Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:d6fe2666a64b0c70ff6b,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:a570863c3a6ac227b56c,PGC: Peak-Guided Calibration for Generalizable AI-Generated Image Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:f380c0d31081fc59f1eb,FiSeR: Fine-Grained Source Representations for Cross-Domain AI Image Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:75cbd31c9946c7eb7977,"""That's another doom I haven't thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",venue:chi:main,CHI Conference on Human Factors in Computing Systems,conference,main,venue:chi:main,
no_action_required,curated:2938e895376a45baceec,SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,journal,,venue:ieee-transactions-on-information-forensics-and-security,
no_action_required,curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,venue:international-conference-on-cyber-intelligence-and-information-retrieval:main,International Conference on Cyber Intelligence and Information Retrieval,conference,main,venue:international-conference-on-cyber-intelligence-and-information-retrieval:main,
dangling_venue_id,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,venue:ieee-multimedia,IEEE Multimedia,journal,,venue:ieee-multimedia,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:8ebf01a335c20fdc902d,Fake Detection Based on Balanced Attention and Information Guidance for Collaborative Image Processing Tasks,venue:international-conference-on-computer-supported-cooperative-work-in-design:main,International Conference on Computer Supported Cooperative Work in Design,conference,main,venue:international-conference-on-computer-supported-cooperative-work-in-design:main,paper venue_id is absent from the canonical registry
no_action_required,curated:b31395a72552920109fa,The PRISM benchmark: PhotoRealistic Image Synthesis and Manipulation to detect generated images,venue:computer-vision-and-image-understanding,Computer Vision and Image Understanding,journal,,venue:computer-vision-and-image-understanding,
no_action_required,curated:ab6b43e21ae47dadafe0,Dual Frequency Branch Framework With Reconstructed Sliding Windows Attention for AI-Generated Image Detection,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,journal,,venue:ieee-transactions-on-information-forensics-and-security,
dangling_venue_id,curated:038a578e520799c8671e,Toward Generalizable Forgery Detection and Reasoning,venue:ieee-transactions-on-image-processing,IEEE Transactions on Image Processing,journal,,venue:ieee-transactions-on-image-processing,paper venue_id is absent from the canonical registry
no_action_required,curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,journal,,venue:ieee-transactions-on-information-forensics-and-security,
no_action_required,curated:d0eec7c4fce8929c295a,Diffusion-Driven Forgery Detection: Distilling Latent Features for Generalized Image Forensics,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,journal,,venue:ieee-signal-processing-letters,
no_action_required,curated:d8df0e4505f5d38ebb28,Lightweight Image Forgery Detection via Tucker Decomposition for Efficient Edge Deployment,venue:ieee-tai,IEEE Transactions on Artificial Intelligence,journal,,venue:ieee-tai,
no_action_required,curated:70f6d63927384365006f,High-Resolution Contrastive Framework for Generalizable AI-Generated Image Detection,venue:icassp:main,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,main,venue:icassp:main,
no_action_required,curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,venue:icassp:main,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,main,venue:icassp:main,
no_action_required,curated:567ec9e4515f2e4a20ca,RADI: A Retrieval-Augmented Dynamic In-Context Learning Framework for AIGC Image Detection,venue:icassp:main,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,main,venue:icassp:main,
no_action_required,curated:5ceb080eeeacfdf0cb8f,M <sup>2</sup> EA: Multi-VAE Manifold Envelope Alignment for Challenging AI-Generated Image Detection,venue:icassp:main,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,main,venue:icassp:main,
no_action_required,curated:e2c0dacc159564e9e575,Gamma: Generalizable Ai-Generated Image Detection Via Multi-Task and Manipulation-Augmented Supervision,venue:icassp:main,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,main,venue:icassp:main,
no_action_required,curated:dc9126cc128e1b228717,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,venue:aaai:main,AAAI Conference on Artificial Intelligence,conference,main,venue:aaai:main,
no_action_required,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),venue:ijcnlp-aacl:main,International Joint Conference on Natural Language Processing and the Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics,conference,main,venue:ijcnlp-aacl:main,
no_action_required,curated:828a87e68db4c3541e80,MLEP: Multi-granularity Local Entropy Patterns for Generalized AI-generated Image Detection,venue:neurips:main,Advances in Neural Information Processing Systems,conference,main,venue:neurips:main,
no_action_required,curated:4c10e64c5b8f09c7333e,Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:9b7e6c57a9f75e06fddf,CLIP-SegFusion: An Attention-Guided Feature Fusion Framework for Multi-Level Detection on AI-Generated Artworks,venue:icmr:main,ACM International Conference on Multimedia Retrieval,conference,main,venue:icmr:main,
no_action_required,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:4a7bded8c311ed9c0540,Forensic-MoE: Exploring Comprehensive Synthetic Image Detection Traces With Mixture of Experts,venue:iccv:main,IEEE/CVF International Conference on Computer Vision,conference,main,venue:iccv:main,
no_action_required,curated:0fb6a9c0db904eae726d,Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,venue:ieee-tai,IEEE Transactions on Artificial Intelligence,journal,,venue:ieee-tai,
no_action_required,curated:31c548f5aa68f9075659,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,venue:aaai:main,AAAI Conference on Artificial Intelligence,conference,main,venue:aaai:main,
no_action_required,curated:7b767faa09af80414296,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,venue:aaai:main,AAAI Conference on Artificial Intelligence,conference,main,venue:aaai:main,
no_action_required,curated:cdbafbabadfbb462102a,Aggregating Diverse Cue Experts for AI-Generated Image Detection,venue:aaai:main,AAAI Conference on Artificial Intelligence,conference,main,venue:aaai:main,
no_action_required,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:49cc18f090b2488dda2d,Beyond Binary Classification: A Semi-supervised Approach to Generalized AI-generated Image Detection,venue:aaai:main,AAAI Conference on Artificial Intelligence,conference,main,venue:aaai:main,
no_action_required,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:37949b937d2159b47e73,Spatial-Temporal Forgery Trace Based Forgery Image Identification,venue:iccv:main,IEEE/CVF International Conference on Computer Vision,conference,main,venue:iccv:main,
no_action_required,curated:506d44d3feea2627dd42,No Pixel Left Behind: A Detail-Preserving Architecture for Robust High-Resolution AI-Generated Image Detection,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,venue:acl:findings,Annual Meeting of the Association for Computational Linguistics,conference,findings,venue:acl:findings,
no_action_required,curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
no_action_required,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,venue:wacv:workshops,IEEE/CVF Winter Conference on Applications of Computer Vision,conference,workshops,venue:wacv:workshops,
dangling_venue_id,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,venue:ieee-transactions-on-cybernetics,IEEE Transactions on Cybernetics,journal,,venue:ieee-transactions-on-cybernetics,paper venue_id is absent from the canonical registry
no_action_required,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:c84b04cb8e921be753db,Representation and Reference Selection in Training-Free Synthetic Image Attribution,,,preprint,,,
no_action_required,curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,venue:cvpr:main,IEEE/CVF Conference on Computer Vision and Pattern Recognition,conference,main,venue:cvpr:main,
no_action_required,curated:40ffd016e03ca4604fa8,Model Synthesis for Zero-Shot Model Attribution,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,journal,,venue:ieee-transactions-on-multimedia,
no_action_required,curated:830febb52786dbaebbb5,T-GD: Transferable GAN-generated Images Detection Framework,venue:icml:main,International Conference on Machine Learning,conference,main,venue:icml:main,
no_action_required,curated:14272073fa5bc0e301b5,LEGION: Learning to Ground and Explain for Synthetic Image Detection,venue:iccv:main,IEEE/CVF International Conference on Computer Vision,conference,main,venue:iccv:main,
no_action_required,curated:dd05c4a609d902da8c1d,FerretNet: Efficient Synthetic Image Detection via Local Pixel Dependencies,venue:neurips:main,Advances in Neural Information Processing Systems,conference,main,venue:neurips:main,
no_action_required,curated:41a934ce12ecfd2f17e9,EXACT: An Explainable Adaptive SemantiC-Trace framework for AI-generated image forensics,venue:computer-vision-and-image-understanding,Computer Vision and Image Understanding,journal,,venue:computer-vision-and-image-understanding,
dangling_venue_id,curated:9d722dfb4a3418d86063,Beyond Resizing: A Distribution-Aligned Framework for Robust AI-Generated Image Detection,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
no_action_required,curated:9fdc78cdcf22cdbf4776,Radial Residual Frequency: A Semantically Aligned Benchmark and Spectral Detector for AI-Generated Images,venue:siggraph:posters,ACM SIGGRAPH,conference,posters,venue:siggraph:posters,
dangling_venue_id,curated:2b5013b99aa5e4de2621,All patches are not equal: Focusing on a single exposed patch for AI-generated image detection,venue:information-processing-management,Information Processing & Management,journal,,venue:information-processing-management,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:a3fb37f39cb20a95e3bf,Can model attribution bridge AI's accountability gap in safety-critical domains?,venue:philosophical-transactions-of-the-royal-society-a-mathematical-physical-and-engineering-sciences,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,journal,,venue:philosophical-transactions-of-the-royal-society-a-mathematical-physical-and-engineering-sciences,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:aeb3a6e4747e1a1b3181,Dual-stream framework for real/fake classification and source attribution of AI-generated images using spatial and frequency features,venue:pattern-analysis-and-applications,Pattern Analysis and Applications,journal,,venue:pattern-analysis-and-applications,paper venue_id is absent from the canonical registry
no_action_required,curated:5888bece56862fbbfc43,DADP: a discrepancy-aware dual-path network for AI-generated image detection,venue:multimedia-systems,Multimedia Systems,journal,,venue:multimedia-systems,
dangling_venue_id,curated:d1195175f50833c90a64,ADRD: Detecting diffusion-generated images via adversarial perturbation induced reconstruction discrepancy,venue:plos-one,PLoS ONE,journal,,venue:plos-one,paper venue_id is absent from the canonical registry
no_action_required,curated:543d02cab0479b0d19ad,"Multi-Domain Feature Fusion: Leveraging Color, Noise, and Spatial Features for AI-generated Image Detection",venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,journal,,venue:ieee-transactions-on-multimedia,
dangling_venue_id,curated:52edb9369ffaae37bd81,Dual-Tree Complex Wavelet Driven Hierarchical Spatial-Frequency Fusion Learning for Robust Deepfake Detection,venue:ieee-transactions-on-dependable-and-secure-computing,IEEE Transactions on Dependable and Secure Computing,journal,,venue:ieee-transactions-on-dependable-and-secure-computing,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:db62aa9b0b1aab0c9f7a,Artifact-Aware Explainable Deepfake Detection via Fake-Only High-Frequency Alignment Supervision,venue:international-conference-on-computing-power-and-communication-technologies:main,"International Conference on Computing, Power, and Communication Technologies",conference,main,venue:international-conference-on-computing-power-and-communication-technologies:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,venue:computer-vision-and-pattern-recognition:main,Computer Vision and Pattern Recognition,conference,main,venue:computer-vision-and-pattern-recognition:main,paper venue_id is absent from the canonical registry
no_action_required,curated:d973c571c1fafe6fb25f,Deepfake-Agent: Aggregating Semantic Forgery Clues for Generalizable Detection,venue:cvpr:findings,IEEE/CVF Conference on Computer Vision and Pattern Recognition,conference,findings,venue:cvpr:findings,
no_action_required,curated:3ea88dc6c3224d22d416,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,venue:sensors,Sensors,journal,,venue:sensors,
no_action_required,curated:88b63de59a0eabcd1b02,Incremental Learning for AI-Generated Image Detection,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,journal,,venue:ieee-transactions-on-multimedia,
dangling_venue_id,curated:7677a61ea68774dc5023,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,venue:ieee-international-conference-on-pattern-recognition-machine-vision-and-artificial-intelligence:main,"IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence",conference,main,venue:ieee-international-conference-on-pattern-recognition-machine-vision-and-artificial-intelligence:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:0a803e244a205b05642b,Leveraging DINOv3 with Adapters for Fine-Grained Generative Image Detection,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:98044fc98e006607991c,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:4ad04c01ae2850d5cc34,MoFAIR: Self-improving Post-training for Robust and Explainable AIGC Forensics with Lightweight Reward Distillation,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:dd5b85612778b9021f4e,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:268336295435cfbbbd5d,Learning a Semantic Similarity Orthogonal Space for Model‐Level <scp>AI</scp> ‐Generated Image Source Attribution,venue:expert-systems,Expert Systems,journal,,venue:expert-systems,paper venue_id is absent from the canonical registry
no_action_required,curated:672e9600fc8b6ead6ab1,Beyond Causal Models: Multi-Scale Linear Local Attention for AI-Generated Image Detection,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,journal,,venue:ieee-signal-processing-letters,
dangling_venue_id,curated:748ed5e2cf27aea70f6a,Frequency-Aware Robustness Analysis of Deepfake Detection Models,venue:journal-on-artificial-intelligence,Journal on artificial intelligence,journal,,venue:journal-on-artificial-intelligence,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:611c1fc878b1f9737a04,Universal Deepfake Detection via Low-Rank Adaptation of Vision-Language Models,venue:international-conference-on-intelligent-computing:main,International Conference on Intelligent Computing,conference,main,venue:international-conference-on-intelligent-computing:main,paper venue_id is absent from the canonical registry
dangling_venue_id,curated:b75682820c5af85396c1,Semi-Truths: A Large-Scale Dataset of AI-Augmented Images for Evaluating Robustness of AI-Generated Image detectors,venue:advances-in-neural-information-processing-systems:main,Advances in Neural Information Processing Systems,conference,main,venue:advances-in-neural-information-processing-systems:main,paper venue_id is absent from the canonical registry
no_action_required,curated:cb237bfcbc395a031757,A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,venue:global-mainstream-journal-of-innovation-engineering-emerging-technology,"Global Mainstream Journal of Innovation, Engineering & Emerging Technology",journal,,venue:global-mainstream-journal-of-innovation-engineering-emerging-technology,
no_action_required,curated:239572598dfae08d563b,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,venue:international-conference-on-advanced-concepts-for-intelligent-vision-systems:main,International Conference on Advanced Concepts for Intelligent Vision Systems,conference,main,venue:international-conference-on-advanced-concepts-for-intelligent-vision-systems:main,
no_action_required,curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-generated Image Detection,venue:iclr:main,International Conference on Learning Representations,conference,main,venue:iclr:main,
