title,year,expected_task,authors,doi,arxiv_id,openalex_url,paper_url,source_doc,section,notes,supplement_reason,manual_review
Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,detection,"Jonathan Gallagher, William Pugsley. arXiv 20240619 University of Waterloo",10.48550/arxiv.2406.13688,,https://openalex.org/W4399911107,http://arxiv.org/abs/2406.13688,Z_Update_SID-2018-2025.docx,Detection,,linked_openalex_but_missing_from_candidate_queries,true
Mixture of Low-rank Experts for Transferable AI-Generated Image Detection,2024,detection,"Zihan Liu, Hanyi Wang, Yaoyu Kang, Shilin Wang. arXiv, 20240407. 上交",10.48550/arxiv.2404.04883,,https://openalex.org/W4394664218,http://arxiv.org/abs/2404.04883,Z_Update_SID-2018-2025.docx,Detection,,linked_openalex_but_missing_from_candidate_queries,true
Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,detection,"Di Yang, Yihao Huang, Qing Guo, Felix Juefei-Xu, Xiaojun Jia, Run Wang, Geguang Pu, and Yang Liu. 华师&新加坡南洋理工&纽约大学&武汉大学",10.48550/arxiv.2405.18071,,https://openalex.org/W4399151866,http://arxiv.org/abs/2405.18071,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20240528,linked_openalex_but_missing_from_candidate_queries,true
Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,detection,"Tatiana Gaintseva, Laida Kushnareva, German Magai, Irina Piontkovskaya, Sergey Nikolenko, Marting Benning,Serguei Barannikov, Gregory Slabaugh. arXiv, 20240621. UK/Russia/Japan/France",10.48550/arxiv.2406.15035,,https://openalex.org/W4399991031,http://arxiv.org/abs/2406.15035,Z_Update_SID-2018-2025.docx,Detection,,linked_openalex_but_missing_from_candidate_queries,true
Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,detection,"Santosh, Li Lin, Irene Amerini, Xin Wang, Shu Hu. arXiv, 20240908.",10.1109/avss61716.2024.10672612,2404.12908v2,https://openalex.org/W4402594796,https://doi.org/10.1109/avss61716.2024.10672612,Z_Update_SID-2018-2025.docx,Detection,,linked_openalex_but_missing_from_candidate_queries,true
Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,2024,detection,"Chengdong Dong, Vijayakumar Bhagavatula, Zhenyu Zhou, Ajay Kumar. CMU/港城",10.48550/arxiv.2411.08642,,https://openalex.org/W4404407873,http://arxiv.org/abs/2411.08642,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241113",linked_openalex_but_missing_from_candidate_queries,true
Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,2024,detection,"Chung-Ting Tsai, Ching-Yun Ko, I-Hsin Chung, Yu-Chiang Frank Wang, Pin-Yu Chen IBM/国立台湾大学",10.48550/arxiv.2411.19117,,https://openalex.org/W4405030035,http://arxiv.org/abs/2411.19117,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241128",linked_openalex_but_missing_from_candidate_queries,true
HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,detection,"Sungik Choi, Sungwoo Park, Jaehoon Lee, Seunghyun Kim, Stanley Jungkyu Choi, Moontae Lee. LG AI Research",10.48550/arxiv.2412.20704,,https://openalex.org/W4405956571,http://arxiv.org/abs/2412.20704,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241230",linked_openalex_but_missing_from_candidate_queries,true
Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,2025,detection,"Jonathan Brokman, Amit Giloni, Omer Hofman, Roman Vainshtein, Hisashi Kojima, Guy Gilboa Israel Institute of Technology",10.48550/arxiv.2504.15470,,https://openalex.org/W4414631013,https://openreview.net/pdf?id=7gGl6HB5Zd,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICLR, 2025",linked_openalex_but_missing_from_candidate_queries,true
C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,2025,detection,"Chuangchuang Tan, Renshuai Tao, Huan Liu, Guanghua Gu, Baoyuan Wu, Yao Zhao, Yunchao Wei.",10.1609/aaai.v39i7.32772,,https://openalex.org/W4409367167,https://doi.org/10.1609/aaai.v39i7.32772,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AAAI, 2025",linked_openalex_but_missing_from_candidate_queries,true
Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2025,detection,"Ziyou Liang, Weifeng Liu, Run Wang, Mengjie Wu, Boheng Li, Yuyang Zhang, Lina Wang, Xinyi Yang 武汉大学",10.48550/arxiv.2403.16513,,https://openalex.org/W4393213376,https://ojs.aaai.org/index.php/AAAI/article/view/34826,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AAAI, 2025",linked_openalex_but_missing_from_candidate_queries,true
D^3 Scaling Up Deepfake Detection by Learning from Discrepancy,2025,detection,"Yongqi Yang, Zhihao Qian, Ye Zhu, Yu Wu. 武汉大学",10.48550/arxiv.2404.04584,,https://openalex.org/W4394653966,http://arxiv.org/abs/2404.04584,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025",linked_openalex_but_missing_from_candidate_queries,true
FIRE: Robust Detection of Diffusion-Generated Images via Frequency-Guided Reconstruction Error,2025,detection,"Beilin Chu, Xuan Xu, Xin Wang, Yufei Zhang, Weike You, Linna Zhou. 北邮",10.1109/cvpr52734.2025.01197,,https://openalex.org/W4413145084,https://doi.org/10.1109/cvpr52734.2025.01197,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025",linked_openalex_but_missing_from_candidate_queries,true
Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,detection,Zexi Jia · Chuanwei Huang · Yeshuang Zhu · Hongyan Fei · Xiaoyue Duan · Yuan Zhiqiang · Ying Deng · Jiapei Zhang · Jinchao Zhang · Jie Zhou,10.1109/cvpr52734.2025.01255,,https://openalex.org/W4413146372,https://doi.org/10.1109/cvpr52734.2025.01255,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025",linked_openalex_but_missing_from_candidate_queries,true
Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,2025,detection,"Haoyue Bai, Yiyou Sun, Wei Cheng, Haifeng Chen University of Wisconsin-Madison",10.48550/arxiv.2505.01008,,https://openalex.org/W4414769856,https://openaccess.thecvf.com/content/CVPR2025/papers/Bai_Wheres_the_Liability_in_the_Generative_Era_Recovery-based_Black-Box_Detection_CVPR_2025_paper.pdf,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025",linked_openalex_but_missing_from_candidate_queries,true
Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,detection,"Siwei Wen, Junyan Ye, Peilin Feng, Hengrui Kang, Zichen Wen, Yize Chen, Jiang Wu, Wenjun Wu, Conghui He, Weijia Li 上海AI实验室&中山大学&北航&上交&港中文",10.48550/arxiv.2503.14905,,https://openalex.org/W4414902235,http://arxiv.org/abs/2503.14905,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=NeurIPS, 2025",linked_openalex_but_missing_from_candidate_queries,true
FerretNet: Efficient Synthetic Image Detection via Local Pixel Dependencies,2025,detection,"Shuqiao Liang, Jian Liu, Renzhang Chen∗, Quanlong Guan 济南大学",10.48550/arxiv.2509.20890,,https://openalex.org/W4414789480,http://arxiv.org/abs/2509.20890,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=NeurIPS, 2025",linked_openalex_but_missing_from_candidate_queries,true
AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,2025,detection,"Ziyin Zhou, Yunpeng Luo, Yuanchen Wu, Ke Sun, Jiayi Ji, Ke Yan, Shouhong Ding, Xiaoshuai Sun, Yunsheng Wu, Rongrong Ji 厦门大学",10.1109/iccv51701.2025.01742,,https://openalex.org/W4415343382,https://doi.org/10.1109/iccv51701.2025.01742,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",linked_openalex_but_missing_from_candidate_queries,true
Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,2025,detection,"Yingsong Huang, Hui Guo, Jing Huang, Bing Bai, Qi Xiong Tencent / Hikvision / Microsoft",10.1109/iccv51701.2025.01588,,https://openalex.org/W7160128830,https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_Diffusion_Epistemic_Uncertainty_with_Asymmetric_Learning_for_Diffusion-Generated_Image_Detection_ICCV_2025_paper.pdf,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",linked_openalex_but_missing_from_candidate_queries,true
LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,detection,"Hengrui Kang, Siwei Wen, Zichen Wen, Junyan Ye, Weijia Li, Peilin Feng, Baichuan Zhou, Bin Wang, Dahua Lin, Linfeng Zhang, Conghui He 上交&北航&中山大学",10.1109/iccv51701.2025.01760,,https://openalex.org/W4414903171,https://doi.org/10.1109/iccv51701.2025.01760,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",linked_openalex_but_missing_from_candidate_queries,true
Semantic Discrepancy-aware Detector for Image Forgery Identification,2025,detection,"Ziye Wang, Minghang Yu, Chunyan Xu, Zhen Cui. 南京科技大学",10.1109/iccv51701.2025.01709,,https://openalex.org/W4414487140,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Semantic_Discrepancy-aware_Detector_for_Image_Forgery_Identification_ICCV_2025_paper.pdf,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",linked_openalex_but_missing_from_candidate_queries,true
ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,detection,"Yingjian Chen, Lei Zhang, Yakun Niu 河南大学",10.1109/iccv51701.2025.01510,,https://openalex.org/W7160017581,https://doi.org/10.1109/iccv51701.2025.01510,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",linked_openalex_but_missing_from_candidate_queries,true
Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,detection,"Yu Cai, Jiahe Tian, Xiaomeng Fu, Jiao Dai, Jizhong Han, Siwei Lyu. State University of New York at Buffalo & 中科院",10.1109/iccvw69036.2025.00165,,https://openalex.org/W7131078162,https://openaccess.thecvf.com/content/ICCV2025W/APAI/papers/Cai_Adaptive_Test-Time_Semantic_Debiasing_for_AI-Generated_Image_Detection_ICCVW_2025_paper.pdf,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025",linked_openalex_but_missing_from_candidate_queries,true
CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,detection,"Yu Cai, Shan Jia, Jiahe Tian, Jiao Dai, Jizhong Han, Siwei Lyu. State University of New York at Buffalo & 中科院",10.1109/iccvw69036.2025.00166,,https://openalex.org/W7131117798,https://openaccess.thecvf.com/content/ICCV2025W/APAI/papers/Cai_CatAID_Category-Guided_AI-Generated_Image_Detection_via_Vision-Language_Model_Adaptation_ICCVW_2025_paper.pdf,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025",linked_openalex_but_missing_from_candidate_queries,true
SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,detection,Renshuai Tao; Chuangchuang Tan; Huan Liu; Jiakai Wang; Haotong Qin; Yakun Chang; Wei Wang; Rongrong Ni; Yao Zhao 北交,10.1109/tifs.2025.3581726,,https://openalex.org/W4411484192,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11045799,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=TIFS, 2025",linked_openalex_but_missing_from_candidate_queries,true
Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,detection,"Shiyu Wu, Jing Liu, Jing Li, Yequan Wang",10.48550/arxiv.2501.08763,,https://openalex.org/W4406484960,https://openreview.net/pdf?id=uvU29AfoNT,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",linked_openalex_but_missing_from_candidate_queries,true
Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,detection,"Zhiyuan Yan, Jiangming Wang, Peng Jin, Ke-Yue Zhang, Chengchun Liu, Shen Chen, Taiping Yao, Shouhong Ding, Baoyuan Wu, Li Yuan 北大&腾讯优图&港中文",10.48550/arxiv.2411.15633,,https://openalex.org/W4404986693,https://openreview.net/pdf?id=GFpjO8S8Po,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",linked_openalex_but_missing_from_candidate_queries,true
Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,detection,"Anirudh Sundara Rajan, Yong Jae Lee University of Wisconsin-Madison",10.48550/arxiv.2502.07778,,https://openalex.org/W4407425880,http://arxiv.org/abs/2502.07778,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",linked_openalex_but_missing_from_candidate_queries,true
ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,2025,detection_and_source_attribution,"Wenpeng Mu, Zheng Li, Qiang Xu, Xinghao Jiang, Tanfeng Sun 上海交通大学",10.1145/3746027.3755434,,https://openalex.org/W4415538223,https://doi.org/10.1145/3746027.3755434,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ACM MM, 2025",linked_openalex_but_missing_from_candidate_queries,true
Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,detection,"Chengji Shen, Zhenjiang Liu, Kaixuan Chen, Jie Lei, Mingli Song, Zunlei Feng",10.1109/icassp49660.2025.10890455,,https://openalex.org/W4408355373,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10890455,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICASSP, 2025",linked_openalex_but_missing_from_candidate_queries,true
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,detection,"Haitao Xu, Zhihong Chen, Haiwei Zhang, Lifang Xue, Hao Zhang 天津工业大学",10.1016/j.knosys.2025.113806,,https://openalex.org/W4410487490,https://pdf.sciencedirectassets.com/271505/1-s2.0-S0950705125X00137/1-s2.0-S0950705125008524/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAoaCXVzLWVhc3QtMSJIMEYCIQCKT7cQg0L2zugkhwTIkxzoHxMvlYJFnPTwSnvKhk1UWgIhAIN6FY9LN5huc0JkpkD8FG6hh3KxIVNe9Js23bFVtj1%2BKrsFCNP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgwDYgGPiIKEWahH7tUqjwXq%2F9eqQmyRZ3ZCr0arNjnGtXBtGGlG8J5i9FchmN%2Fhi1zCT2KyWzH8S16XHGzRxM5n5x4zn8gV29RHu8Rr4F8J%2FkmC4bXgVlCgURBLK%2BZOIrEkHrj1SDNpX7%2BOaPaZEuXnvPnefS2a4deaPlkzvrnA0jhEwmcql6NeySyg2pthBSYpksRWOWomIQKg7ad9JSEGA7zig%2B%2BoSJOoqoxvCPjnWwwGlQh%2FasBGo8gMfuAV6MGSRFnaWhQglrY3DcQc7JQtM4aswsoGC42fprrlOlj%2F2RkPtCM8W3p9ujt4SioQMtZH014uDyBW2fuPNqfI8vwjgyRhCUmDRN6jLAAdVuzlmJN3yd3umgALJAJ4lcsJsEJcS%2F%2FxSattYdOK7j%2FYXw5N9MhzpxzCfEI%2FCH2DkcFCAx3uZ4cSf2kZ%2BBc0KhiWA2WlvP3JeLXtzkttKYvLEjRLDKkZVK16rcgEwbt7h%2F%2BtShDXuIywB4GoHWQH1IUQGL7UJZugSxvphbJ4oXmtUdD%2FOPAXOnAvg3%2BRjT%2FmP1JtSa1vFgqM8kYL%2FJcYIHtBbpgN%2Fnyxjqg5Yn%2Bys%2FNFi6KCRSAEBPH%2Frw1x3P0RMgMEDtJyjfkMU1Tnf4Y5hh%2B7B95oYWfkdHqvG4ijTS9%2FLc6pjCpuBsY8U%2F1eFIIsfkM%2BmlrdHDj1fnTSnC%2BI7bWCRpA264EJV6Jf7yZpJybshiF1EXEMV5%2FpyVkh0GbAFV87K3jkwgBk50Il5Q7miO1VM8k2Ch%2FxJKY%2FxaBnF%2Fr2ACHU6MZB5qo4sgWeoPSgZQAA0C4nQpbXpTMC9gkL69%2BZawuuUvnDc0baXb4C%2FXfy9n2UMYSenjGicazUU4iytJ6oJ3eD82wA4OMbooIK89BWMNH55MkGOrAB6zRhB8%2FvpwB1TMnJruZqsWnnjKrFEew%2FZZn913lBagEFA5JVRyBxUoHbhLhYs88RgAtXbqAAaGJ%2B7JzLyZjUl61qBiHy6QSSHspL5SaDensFPRq5qu2tN9FVYhLsT1fmMQL3uRKugb1LPCIh1PVzbFxcFkrsnqFpusiqPJRdjsgRj13Io0Fpwe8J%2BqX3A6Wb%2FbLfjPIKJOcYE%2BhfBmtTH21ClknhZteFL3KWeUBYbK8%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20251210T100535Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYR33KXBS7%2F20251210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bb469f5a83e9ef5295511b1828c091ed31c5b1a4d19372e9c3f6845cdb9f6b1a&hash=7cbae49bdf9439fd9104dc5a2bb999136ecbe20a3725f897371b4c772ae1de76&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0950705125008524&tid=spdf-8795d3d5-441d-4225-a2d2-a5db8e8a7127&sid=99ccc6498d77e94955498e57b12aa6421d49gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=050b5707070500070d54&rr=9abbecb5df448e07&cc=cn,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=KBS, 2025",linked_openalex_but_missing_from_candidate_queries,true
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,detection,"Rui Liu, Sicong Zhang, Yang Xu, Weida Xu, Xinlong He",10.1007/s00530-024-01626-z,,https://openalex.org/W4405895672,https://link.springer.com/article/10.1007/s00530-024-01626-z,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Multimedia Systems, 2025",linked_openalex_but_missing_from_candidate_queries,true
Optimized frequency collaborative strategy drives AI image detection,2025,detection,"Jun Li, Wentao Jiang, Liyan Shen, Yawei Ren",10.1109/jiot.2025.3531053,,https://openalex.org/W4406657393,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10848481,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Internet of Things Journal, 2025",linked_openalex_but_missing_from_candidate_queries,true
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,detection,"Anant Mehta, Bryant McArthur, Nagarjuna Kolloju, Zhengzhong Tu",10.1109/wacvw65960.2025.00082,,https://openalex.org/W4409917519,https://doi.org/10.1109/wacvw65960.2025.00082,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250110",linked_openalex_but_missing_from_candidate_queries,true
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,detection,"Despina Konstantinidou, Christos Koutlis，Symeon Papadopoulos",10.1109/wacvw65960.2025.00160,,https://openalex.org/W4409917584,https://doi.org/10.1109/wacvw65960.2025.00160,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250116",linked_openalex_but_missing_from_candidate_queries,true
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,detection,"JiaXin Chen, Miao Hu, DengYong Zhang, Yun Song, Xin Liao. 湖南大学",10.48550/arxiv.2501.13475,,https://openalex.org/W4406786190,http://arxiv.org/abs/2501.13475,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250123",linked_openalex_but_missing_from_candidate_queries,true
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,detection,"Peipei Yuan, Zijing Xie, Shuo Ye, Hong Chen, Yulong Wang 江汉大学",10.1016/j.patrec.2026.04.016,,https://openalex.org/W4415187215,https://doi.org/10.1016/j.patrec.2026.04.016,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250225",linked_openalex_but_missing_from_candidate_queries,true
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,detection,"Shengpeng Xiao, Yuanfang Guo, Heqi Peng, Zeming Liu, Liang Yang, Yunhong Wang 北航&河北工大",10.48550/arxiv.2503.08484,,https://openalex.org/W4414578321,http://arxiv.org/abs/2503.08484,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250311,linked_openalex_but_missing_from_candidate_queries,true
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,detection_and_source_attribution,"Shree Singhi, Aayan Yadav, Aayush Gupta, Shariar Ebrahimi, Parisa Hassanizadeh",10.48550/arxiv.2503.11195,,https://openalex.org/W4417284156,http://arxiv.org/abs/2503.11195,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250314",linked_openalex_but_missing_from_candidate_queries,true
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,detection,"Yixuan Li, Yu Tian, Yipo Huang, Wei Lu, Shiqi Wang, Weisi Lin, and Anderson Rocha 港城&中山大学",10.48550/arxiv.2503.24267,,https://openalex.org/W4417056138,http://arxiv.org/abs/2503.24267,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250331,linked_openalex_but_missing_from_candidate_queries,true
Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,detection,"Hongfei Cai, Chi Liu, Sheng Shen, Youyang Qu, Peng Gui 澳门城市大学",10.1007/978-981-95-3001-4_12,,https://openalex.org/W4416260579,https://doi.org/10.1007/978-981-95-3001-4_12,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250402",linked_openalex_but_missing_from_candidate_queries,true
Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,detection,"Yiran He, Yun Cao, Bowen Yang, Zeyu Zhang",10.1145/3733102.3733138,,https://openalex.org/W4411378016,https://doi.org/10.1145/3733102.3733138,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250416,linked_openalex_but_missing_from_candidate_queries,true
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,detection,"Lin Yuan, Xiaowan Li, Yan Zhang, Jiawei Zhang, Hongbo Li, Xinbo Gao",10.48550/arxiv.2504.13726,,https://openalex.org/W4415320094,http://arxiv.org/abs/2504.13726,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250418",linked_openalex_but_missing_from_candidate_queries,true
Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,detection,"Yikun Ji, Yan Hong, Jiahui Zhan, Haoxing Chen, jun lan, Huijia Zhu, Weiqiang Wang, Liqing Zhang, Jianfu Zhang 上交",10.1145/3746027.3755421,,https://openalex.org/W4415536758,https://doi.org/10.1145/3746027.3755421,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250419,linked_openalex_but_missing_from_candidate_queries,true
DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2025,detection,"Mamadou Keita, Wassim Hamidouche, Hessen Bougueffa Eutamene, Abdelmalik Taleb-Ahmed, Abdenour Hadid",10.48550/arxiv.2504.19876,,https://openalex.org/W4414746156,http://arxiv.org/abs/2504.19876,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250428",linked_openalex_but_missing_from_candidate_queries,true
Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,detection,"Efthymia Amarantidou, Christos Koutlis, Symeon Papadopoulos, Panagiotis C. Petrantonakis",10.23919/eusipco63237.2025.11226549,,https://openalex.org/W4417052422,https://doi.org/10.23919/eusipco63237.2025.11226549,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250613",linked_openalex_but_missing_from_candidate_queries,true
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,detection,"Manyi Li, Renshuai Tao, Yufan Liu, Chuangchuang Tan, Haotong Qin, Bing Li, Yunchao Wei, Yao Zhao. 北交",10.48550/arxiv.2506.20548,,https://openalex.org/W4414989730,http://arxiv.org/abs/2506.20548,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250625",linked_openalex_but_missing_from_candidate_queries,true
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,detection,"Ana Vasilcoiu, Ivona Najdenkoska, Zeno Geradts, Marcel Worring. University of Amsterdam",10.48550/arxiv.2507.03054,,https://openalex.org/W4415343792,http://arxiv.org/abs/2507.03054,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250703",linked_openalex_but_missing_from_candidate_queries,true
Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,detection,"Yixin Wu, Feiran Zhang, Tianyuan Shi, Ruicheng Yin, Zhenghua Wang, Zhenliang Gan, Xiaohua Wang, Changze Lv, Xiaoqing Zheng, Xuanjing Huang",10.1609/aaai.v40i13.38060,,https://openalex.org/W7138458380,https://doi.org/10.1609/aaai.v40i13.38060,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250728",linked_openalex_but_missing_from_candidate_queries,true
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,detection,"Amirtaha Amanzadi, Zahra Dehghanian, Hamid Beigy, Hamid R. Rabiee. Sharif University of Technology Iran",10.48550/arxiv.2510.05740,,https://openalex.org/W4414978765,http://arxiv.org/abs/2510.05740,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251007",linked_openalex_but_missing_from_candidate_queries,true
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,detection,"Mengfei Liang, Yiting Qu, Yukun Jiang, Michael Backes, Yang Zhang. CISPA",10.48550/arxiv.2511.00181,,https://openalex.org/W4415935817,http://arxiv.org/abs/2511.00181,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251031",linked_openalex_but_missing_from_candidate_queries,true
Generalized Design Choices for Deepfake Detectors,2025,detection,"Lorenzo Pellegrini, Serafino Pandolfini, Davide Maltoni, Matteo Ferrara, Marco Prati, Marco Ramilli. University of Bologna, Italy",10.48550/arxiv.2511.21507,2511.21507,https://openalex.org/W4416790887,http://arxiv.org/abs/2511.21507,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251126",linked_openalex_but_missing_from_candidate_queries,true
Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,detection,"Fanrui Zhang, Qiang Zhang, Sizhuo Zhou, Jianwen Sun, Chuanhao Li, Jiaxin Ai, Yukang Feng, Yujie Zhang, Wenjie Li, Zizhen Li, Yifan Chang, Jiawei Liu, Kaipeng Zhang 中科大",10.48550/arxiv.2512.16300,,https://openalex.org/W4417529984,http://arxiv.org/abs/2512.16300,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251218",linked_openalex_but_missing_from_candidate_queries,true
Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,detection,"Chenming Zhou, Jiaan Wang, Yu Li, Lei Li, Juan Cao, Sheng Tang 中科院计算所",10.48550/arxiv.2512.17350,,https://openalex.org/W7116834512,https://doi.org/10.48550/arxiv.2512.17350,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219",linked_openalex_but_missing_from_candidate_queries,true
