title,year,normalized_title,openalex_url,doi,author,author_position,institution,city,region,country,country_code,current_latitude,current_longitude,candidate_latitude,candidate_longitude,candidate_source,candidate_source_detail,candidate_confidence,coordinate_status,apply_status,risk_flags,notes
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Yunpeng Luo,1,Tencent YouTu Lab,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Location left empty because the paper page only gives Tencent YouTu Lab.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Junlong Du,2,Tencent YouTu Lab,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Location left empty because the paper page only gives Tencent YouTu Lab.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Ke Yan,3,Tencent YouTu Lab,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Location left empty because the paper page only gives Tencent YouTu Lab.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Shouhong Ding,4,Tencent YouTu Lab,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Location left empty because the paper page only gives Tencent YouTu Lab.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Tianyun Yang,1,"Institute of Computing Technology, Chinese Academy of Sciences",Beijing,Beijing,China,CN,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author has affiliation markers 1 and 2. Primary canonical institution recorded as ICT CAS; secondary affiliation University of Chinese Academy of Sciences kept in raw_affiliation.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Juan Cao,2,"Institute of Computing Technology, Chinese Academy of Sciences",Beijing,Beijing,China,CN,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author has affiliation markers 1 and 2. Primary canonical institution recorded as ICT CAS; secondary affiliation University of Chinese Academy of Sciences kept in raw_affiliation.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,"Sheng, Qiang",3,"Institute of Computing Technology, Chinese Academy of Sciences",Beijing,Beijing,China,CN,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author has affiliation markers 1 and 2. Primary canonical institution recorded as ICT CAS; secondary affiliation University of Chinese Academy of Sciences kept in raw_affiliation.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Lei Li,4,"Institute of Computing Technology, Chinese Academy of Sciences",Beijing,Beijing,China,CN,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author has affiliation markers 1 and 2. Primary canonical institution recorded as ICT CAS; secondary affiliation University of Chinese Academy of Sciences kept in raw_affiliation.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Sheng Tang,7,"Institute of Computing Technology, Chinese Academy of Sciences",Beijing,Beijing,China,CN,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author has affiliation markers 1 and 2. Primary canonical institution recorded as ICT CAS; secondary affiliation University of Chinese Academy of Sciences kept in raw_affiliation.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Jiaqi Ji,5,Renmin University of China,Beijing,Beijing,China,CN,39.9075,116.39723,39.9075,116.39723,data/processed/institution_resolution_cache.json,ROR,high,has_valid_coordinates,confirmed,exact_local_coordinate_match,Author-affiliation mapping verified from ar5iv/arXiv HTML first page; affiliation marker 3. | Possible exact local institution coordinate match; verify before copying into enrichment CSV.
Learning to disentangle gan fingerprint for fake image attribution,2021,learning to disentangle gan fingerprint for fake image attribution,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,Xirong Li,6,Renmin University of China,Beijing,Beijing,China,CN,39.9075,116.39723,39.9075,116.39723,data/processed/institution_resolution_cache.json,ROR,high,has_valid_coordinates,confirmed,exact_local_coordinate_match,Author-affiliation mapping verified from ar5iv/arXiv HTML first page; affiliation marker 3. | Possible exact local institution coordinate match; verify before copying into enrichment CSV.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Nan Zhong,1,Fudan University,Shanghai,Shanghai,China,CN,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Paper first page lists all authors under Fudan University. | Multiple exact local coordinate matches exist for this institution name.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Yiran Xu,2,Fudan University,Shanghai,Shanghai,China,CN,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Paper first page lists all authors under Fudan University. | Multiple exact local coordinate matches exist for this institution name.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,"Li, Sheng",3,Fudan University,Shanghai,Shanghai,China,CN,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Paper first page lists all authors under Fudan University. | Multiple exact local coordinate matches exist for this institution name.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Zhenxing Qian,4,Fudan University,Shanghai,Shanghai,China,CN,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Paper first page lists all authors under Fudan University. | Multiple exact local coordinate matches exist for this institution name.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Xinpeng Zhang,5,Fudan University,Shanghai,Shanghai,China,CN,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Paper first page lists all authors under Fudan University. | Multiple exact local coordinate matches exist for this institution name.
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,repmix representation mixing for robust attribution of synthesized images,https://openalex.org/W4284702842,10.1007/978-3-031-19781-9_9,John Collomosse,3,Adobe Systems (United States),,,,US,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Multiple exact local coordinate matches exist for this institution name."
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,repmix representation mixing for robust attribution of synthesized images,https://openalex.org/W4284702842,10.1007/978-3-031-19781-9_9,Ning Yu,2,Salesforce (United States),,,,US,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Multiple exact local coordinate matches exist for this institution name."
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,repmix representation mixing for robust attribution of synthesized images,https://openalex.org/W4284702842,10.1007/978-3-031-19781-9_9,Tu Bui,1,University of Surrey,,,,GB,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Multiple exact local coordinate matches exist for this institution name."
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,repmix representation mixing for robust attribution of synthesized images,https://openalex.org/W4284702842,10.1007/978-3-031-19781-9_9,John Collomosse,3,University of Surrey,,,,GB,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Multiple exact local coordinate matches exist for this institution name."
Reverse engineering of generative models: Inferring model hyperparameters from generated images,2023,reverse engineering of generative models inferring model hyperparameters from generated images,https://openalex.org/W4385486282,10.1109/tpami.2023.3301451,Xi Yin,2,,,,,,,,,,,,unresolved,missing_affiliation_records,needs_manual_review,missing_affiliation_records,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. Structured institution missing; preserved raw affiliation text for manual resolution."
Reverse engineering of generative models: Inferring model hyperparameters from generated images,2023,reverse engineering of generative models inferring model hyperparameters from generated images,https://openalex.org/W4385486282,10.1109/tpami.2023.3301451,Tal Hassner,3,,,,,,,,,,,,unresolved,missing_affiliation_records,needs_manual_review,missing_affiliation_records,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. Structured institution missing; preserved raw affiliation text for manual resolution."
Reverse engineering of generative models: Inferring model hyperparameters from generated images,2023,reverse engineering of generative models inferring model hyperparameters from generated images,https://openalex.org/W4385486282,10.1109/tpami.2023.3301451,Vishal Asnani,1,Michigan State University,,,,US,42.73698,-84.48387,42.73698,-84.48387,data/processed/institution_resolution_cache.json,ROR,high,has_valid_coordinates,needs_manual_review,exact_local_coordinate_match,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Possible exact local institution coordinate match; verify before copying into enrichment CSV. Demoted from confirmed because no exact enrichment row exists for this candidate key."
Reverse engineering of generative models: Inferring model hyperparameters from generated images,2023,reverse engineering of generative models inferring model hyperparameters from generated images,https://openalex.org/W4385486282,10.1109/tpami.2023.3301451,Xiaoming Liu,4,Michigan State University,,,,US,42.73698,-84.48387,42.73698,-84.48387,data/processed/institution_resolution_cache.json,ROR,high,has_valid_coordinates,needs_manual_review,exact_local_coordinate_match,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. | Possible exact local institution coordinate match; verify before copying into enrichment CSV. Demoted from confirmed because no exact enrichment row exists for this candidate key."
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Pin‐Yu Chen,2,IBM Research,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Location left empty because the paper page only gives IBM Research.
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Zhiyuan He,1,The Chinese University of Hong Kong,Hong Kong,Hong Kong,Hong Kong,HK,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Department kept only in raw_affiliation.
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Tsung-Yi Ho,3,The Chinese University of Hong Kong,Hong Kong,Hong Kong,Hong Kong,HK,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Department kept only in raw_affiliation.
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,where did i come from origin attribution of ai generated images,https://openalex.org/W7133223677,10.52202/075280-3256,Zhenting Wang,4,Rutgers University,Piscataway,New Jersey,United States,US,40.48622,-74.45182,40.48622,-74.45182,data/processed/institution_resolution_cache.json,ROR,high,has_valid_coordinates,confirmed,exact_local_coordinate_match,Author-affiliation mapping verified from NeurIPS PDF first page. | Possible exact local institution coordinate match; verify before copying into enrichment CSV.
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,where did i come from origin attribution of ai generated images,https://openalex.org/W7133223677,10.52202/075280-3256,Chen Chen,1,Sony AI,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Author-affiliation mapping verified from NeurIPS PDF first page. Location left empty because the paper page does not specify an office location.
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,where did i come from origin attribution of ai generated images,https://openalex.org/W7133223677,10.52202/075280-3256,Lingjuan Lyu,2,Sony AI,,,,,,,,,,,unresolved,missing_city_country,needs_manual_review,corporate_or_lab_institution; missing_city_country,Author-affiliation mapping verified from NeurIPS PDF first page. Location left empty because the paper page does not specify an office location.
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,where did i come from origin attribution of ai generated images,https://openalex.org/W7133223677,10.52202/075280-3256,Shiqing Ma,3,University of Massachusetts Amherst,Amherst,Massachusetts,United States,US,,,,,,,unresolved,missing_coordinates_but_has_city_country,needs_manual_review,no_exact_local_coordinate_match,Author-affiliation mapping verified from NeurIPS PDF first page.
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,where did i come from origin attribution of ai generated images,https://openalex.org/W7133223677,10.52202/075280-3256,Yi Zeng,5,Virginia Tech,Blacksburg,Virginia,United States,US,,,,,,,unresolved,ambiguous_institution_location,needs_manual_review,ambiguous_institution_location,Author-affiliation mapping verified from NeurIPS PDF first page. | Multiple exact local coordinate matches exist for this institution name.
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,wildfake a large scale challenging dataset for ai generated images detection,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,"Hong, Yan",1,Ant Group,Hangzhou,Zhejiang,China,CN,30.2741,120.1551,30.2741,120.1551,data/manual/institution_record_overrides.csv,data/manual/institution_record_overrides.csv,high,has_valid_coordinates,confirmed,corporate_or_lab_institution; exact_local_coordinate_match,Current local CSV has the arXiv two-author version. AAAI official page lists Yan Hong with Ant Group in the expanded 2025 version. Coordinates remain empty. | Possible exact local institution coordinate match; verify before copying into enrichment CSV.
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,wildfake a large scale challenging dataset for ai generated images detection,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,Jianfu Zhang,2,Shanghai Jiao Tong University,Shanghai,Shanghai,China,CN,31.2,121.4242,31.2,121.4242,data/manual/institution_record_overrides.csv,data/manual/institution_record_overrides.csv,high,has_valid_coordinates,confirmed,exact_local_coordinate_match,Current local CSV has the arXiv two-author version. AAAI official page lists Jianfu Zhang with Shanghai Jiao Tong University in the expanded 2025 version. Coordinates remain empty. | Possible exact local institution coordinate match; verify before copying into enrichment CSV.
