batch,title,year,match_status,best_match_title,best_match_year,similarity,openalex_url,doi,publication_venue,publication_type,notes,review_decision,review_notes
batch5,Mixture of Low-rank Experts for Transferable AI-Generated Image Detection,2024,weak_match,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,2023,0.373,https://openalex.org/W4323706279,https://doi.org/10.48550/arxiv.2303.04226,arXiv (Cornell University),preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch5,On the Effectiveness of Dataset Alignment for Fake Image Detection,2024,weak_match,Face Alignment in Full Pose Range: A 3D Total Solution,2017,0.437,https://openalex.org/W2265959009,https://doi.org/10.1109/tpami.2017.2778152,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,On the Exploitation of DCT-Traces in the Generative-AI Domain,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Shadows Don't Lie and Lines Can't Bend! Generative Models don't know Projective Geometry...for now,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Tiny Autoencoders are Effective Few-Shot Generative Model Detectors,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch5,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,2024,weak_match,DeepFake Detection for Human Face Images and Videos: A Survey,2022,0.426,https://openalex.org/W4211008685,https://doi.org/10.1109/access.2022.3151186,IEEE Access,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch5,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,2024,weak_match,Deep learning-enabled medical computer vision,2021,0.342,https://openalex.org/W3120894151,https://doi.org/10.1038/s41746-020-00376-2,npj Digital Medicine,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Your diffusion model is an implicit synthetic image detector,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,Detecting Generated Images by Real Images Only,2023,weak_match,ImageJ2: ImageJ for the next generation of scientific image data,2017,0.404,https://openalex.org/W2580035316,https://doi.org/10.1186/s12859-017-1934-z,BMC Bioinformatics,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch5,Open Set Synthetic Image Source Attribution,2023,weak_match,CLIPScore: A Reference-free Evaluation Metric for Image Captioning,2021,0.389,https://openalex.org/W3153469116,https://doi.org/10.18653/v1/2021.emnlp-main.595,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,conference,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch5,Did you use my GAN to generate fake? post-hoc attribution of GAN images via latent recovery,2022,query_failed,,,,,,,,OpenAlex queries failed: 'Did you use my GAN to generate fake? post-hoc attribution of GAN images via latent recovery': Could not fetch https://api.openalex.org/works?search=Did+you+use+my+GAN+to+generate+fake%3F+post-hoc+attribution+of+GAN+images+via+latent+recovery&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch5,Does a GAN leave distinct model-specific fingerprints?,2021,query_failed,,,,,,,,OpenAlex queries failed: 'Does a GAN leave distinct model-specific fingerprints?': Could not fetch https://api.openalex.org/works?search=Does+a+GAN+leave+distinct+model-specific+fingerprints%3F&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch5,"Attributing and Detecting Fake Images Generated by Known GANs. SPW, 2020",2020,weak_match,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",2020,0.453,https://openalex.org/W2974581576,https://doi.org/10.1007/s11633-019-1211-x,International Journal of Automation and Computing,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
