candidate_id,canonical_title,year,venue,doi,arxiv_id,openalex_id,primary_evidence_url,primary_policy_cluster,previous_provisional_outcome,policy_outcome,primary_exclusion_reason,approved_policy_ids,mechanism_assessment,policy_rationale,evidence_review_question,manual_review,independent_passive_exception_verified,evidence_basis,scope_evidence,original_audit_status
audit:6f69801785fbf13d,NoisePrints: Distortion-Free Watermarks for Authorship in Private Diffusion Models,2026,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/a224ff18cc99a71751aa2b79118604da-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"With the rapid adoption of diffusion models for visual content generation, proving authorship and protecting copyright have become critical. This challenge is particularly important when model owners keep their models private and may be unwilling or unable to handle authorship issues, making third-party verification essential. A natural solution is to embed watermarks for later verification. However, existing methods require access to model weights and rely on computationally heavy procedures, rendering them impractical and non-scalable. To address these challenges, we propose $\text{\emph{NoisePrints}}$, a lightweight watermarking scheme that utilizes the random seed used to initialize the diffusion process as a proof of authorship without modifying the generation process. Our key observation is that the initial noise derived from a seed is highly correlated with the generated visual content. By incorporating a hash function into the noise sampling process, we further ensure that recovering a valid seed from the content is infeasible. We also show that sampling an alternative seed that passes verification is infeasible, and demonstrate the robustness of our method under various manipulations. Finally, we show how to use cryptographic zero-knowledge proofs to prove ownership without revealing the seed. By keeping the seed secret, we increase the difficulty of watermark removal. In our experiments, we validate NoisePrints on multiple state-of-the-art diffusion models for images and videos, demonstrating efficient verification using only the seed and output, without requiring access to model weights.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7195ff8f08908e1a,How Do Deepfakes Move? Motion Magnification for Deepfake Source Detection,2024,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,,https://openaccess.thecvf.com/content/WACV2024/html/Demir_How_Do_Deepfakes_Move_Motion_Magnification_for_Deepfake_Source_Detection_WACV_2024_paper.html,MODALITY,LIKELY_EXCLUDE,POLICY_EXCLUDE,VIDEO_ONLY_DEEPFAKE,P2;P7,VIDEO_OR_AUDIOVISUAL,"The saved contribution is video/temporal or audio-visual deepfake detection, with no substantive general synthetic-image forensic contribution. Individual frames do not make the task eligible.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"With the proliferation of deep generative models, deepfakes are improving in quality and quantity everyday. However, there are subtle authenticity signals in pristine videos, not replicated by current generative models. We contrast the movement in deepfakes and authentic videos by motion magnification towards building a generalized deepfake source detector. The sub-muscular motion in faces has different interpretations per different generative models, which is reflected in their generative residue. Our approach exploits the difference between real motion and the amplified generative artifacts, by combining deep and traditional motion magnification, to detect whether a video is fake and its source generator if so. Evaluating our approach on two multi-source datasets, we obtain 97.77% and 94.03% for video source detection. Our approach performs at least 4.08% better than the prior deepfake source detector and other complex architectures. We also analyze magnification amount, phase extraction window, backbone network, sample counts, and sample lengths. Finally, we report our results on skin tones and genders to assess the model bias.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:71b327117fb86ed4,The Future Unmarked: Watermark Removal in AI-Generated Images via Next-Frame Prediction,2026,Advances in Neural Information Processing Systems,10.52202/085713-4154,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b48405307576689bea14d221ccba73ae-Abstract-Conference.html,WM_EVAL,LIKELY_INCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Image watermarking embeds imperceptible signals into AI-generated images for deepfake detection and provenance verification. Although recent semantic-level watermarking methods demonstrate strong resistance against conventional pixel-level removal attacks, their robustness against more advanced removal strategies remains underexplored, raising concerns about their reliability in practical scenarios. Existing removal attacks primarily operate in the pixel domain without altering image semantics, which limits their effectiveness against semantic-level watermarks. In this paper, we propose Next Frame Prediction Attack (NFPA), the first semantic-level removal attack. Unlike pixel-level attacks, NFPA formulates watermark removal as a video generation task: it treats the watermarked image as the initial frame and aims to subtly manipulate the image semantics to generate the next-frame image, i.e., the unwatermarked image. We conduct a comprehensive evaluation on eight state-of-the-art image watermarking schemes, demonstrating that NFPA consistently outperforms thirteen removal attack baselines in terms of the trade-off between watermark removal and image quality. Our results reveal the vulnerabilities of current image watermarking methods and highlight the urgent need for more robust watermarks.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:72fb27bc75391b87,Shallow Diffuse: Robust and Invisible Watermarking through Low-Dim Subspaces in Diffusion Models,2026,Advances in Neural Information Processing Systems,10.52202/085713-5147,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e23ea56888af722bfa601f7b47057dac-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The widespread use of AI-generated content from diffusion models has raised significant concerns regarding misinformation and copyright infringement. Watermarking is a crucial technique for identifying these AI-generated images and preventing their misuse. In this paper, we introduce Shallow Diffuse , a new watermarking technique that embeds robust and invisible watermarks into diffusion model outputs. Unlike existing approaches that integrate watermarking throughout the entire diffusion sampling process, Shallow Diffuse decouples these steps by leveraging the presence of a low-dimensional subspace in the image generation process. This method ensures that a substantial portion of the watermark lies in the null space of this subspace, effectively separating it from the image generation process. Our theoretical and empirical analyses show that this decoupling strategy greatly enhances the consistency of data generation and the detectability of the watermark. Extensive experiments further validate that Shallow Diffuse outperforms existing watermarking methods in terms of consistency.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:735ea2ddab9387a3,Mask Image Watermarking,2026,Advances in Neural Information Processing Systems,10.52202/085713-4895,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/d74fb06615baaf6349007da7521223aa-Abstract-Conference.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"We present MaskWM, a simple, efficient, and flexible framework for image watermarking. MaskWM has two variants: (1) MaskWM-D, which supports global watermark embedding, watermark localization, and local watermark extraction for applications such as tamper detection; (2) MaskWM-ED, which focuses on local watermark embedding and extraction, offering enhanced robustness in small regions to support fine-grined image protection. MaskWM-D builds on the classical encoder-distortion layer-decoder training paradigm. In MaskWM-D, we introduce a simple masking mechanism during the decoding stage that enables both global and local watermark extraction. During training, the decoder is guided by various types of masks applied to watermarked images before extraction, helping it learn to localize watermarks and extract them from the corresponding local areas. MaskWM-ED extends this design by incorporating the mask into the encoding stage as well, guiding the encoder to embed the watermark in designated local regions, which improves robustness under regional attacks. Extensive experiments show that MaskWM achieves state-of-the-art performance in global and local watermark extraction, watermark localization, and multi-watermark embedding. It outperforms all existing baselines, including the recent leading model WAM for local watermarking, while preserving high visual quality of the watermarked images. In addition, MaskWM is highly efficient and adaptable. It requires only 20 hours of training on a single A6000 GPU, achieving 15× computational efficiency compared to WAM. By simply adjusting the distortion layer, MaskWM can be quickly fine-tuned to meet varying robustness requirements.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7714994c0555a3d2,WaTeRFlow: Watermark Temporal Robustness via Flow Consistency,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Jeong_WaTeRFlow_Watermark_Temporal_Robustness_via_Flow_Consistency_CVPR_2026_paper.html,MODALITY,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Image watermarking supports authenticity and provenance, yet many schemes are still easy to bypass with various distortions and powerful generative edits. Deep learning-based watermarking has improved robustness to diffusion-based image editing, but a gap remains when a watermarked image is converted to video by image-to-video (I2V), in which per-frame watermark detection weakens. I2V has quickly advanced from short, jittery clips to multi-second, temporally coherent scenes, and it now serves not only content creation but also world-modeling and simulation workflows, making cross-modal watermark recovery crucial. We present WaTeRFlow, a framework tailored for robustness under I2V. It consists of (i) FUSE (Flow-guided Unified Synthesis Engine), which exposes the encoder-decoder to realistic distortions via instruction-driven edits and a fast video diffusion proxy during training, (ii) optical-flow warping with a Temporal Consistency Loss (TCL) that stabilizes per-frame predictions, and (iii) a semantic preservation loss that maintains the conditioning signal. Experiments across representative I2V models show accurate watermark recovery from frames, with higher first-frame and per-frame bit accuracy and resilience when various distortions are applied before or after video generation.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:773959c16459e24e,Contrastive Pseudo Learning for Open-World DeepFake Attribution,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2023/html/Sun_Contrastive_Pseudo_Learning_for_Open-World_DeepFake_Attribution_ICCV_2023_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The challenge in sourcing attribution for forgery faces has gained widespread attention due to the rapid development of generative techniques. While many recent works have taken essential steps on GAN-generated faces, more threatening attacks related to identity swapping or expression transferring are still overlooked. And the forgery traces hidden in unknown attacks from the open-world unlabeled faces still remain under-explored. To push the related frontier research, we introduce a new benchmark called Open-World DeepFake Attribution (OW-DFA), which aims to evaluate attribution performance against various types of fake faces under open-world scenarios. Meanwhile, we propose a novel framework named Contrastive Pseudo Learning (CPL) for the OW-DFA task through 1) introducing a Global-Local Voting module to guide the feature alignment of forged faces with different manipulated regions, 2) designing a Confidence-based Soft Pseudo-label strategy to mitigate the pseudo-noise caused by similar methods in unlabeled set. In addition, we extend the CPL framework with a multi-stage paradigm that leverages pre-train technique and iterative learning to further enhance traceability performance. Extensive experiments verify the superiority of our proposed method on the OW-DFA and also demonstrate the interpretability of deepfake attribution task and its impact on improving the security of deepfake detection area.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:784cc3f2bbbc72c2,Are Watermarks Bugs for Deepfake Detectors? Rethinking Proactive Forensics,2024,Thirty-Third International Joint Conference on Artificial Intelligence,10.24963/ijcai.2024/673,,,https://www.ijcai.org/proceedings/2024/673,HYBRID,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,AdvMark changes watermarks to improve passive detectors on the watermarked outputs; the contribution depends on the injected signal and is not a separable watermark-free passive method.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"AI-generated content has accelerated the topic of media synthesis, particularly Deepfake, which can manipulate our portraits for positive or malicious purposes. Before releasing these threatening face images, one promising forensics solution is the injection of robust watermarks to track their own provenance. However, we argue that current watermarking models, originally devised for genuine images, may harm the deployed Deepfake detectors when directly applied to forged images, since the watermarks are prone to overlap with the forgery signals used for detection. To bridge this gap, we thus propose AdvMark, on behalf of proactive forensics, to exploit the adversarial vulnerability of passive detectors for good. Specifically, AdvMark serves as a plug-and-play procedure for fine-tuning any robust watermarking into adversarial watermarking, to enhance the forensic detectability of watermarked images; meanwhile, the watermarks can still be extracted for provenance tracking. Extensive experiments demonstrate the effectiveness of the proposed AdvMark, leveraging robust watermarking to fool Deepfake detectors, which can help improve the accuracy of downstream Deepfake detection without tuning the in-the-wild detectors. We believe this work will shed some light on the harmless proactive forensics against Deepfake.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7a9f71c86f15d25f,GEM-TFL: Bridging Weak and Full Supervision for Forgery Localization through EM-Guided Decomposition and Temporal Refinement,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_GEM-TFL_Bridging_Weak_and_Full_Supervision_for_Forgery_Localization_through_CVPR_2026_paper.html,MODALITY,LIKELY_EXCLUDE,POLICY_EXCLUDE,OTHER,P7,NONIMAGE_TEMPORAL,GEM-TFL predicts manipulated temporal intervals in video/audio; it does not evaluate spatial forensic decisions on synthetic images.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"Temporal Forgery Localization (TFL) aims to precisely identify manipulated segments within videos or audio streams, providing interpretable evidence for multimedia forensics and security. While most existing TFL methods rely on dense frame-level labels in a fully supervised manner, Weakly Supervised TFL (WS-TFL) reduces labeling cost by learning only from binary video-level labels. However, current WS-TFL approaches suffer from mismatched training and inference objectives, limited supervision from binary labels, gradient blockage caused by non-differentiable top-k aggregation, and the absence of explicit modeling of inter-proposal relationships. To address these issues, we propose GEM-TFL (Graph-based EM-powered Temporal Forgery Localization), a two-phase classification-regression framework that effectively bridges the supervision gap between training and inference. Built upon this foundation, (1) we enhance weak supervision by reformulating binary labels into multi-dimensional latent attributes through an EM-based optimization process; (2) we introduce a training-free temporal consistency refinement that realigns frame-level predictions for smoother temporal dynamics; and (3) we design a graph-based proposal refinement module that models temporal-semantic relationships among proposals for globally consistent confidence estimation. Extensive experiments on benchmark datasets demonstrate that GEM-TFL achieves more accurate and robust temporal forgery localization, substantially narrowing the gap with fully supervised methods.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7aba8c4410d51d0a,SAFL-Net: Semantic-Agnostic Feature Learning Network with Auxiliary Plugins for Image Manipulation Detection,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2023/html/Sun_SAFL-Net_Semantic-Agnostic_Feature_Learning_Network_with_Auxiliary_Plugins_for_Image_ICCV_2023_paper.html,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Does SAFL-Net independently evaluate generative-image manipulations, rather than only conventional editing? Identify the generative test data and results.",true,false,saved primary abstract/summary and original inventory; no new literature search,"Since image editing methods in real world scenarios cannot be exhausted, generalization is a core challenge for image manipulation detection, which could be severely weakened by semantically related features. In this paper we propose SAFL-Net, which constrains a feature extractor to learn semantic-agnostic features by designing specific modules with corresponding auxiliary tasks. Applying constraints directly to the features extracted by the encoder helps it learn semantic-agnostic manipulation trace features, which prevents the biases related to semantic information within the limited training data and improves generalization capabilities. The consistency of auxiliary boundary prediction task and original region prediction task is guaranteed by a feature transformation structure. Experiments on various public datasets and comparisons in multiple dimensions demonstrate that SAFL-Net is effective for image manipulation detection.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7acbadff86bc126f,T2SMark: Balancing Robustness and Diversity in Noise-as-Watermark for Diffusion Models,2026,Advances in Neural Information Processing Systems,10.52202/085713-3958,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/abf731c2993f9b1ee417cc3734787d7a-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Diffusion models have advanced rapidly in recent years, producing high-fidelity images while raising concerns about intellectual property protection and the misuse of generative AI. Image watermarking for diffusion models, particularly Noise-as-Watermark (NaW) methods, encode watermark as specific standard Gaussian noise vector for image generation, embedding the infomation seamlessly while maintaining image quality. For detection, the generation process is inverted to recover the initial noise vector containing the watermark before extraction. However, existing NaW methods struggle to balance watermark robustness with generation diversity. Some methods achieve strong robustness by heavily constraining initial noise sampling, which degrades user experience, while others preserve diversity but prove too fragile for real-world deployment. To address this issue, we propose T2SMark, a two-stage watermarking scheme based on Tail-Truncated Sampling (TTS). Unlike prior methods that simply map bits to positive or negative values, TTS enhances robustness by embedding bits exclusively in the reliable tail regions while randomly sampling the central zone to preserve the latent distribution. Our two-stage framework then ensures sampling diversity by integrating a randomly generated session key into both encryption pipelines. We evaluate T2SMark on diffusion models with both U-Net and DiT backbones. Extensive experiments show that it achieves an optimal balance between robustness and diversity.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7b1da9e8f1a0b951,Black-Box Forgery Attacks on Semantic Watermarks for Diffusion Models,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2025/html/Muller_Black-Box_Forgery_Attacks_on_Semantic_Watermarks_for_Diffusion_Models_CVPR_2025_paper.html,WM_EVAL,LIKELY_INCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Integrating watermarking into the generation process of latent diffusion models (LDMs) simplifies detection and attribution of generated content. Semantic watermarks, such as Tree-Rings and Gaussian Shading, represent a novel class of watermarking techniques that are easy to implement and highly robust against various perturbations. However, our work demonstrates a fundamental security vulnerability of semantic watermarks. We show that attackers can leverage unrelated models, even with different latent spaces and architectures (UNet vs DiT), to perform powerful and realistic forgery attacks. Specifically, we design two watermark forgery attacks. The first \imprints a targeted watermark into real images by manipulating the latent representation of an arbitrary image in an unrelated LDM to get closer to the latent representation of a watermarked image. We also show that this technique can be used for watermark removal. The second attack generates new images with the target watermark by inverting a watermarked image and re-generating it with an arbitrary prompt. Both attacks just need a single reference image with the target watermark. Overall, our findings question the applicability of semantic watermarks by revealing that attackers can easily forge or remove these watermarks under realistic conditions.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7b895ca804e5a265,Certifiably Robust Image Watermark,2024,ECCV 2024 and earlier proceedings,,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/9971_ECCV_2024_paper.php,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"""Generative AI raises many societal concerns such as boosting disinformation and propaganda campaigns. Watermarking AI-generated content is a key technology to address these concerns and has been widely deployed in industry. However, watermarking is vulnerable to removal attacks and forgery attacks. In this work, we propose the first image watermarks with certified robustness guarantees against removal and forgery attacks. Our method leverages randomized smoothing, a popular technique to build certifiably robust classifiers and regression models. Our major technical contributions include extending randomized smoothing to watermarking by considering its unique characteristics, deriving the certified robustness guarantees, and designing algorithms to estimate them. Moreover, we extensively evaluate our image watermarks in terms of both certified and empirical robustness. Our code is available at https://github.com/zhengyuan-jiang/ Watermark-Library.""",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:7fde7cc4d991b297,A Secure Image Watermarking Framework with Statistical Guarantees via Adversarial Attacks on Secret Key Networks,2024,ECCV 2024 and earlier proceedings,,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/5695_ECCV_2024_paper.php,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"""Imperceptible watermarks are essential in safeguarding the content authenticity and the rights of creators in imagery. Recently, several leading approaches, notably zero-bit watermarking, have demonstrated impressive imperceptibility and robustness in image watermarking. However, these methods have security weaknesses, e.g., the risk of counterfeiting and the ease of erasing an existing watermark with another watermark, while also lacking a statistical guarantee regarding the detection performance. To address this issue, we propose a novel framework to train a secret key network (SKN), which serves as a non-duplicable safeguard for securing the embedded watermark. The SKN is trained so that natural images’ output obeys a standard multi-variate normal distribution. To embed a watermark, we apply an adversarial attack (a modified PGD attack) on the image such that the SKN produces a secret key signature (SKS) with a longer length. We then derive two hypothesis tests to detect the presence of the watermark in an image via the SKN response magnitude and the SKS angle, which offer a statistical guarantee of the false positive rate. Our extensive empirical study demonstrates that our framework maintains robustness comparable to existing methods and excels in security and imperceptibility.""",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:80dc647f134b129b,Scalable Black-Box Model Attribution for Images,2026,arXiv (Cornell University),10.48550/arxiv.2608.15652,2608.15652,w7203704211,https://arxiv.org/abs/2608.15652,ATTRIBUTION,LIKELY_INCLUDE,POLICY_INCLUDE,,P5,PASSIVE,RPA asks which generative model produced a given image and evaluates passive black-box source attribution on DRAGON and OpenFake. No active fingerprint injection is described.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"Abstract: The rapid proliferation of generative models raises the model attribution problem: given only an image, can we determine which model produced it? Existing methods have grown as elaborate as the generators they target, on the as- sumption that a more sophisticated model demands a more sophisticated attributor. We show it does not. RPA (Raw- Patch Attribution) attributes images in the strictest black- box setting with a lightweight CNN. Despite its simplicity, it attributes more models at higher accuracy than prior work, reaching 98.0% on 25-class DRAGON and 92.9% on 27- class OpenFake; it is data-efficient and runs at a cost inde- pendent of the number of candidate models; and it stays ro- bust to the compression, blur, and resizing images undergo in the wild. Training for closed-set attribution yields a ver- satile feature extractor: the same representation recovers model lineage without supervision, flags and groups unseen generators, and admits new models through few-shot adap- tation rather than retraining.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:8133742a79ef7f9c,OmniGuard: Hybrid Manipulation Localization via Augmented Versatile Deep Image Watermarking,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_OmniGuard_Hybrid_Manipulation_Localization_via_Augmented_Versatile_Deep_Image_Watermarking_CVPR_2025_paper.html,HYBRID,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"With the rapid growth of generative AI and its widespread application in image editing, new risks have emerged regarding the authenticity and integrity of digital content. Existing versatile watermarking approaches suffer from trade-offs between tamper localization precision and visual quality. Constrained by the limited flexibility of previous framework, their localized watermark must remain fixed across all images. Under AIGC-editing, their copyright extraction accuracy is also unsatisfactory. To address these challenges, we propose OmniGuard, a novel augmented versatile watermarking approach that integrates proactive embedding with passive, blind extraction for robust copyright protection and tamper localization. OmniGuard employs a hybrid forensic framework that enables flexible localization watermark selection and introduces a degradation-aware tamper extraction network for precise localization under challenging conditions. Additionally, a lightweight AIGC-editing simulation layer is designed to enhance robustness across global and local editing. Extensive experiments show that OmniGuard achieves superior fidelity, robustness, and flexibility. Compared to the recent state-of-the-art approach EditGuard, our method outperforms it by 4.25dB in PSNR of the container image, 20.7% in F1-Score under noisy conditions, and 14.8% in average bit accuracy.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:81588edf665f6ced,FreqDebias: Towards Generalizable Deepfake Detection via Consistency-Driven Frequency Debiasing,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2025/html/Kashiani_FreqDebias_Towards_Generalizable_Deepfake_Detection_via_Consistency-Driven_Frequency_Debiasing_CVPR_2025_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Deepfake detectors often struggle to generalize to novel forgery types due to biases learned from limited training data. In this paper, we identify a new type of model bias in the frequency domain, termed spectral bias, where detectors overly rely on specific frequency bands, restricting their ability to generalize across unseen forgeries. To address this, we propose FreqDebias, a frequency debiasing framework that mitigates spectral bias through two complementary strategies. First, we introduce a novel Forgery Mixup (Fo-Mixup) augmentation, which dynamically diversifies frequency characteristics of training samples. Second, we incorporate a dual consistency regularization (CR), which enforces both local consistency using class activation maps (CAMs) and global consistency through a von Mises-Fisher (vMF) distribution on a hyperspherical embedding space. This dual CR mitigates over-reliance on certain frequency components by promoting consistent representation learning under both local and global supervision. Extensive experiments show that FreqDebias significantly enhances cross-domain generalization and outperforms state-of-the-art methods in both cross-domain and in-domain settings.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:81f7a525707d6587,Meta-FC: Meta-Learning with Feature Consistency for Robust and Generalizable Watermarking,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Meta-FC_Meta-Learning_with_Feature_Consistency_for_Robust_and_Generalizable_Watermarking_CVPR_2026_paper.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Deep learning-based watermarking has made remarkable progress in recent years. To achieve robustness against various distortions, current methods commonly adopt a training strategy where a \underline s ingle \underline r andom \underline d istortion (SRD) is chosen as the noise layer in each training batch. However, the SRD strategy treats distortions independently within each batch, neglecting the inherent relationships among different types of distortions and causing optimization conflicts across batches. To address this issue, we propose a novel training strategy that enhances robustness and generalization via \underline meta -learning with \underline f eature \underline c onsistency (Meta-FC). Specifically, we randomly sample multiple distortions from the noise pool to construct a meta-training task, while holding out one distortion as a simulated ""unknown"" distortion for the meta-testing phase.Through meta-learning, the model is encouraged to identify and utilize neurons that exhibit stable activations across different types of distortions, mitigating the optimization conflicts caused by the random sampling of diverse distortions in each batch.To further promote the transformation of stable activations into distortion-invariant representations, we introduce a feature consistency loss that constrains the decoded features of the same image subjected to different distortions to remain consistent.Extensive experiments demonstrate that, compared to the SRD training strategy, Meta-FC improves the robustness and generalization of various watermarking models by an average of 1.59%, 4.71%, and 2.38% under high-intensity, combined, and unknown distortions. Code has been made \href https://github.com/007-li/Meta-FC open-source .",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
