title,year,openalex_id,openalex_url,doi,is_key_paper,has_map_location,map_record_count,missing_affiliation,missing_coordinates,needs_review,coverage_status,affiliation_row_count,institution_count,coordinate_row_count,institutions,locations,coordinate_pairs,blocker_type,recommended_action
FIRE: Robust Detection of Diffusion-Generated Images via Frequency-Guided Reconstruction Error,2025,W4413145084,https://openalex.org/W4413145084,https://doi.org/10.1109/cvpr52734.2025.01197,yes,yes,1,no,no,yes,map_ready,6,1,6,Beijing University of Posts and Telecommunications,"Beijing, CN","39.907501,116.397232",already_mapped,no_action
Fixed-Threshold Evaluation of a Hybrid CNN-ViT for AI-Generated Image Detection Across Photos and Art,2025,W7117537373,https://openalex.org/W7117537373,10.48550/arxiv.2512.21512,yes,yes,1,no,no,yes,map_ready,2,0,0,,,,already_mapped,no_action
FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,W4408861326,https://openalex.org/W4408861326,10.1109/icce63647.2025.10929816,no,yes,4,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,W4416610205,https://openalex.org/W4416610205,10.48550/arxiv.2505.23192,yes,yes,2,no,no,no,map_ready,2,0,0,,,,already_mapped,no_action
"Forensic Self-Descriptions Are All You Need for Zero-Shot Detection, Open-Set Source Attribution, and Clustering of AI-generated Images",2025,W4413145326,https://openalex.org/W4413145326,10.1109/cvpr52734.2025.00289,yes,yes,1,no,no,yes,map_ready,3,1,3,Drexel University,"Philadelphia, US","39.952380,-75.163620",already_mapped,no_action
ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,W4417093490,https://openalex.org/W4417093490,10.48550/arxiv.2505.11003,no,yes,5,no,no,no,map_ready,9,0,0,,,,already_mapped,no_action
Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,W4413156425,https://openalex.org/W4413156425,https://doi.org/10.1109/cvpr52734.2025.00400,yes,yes,9,no,no,yes,map_ready,11,9,11,Alibaba Group (China); Institute for Advanced Study; Megvii (China); ShangHai JiAi Genetics & IVF Institute; Shanghai Artificial Intelligence Laboratory; University of Hong Kong; Vi Technology (United States); Zhejiang Lab; Zhejiang University,"Beijing, China; Berlin, DE; Hangzhou, CN; Pok Fu Lam, HK; Richardson, US; Shanghai, CN; Shanghai, China","22.268610,114.129240; 30.271240,119.965149; 30.293650,120.161420; 31.211912,121.482727; 31.222219,121.458061; 32.956646,-96.714973; 39.907501,116.397232; 52.491520,13.276505",already_mapped,no_action
ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,W7160017581,https://openalex.org/W7160017581,https://doi.org/10.1109/iccv51701.2025.01510,yes,yes,1,no,no,yes,map_ready,3,1,3,Henan University of Engineering,"Zhengzhou, CN","34.623207,113.691597",already_mapped,no_action
FreqCross: A Multi-Modal Frequency-Spatial Fusion Network for Robust Detection of Stable Diffusion 3.5 Generated Images,2025,W4415162360,https://openalex.org/W4415162360,10.48550/arxiv.2507.02995,no,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,W4415935817,https://openalex.org/W4415935817,https://doi.org/10.48550/arxiv.2511.00181,yes,yes,1,no,no,no,map_ready,5,0,0,,,,already_mapped,no_action
"Fully AI-Generated Image Detection: Definition, Recent Advances and Challenges",2025,W4416149370,https://openalex.org/W4416149370,10.48550/arxiv.2502.19716,no,yes,3,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,W4410487490,https://openalex.org/W4410487490,https://doi.org/10.1016/j.knosys.2025.113806,yes,yes,1,no,no,yes,map_ready,5,1,5,Tianjin University of Technology,"Tianjin, CN","39.142220,117.176666",already_mapped,no_action
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,W4414578321,https://openalex.org/W4414578321,https://doi.org/10.48550/arxiv.2503.08484,yes,yes,2,no,no,no,map_ready,6,0,0,,,,already_mapped,no_action
Generalized Design Choices for Deepfake Detectors,2025,W4416790887,https://openalex.org/W4416790887,10.48550/arxiv.2511.21507,yes,yes,1,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2025,W4417526972,https://openalex.org/W4417526972,https://doi.org/10.1016/j.neucom.2025.132482,yes,yes,1,no,no,yes,map_ready,4,1,4,China People's Public Security University,"Beijing, CN","39.907501,116.397232",already_mapped,no_action
Harnessing The Power Of AI To Detect AI Generated Images,2025,W4410120556,https://openalex.org/W4410120556,10.2139/ssrn.5238890,no,yes,1,no,no,yes,map_ready,3,1,3,Institute of Engineering,"Pulchowk, NP","27.678240,85.316850",already_mapped,no_action
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,W4409917519,https://openalex.org/W4409917519,https://doi.org/10.1109/wacvw65960.2025.00082,yes,yes,1,no,no,yes,map_ready,4,1,4,Texas A&M University,"College Station, US","30.627980,-96.334410",already_mapped,no_action
Hierarchical Feature Fusion and Enhanced Attention Mechanism for Robust GAN-Generated Image Detection,2025,W4409705469,https://openalex.org/W4409705469,10.3390/math13091372,no,yes,3,no,no,yes,map_ready,6,3,6,Beijing Normal University; City University of Macau; Southwest University of Science and Technology,"Beijing, CN; Macao, MO; Mianyang, CN","22.200560,113.546110; 31.467840,104.681680; 39.907500,116.397230",already_mapped,no_action
Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,2025,W4409149749,https://openalex.org/W4409149749,10.1145/3690624.3709392,yes,yes,1,no,no,yes,map_ready,6,1,3,University of Science and Technology of China,"Hefei, CN","31.863890,117.280830",already_mapped,no_action
InvisMark: Invisible and Robust Watermarking for AI-generated Image Provenance,2025,W4409262147,https://openalex.org/W4409262147,10.1109/wacv61041.2025.00098,no,yes,1,no,no,yes,map_ready,9,1,9,Microsoft (United States),"Redmond, US","47.673990,-122.121510",already_mapped,no_action
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,W7117277228,https://openalex.org/W7117277228,,yes,no,0,yes,no,yes,missing_affiliation,3,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,2025,W4416961862,https://openalex.org/W4416961862,10.1109/pst65910.2025.11268874,no,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,W4415343792,https://openalex.org/W4415343792,https://doi.org/10.48550/arxiv.2507.03054,yes,no,0,yes,no,yes,missing_affiliation,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,W4406786190,https://openalex.org/W4406786190,https://doi.org/10.48550/arxiv.2501.13475,yes,no,0,yes,no,yes,missing_affiliation,5,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,W4414903171,https://openalex.org/W4414903171,https://doi.org/10.1109/iccv51701.2025.01760,yes,yes,4,no,no,yes,map_ready,13,4,13,Beihang University; Beijing Academy of Artificial Intelligence; Shanghai Artificial Intelligence Laboratory; Shanghai Jiao Tong University,"Beijing, CN; Shanghai, CN; Shanghai, China","31.222219,121.458061; 39.907500,116.397230; 39.993572,116.331520",already_mapped,no_action
Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,2025,W4416374043,https://openalex.org/W4416374043,10.48550/arxiv.2510.04225,no,no,0,yes,no,yes,missing_affiliation,0,0,0,,,,missing_affiliation_rows,import_openalex_affiliations
LoRAX: LoRA eXpandable Networks for Continual Synthetic Image Attribution,2025,W4414827699,https://openalex.org/W4414827699,https://doi.org/10.48550/arxiv.2504.08149,yes,no,0,no,yes,yes,missing_coordinates,3,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
LOTA: Bit-Planes Guided AI-Generated Image Detection,2025,W7160100074,https://openalex.org/W7160100074,10.1109/iccv51701.2025.01602,yes,yes,2,no,no,yes,map_ready,5,2,5,Shenzhen University; Southeast University,"Nanjing, CN; Shenzhen, CN","22.545540,114.068300; 32.061670,118.777780",already_mapped,no_action
Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,2025,W4414631013,https://openalex.org/W4414631013,10.48550/arxiv.2504.15470,yes,no,0,yes,no,yes,missing_affiliation,6,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,2025,W4415540724,https://openalex.org/W4415540724,10.1145/3746027.3755142,no,yes,1,no,no,yes,map_ready,5,1,5,University of Technology Sydney,"Sydney, AU","-33.867850,151.207320",already_mapped,no_action
Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,W4414970554,https://openalex.org/W4414970554,10.48550/arxiv.2510.03840,yes,no,0,yes,no,yes,missing_affiliation,3,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,W4415320094,https://openalex.org/W4415320094,https://doi.org/10.48550/arxiv.2504.13726,yes,no,0,yes,no,yes,missing_affiliation,6,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,2025,W4413783451,https://openalex.org/W4413783451,10.1088/1361-6501/ae005c,no,yes,3,no,no,yes,map_ready,7,3,7,Shanghai Polytechnic University; Shanghai University; Shanghai University of Engineering Science,"Shanghai, CN","31.222220,121.458060",already_mapped,no_action
Multi-modal texture fusion network for detecting AI-generated images,2025,W4415418960,https://openalex.org/W4415418960,10.3389/frai.2025.1663292,no,yes,1,no,no,yes,map_ready,2,1,2,Nanchang University,"Nanchang, CN","28.683960,115.853060",already_mapped,no_action
Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,W4415428300,https://openalex.org/W4415428300,10.3233/faia251048,yes,yes,2,no,no,yes,map_ready,4,2,4,Guangdong University of Technology; Qilu University of Technology,"Guangzhou, CN; Jinan, CN","23.116670,113.250000; 36.668330,116.997220",already_mapped,no_action
Multimodal Conditional Information Bottleneck for Generalizable AI-Generated Image Detection,2025,W4415025023,https://openalex.org/W4415025023,10.48550/arxiv.2505.15217,no,no,0,yes,no,yes,missing_affiliation,6,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,W4410853187,https://openalex.org/W4410853187,10.1109/tifs.2025.3573161,no,yes,6,no,no,yes,map_ready,10,6,10,Beijing Academy of Artificial Intelligence; Chinese Academy of Sciences; Communication University of China; Institute of Automation; Nanjing University of Information Science and Technology; University of Chinese Academy of Sciences,"Beijing, CN; Nanjing, CN","32.061670,118.777780; 39.907500,116.397230",already_mapped,no_action
OmniDFA: A Unified Framework for Open Set Synthesis Image Detection and Few-Shot Attribution,2025,W4415338199,https://openalex.org/W4415338199,10.48550/arxiv.2509.25682,no,yes,4,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,W4413145584,https://openalex.org/W4413145584,https://doi.org/10.1109/cvpr52734.2025.00405,yes,yes,3,no,no,yes,map_ready,3,3,3,Harbin Institute of Technology; University of Southampton; Xi'an Jiaotong University,"Harbin, CN; Southampton, GB; Xi'an, CN","34.258330,108.928610; 45.750000,126.650002; 50.903950,-1.404280",already_mapped,no_action
Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,W4406657393,https://openalex.org/W4406657393,https://doi.org/10.1109/jiot.2025.3531053,yes,yes,3,no,no,yes,map_ready,12,3,12,Beijing Academy of Artificial Intelligence; Beijing Information Science & Technology University; Innovation Team (China),"Beijing, CN; Hong Kong, CN","22.363998,114.118530; 39.907501,116.397232; 39.993572,116.331520",already_mapped,no_action
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,W4414989730,https://openalex.org/W4414989730,https://doi.org/10.48550/arxiv.2506.20548,yes,no,0,yes,no,yes,missing_affiliation,8,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,W4417284156,https://openalex.org/W4417284156,https://doi.org/10.48550/arxiv.2503.11195,yes,no,0,yes,no,yes,missing_affiliation,5,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,W4411960917,https://openalex.org/W4411960917,10.3390/technologies13070280,no,yes,3,no,no,yes,map_ready,7,3,4,Beihang University; Beijing Jiaotong University; Zhejiang Sci-Tech University,"Beijing, CN; Hangzhou, CN","30.293650,120.161420; 39.907500,116.397230",already_mapped,no_action
RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,W4417114708,https://openalex.org/W4417114708,10.48550/arxiv.2506.03988,yes,no,0,yes,no,yes,missing_affiliation,0,0,0,,,,missing_affiliation_rows,import_openalex_affiliations
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,W4414978765,https://openalex.org/W4414978765,https://doi.org/10.48550/arxiv.2510.05740,yes,no,0,yes,no,yes,missing_affiliation,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Reducing the Content Bias for AI-generated Image Detection,2025,W4409262730,https://openalex.org/W4409262730,10.1109/wacv61041.2025.00049,yes,yes,1,no,no,yes,map_ready,5,1,5,Korea Advanced Institute of Science and Technology,"Daejeon, KR","36.349130,127.384930",already_mapped,no_action
ReTD: Reconstruction-Based Traceability Detection for Generated Images,2025,W4408356108,https://openalex.org/W4408356108,https://doi.org/10.1109/icassp49660.2025.10890492,yes,yes,2,no,no,yes,map_ready,12,2,12,Chinese Academy of Sciences; Institute of Information Engineering,"Beijing, CN","39.907500,116.397230; 39.907501,116.397232",already_mapped,no_action
REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,2025,W4414945274,https://openalex.org/W4414945274,10.1145/3746265.3759667,no,yes,3,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,W4416260579,https://openalex.org/W4416260579,https://doi.org/10.1007/978-981-95-3001-4_12,yes,yes,5,no,no,yes,map_ready,11,5,11,City University of Macau; Qilu University of Technology; Shandong Academy of Sciences; Torrens University Australia; Wuhan Institute of Technology,"Adelaide, AU; Jinan, CN; Macao, MO; Wuhan, CN","-34.927704,138.604004; 22.200560,113.546112; 30.583330,114.266670; 36.668331,116.997223",already_mapped,no_action
SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,W4411484192,https://openalex.org/W4411484192,https://doi.org/10.1109/tifs.2025.3581726,yes,yes,1,no,no,yes,map_ready,7,1,7,Beijing Jiaotong University,"Beijing, CN","39.907501,116.397232",already_mapped,no_action
Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,W4413213177,https://openalex.org/W4413213177,10.1109/access.2025.3597641,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,W4413146372,https://openalex.org/W4413146372,https://doi.org/10.1109/cvpr52734.2025.01255,yes,yes,2,no,no,yes,map_ready,10,2,10,Peking University; Tencent (China),"Beijing, CN; Shenzhen, CN","22.545540,114.068300; 39.907500,116.397230",already_mapped,no_action
Semantic Discrepancy-Aware Detector for Image Forgery Identification,2025,W4414487140,https://openalex.org/W4414487140,https://doi.org/10.1109/iccv51701.2025.01709,yes,yes,1,no,no,yes,map_ready,4,1,4,Nanjing University of Science and Technology,"Nanjing, CN","32.061668,118.777779",already_mapped,no_action
Semantic-Aware Lightweight AI Model for Deepfake Image Detection in Online Retail Platforms,2025,W4412112598,https://openalex.org/W4412112598,10.4018/ijswis.384517,no,yes,6,no,no,yes,map_ready,9,7,9,Asia University; Chaoyang University of Technology; Dar Al-Hekma University; King Abdulaziz University; Ronin Institute; Symbiosis International University; University of Petroleum and Energy Studies,"Dehradun, IN; Jeddah, SA; Montclair, US; Pune, IN; Taichung, TW","18.519570,73.855350; 21.490120,39.186240; 24.146900,120.683900; 30.324430,78.033920; 40.825930,-74.209030",already_mapped,no_action
"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",2025,W4413144523,https://openalex.org/W4413144523,10.1109/cvpr52734.2025.02685,yes,yes,4,no,no,yes,map_ready,9,4,9,"Chinese University of Hong Kong, Shenzhen; Nanyang Technological University; University of Liverpool; University of Warwick","Coventry, GB; Liverpool, GB; Shenzhen, CN; Singapore, SG","1.289670,103.850070; 22.545540,114.068300; 52.406560,-1.512170; 53.410580,-2.977940",already_mapped,no_action
Simple Detection of AI-Generated Images based on Noise Correlation,2025,W4414231579,https://openalex.org/W4414231579,10.1109/amlds63918.2025.11159445,no,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
SMNDNet for Multiple Types of Deepfake Image Detection,2025,W4408874542,https://openalex.org/W4408874542,10.32604/cmc.2025.063141,no,no,0,yes,no,yes,missing_affiliation,6,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,W4408355373,https://openalex.org/W4408355373,https://doi.org/10.1109/icassp49660.2025.10890455,yes,yes,3,no,no,yes,map_ready,6,3,6,Alibaba Group (United States); Zhejiang University; Zhejiang University of Technology,"Hangzhou, CN; San Mateo, US","30.293650,120.161420; 30.293650,120.161423; 37.558708,-122.325073",already_mapped,no_action
Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,W4414902235,https://openalex.org/W4414902235,10.48550/arxiv.2503.14905,yes,no,0,yes,no,yes,missing_affiliation,10,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,W4407425880,https://openalex.org/W4407425880,10.48550/arxiv.2502.07778,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,2025,W4409917584,https://openalex.org/W4409917584,https://doi.org/10.1109/wacvw65960.2025.00160,yes,yes,2,no,no,yes,map_ready,6,2,6,Centre for Research and Technology Hellas; Information Technologies Institute,"Thessaloniki, GR","40.643608,22.930861",already_mapped,no_action
Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,2025,W4413144713,https://openalex.org/W4413144713,10.1109/cvpr52734.2025.02219,yes,yes,1,no,no,yes,map_ready,6,1,6,Chongqing University of Posts and Telecommunications,"Chongqing, CN","29.560260,106.557710",already_mapped,no_action
Training-free Source Attribution of AI-generated Images via Resynthesis,2025,W7148430317,https://openalex.org/W7148430317,10.1109/wifs66636.2025.00028,no,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
TriFusionNet: Multi-Branch Architecture for AI-Generated Image Detection,2025,W7125513809,https://openalex.org/W7125513809,10.1109/ic-cgu67042.2025.11338102,no,yes,1,no,no,yes,map_ready,7,1,7,Global University,"Beirut, LB","33.893320,35.501570",already_mapped,no_action
Unmasking AI-created visual content: a review of generated images and deepfake detection technologies,2025,W4412810251,https://openalex.org/W4412810251,10.1007/s44443-025-00154-8,no,yes,4,no,no,yes,map_ready,11,4,11,Intelligent Health (United Kingdom); Shandong University; University of Jinan; Weihai Science and Technology Bureau,"Jinan, CN; Reading, GB; Weihai, CN","36.668330,116.997220; 37.509140,122.113560; 51.456250,-0.971130",already_mapped,no_action
Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,2025,W4409032835,https://openalex.org/W4409032835,10.31449/inf.v49i16.7979,no,yes,1,no,no,yes,map_ready,1,1,1,Anhui Business College,"Wuhu, CN","31.352590,118.429470",already_mapped,no_action
Where's the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,2025,W4414769856,https://openalex.org/W4414769856,10.48550/arxiv.2505.01008,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
WILD: a new in-the-Wild Image Linkage Dataset for synthetic image attribution,2025,W4416252268,https://openalex.org/W4416252268,10.1109/ijcnn64981.2025.11227289,yes,yes,5,no,no,yes,map_ready,17,5,17,Politecnico di Milano; Sapienza University of Rome; University of Catania; University of Siena; University of Trento,"Catania, IT; Milan, IT; Rome, IT; Siena, IT; Trento, IT","37.492230,15.070410; 41.891930,12.511330; 43.318220,11.330640; 45.464270,9.189510; 46.067870,11.121080",already_mapped,no_action
WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,2025,W4409368310,https://openalex.org/W4409368310,10.1609/aaai.v39i4.32363,no,yes,2,no,no,yes,map_ready,7,1,1,Shanghai Jiao Tong University,"Shanghai, CN","31.222220,121.458060",already_mapped,no_action
Your Diffusion Model is an Implicit Synthetic Image Detector,2025,W4403147633,https://openalex.org/W4403147633,10.1007/978-3-031-92648-8_25,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,2024,W4393021531,https://openalex.org/W4393021531,10.62304/jieet.v3i01.77,no,yes,1,no,no,yes,map_ready,1,1,1,Lamar University,"Beaumont, US","30.086050,-94.101850",already_mapped,no_action
A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,W4393375171,https://openalex.org/W4393375171,10.1016/j.patrec.2024.03.025,yes,yes,1,no,no,yes,map_ready,4,1,4,Sapienza University of Rome,"Rome, Italy","41.891930,12.511330",already_mapped,no_action
A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,2024,W4395673009,https://openalex.org/W4395673009,10.3390/electronics13091662,no,yes,2,no,no,yes,map_ready,3,2,3,Altınbaş University; Middle Technical University,"Baghdad, IQ; Istanbul, TR","33.340580,44.400880; 41.013840,28.949660",already_mapped,no_action
A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,W4400793389,https://openalex.org/W4400793389,10.1007/978-981-97-3594-5_3,no,yes,3,no,no,yes,map_ready,5,3,5,Chitkara University; Graphic Era University; Sharda University,"Chandigarh, IN; Dehradun, IN; Greater Noida, IN","28.496150,77.536010; 30.324430,78.033920; 30.736290,76.788400",already_mapped,no_action
A Sanity Check for AI-generated Image Detection,2024,W4400222289,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,yes,yes,1,no,no,yes,map_ready,7,0,0,,,,already_mapped,no_action
A siamese-based verification system for open-set architecture attribution of synthetic images,2024,W4392453284,https://openalex.org/W4392453284,10.1016/j.patrec.2024.03.002,yes,yes,1,no,no,yes,map_ready,4,1,4,University of Siena,"Siena, IT","43.318220,11.330640",already_mapped,no_action
A Single Simple Patch is All You Need for AI-generated Image Detection,2024,W4391555851,https://openalex.org/W4391555851,10.48550/arxiv.2402.01123,yes,yes,1,no,no,yes,map_ready,3,0,0,,,,already_mapped,no_action
"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,W4400716502,https://openalex.org/W4400716502,10.48550/arxiv.2407.10575,yes,yes,3,no,no,no,map_ready,7,0,0,,,,already_mapped,no_action
Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,W4405945632,https://openalex.org/W4405945632,10.1145/3702250.3702296,yes,yes,2,no,no,yes,map_ready,4,2,3,Indian Institute of Science Bangalore; National Institute of Technology Karnataka,"Bengaluru, India; Mangaluru, India","12.917230,74.856030; 13.021275,77.565765",already_mapped,no_action
Advanced Detection of AI-Generated Images Through Vision Transformers,2024,W4405778887,https://openalex.org/W4405778887,10.1109/access.2024.3522759,yes,no,0,no,yes,yes,missing_coordinates,1,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,2024,W4402716434,https://openalex.org/W4402716434,10.1109/cvpr52733.2024.00872,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
AI Generated Image Detection Using Neural Networks,2024,W4392457694,https://openalex.org/W4392457694,10.55041/ijsrem29037,no,yes,1,no,no,yes,map_ready,1,1,1,SRM Institute of Science and Technology,"Chennai, IN","13.087840,80.278470",already_mapped,no_action
AI-Generated Image Detection With Wasserstein Distance Compression and Dynamic Aggregation,2024,W4402917177,https://openalex.org/W4402917177,10.1109/icip51287.2024.10648186,yes,yes,1,no,no,yes,map_ready,4,1,4,Hong Kong Polytechnic University,"Hong Kong, HK","22.278320,114.174690",already_mapped,no_action
AI-generated Image Detection: Passive or Watermark?,2024,W4404649743,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,yes,yes,2,no,no,yes,map_ready,7,0,0,,,,already_mapped,no_action
An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape,2024,W4402264364,https://openalex.org/W4402264364,10.1109/sp54263.2024.00194,no,yes,1,no,no,yes,map_ready,7,1,7,Virginia Tech,"Blacksburg, US","37.229570,-80.413940",already_mapped,no_action
Artifact feature purification for cross-domain detection of AI-generated images,2024,W4400624794,https://openalex.org/W4400624794,10.1016/j.cviu.2024.104078,yes,yes,4,no,no,yes,map_ready,11,4,11,Chinese Academy of Sciences; Communication University of China; Institute of Automation; University of Chinese Academy of Sciences,"Beijing, CN","39.907500,116.397230",already_mapped,no_action
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,W4415797310,https://openalex.org/W4415797310,10.52202/079017-1903,yes,yes,1,no,no,yes,map_ready,7,0,0,,,,already_mapped,no_action
CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,2024,W4391019749,https://openalex.org/W4391019749,10.1109/access.2024.3356122,yes,no,0,no,yes,yes,missing_coordinates,2,1,0,Nottingham Trent University,GB,,has_affiliation_missing_coordinates,manual_coordinate_review
CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,W4399418483,https://openalex.org/W4399418483,10.1145/3652583.3658035,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
CNN-LSTM Model for Deepfake Image Detection,2024,W4406611495,https://openalex.org/W4406611495,10.1109/idicaiei61867.2024.10842840,no,yes,2,no,no,yes,map_ready,2,2,2,Allied Services; Dominican University,"Clarks Summit, US; River Forest, US","41.488690,-75.708520; 41.897810,-87.813950",already_mapped,no_action
"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",2024,W4399978626,https://openalex.org/W4399978626,10.37934/araset.47.1.1628,no,yes,1,no,no,yes,map_ready,1,1,1,Universiti Putra Malaysia,"Seri Kembangan, MY","3.033330,101.716670",already_mapped,no_action
Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,W4404545428,https://openalex.org/W4404545428,10.1007/978-3-031-73036-8_12,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,W4394592995,https://openalex.org/W4394592995,10.1109/wacv57701.2024.00377,yes,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,W4392737360,https://openalex.org/W4392737360,10.48550/arxiv.2403.06803,yes,yes,3,no,no,no,map_ready,7,0,0,,,,already_mapped,no_action
