batch,title,year,openalex_url,doi,best_match_title,best_match_year,similarity,publication_venue,publication_type,primary_url,preliminary_task,preliminary_subtask,import_status,notes
top50,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,https://openalex.org/W4413146372,https://doi.org/10.1109/cvpr52734.2025.01255,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,1.000,,article,,,,ready,Broad scope import candidate; institution repair can happen later.
next50,Semantic Discrepancy-aware Detector for Image Forgery Identification,2025,https://openalex.org/W4414487140,https://doi.org/10.1109/iccv51701.2025.01709,Semantic Discrepancy-Aware Detector for Image Forgery Identification,2025,1.030,,article,https://doi.org/10.1109/iccv51701.2025.01709,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
next50,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,https://openalex.org/W4408355373,https://doi.org/10.1109/icassp49660.2025.10890455,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,1.030,,article,https://doi.org/10.1109/icassp49660.2025.10890455,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
final_uncovered_forced,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,https://openalex.org/W4414902235,https://doi.org/10.48550/arxiv.2503.14905,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2503.14905,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
next50,TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,https://openalex.org/W4409917584,https://doi.org/10.1109/wacvw65960.2025.00160,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,2025,1.030,,article,https://doi.org/10.1109/wacvw65960.2025.00160,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
top50,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2025,https://openalex.org/W4393213376,https://doi.org/10.48550/arxiv.2403.16513,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2024,1.000,arXiv (Cornell University),preprint,,,,ready,Broad scope import candidate; institution repair can happen later.
batch3,A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,https://openalex.org/W4393375171,https://doi.org/10.1016/j.patrec.2024.03.025,A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,1.030,Pattern Recognition Letters,article,https://doi.org/10.1016/j.patrec.2024.03.025,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch4,"A Survey of Defenses against AI-generated Visual Media- Detection, Disruption, and Authentication",2024,https://openalex.org/W4400716502,https://doi.org/10.48550/arxiv.2407.10575,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2407.10575,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,https://openalex.org/W4405945632,https://doi.org/10.1145/3702250.3702296,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,1.030,,article,https://doi.org/10.1145/3702250.3702296,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2024,https://openalex.org/W4376461282,https://doi.org/10.1109/tcds.2023.3274450,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,1.010,IEEE Transactions on Cognitive and Developmental Systems,article,https://doi.org/10.1109/tcds.2023.3274450,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,https://openalex.org/W4392737360,https://doi.org/10.48550/arxiv.2403.06803,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2403.06803,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,https://openalex.org/W4393063559,https://doi.org/10.48550/arxiv.2403.13479,Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2403.13479,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,"Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion Image Fusion, 2024",2024,https://openalex.org/W4400616829,https://doi.org/10.1016/j.inffus.2024.102578,Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion,2024,0.956,Information Fusion,article,https://doi.org/10.1016/j.inffus.2024.102578,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,https://openalex.org/W4399911107,https://doi.org/10.48550/arxiv.2406.13688,Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2406.13688,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,https://openalex.org/W4394624427,https://doi.org/10.1109/mvip62238.2024.10491148,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,1.030,,article,https://doi.org/10.1109/mvip62238.2024.10491148,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch4,FakeBench: Probing Explainable fake image detection via large multimodal models,2024,https://openalex.org/W4395064829,https://doi.org/10.48550/arxiv.2404.13306,FakeBench: Probing Explainable Fake Image Detection via Large Multimodal Models,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2404.13306,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,2024,https://openalex.org/W4393968982,https://doi.org/10.48550/arxiv.2404.02726,Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2404.02726,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,https://openalex.org/W4405956571,https://doi.org/10.48550/arxiv.2412.20704,HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2412.20704,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,https://openalex.org/W4391433395,https://doi.org/10.1016/j.eswa.2024.123368,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,1.030,Expert Systems with Applications,article,https://doi.org/10.1016/j.eswa.2024.123368,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,https://openalex.org/W4395447483,https://doi.org/10.1109/access.2024.3393842,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,1.030,IEEE Access,article,https://doi.org/10.1109/access.2024.3393842,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,https://openalex.org/W4398184526,https://doi.org/10.1145/3665497,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,1.030,ACM Transactions on Multimedia Computing Communications and Applications,article,https://doi.org/10.1145/3665497,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Real-Time Deepfake Detection in the Real-World,2024,https://openalex.org/W4399695946,https://doi.org/10.48550/arxiv.2406.09398,Real-Time Deepfake Detection in the Real-World,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2406.09398,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,https://openalex.org/W4402594796,https://doi.org/10.1109/avss61716.2024.10672612,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,1.030,,article,https://doi.org/10.1109/avss61716.2024.10672612,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,https://openalex.org/W4367061162,https://doi.org/10.48550/arxiv.2304.13023,Seeing is not always believing: Benchmarking Human and Model Perception of AI-Generated Images,2023,1.010,arXiv (Cornell University),preprint,http://arxiv.org/abs/2304.13023,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,https://openalex.org/W4405254427,https://doi.org/10.48550/arxiv.2412.06727,Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2412.06727,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,https://openalex.org/W4399151866,https://doi.org/10.48550/arxiv.2405.18071,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2405.18071,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch4,TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,https://openalex.org/W4393610334,https://doi.org/10.5281/zenodo.8031784,TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,1.030,Zenodo (CERN European Organization for Nuclear Research),dataset,https://doi.org/10.5281/zenodo.8031784,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Unsupervised Generative Fake Image Detector,2024,https://openalex.org/W4393379633,https://doi.org/10.1109/tcsvt.2024.3383833,Unsupervised Generative Fake Image Detector,2024,1.030,IEEE Transactions on Circuits and Systems for Video Technology,article,https://doi.org/10.1109/tcsvt.2024.3383833,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
final_uncovered_forced,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,https://openalex.org/W4387994353,https://doi.org/10.48550/arxiv.2310.17419,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2310.17419,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Benchmarking Deepart Detection,2023,https://openalex.org/W4322760013,https://doi.org/10.48550/arxiv.2302.14475,Benchmarking Deepart Detection,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2302.14475,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,https://openalex.org/W4389983109,https://doi.org/10.48550/arxiv.2312.10407,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2312.10407,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Detecting Images Generated by Deep Diffusion Models Using Their Local Intrinsic Dimensionality,2023,https://openalex.org/W4390191016,https://doi.org/10.1109/iccvw60793.2023.00051,Detecting Images Generated by Deep Diffusion Models using their Local Intrinsic Dimensionality,2023,1.030,,article,https://doi.org/10.1109/iccvw60793.2023.00051,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Diffusion Noise Feature: Accurate and Fast Generated Image Detection,2023,https://openalex.org/W4389421609,https://doi.org/10.48550/arxiv.2312.02625,Diffusion Noise Feature: Accurate and Fast Generated Image Detection,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2312.02625,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Exposing fake images generated by text-to-image diffusion models,2023,https://openalex.org/W4388002730,https://doi.org/10.1016/j.patrec.2023.10.021,Exposing fake images generated by text-to-image diffusion models,2023,1.030,Pattern Recognition Letters,article,https://doi.org/10.1016/j.patrec.2023.10.021,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Open Set Classification of GAN-based Image Manipulations via a ViT-based Hybrid Architecture,2023,https://openalex.org/W4385800597,https://doi.org/10.1109/cvprw59228.2023.00102,Open Set Classification of GAN-based Image Manipulations via a ViT-based Hybrid Architecture,2023,1.030,,article,https://doi.org/10.1109/cvprw59228.2023.00102,source_attribution,generated_image_source_attribution,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Progressive Open Space Expansion for Open-Set Model Attribution,2023,https://openalex.org/W4386075764,https://doi.org/10.1109/cvpr52729.2023.01522,Progressive Open Space Expansion for Open-Set Model Attribution,2023,1.030,,article,https://doi.org/10.1109/cvpr52729.2023.01522,source_attribution,generated_image_source_attribution,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Towards Universal Fake Image Detectors that Generalize Across Generative Models,2023,https://openalex.org/W4386071953,https://doi.org/10.1109/cvpr52729.2023.02345,Towards Universal Fake Image Detectors that Generalize Across Generative Models,2023,1.030,,article,https://doi.org/10.1109/cvpr52729.2023.02345,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,BiHPF: bilateral high pass filters for robust deepfake detection,2022,https://openalex.org/W3196551054,https://doi.org/10.1109/wacv51458.2022.00293,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,2022,1.030,2022 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),article,https://doi.org/10.1109/wacv51458.2022.00293,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Detecting Generated Images by Real Images,2022,https://openalex.org/W4313189772,https://doi.org/10.1007/978-3-031-19781-9_6,Detecting Generated Images by Real Images,2022,1.030,Lecture notes in computer science,book-chapter,https://doi.org/10.1007/978-3-031-19781-9_6,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,A closer look at fourier spectrum discrepancies for cnn-generated images detection,2021,https://openalex.org/W3147384726,https://doi.org/10.1109/cvpr46437.2021.00712,A Closer Look at Fourier Spectrum Discrepancies for CNN-generated Images Detection,2021,1.030,,preprint,https://doi.org/10.1109/cvpr46437.2021.00712,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,https://openalex.org/W3187526215,https://doi.org/10.24963/ijcai.2021/349,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,1.030,,article,https://doi.org/10.24963/ijcai.2021/349,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,On attribution of deepfakes,2021,https://openalex.org/W3134567460,https://doi.org/10.48550/arxiv.2008.09194,On Attribution of Deepfakes,2020,1.010,arXiv (Cornell University),preprint,http://arxiv.org/abs/2008.09194,source_attribution,generated_image_source_attribution,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,CNN-generated images are surprisingly easy to spot...for now,2020,https://openalex.org/W3034577585,https://doi.org/10.1109/cvpr42600.2020.00872,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,1.030,,article,https://doi.org/10.1109/cvpr42600.2020.00872,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Fourier Spectrum Discrepancies in Deep Network Generated Images,2020,https://openalex.org/W2985484909,https://doi.org/10.48550/arxiv.1911.06465,Fourier Spectrum Discrepancies in Deep Network Generated Images,2019,1.010,arXiv (Cornell University),preprint,http://arxiv.org/abs/1911.06465,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,https://openalex.org/W3012033723,https://doi.org/10.48550/arxiv.2003.08685,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2003.08685,detection_and_source_attribution,detection_and_source_attribution,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,https://openalex.org/W3034864980,https://doi.org/10.1109/cvpr42600.2020.00791,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,1.030,Opus-HSO (Offenburg University of Applied Sciences),article,https://opus.hs-offenburg.de/frontdoor/index/index/docId/4413,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Detecting and Simulating Artifacts in GAN Fake Images,2019,https://openalex.org/W3012472557,https://doi.org/10.1109/wifs47025.2019.9035107,Detecting and Simulating Artifacts in GAN Fake Images,2019,1.030,,preprint,https://doi.org/10.1109/wifs47025.2019.9035107,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
batch3,Scalable fine-grained generated image classification based on deep metric learning,2019,https://openalex.org/W2997633607,https://doi.org/10.48550/arxiv.1912.11082,Scalable Fine-grained Generated Image Classification Based on Deep Metric Learning,2019,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/1912.11082,source_attribution,generated_image_source_attribution,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
