title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes
Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,"Lorenzo Baraldi, Federico Cocchi, Marcella Cornia, Lorenzo Baraldi, Alessandro Nicolosi, Rita Cucchiara. Italy",,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/08009.pdf,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,source_suffix=ECCV 2024; auxiliary; dataset
Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2024,"Dimitrios Karageorgiou, Quentin Bammey, Valentin Por cellini, Bertrand Goupil, Denis Teyssou, and Symeon Pa padopoulos.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ECCV Workshops, 2024"
Your diffusion model is an implicit synthetic image detector,2024,"Wang, X., Kalogeiton, V",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ECCV, 2024"
ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,"Zeyang Sha, Yicong Tan, Mingjie Li, Michael Backes, Yang Zhang",,,,https://yangzhangalmo.github.io/papers/CCS24-ZeroFake.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=CCS 2024
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,"Chende Zheng, Chenhao Lin, Zhengyu Zhao, Hang Wang, Xu Guo, Shuai Liu, Chao Shen",,,,https://openreview.net/pdf?id=NtNTfRTjE8,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=NeurIPS, 2024"
Detecting Image Attribution for Text-to-Image Diffusion Models in RGB and Beyond,2024,"Katherine Xu, Lingzhi Zhang, Jianbo Shi. NeurIPS Workshops, 2024. 宾夕法尼亚大学",,,,,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,
SemGIR: Semantic-Guided Image Regeneration Based Method for AI-generated Image Detection and Attribution,2024,"Xiao Yu, Kejiang Chen, Kai Zeng, Han Fang, Zijin Yang, Xiuwei Shang, Yuang Qi, Weiming Zhang, Nenghai Yu 中国科学技术大学",10.1145/3664647.3680776,,,https://dl.acm.org/doi/pdf/10.1145/3664647.3680776,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ACM Multimedia, 2024"
Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,2024,"Sergey Sinitsa, Ohad Fried.",,,,https://openaccess.thecvf.com/content/WACV2024/papers/Sinitsa_Deep_Image_Fingerprint_Towards_Low_Budget_Synthetic_Image_Detection_and_WACV_2024_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=WACV, 2024"
D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,"Ashish Hooda, Neal Mangaokar, Ryan Feng, Kassem Fawaz, Somesh Jha, Atul Prakash",,,,https://openaccess.thecvf.com/content/WACV2024/papers/Hooda_D4_Detection_of_Adversarial_Diffusion_Deepfakes_Using_Disjoint_Ensembles_WACV_2024_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=WACV, 2024"
Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,2024,Vincenzo De Rosa; Fabrizio Guillaro; Giovanni Poggi; Davide Cozzolino; Luisa Verdoliva,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10810719,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=WIFS, 2024"
CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,"Sohail Ahmed Khan, Duc-Tien Dang-Nguyen. ICMR, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Frequency Masking for Universal Deepfake Detection,2024,"Chandler Timm Doloriel, Ngai-Man Cheung. ICASSP 2024. SUTD",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
X-Transfer: A Transfer Learning-Based Framework for Robust GAN-Generated Fake Image Detection,2024,"Lei Zhang, Hao Chen, Shu Hu, Bin Zhu, Xi Wu, Jinrong Hu, Xin Wang.",,,,https://ieeexplore.ieee.org/abstract/document/10650566,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IJCNN, 2024"
On the Exploitation of DCT-Traces in the Generative-AI Domain,2024,"Orazio Pontorno, Luca Guarnera, and Sebastiano Battiato. ICIP, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
AI-Generated Image Detection with Wasserstein Distance Compression and Dynamic Aggregation,2024,"Zihang Lyu; Jun Xiao; Cong Zhang; Kin-Man Lam. ICIP, 2024",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10648186,detection,Z_Update_SID-2018-2025.docx,Detection,
FAMSeC: A Few-shot-sample-based General AI-generated Image Detection Method,2024,"Juncong Xu, Yang Yang, Han Fang, Honggu Liu, and Weiming Zhang. 安徽大学+新加坡国立",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10777302,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=SPL, 2024"
Detecting Computer-Generated Images by Using Only Real Images,2024,"Ji Li, Kai Wang. ICMV, 2024. EI检索。",,,,https://hal.science/hal-04751823/document,detection,Z_Update_SID-2018-2025.docx,Detection,
Artifact Feature Purification for Cross-domain Detection of AI-generated Images,2024,"Zheling Meng, Bo Peng, Jing Dong, Tieniu Tan, Haonan Cheng. Computer Vision and Image Understanding, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,2024,"Mamadou Keita, Wassim Hamidouche, Hassen Bougueffa, Abdenour Hadid, Abdelmalik Taleb-Ahmed. arXiv, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,"Roberto Amoroso, Davide Morelli, Marcella Cornia, Lorenzo Baraldi, Alberto Del Bimbo, Rita Cucchiara.",10.1145/3665497,,,https://dl.acm.org/doi/pdf/10.1145/3665497,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,source_suffix=TOMM. 2024; auxiliary; dataset
Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,2024,"Luca Guarnera, Oliver Giudice, Sebastiano Battiato. Italy",10.1145/3652027,,,https://dl.acm.org/doi/pdf/10.1145/3652027,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=TOMM. 2024
Unsupervised Generative Fake Image Detector,2024,"Tong Qiao, Hang Shao, Shichuang Xie, and Ran Shi.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10487975,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=TCSVT, 2024"
CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2024,"Tong Qiao, Yuxing Chen, Xiaofei Zhou, Ran Shi, Hang Shao, Kunye Shen, and Xiangyang Luo. TCDS, 2024.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10121791,detection,Z_Update_SID-2018-2025.docx,Detection,
CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,2024,"Jordan J. Bird, Ahmad Lotfi. IEEE Access, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Advanced Detection of AI-Generated Images Through Vision Transformers,2024,"Lamichhane, Darshan",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Access, 2024"
MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,Syed Ali Raza; Usman Habib; Muhammad Usman; Adeel Ashraf Cheema; Muhammad Sajid Khan,,,,https://ieeexplore.ieee.org/document/10508385/authors,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Access, 2024"
Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,2024,"Mingqian Lin, Lin Shang, Xiaoying Gao. ICDM Workshop, 2024.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10411549,detection,Z_Update_SID-2018-2025.docx,Detection,
MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,"Qiang Xu, Shan Jia, Xinghao Jiang, Tanfeng Sun, Zhe Wang, and Hong Yan. Expert Systems with Applications, 2024.",,,,https://www.sciencedirect.com/science/article/pii/S0957417424002331,detection,Z_Update_SID-2018-2025.docx,Detection,
Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,"Lea Uhlenbrock, Davide Cozzolino, Denise Moussa, Luisa Verdoliva, and Christian Riess. IH&MMSec, 2024.",10.1145/3658664.3659652,,,https://dl.acm.org/doi/pdf/10.1145/3658664.3659652,detection,Z_Update_SID-2018-2025.docx,Detection,
Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,2024,"Alexander Wißmann, Steffen Zeiler, Robert M. Nickel, Dorothea Kolossa. MAD Workshop, 2024.",10.1145/3643491.3660280,,,https://dl.acm.org/doi/pdf/10.1145/3643491.3660280,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,
Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,"Alireza Hajabdollah Javaheri, Hossein Motamednia, Ahmad Mahmoudi-Azanveh. MVIP, 2024.",,,,https://ieeexplore.ieee.org/abstract/document/10491148,detection,Z_Update_SID-2018-2025.docx,Detection,
Fake-GPT: Detecting Fake Image via Large Language Model,2024,"Yuming Fan, Dongming Yang, Jiguang Zhang, Bang Yang, and Yuexian Zou",10.1007/978-981-97-8685-5_9,,,https://link.springer.com/content/pdf/10.1007/978-981-97-8685-5_9,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=PRCV, 2024"
A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,"Giorgio Leporoni, Luca Maiano, Lorenzo Papa, Irene Amerini. PRL, 2024.",,,,https://pdf.sciencedirectassets.com/271524/1-s2.0-S0167865524X00045/1-s2.0-S0167865524000990/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEIb%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIAE0GbGcWLuZXLcyajTH%2BBP4ZOg5MurQSV1%2FdpW1K3d4AiA5aVMIX0pxtEZQhNJYS72xZBNLiGc%2BQqiEbAFIuY9bSSq8BQi%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAUaDDA1OTAwMzU0Njg2NSIMWzWD2%2BxBxFhErgErKpAFlMspQfiNyxRm2Q12r8X4%2FFxzOws7KG3xnr85RYj2BNwoB0fxDYJiQM2YYkkiBSkiLMOfebczo8yBlUfSubBi%2BpBw2CWtvrhCbh6u7CQ2gXP2Yx%2FVEyjPJ3o2HQ9huhuYEfRlfhjMk4SR0tM7zEwl11uGaYcNdWlh45XFrUNYs6hUsKKQVQlBnV991SJuKI6lxN0GagGaLN46YOWOFQuY9rxy6Slt21M0G%2FDy1zzoh%2BqLFOgd3TXbrh0NWPtB5b%2FFhzjyBd4%2BfwuwR70lMHzQ0M8ZN5o6WJqScgiLKqiXKZ2BE6%2BbaAkif%2FAla%2F5eYI%2BCMMf90HF2zo41vTLg7WnaU0uUelKjXPAQf5Vdm3K8H8%2B02251VtOUiWdBClsWSeKgPf0XJbDpNSvDPqKBm6Xz6e4Vz%2F19%2BuuLfkOXcVkUpVNyXzBkQY2w1HQ%2FkiJ2%2Bv08mH8J%2F3P0GBcgsZevVkP2bJ%2BaO2v0cej0N3MbLBc%2BmDDsblOpxWohAl7tX5mNMbh%2BHq8pR1sODxTRbW6KWMTaj6Z01dNBZRzBw8K6p57hfByaUemK%2BtIqqXlvsRONJ1QuxHjufOtLJ1BpIA5sOpHrWfILVvGgimoWV%2FO7EI%2F4uH%2FGY7QaLhbETBVm5qFRiYNvah9fDsMl8WUO%2BSk3qtuEu2pz5GLl3T1WWw4XsJ5TogGED4vIxSL7%2FLjTB0pfGKkL5%2Filbf5QJ%2FyX4Pa5scvjs5j8BKO5uM93WmpPDWIJjgNuhAp0nHHvyWVNJ0K%2FSid1iT9jMbT77tAYSqvlFGnpa55l1AAKER%2FoLBAcMg9AHhmtyCh%2F%2BqG2FAXS6Y1i1HhZZx%2BhR0vKz4BFZbpniT4%2B03MRDm7f5YixjvXtARlmVywwstrFtwY6sgGOIzZe2eNlzfpERTNBlU7nHq4N1fHNDhb3DKLIfirXuq%2FdD1Xwc%2FTqx979noNH4RzJqjukhxnG6NP6kxQGXviQjsw9%2BPiK8AnD1Vi7w8RXH5tn5HVybbM1ajVEyRbzu6mqjqz8iwj%2FUpJFu07S0%2FYZZ9SUkmQp5iG0nf8Wzi8h80mTAqWN%2BDjKG7d45OqnHYn4zAAOVvYnxBmXNXWw%2Bbd5fiYWKUu3Z%2Bl0dOU2X0SPDKGU&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240923T144638Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYX6QG5R2B%2F20240923%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=ce5b612352ed734b3a5380b0408039432dc8431e4db57f4c6cb66b8599533761&hash=9ff814df1f73f69a3ffffcca3172b5844d30fbef4e8f161b2243db053541a0f5&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0167865524000990&tid=spdf-1e82cb97-9dba-4710-b431-19a846c5dcff&sid=8c62d7e3697a5348be3a,detection,Z_Update_SID-2018-2025.docx,Detection,
Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,"Aryan N Herur, Vaibhav Santhosh, Nishanth Shetty, Chandra Sekhar Seelamantula. India",10.1145/3702250.3702296,,,https://dl.acm.org/doi/pdf/10.1145/3702250.3702296,detection,Z_Update_SID-2018-2025.docx,Detection,
"Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion Image Fusion, 2024",2024,"Qiang Xu, Xinghao Jiang, Tanfeng Sun, Hao Wang, Laijin Meng, Hong Yan.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Detecting AI Generated Images through Texture and Frequency Analysis of Patches,2024,"Yuming Chen, Maryam Yashtini. Basis International School Naning & Georgetown University",,,,https://www.researchgate.net/profile/Maryam-Yashtini-2/publication/387792397_Detecting_AI_Generated_Images_through_Texture_and_Frequency_Analysis_of_Patches/links/677d673218faf13f0c37fc54/Detecting-AI-Generated-Images-through-Texture-and-Frequency-Analysis-of-Patches.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AIVRV, 2024"
IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies,2024,"Jiahan Chen, Mengting Lo, Hailiang Liao, Tianlin Huang.",,,,https://thesai.org/Downloads/Volume15No7/Paper_133-IPD_Net_Detecting_AI_Generated_Images.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IJACSA, 2024"
A Single Simple Patch is All You Need for AI-generated Image Detection,2024,"Jiaxuan Chen, Jieteng Yao, and Li Niu. arXiv, 20240202.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,"Nan Zhong, Yiran Xu, Zhenxing Qian, Xinpeng Zhang. arXiv, 20240307.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,"Chuangchuang Tan, Ping Liu, RenShuai Tao, Huan Liu, Yao Zhao, Baoyuan Wu, Yunchao Wei. arXiv, 20240311. 北交",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,"Davide Alessandro Coccomini, Roberto Caldelli, Claudio Gennaro, Giuseppe Fiameni, Giuseppe Amato, Fabrizio Falchi. arXiv, 20240320. Italy",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,"Jonathan Gallagher, William Pugsley. arXiv 20240619 University of Waterloo",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Mixture of Low-rank Experts for Transferable AI-Generated Image Detection,2024,"Zihan Liu, Hanyi Wang, Yaoyu Kang, Shilin Wang. arXiv, 20240407. 上交",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Detecting AI-Generated Images via CLIP,2024,"Alexander Moskowitz, Tyler Gaona and Jacob Peterson. arXiv, 20240412.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,"Di Yang, Yihao Huang, Qing Guo, Felix Juefei-Xu, Xiaojun Jia, Run Wang, Geguang Pu, and Yang Liu. 华师&新加坡南洋理工&纽约大学&武汉大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20240528
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,"Zhiyuan He, Pin-Yu Chen and Tsung-Yi Ho. 港中文",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20240530"
Real-Time Deepfake Detection in the Real-World,2024,"Bar Cavia, Eliahu Horwitz, Tal Reiss, Yedid Hoshen. Israel",,,,,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=arXiv, 20240613; auxiliary; dataset"
Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,"Tatiana Gaintseva, Laida Kushnareva, German Magai, Irina Piontkovskaya, Sergey Nikolenko, Marting Benning,Serguei Barannikov, Gregory Slabaugh. arXiv, 20240621. UK/Russia/Japan/France",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,
Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,"Santosh, Li Lin, Irene Amerini, Xin Wang, Shu Hu. arXiv, 20240908.",,2404.12908v2,,,detection,Z_Update_SID-2018-2025.docx,Detection,
On the Effectiveness of Dataset Alignment for Fake Image Detection,2024,"Anirudh Sundara Rajan, Utkarsh Ojha, Jedidiah Schloesser, Yong Jae Lee",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"auxiliary; dataset; source_suffix=arXiv, 20241015"
Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,2024,"Chengdong Dong, Vijayakumar Bhagavatula, Zhenyu Zhou, Ajay Kumar. CMU/港城",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241113"
Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,2024,"Chung-Ting Tsai, Ching-Yun Ko, I-Hsin Chung, Yu-Chiang Frank Wang, Pin-Yu Chen IBM/国立台湾大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241128"
HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,"Sungik Choi, Sungwoo Park, Jaehoon Lee, Seunghyun Kim, Stanley Jungkyu Choi, Moontae Lee. LG AI Research",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20241230"
A Sanity Check for AI-generated Image Detection,2025,"Yan, Shilin and Li, Ouxiang and Cai, Jiayin and Hao, Yanbin and Jiang, Xiaolong and Hu, Yao and Xie, Weidi.",,2406.19435,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICLR, 2025"
Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,2025,"Jonathan Brokman, Amit Giloni, Omer Hofman, Roman Vainshtein, Hisashi Kojima, Guy Gilboa Israel Institute of Technology",,,,https://openreview.net/pdf?id=7gGl6HB5Zd,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICLR, 2025"
Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,2025,"Ouxiang Li, Jiayin Cai, Yanbin Hao, Xiaolong Jiang, Yao Hu, Fuli Feng.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=KDD, 2025"
C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,2025,"Chuangchuang Tan, Renshuai Tao, Huan Liu, Guanghua Gu, Baoyuan Wu, Yao Zhao, Yunchao Wei.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AAAI, 2025"
Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2025,"Ziyou Liang, Weifeng Liu, Run Wang, Mengjie Wu, Boheng Li, Yuyang Zhang, Lina Wang, Xinyi Yang 武汉大学",,,,https://ojs.aaai.org/index.php/AAAI/article/view/34826,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AAAI, 2025"
D^3 Scaling Up Deepfake Detection by Learning from Discrepancy,2025,"Yongqi Yang, Zhihao Qian, Ye Zhu, Yu Wu. 武汉大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
Any-Resolution AI-Generated Image Detection by Spectral Learning,2025,"Dimitrios Karageorgiou, Symeon Papadopoulos, Ioannis Kompatsiaris, Efstratios Gavves CERTH",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
FIRE: Robust Detection of Diffusion-Generated Images via Frequency-Guided Reconstruction Error,2025,"Beilin Chu, Xuan Xu, Xin Wang, Yufei Zhang, Weike You, Linna Zhou. 北邮",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
A Bias-Free Training Paradigm for More General AI-generated Image Detection,2025,"Fabrizio Guillaro, Giada Zingarini, Ben Usman, Avneesh Sud, Davide Cozzolino, Luisa Verdoliva.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",2025,"Zhenglin Huang, Jinwei Hu, Xiangtai Li, Yiwei He, Xingyu Zhao, Bei Peng, Baoyuan Wu, Xiaowei Huang, Guangliang Cheng",,,,,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=CVPR, 2025; auxiliary; dataset"
OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,"Yabin Wang, Zhiwu Huang, Xiaopeng Hong 西交&英国南安普顿&哈工大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=CVPR, 2025; auxiliary; dataset"
Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,2025,Haifeng Zhang · Qinghui He · Xiuli Bi · Weisheng Li · Bo Liu · Bin Xiao,,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,Zexi Jia · Chuanwei Huang · Yeshuang Zhu · Hongyan Fei · Xiaoyue Duan · Yuan Zhiqiang · Ying Deng · Jiapei Zhang · Jinchao Zhang · Jie Zhou,,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
Beyond Generation: A Diffusion-based Low-level Feature Extractor for Detecting AI-generated Images,2025,Nan Zhong · Haoyu Chen · Yiran Xu · Zhenxing Qian · Xinpeng Zhang,,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by,2025,"Siyuan Cheng, Lingjuan Lyu, Zhenting Wang, Xiangyu Zhang, Vikash Sehwag 普渡大学",,,,https://openaccess.thecvf.com/content/CVPR2025/papers/Cheng_CO-SPY_Combining_Semantic_and_Pixel_Features_to_Detect_Synthetic_Images_CVPR_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AI CVPR, 2025"
Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,"Jin Wang, Chenghui Lv, Xian Li, Shichao Dong, Huadong Li, Kelu Yao, Chao Li, Wenqi Shao, Ping Luo",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"auxiliary; benchmark; source_suffix=CVPR, 2025"
Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,2025,"Haoyue Bai, Yiyou Sun, Wei Cheng, Haifeng Chen University of Wisconsin-Madison",,,,https://openaccess.thecvf.com/content/CVPR2025/papers/Bai_Wheres_the_Liability_in_the_Generative_Era_Recovery-based_Black-Box_Detection_CVPR_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=CVPR, 2025"
Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,"Siwei Wen, Junyan Ye, Peilin Feng, Hengrui Kang, Zichen Wen, Yize Chen, Jiang Wu, Wenjun Wu, Conghui He, Weijia Li 上海AI实验室&中山大学&北航&上交&港中文",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=NeurIPS, 2025"
FerretNet: Efficient Synthetic Image Detection via Local Pixel Dependencies,2025,"Shuqiao Liang, Jian Liu, Renzhang Chen∗, Quanlong Guan 济南大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=NeurIPS, 2025"
AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,2025,"Ziyin Zhou, Yunpeng Luo, Yuanchen Wu, Ke Sun, Jiayi Ji, Ke Yan, Shouhong Ding, Xiaoshuai Sun, Yunsheng Wu, Rongrong Ji 厦门大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
D3QE: Learning Discrete Distribution Discrepancy-aware Quantization Error for Autoregressive-Generated Image Detection,2025,"Yanran Zhang, Bingyao Yu, Yu Zheng, Wenzhao Zheng, Yueqi Duan, Lei Chen, Jie Zhou, Jiwen Lu 清华大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=ICCV, 2025; auxiliary; dataset"
Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,2025,"Yingsong Huang, Hui Guo, Jing Huang, Bing Bai, Qi Xiong Tencent / Hikvision / Microsoft",,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_Diffusion_Epistemic_Uncertainty_with_Asymmetric_Learning_for_Diffusion-Generated_Image_Detection_ICCV_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
LOTA: Bit-Planes Guided AI-Generated Image Detection,2025,"Hongsong Wang, Renxi Cheng, Yang Zhang, Chaolei Han, Jie Gui 东南大学",,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_LOTA_Bit-Planes_Guided_AI-Generated_Image_Detection_ICCV_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,"Hengrui Kang, Siwei Wen, Zichen Wen, Junyan Ye, Weijia Li, Peilin Feng, Baichuan Zhou, Bin Wang, Dahua Lin, Linfeng Zhang, Conghui He 上交&北航&中山大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
Semantic Discrepancy-aware Detector for Image Forgery Identification,2025,"Ziye Wang, Minghang Yu, Chunyan Xu, Zhen Cui. 南京科技大学",,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Semantic_Discrepancy-aware_Detector_for_Image_Forgery_Identification_ICCV_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
