title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
Capsule-forensics: Using Capsule Networks to Detect Forged Images and Videos,2019,10.1109/icassp.2019.8682602,https://openalex.org/W2963720850,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Huy H. Nguyen; Junichi Yamagishi; Isao Echizen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
CAPTCHA: Using Hard AI Problems for Security,2003,10.1007/3-540-39200-9_18,https://openalex.org/W1603565383,Lecture notes in computer science,Luis von Ahn; Manuel Blum; Nicholas Hopper; John Langford,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies,2024,10.14569/ijacsa.2024.01507133,https://openalex.org/W4401287425,International Journal of Advanced Computer Science and Applications,Jiahan Chen; Mengtin Lo; Hailiang Liao; T.S. Huang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Conceptual Captions: A Cleaned, Hypernymed, Image Alt-text Dataset For Automatic Image Captioning",2018,10.18653/v1/p18-1238,https://openalex.org/W2886641317,Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Piyush Sharma; Nan Ding; Sebastian Goodman; Radu Soricut,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting AI-Generated Images via CLIP,2024,10.48550/arxiv.2404.08788,https://openalex.org/W4394867366,arXiv (Cornell University),Alexander Moskowitz; Tyler Gaona; Jessica Peterson,2404.08788,https://arxiv.org/abs/2404.08788,2024,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Education in the Era of Generative Artificial Intelligence (AI): Understanding the Potential Benefits of ChatGPT in Promoting Teaching and Learning,2023,10.61969/jai.1337500,https://openalex.org/W4389437528,Journal of AI,David Baidoo-Anu; Leticia Owusu Ansah,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Harnessing The Power Of AI To Detect AI Generated Images,2025,10.2139/ssrn.5238890,https://openalex.org/W4410120556,SSRN Electronic Journal,Abhishek Pratap Singh; Ritesh Rastogi; M R Naveen Kumar,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Generative AI at Work,2023,10.3386/w31161,https://openalex.org/W4366817968,National Bureau of Economic Research,Erik Brynjolfsson; Danielle Li; Lindsey Raymond,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
FaceForensics++: Learning to Detect Manipulated Facial Images,2019,10.1109/iccv.2019.00009,https://openalex.org/W2912336782,2019 IEEE/CVF International Conference on Computer Vision (ICCV),Andreas Rössler; Davide Cozzolino; Luisa Verdoliva; Christian Rieß; Justus Thies; Matthias Nießner,1901.08971,https://arxiv.org/abs/1901.08971,2019,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Multi-task Learning for Detecting and Segmenting Manipulated Facial Images and Videos,2019,10.1109/btas46853.2019.9185974,https://openalex.org/W3083246145,"2019 IEEE 10th International Conference on Biometrics Theory, Applications and Systems (BTAS)",Huy H. Nguyen; Fuming Fang; Junichi Yamagishi; Isao Echizen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Application of artificial intelligence using a convolutional neural network for detecting gastric cancer in endoscopic images,2018,10.1007/s10120-018-0793-2,https://openalex.org/W2783201053,Gastric Cancer,Toshiaki Hirasawa; Kazuharu Aoyama; Tetsuya Tanimoto; Soichiro Ishihara; Satoki Shichijo; Tsuyoshi Ozawa; Tatsuya Ohnishi; Mitsuhiro Fujishiro; Keigo Matsuo; Junko Fujisaki; Tomohiro Tada,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Multi-modal texture fusion network for detecting AI-generated images,2025,10.3389/frai.2025.1663292,https://openalex.org/W4415418960,Frontiers in Artificial Intelligence,Haozheng Yu; Bing Xu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Revolutionizing education with AI: Exploring the transformative potential of ChatGPT,2023,10.30935/cedtech/13152,https://openalex.org/W4362581834,Contemporary Educational Technology,Tufan Adıgüzel; Mehmet Haldun Kaya; Fatih Kürşat Cansu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2026,10.1007/978-3-032-07343-3_12,https://openalex.org/W7118010096,Lecture notes in computer science,Mamadou Keïta; Wassim Hamidouche; Hessen Bougueffa Eutamene; Abdelmalik Taleb-Ahmed; Abdenour Hadid,2504.19876v1,https://arxiv.org/abs/2504.19876v1,2025,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2025 is diagnostic only.,arxiv_api,true
Detecting AI Generated Images Through Texture and Frequency Analysis of Patches,2024,10.1109/aivrv63595.2024.10860248,https://openalex.org/W4407129617,"2024 4th International Conference on Artificial Intelligence, Virtual Reality and Visualization",Yuming Chen; Maryam Yashtini,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Human heuristics for AI-generated language are flawed,2023,10.1073/pnas.2208839120,https://openalex.org/W4323347737,Proceedings of the National Academy of Sciences,Maurice Jakesch; Jeffrey T. Hancock; Mor Naaman,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Deep Neural Networks Based Recognition of Plant Diseases by Leaf Image Classification,2016,10.1155/2016/3289801,https://openalex.org/W2470368200,Computational Intelligence and Neuroscience,Srdjan Sladojević; Marko Arsenović; Andraš Anderla; Dubravko Ćulibrk; Darko Stefanović,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Digital Image Forensic Analyzer to Detect AI-generated Fake Images,2023,10.1109/cacre58689.2023.10208613,https://openalex.org/W4385656076,"2023 8th International Conference on Automation, Control and Robotics Engineering (CACRE)",Galamo Monkam; Jie Yan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Beyond Deepfake Images: Detecting AI-Generated Videos,2024,10.48550/arxiv.2404.15955,https://openalex.org/W4395484003,arXiv (Cornell University),Danial Samadi Vahdati; Tai D. Nguyen; Aref Azizpour; Matthew C. Stamm,2404.15955,https://arxiv.org/abs/2404.15955,2024,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,2024,10.3390/bioengineering11040337,https://openalex.org/W4393353064,Bioengineering,Shiva Maleki Varnosfaderani; Mohamad Forouzanfar,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Evaluating Large Language Models Trained on Code,2021,10.48550/arxiv.2107.03374,https://openalex.org/W3177813494,arXiv (Cornell University),Mark Chen; Jerry Tworek; Heewoo Jun; Qiming Yuan; Henrique Pondé de Oliveira Pinto; Jared Kaplan; Harrison Edwards; Yuri Burda; Nicholas Joseph; Greg Brockman; Alex Ray; Raul Puri; Gretchen Krueger; Michael Petrov; Heidy Khlaaf; Girish Sastry; Pamela Mishkin; Brooke Chan; Scott Gray; Nick Ryder; Mikhail Pavlov; Alethea Power; Łukasz Kaiser; Mohammad Bavarian; Clemens Winter; Philippe Tillet; Felipe Petroski Such; Dave Cummings; Matthias Plappert; Fotios Chantzis; Elizabeth A. Barnes; Ariel Herbert-Voss; William H. Guss; Alex Nichol; Alex Paino; Nikolas Tezak; Jie Tang; I. Babuschkin; Suchir Balaji; Shantanu Jain; William S. Saunders; Christopher Hesse; Andrew N. Carr; Jan Leike; Joshua Achiam; Vedant Misra; Evan Morikawa; Alec Radford; Matthew M. Knight; Miles Brundage; Mira Murati; Katie Mayer; Peter Welinder; Bob McGrew; Dario Amodei; Sam McCandlish; Ilya Sutskever; Wojciech Zaremba,2107.03374,https://arxiv.org/abs/2107.03374,2021,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Exposing DeepFake Videos By Detecting Face Warping Artifacts,2018,10.48550/arxiv.1811.00656,https://openalex.org/W2898877033,arXiv (Cornell University),Yuezun Li; Siwei Lyu,1811.00656,https://arxiv.org/abs/1811.00656,2018,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Reporting guidelines for clinical trial reports for interventions involving artificial intelligence: the CONSORT-AI extension,2020,10.1038/s41591-020-1034-x,https://openalex.org/W3136552952,Nature Medicine,Xiaoxuan Liu; Samantha Cruz Rivera; David Moher; Melanie Calvert; Alastair K. Denniston; The SPIRIT-AI and CONSORT-AI Working Group; SPIRIT-AI and CONSORT-AI Steering Group; An-Wen Chan; Ara Darzi; Christopher Holmes; Christopher Yau; Hutan Ashrafian; Jonathan J Deeks; Lavinia Ferrante di Ruffano; Livia Faes; Pearse A. Keane; Sebastian J. Vollmer; SPIRIT-AI and CONSORT-AI Consensus Group; Aaron Lee; Adrian Jonas; Andre Esteva; Andrew L. Beam; An-Wen Chan; Maria Beatrice Panico; Cecilia S. Lee; Charlotte Haug; Christopher Kelly; Christopher Yau; Cynthia D. Mulrow; Cyrus Espinoza; John Fletcher; Dina N. Paltoo; Elaine Manna; Gary Price; Gary S. Collins; Hugh Harvey; James Matcham; João Monteiro; M. Khair ElZarrad; Lavinia Ferrante di Ruffano; Luke Oakden‐Rayner; Melissa D. McCradden; Pearse A. Keane; Richard S. Savage; Robert Golub; Rupa Sarkar; Samuel Rowley,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting AI-Generated Images via Diffusion Snap-Back Reconstruction: A Forensic Approach,2026,10.1109/qpain69676.2026.11545865,https://openalex.org/W4415936841,"2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence &amp;amp; Networking (QPAIN)",Mohd Ruhul Ameen; Akif Islam,2511.00352,https://arxiv.org/abs/2511.00352,2025,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Detecting AI-Generated Images Using Facial Similarity and Feature Extraction for Digital Security,2025,10.1109/mitp.2025.3561143,https://openalex.org/W4411172248,IT Professional,Man-Ling Liao; Jiann-Liang Chen; Candra Ahmadi,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Explainable AI for Retinoblastoma Diagnosis: Interpreting Deep Learning Models with LIME and SHAP,2023,10.3390/diagnostics13111932,https://openalex.org/W4379056866,Diagnostics,Bader Aldughayfiq; Farzeen Ashfaq; N. Z. Jhanjhi; Mamoona Humayun,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Ethical and regulatory challenges of AI technologies in healthcare: A narrative review,2024,10.1016/j.heliyon.2024.e26297,https://openalex.org/W4391849646,Heliyon,Ciro Mennella; Umberto Maniscalco; Giuseppe De Pietro; Massimo Esposito,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Redefining Radiology: A Review of Artificial Intelligence Integration in Medical Imaging,2023,10.3390/diagnostics13172760,https://openalex.org/W4386222752,Diagnostics,Reabal Najjar,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
In AI we trust? Perceptions about automated decision-making by artificial intelligence,2020,10.1007/s00146-019-00931-w,https://openalex.org/W2997468044,AI & Society,Theo Araujo; Natali Helberger; Sanne Kruikemeier; Claes H. de Vreese,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"AI-Based Modeling: Techniques, Applications and Research Issues Towards Automation, Intelligent and Smart Systems",2022,10.1007/s42979-022-01043-x,https://openalex.org/W4225716729,SN Computer Science,Iqbal H. Sarker,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Beyond Generation: A Diffusion-based Low-level Feature Extractor for Detecting AI-generated Images,2025,10.1109/cvpr52734.2025.00773,https://openalex.org/W4413146215,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Nan Zhong; Haoyu Chen; Yiran Xu; Zhenxing Qian; Xinpeng Zhang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Learning design to support student-AI collaboration: perspectives of leading teachers for AI in education,2022,10.1007/s10639-021-10831-6,https://openalex.org/W4221079197,Education and Information Technologies,Jinhee Kim; Hyun-Kyung Lee; Young Hoan Cho,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
There is a blind spot in AI research,2016,10.1038/538311a,https://openalex.org/W2531099434,Nature,Kate Crawford; Ryan Calo,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Machine Learning and Deep Learning in Medical Imaging: Intelligent Imaging,2019,10.1016/j.jmir.2019.09.005,https://openalex.org/W2972168296,Journal of medical imaging and radiation sciences,Geoffrey Currie; K. Elizabeth Hawk; Eric Rohren; Alanna Vial; Ran Klein,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Recommendations for the Evaluation of Left Ventricular Diastolic Function by Echocardiography: An Update from the American Society of Echocardiography and the European Association of Cardiovascular Imaging,2016,10.1093/ehjci/jew082,https://openalex.org/W2471327176,European Heart Journal - Cardiovascular Imaging,"Sherif F. Nagueh; Otto A. Smiseth; Christopher P. Appleton; Benjamin F. Byrd; Hisham Dokainish; Thor Edvardsen; Frank A. Flachskampf; Thierry Gillebert; Allan L. Klein; Patrizio Lancellotti; Paolo Marino; Jae K. Oh; Bogdan A. Popescu; Alan D. Waggoner; Houston, Texas; Oslo, Norway; Phoenix, Arizona; Nashville, Tennessee; Hamilton, Ontario, Canada; Uppsala, Sweden; Ghent and Liège, Belgium; Cleveland, Ohio; Novara, Italy; Rochester, Minnesota; Bucharest, Romania; and St. Louis, Missouri",,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Consumer Responses to AI-Generated Charitable Giving Ads,2023,10.1080/00913367.2023.2183285,https://openalex.org/W4323538281,Journal of Advertising,Luis Arango; Stephen Singaraju; Outi Niininen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",2024,10.1080/21670811.2024.2331769,https://openalex.org/W4394571198,Digital Journalism,T.J. Thomson; Ryan J. Thomas; Phoebe Matich,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Edge AI: A survey,2023,10.1016/j.iotcps.2023.02.004,https://openalex.org/W4322761281,Internet of Things and Cyber-Physical Systems,Raghubir Singh; Sukhpal Singh Gill,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting AI-Generated Images Using Vision Transformers: A Robust Approach for Safeguarding Visual Media Integrity,2025,10.2139/ssrn.5029893,https://openalex.org/W4406443479,SSRN Electronic Journal,Nouar AlDahoul; Yasir Zaki,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
The Role of Chest Imaging in Patient Management During the COVID-19 Pandemic,2020,10.1016/j.chest.2020.04.003,https://openalex.org/W3014561994,CHEST Journal,Geoffrey D. Rubin; Christopher J. Ryerson; Linda B. Haramati; Nicola Sverzellati; Jeffrey P. Kanne; Suhail Raoof; Neil W. Schluger; Annalisa Volpi; Jae‐Joon Yim; Ian B.K. Martin; Deverick J. Anderson; Christina S. Kong; Talissa A. Altes; Andrew Bush; Sujal R. Desai; Jonathan Goldin; Jin Mo Goo; Marc Humbert; Yoshikazu Inoue; Hans‐Ulrich Kauczor; Fengming Luo; Peter J. Mazzone; Mathias Prokop; Martine Rémy‐Jardin; Luca Richeldi; Cornelia Schaefer‐Prokop; Noriyuki Tomiyama; Athol U. Wells; Ann N. Leung,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
DAOPHOT - A computer program for crowded-field stellar photometry,1987,10.1086/131977,https://openalex.org/W2165084703,Publications of the Astronomical Society of the Pacific,P. B. Stetson,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,2021,10.1016/j.compag.2021.106064,https://openalex.org/W3135589907,Computers and Electronics in Agriculture,Keke Zhang; Qiufeng Wu; Yiping Chen,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A small-molecule dye for NIR-II imaging,2015,10.1038/nmat4476,https://openalex.org/W2261575366,Nature Materials,Alexander L. Antaris; Hao Chen; Kai Cheng; Yao Sun; Guosong Hong; Chunrong Qu; Shuo Diao; Zixin Deng; Xianming Hu; Bo Zhang; Xiaodong Zhang; Omar Yaghi; Zita R. Alamparambil; Xuechuan Hong; Zhen Cheng; Hongjie Dai,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
On the detectability of ocean surface waves by real and synthetic aperture radar,1981,10.1029/jc086ic07p06481,https://openalex.org/W1977393251,Journal of Geophysical Research Atmospheres,Werner Alpers; D. B. Ross; Clifford L. Rufenach,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Crystallization by particle attachment in synthetic, biogenic, and geologic environments",2015,10.1126/science.aaa6760,https://openalex.org/W1801166380,Science,James J. De Yoreo; Pupa U. P. A. Gilbert; Nico A. J. M. Sommerdijk; R. Lee Penn; Stephen Whitelam; Derk Joester; Hengzhong Zhang; Jeffrey D. Rimer; Alexandra Navrotsky; Jillian F. Banfield; Adam F. Wallace; F. Marc Michel; Fiona C. Meldrum; Helmut Cölfen; Patricia M. Dove,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Observation of chiral edge states with neutral fermions in synthetic Hall ribbons,2015,10.1126/science.aaa8736,https://openalex.org/W1739343289,Science,M. Mancini; Guido Pagano; Giacomo Cappellini; Lorenzo Francesco Livi; Marie S. Rider; Jacopo Catani; Carlo Sias; P. Zoller; M. Inguscio; Marcello Dalmonte; L. Fallani,1502.02495,https://arxiv.org/abs/1502.02495,2015,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Detecting Deepfakes with Self-Blended Images,2022,10.1109/cvpr52688.2022.01816,https://openalex.org/W4312388562,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Kaede Shiohara; Toshihiko Yamasaki,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Robust algorithm for detecting floodwater in urban areas using synthetic aperture radar images,2018,10.1117/1.jrs.12.045011,https://openalex.org/W2900319872,Journal of Applied Remote Sensing,David C. Mason; Sarah L. Dance; Sanita Vetra-Carvalho; Hannah Cloke,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Investigating landslides with space-borne Synthetic Aperture Radar (SAR) interferometry,2006,10.1016/j.enggeo.2006.09.013,https://openalex.org/W2075550759,Engineering Geology,C. Colesanti; Janusz Wąsowski,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Learning Change from Synthetic Aperture Radar Images: Performance Evaluation of a Support Vector Machine to Detect Earthquake and Tsunami-Induced Changes,2016,10.3390/rs8100792,https://openalex.org/W2522177496,Remote Sensing,Marc Wieland; Wen Liu; Fumio Yamazaki,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Image analysis by bidimensional empirical mode decomposition,2003,10.1016/s0262-8856(03)00094-5,https://openalex.org/W1976836781,Image and Vision Computing,Jean‐Claude Nunes; Y. Bouaoune; Éric Deléchelle; Oumar Niang; P. Bunel,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The displacement field of the Landers earthquake mapped by radar interferometry,1993,10.1038/364138a0,https://openalex.org/W2086011904,Nature,D. Massonnet; M. Rossi; César Carmona; F. Adragna; G. Peltzer; K. L. Feigl; Thierry Rabaute,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Artifacts due to stimulus correlated motion in functional imaging of the brain,1994,10.1002/mrm.1910310307,https://openalex.org/W2108117677,Magnetic Resonance in Medicine,Joseph V. Hajnal; R. Myers; Angela Oatridge; Jane E. Schwieso; I. R. Young; Graeme M. Bydder,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Synthetic Polymer Contamination in Bottled Water,2018,10.3389/fchem.2018.00407,https://openalex.org/W2889784985,Frontiers in Chemistry,Sherri A. Mason; Victoria G. Welch; Joseph Neratko,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Optimal Surface Segmentation in Volumetric Images-A Graph-Theoretic Approach,2006,10.1109/tpami.2006.19,https://openalex.org/W2164774194,IEEE Transactions on Pattern Analysis and Machine Intelligence,Kang Li; Xiaodong Wu; D.Z. Chen; Milan Sonka,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
CellProfiler 3.0: Next-generation image processing for biology,2018,10.1371/journal.pbio.2005970,https://openalex.org/W2811106513,PLoS Biology,Claire McQuin; Allen Goodman; Vasiliy S. Chernyshev; Lee Kamentsky; Beth A. Cimini; Kyle W. Karhohs; Minh Doan; Liya Ding; Susanne M. Rafelski; Derek Thirstrup; Winfried Wiegraebe; Shantanu Singh; Tim Becker; Juan Carlos Caicedo; Anne E. Carpenter,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Digital image processing,2005,10.1533/9780857099464,https://openalex.org/W4244003036,Woodhead Publishing Limited eBooks,Jonathan Blackledge,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Synthetic, Switchable Enzymes",2017,10.1159/000464443,https://openalex.org/W2609912642,Microbial Physiology,Victor Norris; Sergey N. Krylov; Pratul K. Agarwal; G. J. White,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Machine learning using synthetic images for detecting dust emissions on construction sites,2021,10.1108/sasbe-04-2021-0066,https://openalex.org/W3182471908,Smart and Sustainable Built Environment,Ruoxin Xiong; Pingbo Tang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A Protein-Tagging System for Signal Amplification in Gene Expression and Fluorescence Imaging,2014,10.1016/j.cell.2014.09.039,https://openalex.org/W2169373177,Cell,Marvin E. Tanenbaum; Luke A. Gilbert; Lei S. Qi; Jonathan S. Weissman; Ronald D. Vale,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Multichannel texture analysis using localized spatial filters,1990,10.1109/34.41384,https://openalex.org/W2171181782,IEEE Transactions on Pattern Analysis and Machine Intelligence,Alan C. Bovik; Marianna Clark; Wilson S. Geisler,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generating synthetic Landsat images based on all available Landsat data: Predicting Landsat surface reflectance at any given time,2015,10.1016/j.rse.2015.02.009,https://openalex.org/W1982121855,Remote Sensing of Environment,Zhe Zhu; Curtis E. Woodcock; Christopher E. Holden; Zhiqiang Yang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Segmentation and Classification of Range Images,1987,10.1109/tpami.1987.4767955,https://openalex.org/W2030129920,IEEE Transactions on Pattern Analysis and Machine Intelligence,Richard L. Hoffman; Anil K. Jain,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
RIFT: Multi-Modal Image Matching Based on Radiation-Variation Insensitive Feature Transform,2019,10.1109/tip.2019.2959244,https://openalex.org/W2996444841,IEEE Transactions on Image Processing,Jiayuan Li; Qingwu Hu; Mingyao Ai,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,10.1007/978-981-97-3594-5_3,https://openalex.org/W4400793389,Lecture notes in networks and systems,Vinay Gautam; Mukesh Joshi; Raj Gaurang Tiwari; Ambuj Kumar Agarwal; Naresh Kumar Trivedi,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Ultrasonic Imaging of Concrete Elements Using Reconstruction by Synthetic Aperture Focusing Technique,2003,10.1061/(asce)0899-1561(2003)15:3(235),https://openalex.org/W2115325793,Journal of Materials in Civil Engineering,Martin Schickert; Martín Krause; Wolfgang Müller,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A theory of the imaging mechanism of underwater bottom topography by real and synthetic aperture radar,1984,10.1029/jc089ic06p10529,https://openalex.org/W1996537066,Journal of Geophysical Research Atmospheres,Werner Alpers; Ingo Hennings,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Dex-Net 2.0: Deep Learning to Plan Robust Grasps with Synthetic Point Clouds and Analytic Grasp Metrics,2017,10.15607/rss.2017.xiii.058,https://openalex.org/W2600030077,Robotics: Science and Systems XIII,Jeffrey Mahler; Jacky Liang; Sherdil Niyaz; Michael Laskey; Richard Doan; Xinyu Liu; Juan Pablo Aparicio; Ken Goldberg,1703.09312,https://arxiv.org/abs/1703.09312,2017,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Paramagnetic metal scavenging by melanin: MR imaging.,1997,10.1148/radiology.204.2.9240529,https://openalex.org/W1969044084,Radiology,W S Enochs; P. Petherick; A. Bogdanova; U. Möhr; Ralph Weissleder,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Contrast agents for molecular photoacoustic imaging,2016,10.1038/nmeth.3929,https://openalex.org/W2484448248,Nature Methods,Judith Weber; Paul C. Beard; Sarah E. Bohndiek,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
An Efficient Randomized Algorithm for Detecting Circles,2001,10.1006/cviu.2001.0923,https://openalex.org/W2047714360,Computer Vision and Image Understanding,Teh-Chuan Chen; Kuo‐Liang Chung,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Synthetic Data and Artificial Neural Networks for Natural Scene Text Recognition,2014,10.48550/arxiv.1406.2227,https://openalex.org/W1491389626,arXiv (Cornell University),Max Jaderberg; Karen Simonyan; Andrea Vedaldi; Andrew Zisserman,1406.2227,https://arxiv.org/abs/1406.2227,2014,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
The applicability of reflectance micro-Fourier-transform infrared spectroscopy for the detection of synthetic microplastics in marine sediments,2012,10.1016/j.scitotenv.2011.11.078,https://openalex.org/W2027494760,The Science of The Total Environment,Jesse P. Harrison; Jesús J. Ojeda; María Romero-González,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The contribution of washing processes of synthetic clothes to microplastic pollution,2019,10.1038/s41598-019-43023-x,https://openalex.org/W2943642024,Scientific Reports,Francesca De Falco; Emilia Di Pace; Mariacristina Cocca; Maurizio Avella,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Synthetic data in machine learning for medicine and healthcare,2021,10.1038/s41551-021-00751-8,https://openalex.org/W3166254754,Nature Biomedical Engineering,Richard J. Chen; Ming Y. Lu; Tiffany Chen; Drew F. K. Williamson; Faisal Mahmood,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Application of lineament density extracted from dual orbit of synthetic aperture radar (SAR) images to detecting fluids paths in the Wayang Windu geothermal field (West Java, Indonesia)",2017,10.1016/j.geothermics.2017.11.010,https://openalex.org/W2770835590,Geothermics,Asep Saepuloh; Haeruddin Haeruddin; Mohamad Nur Heriawan; Taiki Kubo; Katsuaki Koike; Dwiyogarani Malik,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Fluorescence imaging using synthetic GFP chromophores,2015,10.1016/j.cbpa.2015.06.002,https://openalex.org/W2188142157,Current Opinion in Chemical Biology,Christopher L Walker; Konstantin A. Lukyanov; Ilia V. Yampolsky; Alexander S. Mishin; Andreas S. Bommarius; Anna Duraj‐Thatte; Bahareh Azizi; Laren M. Tolbert; Kyril M. Solntsev,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
