legacy_review_id,paper_identity,paper_id,canonical_title,year,doi,primary_url,legacy_scope_category,current_tasks,current_image_scopes,diagnostic_basis,confidence,review_rationale,current_abstract,source_record_sha256,diagnostic_only,corpus_action
legacy-scope:ad8ef79dc360b3b0,curated:b388bfe1b5785775a436,curated:b388bfe1b5785775a436,Deepfake Image Detection Using Light-Weight Attention Integrated MobileNetV3 Model,2025,10.1007/978-3-031-84543-7_11,https://doi.org/10.1007/978-3-031-84543-7_11,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","With sudden proliferation in evolving Deepfake technology to manipulate media content, identity theft etc., several modern deep learning based solutions are being continuously developed for Deepfake detection, distinguishing the manipulated media. Therefore, the work presented in this paper proposes a novel and real-time MobileNetV3 based Deepfake detection model. With the fine-tuning of MobileNetV3 using additional fully connected layers and self-attention mechanism placed optimally, the proposed model proved effective in concentrating on crucial image regions over relatively lesser important features. The integration of self-attention layers had a direct impact on the model’s capacity to identify the artifacts manipulated during the generation of Deepfakes, thereby, alleviating the detection efficiency. The work also implemented and trained five widely used and recent convolutional models including XceptionNet, InceptionV3, EfficientNetB0, MobileNetV3, and InceptionResNet for best baseline model selection and comparisons against the proposed approach. The proposed model outperformed all other state-of-art models by a margin of 3% with an F-score = 98.46%. The proposed model also has minimalistic memory and time requirements supporting the real-time applicability of the model even on mobile devices.",0a2aa11c73f668f81d3f2a47497275aecdc409379c476b3c75b69c1290fc2baf,true,NONE
legacy-scope:cb06e9cd78b60faa,curated:bbe4e9e8c5b41e467a76,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://doi.org/10.3390/jimaging8100263,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Multimedia data manipulation and forgery has never been easier than today, thanks to the power of Artificial Intelligence (AI). AI-generated fake content, commonly called Deepfakes, have been raising new issues and concerns, but also new challenges for the research community. The Deepfake detection task has become widely addressed, but unfortunately, approaches in the literature suffer from generalization issues. In this paper, the Face Deepfake Detection and Reconstruction Challenge is described. Two different tasks were proposed to the participants: (i) creating a Deepfake detector capable of working in an “in the wild” scenario; (ii) creating a method capable of reconstructing original images from Deepfakes. Real images from CelebA and FFHQ and Deepfake images created by StarGAN, StarGAN-v2, StyleGAN, StyleGAN2, AttGAN and GDWCT were collected for the competition. The winning teams were chosen with respect to the highest classification accuracy value (Task I) and “minimum average distance to Manhattan” (Task II). Deep Learning algorithms, particularly those based on the EfficientNet architecture, achieved the best results in Task I. No winners were proclaimed for Task II. A detailed discussion of teams’ proposed methods with corresponding ranking is presented in this paper.",c3cc02409b56a17a0202c0aa32afaed9a04f50682d253fd7b8077cb3ca49dfcf,true,NONE
legacy-scope:d36ad097fa369e7a,curated:c071c25bc2957d78569b,curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,2022,10.1016/j.cviu.2022.103525,https://doi.org/10.1016/j.cviu.2022.103525,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Deep learning has been successfully applied to solve various complex problems ranging from big data analytics to computer vision and human-level control. Deep learning advances however have also been employed to create software that can cause threats to privacy, democracy and national security. One of those deep learning-powered applications recently emerged is ""deepfake"". Deepfake algorithms can create fake images and videos that humans cannot distinguish them from authentic ones. The proposal of technologies that can automatically detect and assess the integrity of digital visual media is therefore indispensable. This paper presents a survey of algorithms used to create deepfakes and, more importantly, methods proposed to detect deepfakes in the literature to date. We present extensive discussions on challenges, research trends and directions related to deepfake technologies. By reviewing the background of deepfakes and state-of-the-art deepfake detection methods, this study provides a comprehensive overview of deepfake techniques and facilitates the development of new and more robust methods to deal with the increasingly challenging deepfakes.",17ca36cf4d85ac3b4b35c0a8d5107c2b89c69165d4955e60170ea9e8f1b87dea,true,NONE
legacy-scope:145b6457ee2d2926,curated:cd18fc45f8a86a30aaf6,curated:cd18fc45f8a86a30aaf6,Complement Face Forensic Detection and Localization with FacialLandmarks,2019,10.48550/arxiv.1910.05455,https://openalex.org/W2979433881,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection;localization,fully_generated;generative_editing;deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Recently, Generative Adversarial Networks (GANs) and image manipulating methods are becoming more powerful and can produce highly realistic face images beyond human recognition which have raised significant concerns regarding the authenticity of digital media. Although there have been some prior works that tackle face forensic classification problem, it is not trivial to estimate edited locations from classification predictions. In this paper, we propose, to the best of our knowledge, the first rigorous face forensic localization dataset, which consists of genuine, generated, and manipulated face images. In particular, the pristine parts contain face images from CelebA and FFHQ datasets. The fake images are generated from various GANs methods, namely DCGANs, LSGANs, BEGANs, WGAN-GP, ProGANs, and StyleGANs. Lastly, the edited subset is generated from StarGAN and SEFCGAN based on free-form masks. In total, the dataset contains about 1.3 million facial images labelled with corresponding binary masks. Based on the proposed dataset, we demonstrated that explicit adding facial landmarks information in addition to input images improves the performance. In addition, our proposed method consists of two branches and can coherently predict face forensic detection and localization to outperform the previous state-of-the-art techniques on the newly proposed dataset as well as the faceforecsic++ dataset especially on low-quality videos.",42a9c0650e45e42d81034530d1837f424cf592ce175702d76488946527bd0869,true,NONE
legacy-scope:7b5140bb6ac94532,curated:ce21a7aa219b08d1b81a,curated:ce21a7aa219b08d1b81a,Beyond Backbones: Degradation-Aware Prototype Fusion for Robust Deepfake Detection,2026,,https://openaccess.thecvf.com/content/CVPR2026W/NTIRE/html/Negi_Beyond_Backbones_Degradation-Aware_Prototype_Fusion_for_Robust_Deepfake_Detection_CVPRW_2026_paper.html,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Deepfake detectors that perform well on clean images often fail under real-world degradations such as compression, blur, and noise, exposing critical robustness gaps. We address this challenge with a degradation-aware dual-backbone framework that leverages complementary strengths of semantic (CLIP) and structural (DINOv3) representations. The CLIP branch is adapted with LoRA and enhanced via Generator-Aware Prototype Learning (GAPL), while the DINOv3 branch incorporates anomaly-aware local pooling for fine-grained artifact detection. To enforce robustness, we introduce dual-view consistency training across clean and degraded samples, extending corruption diversity from 12 to 26 types. A lightweight fusion module conditioned on image-level degradation descriptors integrates both streams, with rank-based calibration for stable prediction. Our method trains fewer than 3M parameters on frozen backbones and attains 84.3 AUC on the NTIRE 2026 face forgery benchmark, demonstrating strong performance under realistic degradations.",6b65a0a8518aecc8ec770b65f459a61de0e8e6bbad9dc84b3fa58d1892c25c25,true,NONE
legacy-scope:b8f7381c6eab87dd,curated:d8df0e4505f5d38ebb28,curated:d8df0e4505f5d38ebb28,Lightweight Image Forgery Detection via Tucker Decomposition for Efficient Edge Deployment,2026,10.1109/tai.2026.3703792,https://doi.org/10.1109/tai.2026.3703792,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","In recent years, the rapid advancement of deepfake generation techniques has escalated security risks, prompting the development of detection methods based on image domain, frequency domain, and pre-trained models. However, existing approaches predominantly prioritize cross-domain generalization, which has driven the adoption of increasingly large and complex neural networks. These models incur substantial parameter overhead and computational costs, hindering their deployment on resource-constrained edge devices. To address these deployment challenges, this paper proposes the integration of Tucker decomposition to construct lightweight forgery detection networks. We introduce a unified Tucker compression method that can be applied to mainstream architectures, and validate its effectiveness by compressing three state-of-the-art detectors across 24 diverse forgery datasets. Experimental results show that the proposed method substantially reduces model size and computational cost while preserving cross-dataset generalization.In particular, the proposed PID-Tucker method attains performance comparable to the original model using only 0.17M parameters. It realizes an 88.03% reduction in parameters and an 87.4% decrease in FLOPs, with a negligible accuracy drop of only 0.2%.",f1f3ab99fceea4df3f4f116085fe675097f3a3b701651832059044370f9d5cb3,true,NONE
legacy-scope:0ce6ee0ce95b968f,curated:db62aa9b0b1aab0c9f7a,curated:db62aa9b0b1aab0c9f7a,Artifact-Aware Explainable Deepfake Detection via Fake-Only High-Frequency Alignment Supervision,2026,10.1109/ic2pct68894.2026.11584299,https://doi.org/10.1109/ic2pct68894.2026.11584299,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","In recent years, deepfake generation have advanced significantly that has increased the fidelity and accessibility of manipulated AI made content. Although current deepfake detection models achieve near perfect accuracy, but that does not entirely indicate that it attends high-frequency forensic artifacts. And this raise concerns about model's reliability and validity, which limits clarity trustworthiness in real-world deployment. This paper investigates the forensic consciousness of Convolution Neural Networks (CNNs) in deepfake detection. A baseline EfficientNet-B0 model is trained, and Grad-CAM is employed to examine attention visualization. It detects the spatial attention patterns. FFT (Fast Fourier Transform) is used to extract highfrequency artifact maps, and cosine similarity is computed to measure alignment between model attention and artifact regions. The baseline model reveals minimal alignment, with a gap of 0.013 between real and fake samples. To enhance artifact sensitivity, we propose a fake-only high-frequency alignment loss that encourages attention towards forensic artifacts aware learning. Experimental outcomes states that the proposed supervision significantly increases the alignment gap to 0.262 while preserving 99.96% validation accuracy. These findings highlight the need to incorporate artifact aware supervision to improve interpretability without degrading model performance. The extension of the present study will be applying the artifact aware supervision framework to diverse cross-domain datasets and to the detection of AI-generated content in videos.",eb986eaa8dcd110735d5076f08db41188685bf040face02d1ea22dee5d49ac8c,true,NONE
legacy-scope:ea143e664cd505a2,curated:f898cd2f736babc824dc,curated:f898cd2f736babc824dc,HiDD-Net: A Hierarchical Dual-Domain Distillation Network for Efficient Deepfake Detection,2026,10.1117/12.3119955,https://doi.org/10.1117/12.3119955,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,4e49e6221d40caa2a5fb9a1feb57751bf265f2e3c429bf91263f8e958d49ac82,true,NONE
legacy-scope:4c4eee8e29fa0cfd,curated:fc87c72c7e8c831652ea,curated:fc87c72c7e8c831652ea,LADLE-MM: Limited Annotation Based Detector with Learned Ensembles for Multimodal Misinformation,2025,,https://openalex.org/W7117248393,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","With the rise of easily accessible tools for generating and manipulating multimedia content, realistic synthetic alterations to digital media have become a widespread threat, often involving manipulations across multiple modalities simultaneously. Recently, such techniques have been increasingly employed to distort narratives of important events and to spread misinformation on social media, prompting the development of misinformation detectors. In the context of misinformation conveyed through image-text pairs, several detection methods have been proposed. However, these approaches typically rely on computationally intensive architectures or require large amounts of annotated data. In this work we introduce LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation, a model-soup initialized multimodal misinformation detector designed to operate under a limited annotation setup and constrained training resources. LADLE-MM is composed of two unimodal branches and a third multimodal one that enhances image and text representations with additional multimodal embeddings extracted from BLIP, serving as fixed reference space. Despite using 60.3% fewer trainable parameters than previous state-of-the-art models, LADLE-MM achieves competitive performance on both binary and multi-label classification tasks on the DGM4 benchmark, outperforming existing methods when trained without grounding annotations. Moreover, when evaluated on the VERITE dataset, LADLE-MM outperforms current state-of-the-art approaches that utilize more complex architectures involving Large Vision-Language-Models, demonstrating the effective generalization ability in an open-set setting and strong robustness to unimodal bias.",53df06f552e88255849cf84ab98c59ffbd5d940a58bb59e3e08d9bd9e902e1db,true,NONE
legacy-scope:30206ca15355ab3a,curated:fe42bad5f72f9f6858c5,curated:fe42bad5f72f9f6858c5,Omni-Fake: Benchmarking Unified Multimodal Social Media Deepfake Detection,2026,,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Omni-Fake_Benchmarking_Unified_Multimodal_Social_Media_Deepfake_Detection_CVPR_2026_paper.pdf,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","Multimodal deepfakes are proliferating on social media and threaten authenticity, information integrity, and digital forensics. Existing benchmarks are constrained by their single-modality scope, simplified manipulations, or unrealistic distributions, which limit their ability to assess real-world robustness. To address these limitations, we present Omni-Fake, a unified omni-dataset for comprehensive multimodal deepfake detection in social-media settings. It comprises Omni-Fake-Set, a large-scale, high-quality dataset with 1M+ samples, and Omni-Fake-OOD, an out-of-distribution benchmark with 200k+ samples intentionally excluded from training to evaluate generalization. Omni-Fake spans four modalities (image, audio, video, and audio-video talking head) and supports a joint detection-localization-explanation protocol. On top of Omni-Fake, we further propose Omni-Fake-R1, a reinforcement-learning-driven multimodal detector that adaptively integrates visual and auditory cues and outputs structured decisions, localization, and natural-language explanations. Extensive experiments show significant gains in detection accuracy, cross-modal generalization, and explainability over state-of-the-art baselines. Project page: https://tianxiao1201.github.io/omni-fake-project-page/",d8d0205f06ecb70a1c447cf0c18b43cf4ab8d1ef6660bc8e70c6f1d8b1a64682,true,NONE
legacy-scope:4497b2be6b8a4c6e,doi:10.1002/widm.1520,,Deepfake detection using deep learning methods: A systematic and comprehensive review,2023,10.1002/widm.1520,https://doi.org/10.1002/widm.1520,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Abstract Deep Learning (DL) has been effectively utilized in various complicated challenges in healthcare, industry, and academia for various purposes, including thyroid diagnosis, lung nodule recognition, computer vision, large data analytics, and human‐level control. Nevertheless, developments in digital technology have been used to produce software that poses a threat to democracy, national security, and confidentiality. Deepfake is one of those DL‐powered apps that has lately surfaced. So, deepfake systems can create fake images primarily by replacement of scenes or images, movies, and sounds that humans cannot tell apart from real ones. Various technologies have brought the capacity to change a synthetic speech, image, or video to our fingers. Furthermore, video and image frauds are now so convincing that it is hard to distinguish between false and authentic content with the naked eye. It might result in various issues and ranging from deceiving public opinion to using doctored evidence in a court. For such considerations, it is critical to have technologies that can assist us in discerning reality. This study gives a complete assessment of the literature on deepfake detection strategies using DL‐based algorithms. We categorize deepfake detection methods in this work based on their applications, which include video detection, image detection, audio detection, and hybrid multimedia detection. The objective of this paper is to give the reader a better knowledge of (1) how deepfakes are generated and identified, (2) the latest developments and breakthroughs in this realm, (3) weaknesses of existing security methods, and (4) areas requiring more investigation and consideration. The results suggest that the Conventional Neural Networks (CNN) methodology is the most often employed DL method in publications. According to research, the majority of the articles are on the subject of video deepfake detection. The majority of the articles focused on enhancing only one parameter, with the accuracy parameter receiving the most attention. This article is categorized under: Technologies &gt; Machine Learning Algorithmic Development &gt; Multimedia Application Areas &gt; Science and Technology",6b4d58956dfb3a8a87ca17a4696a8b164dd260d0f409379f91cde0049f322b94,true,NONE
legacy-scope:f6c219ac83395ccd,doi:10.1016/j.future.2021.06.043,,Detecting fake images by identifying potential texture difference,2021,10.1016/j.future.2021.06.043,https://doi.org/10.1016/j.future.2021.06.043,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,20246d8fa6e05a4e9638fcd0e8623393c916d6993a34e313047658f67e119453,true,NONE
legacy-scope:9784a55454033939,doi:10.1016/j.heliyon.2024.e37163,,Detection of real-time deep fakes and face forgery in video conferencing employing generative adversarial networks,2024,10.1016/j.heliyon.2024.e37163,https://doi.org/10.1016/j.heliyon.2024.e37163,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,fully_generated;deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","As facial modification technology advances rapidly, it poses a challenge to methods used to detect fake faces. The advent of deep learning and AI-based technologies has led to the creation of counterfeit photographs that are more difficult to discern apart from real ones. Existing Deep fake detection systems excel at spotting fake content with low visual quality and are easily recognized by visual artifacts. The study employed a unique active forensic strategy Compact Ensemble-based discriminators architecture using Deep Conditional Generative Adversarial Networks (CED-DCGAN), for identifying real-time deep fakes in video conferencing. DCGAN focuses on video-deep fake detection on features since technologies for creating convincing fakes are improving rapidly. As a first step towards recognizing DCGAN-generated images, split real-time video images into frames containing essential elements and then use that bandwidth to train an ensemble-based discriminator as a classifier. Spectra anomalies are produced by up-sampling processes, standard procedures in GAN systems for making large amounts of fake data films. The Compact Ensemble discriminator (CED) concentrates on the most distinguishing feature between the natural and synthetic images, giving the generators a robust training signal. As empirical results on publicly available datasets show, the suggested algorithms outperform state-of-the-art methods and the proposed CED-DCGAN technique successfully detects high-fidelity deep fakes in video conferencing and generalizes well when comparing with other techniques. Python tool is used for implementing this proposed study and the accuracy obtained for proposed work is 98.23 %.",be5cfbabbfce37b0f0e97f1f2075406d1f4f3f34e12c842f4369980b5e984e0f,true,NONE
legacy-scope:0bdb64f38f067480,doi:10.1016/j.patrec.2024.03.025,,A Guided-Based Approach for Deepfake Detection: RGB-Depth Integration via Features Fusion,2024,10.1016/j.patrec.2024.03.025,https://doi.org/10.1016/j.patrec.2024.03.025,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,16646f4ea48c6fe35a4935afc0a24b150727d26a88501bc914e316aeb1c4cfe3,true,NONE
legacy-scope:277a516c2010172d,doi:10.1016/j.procs.2023.01.237,,Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,2023,10.1016/j.procs.2023.01.237,https://doi.org/10.1016/j.procs.2023.01.237,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Deepfake has been exploited in recent years despite its widespread usage in a variety of areas to create dangerous material such as fake movies, rumors, and false news by changing or substituting the face information of the sources and so poses enormous security concerns to society. Research on active detection & prevention technologies is critical as deepfake continues to evolve. Deepfake has been a blessing, but we've taken advantage of it by utilizing it to swap faces. Deepfake is a new subdomain of Artificial Intelligence (AI) technology in which one person's face is layered over another person's face, which is becoming more and more popular on social networking sites. Deepfake pictures and videos can now be created much more quickly and cheaply due to ML (Machine Learning), which is a primary component of deepfakes. Despite negative connotations attached to the term ""deepfakes,"" technology is increasingly being used in commercial & individual contexts. New technical advancements have made it more difficult to distinguish between deepfakes and images that have been digitally manipulated. The rise of deepfake technologies has sparked a growing sense of unease. The primary goal of this project is to properly distinguish deepfake pictures from real images using deep learning techniques. In this study, we implemented a customized CNN algorithm to identify deepfake pictures from a video dataset and conducted a comparative analysis with two other methods to determine which way was superior. The Kaggle dataset was used to train & test our model. Convolutional neural networks (CNNs) have been used in this research to distinguish authentic & deepfake images by training three distinct CNN models. A customized CNN model, which includes several additional layers such as a dense layer, MaxPooling, as well as a dropout layer, has also been developed and implemented. This method follows the frames extraction, face feature extraction, data preprocessing, and classification phases in determining whether Real or Fake images in the video reflect the objectives. Accuracy, loss, and the area under the receiver operating characteristic (ROC) curve were used to characterize the data. Customized CNN outperformed all other models, achieving 91.4% accuracy, a reduced loss value of 0.342, as well as an AUC of 0.92. Besides, we obtained 85.2% testing accuracy from the CNN and 95.5% testing accuracy from the MLP-CNN model.",62bc8a2be7f51b4af2eca3c5d274398025fea4470a402bd4317916152a90519a,true,NONE
legacy-scope:0ca18c34446e4a8f,doi:10.1016/j.procs.2025.04.313,,DeepGuardNet: A Novel CNN Architecture for DeepFake Image Detection,2025,10.1016/j.procs.2025.04.313,https://doi.org/10.1016/j.procs.2025.04.313,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","We are in the world where information is the ubiquitous but the authentication of that information is cumbersome. Deepfake technology have achieved a tremendous growth in the digital era. Deepfake is a synthetic media audio, video or images that appear to be realistic though they are fake or fabricated. Deepfake are created by Generative AI techniques that understand the probabilistic distribution of the data. Appropriate detection systems are necessary to prevent the dissemination of misleading information and guarantee the authenticity and integrity of data. Detecting deepfake contents in this digital era is very challenging due to the realistic nature of fake images. In this paper, we present an enhanced CNN architecture, DeepGuardNet, a deepfake detection model that is simple and effective for determining whether images are real or fake. DeepGuardNet is a straightforward, sequential, and robust network designed for deepfake recognition and detection. Additionally, our network has an enhanced ability to detect tampered content with fewer parameters due to the use of separable convolution. In this work, we utilize depthwise separable convolution to efficiently extract deepfake features. The DeepGuardNet architecture effectively captures deepfake image features in both the spatial and depth dimensions. Experimental study on Celeb-DF dataset demonstrated the competence of the proposed method with an accuracy of 91% when compared with conventional methods. The proposed DeepGuardNet architecture is productive in terms of the better feature extraction and reduced computational complexity.",c17a2d8e02b42a734952cdde0136bfaf267fc269d065cf8ebd1dbacd2a941d50,true,NONE
legacy-scope:9b3826a209a24e44,doi:10.1038/s41598-023-34629-3,,Deep fake detection and classification using error-level analysis and deep learning,2023,10.1038/s41598-023-34629-3,https://doi.org/10.1038/s41598-023-34629-3,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","Due to the wide availability of easy-to-access content on social media, along with the advanced tools and inexpensive computing infrastructure, has made it very easy for people to produce deep fakes that can cause to spread disinformation and hoaxes. This rapid advancement can cause panic and chaos as anyone can easily create propaganda using these technologies. Hence, a robust system to differentiate between real and fake content has become crucial in this age of social media. This paper proposes an automated method to classify deep fake images by employing Deep Learning and Machine Learning based methodologies. Traditional Machine Learning (ML) based systems employing handcrafted feature extraction fail to capture more complex patterns that are poorly understood or easily represented using simple features. These systems cannot generalize well to unseen data. Moreover, these systems are sensitive to noise or variations in the data, which can reduce their performance. Hence, these problems can limit their usefulness in real-world applications where the data constantly evolves. The proposed framework initially performs an Error Level Analysis of the image to determine if the image has been modified. This image is then supplied to Convolutional Neural Networks for deep feature extraction. The resultant feature vectors are then classified via Support Vector Machines and K-Nearest Neighbors by performing hyper-parameter optimization. The proposed method achieved the highest accuracy of 89.5% via Residual Network and K-Nearest Neighbor. The results prove the efficiency and robustness of the proposed technique; hence, it can be used to detect deep fake images and reduce the potential threat of slander and propaganda.",05b8a9452a3c61ac8f6c75f2682bbde33b9f87ddcc845321121990341144ff81,true,NONE
legacy-scope:f0d09adbd20ca66d,doi:10.1093/cybsec/tyad011,,Testing human ability to detect ‘deepfake’ images of human faces,2023,10.1093/cybsec/tyad011,https://doi.org/10.1093/cybsec/tyad011,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Abstract ‘Deepfakes’ are computationally created entities that falsely represent reality. They can take image, video, and audio modalities, and pose a threat to many areas of systems and societies, comprising a topic of interest to various aspects of cybersecurity and cybersafety. In 2020, a workshop consulting AI experts from academia, policing, government, the private sector, and state security agencies ranked deepfakes as the most serious AI threat. These experts noted that since fake material can propagate through many uncontrolled routes, changes in citizen behaviour may be the only effective defence. This study aims to assess human ability to identify image deepfakes of human faces (these being uncurated output from the StyleGAN2 algorithm as trained on the FFHQ dataset) from a pool of non-deepfake images (these being random selection of images from the FFHQ dataset), and to assess the effectiveness of some simple interventions intended to improve detection accuracy. Using an online survey, participants (N = 280) were randomly allocated to one of four groups: a control group, and three assistance interventions. Each participant was shown a sequence of 20 images randomly selected from a pool of 50 deepfake images of human faces and 50 images of real human faces. Participants were asked whether each image was AI-generated or not, to report their confidence, and to describe the reasoning behind each response. Overall detection accuracy was only just above chance and none of the interventions significantly improved this. Of equal concern was the fact that participants’ confidence in their answers was high and unrelated to accuracy. Assessing the results on a per-image basis reveals that participants consistently found certain images easy to label correctly and certain images difficult, but reported similarly high confidence regardless of the image. Thus, although participant accuracy was 62% overall, this accuracy across images ranged quite evenly between 85 and 30%, with an accuracy of below 50% for one in every five images. We interpret the findings as suggesting that there is a need for an urgent call to action to address this threat.",96c883f15e1853677def2db2b8151a255afad9bac7b87617f0341cb13c58cf45,true,NONE
legacy-scope:186ca6c3b9fabf56,doi:10.1109/blackseacom61746.2024.10646310,,Deepfake Image Detection Using Vision Transformer Models,2024,10.1109/blackseacom61746.2024.10646310,https://doi.org/10.1109/blackseacom61746.2024.10646310,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","[none]hyphenat Deepfake images are causing an increasing negative impact on the day to day life and pose significant challenges for the society. There are various categories of deepfake images as the technology evolves and becomes more accessible. In parallel, deepfake detection methods are also improving, from basic features analysis to pairwise analysis and deep learning; nevertheless, to date, there is no consistent method able to fully detect such images. This study aims to provide an overview of existing methods of deepfake detection in the literature and investigate the accuracy of models based on Vision Transformer (VIT) when analysing and detecting deepfake images. We implement a VIT model-based deepfake detection technique, which is trained and tasted on a mixed real and deepfake images dataset from Kaggle, containing 40000 images. The results show that The VIT model scores relatively high, 89.9125 %, which demonstrates its potential but also highlights there is significant room for improvement. Preliminary tests also highlight the importance of a large dataset for training and the fast convergence of the model. When compared with other deepfake machine learning and deep learning detection methods, the performance of the ViT model is in line with prior research and warrants further investigation in order to evaluate its full potential.",9f43f8bb2428662acf2e229bb24c69319596663fd75a67e09b0b1a8dcc023c38,true,NONE
