title,year,authors,venue,doi,openalex_url,arxiv_id,arxiv_url,missing_affiliation,missing_coordinates,needs_review,coverage_status,task,subtask,notes
D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,2024,"['Yongqi Yang', 'Zhihao Qian', 'Ye Zhu', 'Yu Wu', 'Wu, Yu']",arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.04584,https://openalex.org/W4394653966,2404.04584,https://arxiv.org/abs/2404.04584,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Imported from key_papers missing-from-candidate-pool top50 strong OpenAlex match; broad paper-level preview eligible; affiliation/location repair can happen later.
DeepFake Image Detection,2024,['Mrs. Prajwal S'],INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem30215,https://openalex.org/W4394009764,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake Image Detection Using ResNet50 Model,2024,"['Lee Kar Yee', 'Isredza Rahmi A. Hamid', 'Chuah ChaiWen', 'Zubaile Abdullah', 'Kuryati Kipli', 'Cik Feresa Mohd Foozy']",2024 1st International Conference on Cyber Security and Computing (CyberComp),10.1109/cybercomp60759.2024.10913843,https://openalex.org/W4408401076,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake Image Detection Using Vision Transformer Models,2024,"['Bogdan Ghita', 'Ievgeniia Kuzminykh', 'Abubakar Usama', 'Taimur Bakhshi', 'Jims Marchang']",2024 IEEE International Black Sea Conference on Communications and Networking (BlackSeaCom),10.1109/blackseacom61746.2024.10646310,https://openalex.org/W4402130168,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake Image Detection Using Yolov8,2024,"['Pranav Sathe', 'Varad Sabane', 'Chaitanya Undale', 'Atharva Uttarkar', 'Vaibhav Chavhan', 'Nilesh P. Sable', 'Anuradha Yenkikar']",2024 IEEE Pune Section International Conference (PuneCon),10.1109/punecon63413.2024.10895706,https://openalex.org/W4408018363,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
DeepSight: Enhancing Deepfake Image Detection and Classification through Ensemble and Deep Learning Techniques,2024,"['T. Manju', 'S. Kalarani']",2024 5th International Conference on Image Processing and Capsule Networks (ICIPCN),10.1109/icipcn63822.2024.00014,https://openalex.org/W4402353496,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting AI-Generated Images via CLIP,2024,"['Alexander Moskowitz', 'Tyler Gaona', 'Jessica Peterson']",arXiv (Cornell University),10.48550/arxiv.2404.08788,https://openalex.org/W4394867366,2404.08788,https://arxiv.org/abs/2404.08788,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting AI-generated images with CNN and Interpretation using Explainable AI,2024,"['Bharathi Mohan G', 'R Prasanna Kumar', 'Akilesh rao S', 'Mandava Sukesh', 'D M Abinandhini', 'Y Jaikanth']",2024 IEEE International Conference on Contemporary Computing and Communications (InC4),10.1109/inc460750.2024.10649158,https://openalex.org/W4402170813,,,False,True,True,missing_coordinates,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting Multimedia Generated by Large AI Models: A Survey,2024,"['Li Lin', 'Neeraj Gupta', 'Yue Zhang', 'Hainan Ren', 'Chun-Hao Liu', 'Feng Ding', 'Xin Wang', 'Xin Li', 'Luisa Verdoliva', 'Shu Hu']","Authorea, Inc.",10.36227/techrxiv.170723324.44685515/v1,https://openalex.org/W4391563741,,,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting the Undetectable: Combining Kolmogorov-Arnold Networks and MLP for AI-Generated Image Detection,2024,"['Taharim Rahman Anon', 'Jakaria Islam Emon']",arXiv (Cornell University),10.48550/arxiv.2408.09371,https://openalex.org/W4402524935,2408.09371,https://arxiv.org/abs/2408.09371,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of real-time deep fakes and face forgery in video conferencing employing generative adversarial networks,2024,"['Sunil Kumar Sharma', 'Abdullah M. Al‐Enizi', 'Manoj Kumar', 'Osama Alfarraj', 'Majed Alowaidi']",Heliyon,10.1016/j.heliyon.2024.e37163,https://openalex.org/W4402013517,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,"['Rajjeshwar Ganguly', 'Mamadou Dian Bah', 'Mohamed Dahmane']",Lecture notes in computer science,10.1007/978-3-031-78305-0_15,https://openalex.org/W4404943058,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Enhancing Deepfake Detection With Diversified Self-Blending Images and Residuals,2024,"['Qingtong Liu', 'Ziyu Xue', 'Haitao Liu', 'Jing Liu']",IEEE Access,10.1109/access.2024.3382196,https://openalex.org/W4393217303,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Enhancing Sensing and Imaging Capabilities Through Surface Plasmon Resonance for Deepfake Image Detection,2024,"['R Maheshwari', 'B. Paulchamy', 'Binay Kumar Pandey', 'Digvijay Pandey']",Plasmonics,10.1007/s11468-024-02492-1,https://openalex.org/W4402322120,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Evasion on general GAN-generated image detection by disentangled representation,2024,"['Patrick P. K. Chan', 'Chuanxin Zhang', 'Haitao Chen', 'Jingwen Deng', 'Xiao Meng', 'Daniel Yeung']",Information Sciences,10.1016/j.ins.2024.121267,https://openalex.org/W4401325047,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,2024,"['Vincenzo De Rosa', 'Fabrizio Guillaro', 'Giovanni Poggi', 'Davide Cozzolino', 'Luisa Verdoliva']",arXiv (Cornell University),10.48550/arxiv.2407.19553,https://openalex.org/W4401201872,2407.19553,https://arxiv.org/abs/2407.19553,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
From Provenance to Aberrations: Image Creator and Screen Reader User Perspectives on Alt Text for AI-Generated Images,2024,"['Maitraye Das', 'Alexander J. Fiannaca', 'Meredith Ringel Morris', 'Shaun K. Kane', 'Cynthia L. Bennett']",Proceedings of the CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642325,https://openalex.org/W4396832416,,,False,True,True,missing_coordinates,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
GAN Generated Fake Human Face Image Detection,2024,"['Swati Shilaskar', 'Mayur Talewar', 'Soham Tak', 'Sidhesh Goud']","2024 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",10.1109/iitcee59897.2024.10467257,https://openalex.org/W4392981221,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",2024,"['T.J. Thomson', 'Ryan J. Thomas', 'Phoebe Matich']",Digital Journalism,10.1080/21670811.2024.2331769,https://openalex.org/W4394571198,,,False,True,True,missing_coordinates,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
How spammers and scammers leverage AI-generated images on Facebook for audience growth,2024,"['Renée DiResta', 'Josh A. Goldstein']",Harvard Kennedy School Misinformation Review,10.37016/mr-2020-151,https://openalex.org/W4401607051,2403.12838v1,https://arxiv.org/abs/2403.12838v1,False,True,True,missing_coordinates,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
LaRE$^2$: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,"['Yunpeng Luo', 'Junlong Du', 'Ke Yan', 'Shouhong Ding']",arXiv (Cornell University),10.48550/arxiv.2403.17465,https://openalex.org/W4393284560,2403.17465,https://arxiv.org/abs/2403.17465,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,2024,"['Luca Guarnera', 'Oliver Giudice', 'Sebastiano Battiato']",Lecture notes in networks and systems,10.1007/978-3-031-66431-1_43,https://openalex.org/W4401108337,2303.00608v1,https://arxiv.org/abs/2303.00608v1,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Local frequency analysis for diffusion-generated image detection,2024,['Weng Jing'],International Conference on Image Processing and Artificial Intelligence (ICIPAl 2024),10.1117/12.3035198,https://openalex.org/W4400828592,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Multiclass AI-Generated Deepfake Face Detection Using Patch-Wise Deep Learning Model,2024,"['Muhammad Asad Arshed', 'Shahzad Mumtaz', 'Muhammad Ibrahim', 'Christine Dewi', 'Muhammad Tanveer', 'Saeed Ahmad']",Computers,10.3390/computers13010031,https://openalex.org/W4391110866,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,2024,"['Xinqi Jiang', 'Jinyu Tian']",2024 Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),10.1109/apsipaasc63619.2025.10849098,https://openalex.org/W4406858668,,,False,True,True,missing_coordinates,source_attribution,source_identification,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2024,"['Nasrin Imanpour', 'Borah, Abhilekh', 'Shashwat Bajpai', 'Subhankar Ghosh', 'Sainath Reddy Sankepally', 'Hasnat Abdullah', 'Nishoak Kosaraju', 'Shreyas Dixit', 'Ashhar Aziz', 'Shwetangshu Biswas', 'Vinija Jain', 'Aman Chadha', 'Wang, Song', 'Amit Sheth', 'Amitava Das']",arXiv (Cornell University),10.48550/arxiv.2411.16754,https://openalex.org/W4404988034,2411.16754,https://arxiv.org/abs/2411.16754,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Towards Generated Image Provenance Analysis via Conceptual-Similar-Guided-SLIP Retrieval,2024,"['Xiaojie Xia', 'Liuan Wang', 'Jun Sun', 'Akira Nakagawa']",IEEE Signal Processing Letters,10.1109/lsp.2024.3388958,https://openalex.org/W4394862914,,,False,True,True,missing_coordinates,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2024,"['Ziyou Liang', 'Weifeng Liu', 'Run Wang', 'Wu, Mengjie', 'Li, Boheng', 'Yuyang Zhang', 'Lina Wang', 'Yang, Xinyi']",arXiv (Cornell University),https://doi.org/10.48550/arxiv.2403.16513,https://openalex.org/W4393213376,2403.16513,https://arxiv.org/abs/2403.16513,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Imported from key_papers missing-from-candidate-pool top50 strong OpenAlex match; broad paper-level preview eligible; affiliation/location repair can happen later.
A GAN-based Approach to Detect AI-Generated Images,2023,"['Galamo Monkam', 'Weifeng Xu', 'Jie Yan']","2023 26th ACIS International Winter Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD-Winter)",10.1109/snpd-winter57765.2023.10223798,https://openalex.org/W4386214843,,,False,True,True,missing_coordinates,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
A Siamese-based Verification System for Open-set Architecture Attribution of Synthetic Images,2023,"['Lydia Abady', 'Jun Wang', 'Benedetta Tondi', 'Mauro Barni']",arXiv (Cornell University),10.48550/arxiv.2307.09822,https://openalex.org/W4384919490,2307.09822,https://arxiv.org/abs/2307.09822,True,False,True,missing_affiliation,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,"['Dilip Kumar Sharma', 'Bhuvanesh Singh', 'Saurabh Agarwal', 'Lalit Garg', 'Cheonshik Kim', 'Ki‐Hyun Jung']",Applied Sciences,10.3390/app131910980,https://openalex.org/W4387377174,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,2023,"['Ziyi Xi', 'Wenmin Huang', 'Kangkang Wei', 'Weiqi Luo', 'Peijia Zheng']",arXiv (Cornell University),10.48550/arxiv.2306.07005,https://openalex.org/W4380558675,2306.07005,https://arxiv.org/abs/2306.07005,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
An Improved Dense CNN Architecture for Deepfake Image Detection,2023,"['Y. G. Patel', 'Sudeep Tanwar', 'Pronaya Bhattacharya', 'Rajesh Gupta', 'Turki Alsuwian', 'Innocent E. Davidson', 'Thokozile Mazibuko']",IEEE Access,10.1109/access.2023.3251417,https://openalex.org/W4323022407,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
AutoSplice: A Text-prompt Manipulated Image Dataset for Media Forensics,2023,"['Shan Jia', 'Mingzhen Huang', 'Zhou Zhou', 'Yiguang Ju', 'Jialing Cai', 'Siwei Lyu']",2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),10.1109/cvprw59228.2023.00096,https://openalex.org/W4385801432,2304.06870v1,https://arxiv.org/abs/2304.06870v1,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deep fake detection and classification using error-level analysis and deep learning,2023,"['Rimsha Rafique', 'Rahma Gantassi', 'Rashid Amin', 'Jaroslav Frnda', 'Aida Mustapha', 'Asma Hassan Alshehri']",Scientific Reports,10.1038/s41598-023-34629-3,https://openalex.org/W4375955734,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,[],International journal of intelligent engineering and systems,10.22266/ijies2023.0630.07,https://openalex.org/W4367554082,,,True,False,True,missing_affiliation,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake detection using deep learning methods: A systematic and comprehensive review,2023,"['Arash Heidari', 'Nima Jafari Navimipour', 'Hasan Dağ', 'Mehmet Ünal']",Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,10.1002/widm.1520,https://openalex.org/W4388851105,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake Generation and Detection: Case Study and Challenges,2023,"['Y. G. Patel', 'Sudeep Tanwar', 'Rajesh Gupta', 'Pronaya Bhattacharya', 'Innocent E. Davidson', 'Royi Nyameko', 'Srinivas Aluvala', 'Vrince Vimal']",IEEE Access,10.1109/access.2023.3342107,https://openalex.org/W4389633690,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting GAN-generated synthetic images using semantic inconsistencies,2023,"['Danial Samadi Vahdati', 'Matthew C. Stamm']",Electronic Imaging,10.2352/ei.2023.35.4.mwsf-380,https://openalex.org/W4362684513,,,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of GAN generated image using color gradient representation,2023,"['Yun Liu', 'Zuliang Wan', 'Xiaohua Yin', 'Guanghui Yue', 'Aiping Tan', 'Zhi Zheng']",Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2023.103876,https://openalex.org/W4381620941,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Digital Image Forensic Analyzer to Detect AI-generated Fake Images,2023,"['Galamo Monkam', 'Jie Yan']","2023 8th International Conference on Automation, Control and Robotics Engineering (CACRE)",10.1109/cacre58689.2023.10208613,https://openalex.org/W4385656076,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
DIRE for Diffusion-Generated Image Detection,2023,"['Zhendong Wang', 'Jianmin Bao', 'Wengang Zhou', 'Weilun Wang', 'Hezhen Hu', 'Hong Chen', 'Houqiang Li']",arXiv (Cornell University),10.48550/arxiv.2303.09295,https://openalex.org/W4327810824,2303.09295,https://arxiv.org/abs/2303.09295,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Does an emotional connection to art really require a human artist? Emotion and intentionality responses to AI- versus human-created art and impact on aesthetic experience,2023,"['Theresa Rahel Demmer', 'Corinna Kühnapfel', 'Joerg Fingerhut', 'Matthew Pelowski']",Computers in Human Behavior,10.1016/j.chb.2023.107875,https://openalex.org/W4384297285,,,False,True,True,missing_coordinates,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
EKILA: Synthetic Media Provenance and Attribution for Generative Art,2023,"['Kar Balan', 'Shruti Agarwal', 'Simon Jenni', 'Andy Parsons', 'Andrew Gilbert', 'John Collomosse']",2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),10.1109/cvprw59228.2023.00098,https://openalex.org/W4385801341,2304.04639v1,https://arxiv.org/abs/2304.04639v1,False,True,True,missing_coordinates,source_attribution,generated_image_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Evading Watermark based Detection of AI-Generated Content,2023,"['Zhengyuan Jiang', 'Jinghuai Zhang', 'Neil Zhenqiang Gong']",Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,10.1145/3576915.3623189,https://openalex.org/W4388858443,2305.03807v5,https://arxiv.org/abs/2305.03807v5,False,True,True,missing_coordinates,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
GenDet: Towards Good Generalizations for AI-Generated Image Detection,2023,"['Mingjian Zhu', 'Hanting Chen', 'Mouxiao Huang', 'Wei Li', 'Hailin Hu', 'Jie Hu', 'Yunhe Wang']",arXiv (Cornell University),10.48550/arxiv.2312.08880,https://openalex.org/W4389820666,2312.08880,https://arxiv.org/abs/2312.08880,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Generating Synthetic Training Images to Detect Split Defects in Stamped Components,2023,"['Aru Ranjan Singh', 'Thomas Bashford‐Rogers', 'Sumit Hazra', 'Kurt Debattista']",IEEE Transactions on Industrial Informatics,10.1109/tii.2023.3329711,https://openalex.org/W4388666300,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,2023,"['Mingjian Zhu', 'Hanting Chen', 'Qiangyu Yan', 'Xudong Huang', 'Guanyu Lin', 'Wei Li', 'Zhijun Tu', 'Hailin Hu', 'Jie Hu', 'Yunhe Wang']",arXiv (Cornell University),10.48550/arxiv.2306.08571,https://openalex.org/W4380993529,2306.08571,https://arxiv.org/abs/2306.08571,False,True,True,missing_coordinates,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,2023,"['Hanting Chen', 'Hailin Hu', 'Jie Hu', 'Xudong Huang', 'Wei Li', 'Guanyu Lin', 'Zhijun Tu', 'Yunhe Wang', 'Qiangyu Yan', 'Mingjian Zhu']",Advances in Neural Information Processing Systems 36,10.52202/075280-3398,https://openalex.org/W7133207051,2306.08571,https://arxiv.org/abs/2306.08571,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,2023,"['Tanusree Ghosh', 'Ruchira Naskar']",2023 IEEE International Conference on Visual Communications and Image Processing (VCIP),10.1109/vcip59821.2023.10402778,https://openalex.org/W4391306866,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Model Synthesis for Zero-Shot Model Attribution,2023,"['Tianyun Yang', 'Juan Cao', 'Danding Wang', 'Chang Xu']",arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.15977,https://openalex.org/W4385473656,2307.15977,https://arxiv.org/abs/2307.15977,True,False,True,missing_affiliation,source_attribution,source_attribution,Imported from key_papers missing-from-candidate-pool top50 strong OpenAlex match; broad paper-level preview eligible; affiliation/location repair can happen later.
Raising the Bar of AI-generated Image Detection with CLIP,2023,"['Davide Cozzolino', 'Giovanni Poggi', 'Riccardo Corvi', 'Matthias Nießner', 'Luisa Verdoliva']",arXiv (Cornell University),10.48550/arxiv.2312.00195,https://openalex.org/W4389325598,2312.00195,https://arxiv.org/abs/2312.00195,True,False,True,missing_affiliation,detection,ai_generated_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,2023,"['Usha Kosarkar', 'Gopal Sarkarkar', 'Shilpa Gedam']",Procedia Computer Science,10.1016/j.procs.2023.01.237,https://openalex.org/W4318559723,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Reverse Engineering of Generative Models: Inferring Model Hyperparameters From Generated Images,2023,"['Vishal Asnani', 'Xi Yin', 'Tal Hassner', 'Xiaoming Liu']",IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2023.3301451,https://openalex.org/W4385486282,2106.07873v3,https://arxiv.org/abs/2106.07873v3,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Testing human ability to detect ‘deepfake’ images of human faces,2023,"['Sergi D. Bray', 'Shane D. Johnson', 'Bennett Kleinberg']",Journal of Cybersecurity,10.1093/cybsec/tyad011,https://openalex.org/W4381851764,2212.05056v3,https://arxiv.org/abs/2212.05056v3,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
The Stable Signature: Rooting Watermarks in Latent Diffusion Models,2023,"['Pierre Fernandez', 'Guillaume Couairon', 'Hervé Jeǵou', 'Matthijs Douze', 'Teddy Furon']",2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.02053,https://openalex.org/W4390872921,2303.15435v2,https://arxiv.org/abs/2303.15435v2,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,2023,"['Chi Liu', 'Tianqing Zhu', 'Sheng Shen', 'Wanlei Zhou']",Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence,10.24963/ijcai.2023/52,https://openalex.org/W4385767391,2306.01364v1,https://arxiv.org/abs/2306.01364v1,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,2023,"['Sanandita Das', 'Debapriyo Dutta', 'Tanusree Ghosh', 'Ruchira Naskar']",Lecture notes in computer science,10.1007/978-3-031-45170-6_45,https://openalex.org/W4388656143,,,False,True,True,missing_coordinates,detection_and_source_attribution,detection_and_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
X-Transfer: A Transfer Learning-Based Framework for GAN-Generated Fake Image Detection,2023,"['Lei Zhang', 'Hao Chen', 'Shu Hu', 'Bin Zhu', 'Lin, Ching Sheng', 'Xi Wu', 'Jinrong Hu', 'Xin Wang']",arXiv (Cornell University),10.48550/arxiv.2310.04639,https://openalex.org/W4387559259,2310.04639,https://arxiv.org/abs/2310.04639,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
A Novel Deep Learning Approach for Deepfake Image Detection,2022,"['Ali Raza', 'Kashif Munir', 'Mubarak Almutairi']",Applied Sciences,10.3390/app12199820,https://openalex.org/W4297988790,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
AI-enabled image fraud in scientific publications,2022,"['Jinjin Gu', 'Xinlei Wang', 'Chenang Li', 'Junhua Zhao', 'Weijin Fu', 'Gaoqi Liang', 'Jing Qiu']",Patterns,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,2022,"['Jun Wang', 'Benedetta Tondi', 'Mauro Barni']",Frontiers in Signal Processing,10.3389/frsip.2022.918725,https://openalex.org/W4284895444,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,2022,"['Saadaldeen Rashid Ahmed', 'Emrullah Sonuç', 'Mohammed Rashid Ahmed', 'Adil Deniz Duru']","2022 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",10.1109/hora55278.2022.9799858,https://openalex.org/W4283712107,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,2022,"['Davide Alessandro Coccomini', 'Roberto Caldelli', 'Fabrizio Falchi', 'Claudio Gennaro', 'Giuseppe Amato']",Proceedings of the 1st International Workshop on Multimedia AI against Disinformation,10.1145/3512732.3533582,https://openalex.org/W4283452332,2206.13829,https://arxiv.org/abs/2206.13829,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,2022,"['Tiago Tamagusko', 'Matheus Gomes Correia', 'Minh Anh Huynh', 'Adelino Ferreira']",Transportation research procedia,10.1016/j.trpro.2022.09.012,https://openalex.org/W4312518338,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
