institution_id,country,old_canonical_name,proposed_english_name,final_canonical_name,official_english_evidence,source,confidence,aliases_before,aliases_added,review_required,applied,notes
institution:2bec96b8d2c54388,,Tianjin University of Science and Technology,,Tianjin University of Science and Technology,,,already_english,,,false,false,
institution:3e0adb795a72cea8,,Tianjin University of Technology,,Tianjin University of Technology,,,already_english,,,false,false,
institution:5e520dd2cd0a49c8,,Tilburg University,,Tilburg University,,,already_english,,,false,false,
institution:b370a10db2a1f294,,Trinity College Dublin,,Trinity College Dublin,,,already_english,,,false,false,
institution:4bff7ae080547794,,TrueMedia,,TrueMedia,,,already_english,,,false,false,
institution:ee1464b6cfe3e064,,Tun Hussein Onn University of Malaysia,,Tun Hussein Onn University of Malaysia,,,already_english,,,false,false,
institution:424b7d284db388e3,,Tunghai University,,Tunghai University,,,already_english,,,false,false,
institution:14daf7f722d7d91d,,Universidade Estadual de Campinas (UNICAMP),University of Campinas,University of Campinas,The repository already confirms University of Campinas / Universidade Estadual de Campinas / UNICAMP.,existing confirmed English institution record,applied,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP),false,true,Use the established English rendering while preserving Portuguese and acronym forms as aliases. Duplicate canonical name after English normalization; keep institution_id as identity.
institution:b0f3614b042aab47,,Universiti Malaysia Sarawak,,Universiti Malaysia Sarawak,,,already_english,,,false,false,
institution:a8ed28b9013a59e5,,Universiti Putra Malaysia,,Universiti Putra Malaysia,,,already_english,,,false,false,
institution:4cdbeb4bb5d94d04,,University College Dublin,,University College Dublin,,,already_english,,,false,false,
institution:c121cd267550901f,,"University at Albany, State University of New York",,"University at Albany, State University of New York",,,already_english,,,false,false,
institution:612630c2527bff83,,"University at Buffalo, State University of New York",,"University at Buffalo, State University of New York",,,already_english,,,false,false,
institution:2dd8e4fd2cb400d5,,University of Aleppo,,University of Aleppo,,,already_english,,,false,false,
institution:4a22ca636b97fd7f,,University of Applied Health Sciences,,University of Applied Health Sciences,,,already_english,,,false,false,
institution:85dd03b724084b02,,University of Baltimore,,University of Baltimore,,,already_english,,,false,false,
institution:610848049e237294,,University of Bonn,,University of Bonn,,,already_english,,,false,false,
institution:05b67f44dd9f6846,,University of British Columbia,,University of British Columbia,,,already_english,,,false,false,
institution:17e63acd624ced9b,,University of Cagliari,,University of Cagliari,,,already_english,,,false,false,
institution:ca4ec8b3c028069a,,"University of California, Riverside",,"University of California, Riverside",,,already_english,,,false,false,
institution:de4a2849d3de43a3,,"University of California, Santa Barbara",,"University of California, Santa Barbara",,,already_english,,,false,false,
institution:e103bc7b785f96fd,,University of Coimbra,,University of Coimbra,,,already_english,,,false,false,
institution:5fc8d686887fa82a,,University of Electronic Science and Technology of China,,University of Electronic Science and Technology of China,,,already_english,,,false,false,
institution:64c1d2ad9160a22f,,University of Engineering & Management,,University of Engineering & Management,,,already_english,,,false,false,
institution:6ffec4118fae194f,,University of Engineering and Technology Taxila,,University of Engineering and Technology Taxila,,,already_english,,,false,false,
institution:191ab0ad911126ad,,University of Hafr Al-Batin,,University of Hafr Al-Batin,,,already_english,,,false,false,
institution:da2d97c082267c13,,University of Hong Kong,,University of Hong Kong,,,already_english,,,false,false,
institution:a7f4bd547e079314,,University of Indianapolis,,University of Indianapolis,,,already_english,,,false,false,
institution:4dc98405f4a72728,,University of Jinan,,University of Jinan,,,already_english,,,false,false,
institution:882d9509a9483333,,University of Kerala,,University of Kerala,,,already_english,,,false,false,
institution:6897907a26009a77,,University of Liverpool,,University of Liverpool,,,already_english,,,false,false,
institution:4f857a16fa2b6772,,University of Malta,,University of Malta,,,already_english,,,false,false,
institution:76f485d9ab6917e6,,University of Management and Technology,,University of Management and Technology,,,already_english,,,false,false,
institution:e65ac91b19314310,,University of Maribor,,University of Maribor,,,already_english,,,false,false,
institution:bc735f3cccb71688,,"University of Maryland, College Park",,"University of Maryland, College Park",,,already_english,,,false,false,
institution:16acb7bf7b8c14cf,,University of Massachusetts Boston,,University of Massachusetts Boston,,,already_english,,,false,false,
institution:cd743b4a401f4611,,University of Mumbai,,University of Mumbai,,,already_english,,,false,false,
institution:bbac7db3fe9aebc6,,University of Newcastle Australia,,University of Newcastle Australia,,,already_english,,,false,false,
institution:f3cfc9b602d85010,,University of North Texas,,University of North Texas,,,already_english,,,false,false,
institution:6527630c76c9d56a,,University of Oregon,,University of Oregon,,,already_english,,,false,false,
institution:ffcb560498d89d25,,University of Oslo,,University of Oslo,,,already_english,,,false,false,
institution:ac88e2afb065388b,,University of Padua,,University of Padua,,,already_english,,,false,false,
institution:018c503420feda75,,University of Petroleum and Energy Studies,,University of Petroleum and Energy Studies,,,already_english,,,false,false,
institution:d8380bce08742d96,,University of Plymouth,,University of Plymouth,,,already_english,,,false,false,
institution:e0847a88faaa305e,,University of Portsmouth,,University of Portsmouth,,,already_english,,,false,false,
institution:85eee734d249f6b1,,University of Rajshahi,,University of Rajshahi,,,already_english,,,false,false,
institution:d91bdebb133e022b,,University of Salerno,,University of Salerno,,,already_english,,,false,false,
institution:cf0fbf994717bb60,,University of Seoul,,University of Seoul,,,already_english,,,false,false,
institution:8051e5f39b55dde4,,University of South Wales,,University of South Wales,,,already_english,,,false,false,
institution:c27ba6b4c07428cf,,University of Southern Denmark,,University of Southern Denmark,,,already_english,,,false,false,
institution:b4361f45b61f9e1c,,University of St. Thomas - Minnesota,,University of St. Thomas - Minnesota,,,already_english,,,false,false,
institution:f68896817b1b2d6b,,University of Technology Sydney,,University of Technology Sydney,,,already_english,,,false,false,
institution:9fa92db1d3d981f0,,University of Vienna,,University of Vienna,,,already_english,,,false,false,
institution:4d3dd6848c184118,,University of Warwick,,University of Warwick,,,already_english,,,false,false,
institution:32e3542f42f3fe45,,University of Wollongong in Dubai,,University of Wollongong in Dubai,,,already_english,,,false,false,
institution:d09040aba5fecf8e,,Université Polytechnique Hauts-de-France,Polytechnic University of Hauts-de-France,Polytechnic University of Hauts-de-France,The repository already contains a confirmed alias from this French name to Polytechnic University of Hauts-de-France.,existing canonical English counterpart,applied,Université Polytechnique Hauts-de-France,Université Polytechnique Hauts-de-France,false,true,Use the existing repository English canonical spelling while preserving the original French name. Duplicate canonical name after English normalization; keep institution_id as identity.
institution:78ca573d3b6c457c,,VSB - Technical University of Ostrava,,VSB - Technical University of Ostrava,,,already_english,,,false,false,
institution:c6f551ae664eb6a5,,Victoria University of Wellington,,Victoria University of Wellington,,,already_english,,,false,false,
institution:19d2ee8d44bfb9f0,,Vietnam National University Ho Chi Minh City,,Vietnam National University Ho Chi Minh City,,,already_english,,,false,false,
institution:dc3e4a6107db41d1,,Wanjiang University of Technology,,Wanjiang University of Technology,,,already_english,,,false,false,
institution:bc1cdb126bafdc16,,Washington State University,,Washington State University,,,already_english,,,false,false,
institution:69152a620553f03a,,Wuhan Business University,,Wuhan Business University,,,already_english,,,false,false,
institution:cdde929ea128594e,,Wuhan Institute of Technology,,Wuhan Institute of Technology,,,already_english,,,false,false,
institution:4955c30e161b66f8,,Xinjiang University,,Xinjiang University,,,already_english,,,false,false,
institution:9dcc9e0e62baaea9,,Yulin Normal University,,Yulin Normal University,,,already_english,,,false,false,
institution:fa59f7ae15be03cb,,Zhejiang Sci-Tech University,,Zhejiang Sci-Tech University,,,already_english,,,false,false,
institution:5d8853c0a593d41c,,Zhengzhou University of Science and Technology,,Zhengzhou University of Science and Technology,,,already_english,,,false,false,
institution:943b42ad910c2615,Australia,Australian National University,,Australian National University,,,already_english,,,false,false,
institution:02e0cb0a82c051ec,Australia,Monash University,,Monash University,,,already_english,,,false,false,
institution:1984e5f97afb62d8,Australia,The University of Sydney,,The University of Sydney,,,already_english,,,false,false,
institution:965434eee0b97685,Australia,University of Sydney,,University of Sydney,,,already_english,,,false,false,
institution:b7f49dab7bfe22c4,Bangladesh,American International University-Bangladesh,,American International University-Bangladesh,,,already_english,,,false,false,
institution:c739468458199e8c,Bangladesh,Barisal Information Technology College,,Barisal Information Technology College,,,already_english,,,false,false,
institution:488418437bfc9b2c,Bangladesh,Chittagong University of Engineering and Technology,,Chittagong University of Engineering and Technology,,,already_english,,,false,false,
institution:0aed8b5908ebcd25,Brazil,Instituto de Matemática Pura e Aplicada,Institute for Pure and Applied Mathematics (IMPA),Institute for Pure and Applied Mathematics (IMPA),Curated location review records IMPA and the official institute page as evidence.,repository location evidence,applied,Instituto de Matemática Pura e Aplicada,Instituto de Matemática Pura e Aplicada,false,true,Established English expansion of IMPA; Portuguese canonical form is retained as an alias.
institution:f4a883f8d9615a43,Brazil,University of Campinas,,University of Campinas,,,already_english,University of Campinas,,false,false,Duplicate canonical name after English normalization; keep institution_id as identity.
institution:507c5724052f23eb,Bulgaria,"INSAIT, Sofia University ""St. Kliment Ohridski""",,"INSAIT, Sofia University ""St. Kliment Ohridski""",,,already_english,,,false,false,
institution:2469c3505064216c,Canada,Queen's University,,Queen's University,,,already_english,,,false,false,
institution:6a892bbe4ee57122,Canada,University of Toronto,,University of Toronto,,,already_english,,,false,false,
institution:7417258b2e3d3491,Canada,University of Waterloo,,University of Waterloo,,,already_english,University of Waterloo,,false,false,
institution:dc213653c8edb0fa,Canada,Vector Institute,,Vector Institute,,,already_english,,,false,false,
institution:d2cacec52769f3d9,China,Academia Sinica,,Academia Sinica,,,already_english,,,false,false,
institution:73f449eb6a3c05d3,China,Alibaba Group,,Alibaba Group,,,already_english,,,false,false,
institution:6faf58b52bec4e39,China,Alibaba Inc,,Alibaba Inc,,,already_english,Taobao & Tmall Group of Alibaba,,false,false,
institution:5a28a1a99a417ba5,China,Ant Group,,Ant Group,,,already_english,,,false,false,
institution:04c73587b47761ee,China,BASIS International School Nanjing,,BASIS International School Nanjing,,,already_english,Basis International School Naning,,false,false,
institution:f336b3005794930b,China,Beihang University,,Beihang University,,,already_english,,,false,false,
institution:985443a2d7239406,China,Beijing Academy of Artificial Intelligence,,Beijing Academy of Artificial Intelligence,,,already_english,,,false,false,
institution:bf6195b78f6dc951,China,Beijing Jiaotong University,,Beijing Jiaotong University,,,already_english,Beijing Jiaotong University,,false,false,
institution:924e1e0e9723b423,China,Beijing Normal University,,Beijing Normal University,,,already_english,,,false,false,
institution:1502cb7c96ae3095,China,Beijing University of Posts and Telecommunications,,Beijing University of Posts and Telecommunications,,,already_english,,,false,false,
institution:f060d61d546153f2,China,Beijing University of Technology,,Beijing University of Technology,,,already_english,,,false,false,
institution:2792f975d7b5565e,China,Binjiang Institute of Artificial Intelligence,,Binjiang Institute of Artificial Intelligence,,,already_english,,,false,false,1 mapping display name(s) differ from the target canonical name.
institution:15e8da2735014d49,China,Central University of Finance and Economics,,Central University of Finance and Economics,,,already_english,,,false,false,
institution:5757493192522b63,China,China Electronics Technology Group Corporation,,China Electronics Technology Group Corporation,,,already_english,,,false,false,
institution:e67012d79bb3f603,China,China University of Mining and Technology,,China University of Mining and Technology,,,already_english,,,false,false,
institution:3afb6cc453e0a8d9,China,Chinese Academy of Sciences,,Chinese Academy of Sciences,,,already_english,,,false,false,
institution:7e10613327a4e264,China,Chongqing University of Posts and Telecommunications,,Chongqing University of Posts and Telecommunications,,,already_english,,,false,false,
institution:ec71dc4340659fd9,China,City University of Hong Kong,,City University of Hong Kong,,,already_english,,,false,false,
institution:157163d25dac880f,China,Communication University of China,,Communication University of China,,,already_english,,,false,false,
institution:a8d8c5fe60be3e65,China,East China Normal University,,East China Normal University,,,already_english,,,false,false,
institution:82b627d49a985ef1,China,East China University of Science and Technology,,East China University of Science and Technology,,,already_english,,,false,false,
institution:baa1df7c4adddbda,China,Fudan University,,Fudan University,,,already_english,Fudan University,,false,false,
institution:8fe72087521e285a,China,Guangdong University of Technology,,Guangdong University of Technology,,,already_english,,,false,false,
institution:9dd7b58a09f6962c,China,"HKISI, Chinese Academy of Sciences",,"HKISI, Chinese Academy of Sciences",,,already_english,,,false,false,
institution:91e76fe32279c58d,China,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,,,already_english,,,false,false,
institution:fe438b1c7662476f,China,Harbin Institute of Technology,,Harbin Institute of Technology,,,already_english,,,false,false,
institution:6c5bb70e9f4b77ba,China,"Harbin Institute of Technology, Shenzhen",,"Harbin Institute of Technology, Shenzhen",,,already_english,,,false,false,
institution:b83f47152ad1ec29,China,Hebei University of Technology,,Hebei University of Technology,,,already_english,,,false,false,
institution:f6342fd457763517,China,Hefei University of Technology,,Hefei University of Technology,,,already_english,,,false,false,
institution:e1fcb46488c800ef,China,Hong Kong Metropolitan University,,Hong Kong Metropolitan University,,,already_english,,,false,false,
institution:1f9be0c6a5d4aa0b,China,Hong Kong University of Science and Technology,,Hong Kong University of Science and Technology,,,already_english,,,false,false,
institution:2e62680df0fed751,China,Huawei Noah’s Ark Lab,Huawei Noah's Ark Lab,Huawei Noah's Ark Lab,Confirmed alias row preserves ASCII English punctuation variant for the same institution_id.,existing confirmed alias,applied,Huawei Noah's Ark Lab; Huawei Noah’s Ark Lab,Huawei Noah’s Ark Lab,false,true,Official English lab name with ASCII apostrophe; previous smart-apostrophe form is retained as an alias.
institution:a1ff6f7123083db9,China,"Institute of Artificial Intelligence (TeleAI), China Telecom",,"Institute of Artificial Intelligence (TeleAI), China Telecom",,,already_english,,,false,false,
institution:db049bef3a2d25e0,China,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",,,already_english,,,false,false,
institution:966ff12833f90bb0,China,"Institute of Automation, Chinese Academy of Sciences",,"Institute of Automation, Chinese Academy of Sciences",,,already_english,"Institute of Automation, Chinese Academy of Sciences",,false,false,
institution:e278f75918ccf8a7,China,"Institute of Computing Technology, Chinese Academy of Sciences",,"Institute of Computing Technology, Chinese Academy of Sciences",,,already_english,"Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology",,false,false,
institution:cee70184073782c7,China,"Institute of Information Engineering, Chinese Academy of Sciences",,"Institute of Information Engineering, Chinese Academy of Sciences",,,already_english,"Institute of Information Engineering, Chinese Academy of Sciences; Institute of Information Engineering",,false,false,
institution:260c0fc69149bb41,China,Intel Corporation,,Intel Corporation,,,already_english,,,false,false,
institution:8632718a2c1444c6,China,Jinan University,,Jinan University,,,already_english,,,false,false,
institution:a28e1611e5e6b8b6,China,Lanzhou University,,Lanzhou University,,,already_english,,,false,false,
institution:73df77aca515d21a,China,Merchants Union Consumer Finance Company,,Merchants Union Consumer Finance Company,,,already_english,,,false,false,
institution:7b971ad17fd639eb,China,Microsoft Research Asia,,Microsoft Research Asia,,,already_english,,,false,false,
institution:26db9b197bbb7634,China,NSFOCUS,,NSFOCUS,,,already_english,,,false,false,
institution:74eb5a7db0242865,China,Nanchang University,,Nanchang University,,,already_english,,,false,false,
institution:17d17325e0e0dae2,China,Nanjing University of Aeronautics and Astronautics,,Nanjing University of Aeronautics and Astronautics,,,already_english,,,false,false,
institution:0af8b0b3be8e7963,China,Nanjing University of Information Science and Technology,,Nanjing University of Information Science and Technology,,,already_english,,,false,false,
institution:a239b6e2cb8473ef,China,Nanjing University of Science and Technology,,Nanjing University of Science and Technology,,,already_english,,,false,false,
institution:69a779f3b8d566f6,China,National Taiwan University,,National Taiwan University,,,already_english,,,false,false,
institution:4b215cd9407fb4b1,China,National Tsing Hua University,,National Tsing Hua University,,,already_english,,,false,false,
institution:b99e56fd55395250,China,National Yang Ming Chiao Tung University,,National Yang Ming Chiao Tung University,,,already_english,,,false,false,
institution:0008285766dcabc7,China,Northeastern University,,Northeastern University,,,already_english,"东北大学; Northeastern University, China; Northeastern University, Shenyang",,false,false,Duplicate canonical name after English normalization; keep institution_id as identity.
institution:bc1d8b5fba4bc5ff,China,Northwestern Polytechnical University,,Northwestern Polytechnical University,,,already_english,,,false,false,
institution:46e4866d3b2954ab,China,Peking University,,Peking University,,,already_english,,,false,false,
institution:6346b1a9c3b5ccd7,China,Peking University Shenzhen Graduate School,,Peking University Shenzhen Graduate School,,,already_english,,,false,false,
institution:aee00ab2f1fd8132,China,Peng Cheng Laboratory,,Peng Cheng Laboratory,,,already_english,,,false,false,
institution:1ce921cf3475aa52,China,Pengcheng Laboratory,,Pengcheng Laboratory,,,already_english,,,false,false,
institution:a4cdf5c9d1038c90,China,Purple Mountain Laboratories,,Purple Mountain Laboratories,,,already_english,,,false,false,
institution:e64214548d48f667,China,Qingdao Academy of Intelligent Industries,,Qingdao Academy of Intelligent Industries,,,already_english,,,false,false,
institution:5fbb6e2cbdd4ea21,China,Renmin University of China,,Renmin University of China,,,already_english,,,false,false,
institution:a86e3c911036d069,China,Sangfor Technologies Inc.,,Sangfor Technologies Inc.,,,already_english,,,false,false,
institution:f95d5af831e91b94,China,SenseTime,,SenseTime,,,already_english,,,false,false,
institution:b3d626f58155d650,China,Shandong University,,Shandong University,,,already_english,,,false,false,
institution:cd66beec0fcee918,China,Shanghai AI Laboratory,,Shanghai AI Laboratory,,,already_english,,,false,false,
institution:c107a95b6cb53ac5,China,Shanghai Artificial Intelligence Laboratory,,Shanghai Artificial Intelligence Laboratory,,,already_english,,,false,false,
institution:9a0d85eff850f04a,China,Shanghai Innovation Institute,,Shanghai Innovation Institute,,,already_english,,,false,false,
institution:fccd5d0ac9cc52f9,China,Shanghai Jiao Tong University,,Shanghai Jiao Tong University,,,already_english,Shanghai Jiao Tong University,,false,false,
institution:9ab7959736f7be0d,China,Shenzhen Campus of Sun Yat-sen University,,Shenzhen Campus of Sun Yat-sen University,,,already_english,,,false,false,
institution:ad9c8964d01f80d8,China,Shenzhen University,,Shenzhen University,,,already_english,,,false,false,
institution:498778a17add497f,China,Shenzhen University of Advanced Technology,,Shenzhen University of Advanced Technology,,,already_english,,,false,false,
institution:4c1e9439f241e5ec,China,Sichuan University,,Sichuan University,,,already_english,,,false,false,
institution:387a46732b927ccd,China,Sino-Russian Research Center for Digital Economy,,Sino-Russian Research Center for Digital Economy,,,already_english,,,false,false,
institution:3e9b289ae248f660,China,South China University of Technology,,South China University of Technology,,,already_english,,,false,false,
institution:592f613084a7ca9d,China,Southeast University,,Southeast University,,,already_english,,,false,false,
institution:5c85faa51cc57a24,China,Sun Yat-sen University,,Sun Yat-sen University,,,already_english,,,false,false,
institution:3e78e883c14f8bb8,China,Tencent Youtu Lab,,Tencent Youtu Lab,,,already_english,,,false,false,1 mapping display name(s) differ from the target canonical name.
institution:5dbb9ac6a407e079,China,"The Chinese University of Hong Kong, Shenzhen",,"The Chinese University of Hong Kong, Shenzhen",,,already_english,"The Chinese University of Hong Kong, Shenzhen",,false,false,
institution:31f980eaa403801a,China,The Hong Kong Polytechnic University,,The Hong Kong Polytechnic University,,,already_english,,,false,false,
institution:fa80d3c071c298e1,China,The Hong Kong University of Science and Technology,,The Hong Kong University of Science and Technology,,,already_english,,,false,false,
institution:404cfa1ef241f359,China,The University of Hong Kong,,The University of Hong Kong,,,already_english,,,false,false,
institution:b0b93bb53a8b88c1,China,Tongji University,,Tongji University,,,already_english,,,false,false,
institution:230f59b4fb28c236,China,Tsinghua Shenzhen International Graduate School,,Tsinghua Shenzhen International Graduate School,,,already_english,Tsinghua Shenzhen International Graduate School,,false,false,
institution:4ae45b121fe12e9c,China,Tsinghua University,,Tsinghua University,,,already_english,Tsinghua University,,false,false,
institution:69309405e04976ec,China,University of Chinese Academy of Sciences,,University of Chinese Academy of Sciences,,,already_english,University of Chinese Academy of Sciences,,false,false,
institution:b8a4e3b25fd4a300,China,University of Macao,,University of Macao,,,already_english,,,false,false,
institution:53e6219d595780e3,China,University of Macau,,University of Macau,,,already_english,,,false,false,
institution:e721b03b6f6c172d,China,University of Science and Technology of China,,University of Science and Technology of China,,,already_english,,,false,false,
institution:a5744bc50825ed1f,China,"WeChat Pay, Tencent",,"WeChat Pay, Tencent",,,already_english,,,false,false,
institution:f23b95ce92de4591,China,Wuhan University,,Wuhan University,,,already_english,Wuhan University,,false,false,
institution:59879dd4d4951779,China,Xi'an University of Technology,,Xi'an University of Technology,,,already_english,,,false,false,
institution:929ddef9540ec1e7,China,Xiamen University,,Xiamen University,,,already_english,,,false,false,
institution:43ae05e86afd56bd,China,Xidian University,,Xidian University,,,already_english,,,false,false,
institution:c5810afc25d178a5,China,Yanshan University,,Yanshan University,,,already_english,,,false,false,
institution:2f8c9f8f9209013d,China,Zhejiang Lab,,Zhejiang Lab,,,already_english,,,false,false,
institution:e433baf78e80004b,China,Zhejiang University,,Zhejiang University,,,already_english,Zhejiang University,,false,false,
institution:9b91aedca1273b56,China,Zhejiang University of Technology,,Zhejiang University of Technology,,,already_english,,,false,false,
institution:d1012c88e7ee61fd,China,xiaohongshu Inc.,,xiaohongshu Inc.,,,already_english,,,false,false,
institution:b85a1a866c0c7fe8,Denmark,Aarhus University,,Aarhus University,,,already_english,,,false,false,
institution:bc52939c5da8ad98,España,Jaume I University,,Jaume I University,,,already_english,,,false,false,
institution:29645bb566fcd576,France,Centre National de la Recherche Scientifique,,Centre National de la Recherche Scientifique,,,already_english,CNRS,,false,false,
institution:a76d3c97c5824bc9,France,Grenoble INP,,Grenoble INP,,,already_english,,,false,false,Duplicate canonical name after English normalization; keep institution_id as identity.
institution:1e2fe2432a089705,France,Polytechnic University of Hauts-de-France,,Polytechnic University of Hauts-de-France,,,already_english,Université Polytechnique Hauts-de-France,,false,false,Duplicate canonical name after English normalization; keep institution_id as identity.
institution:bf0065cf4529e953,France,University of Technology of Troyes,,University of Technology of Troyes,,,already_english,,,false,false,
institution:0c5e25ec47ce33fe,France,Université Paris-Saclay,Paris-Saclay University,Paris-Saclay University,Known English institutional rendering for Université Paris-Saclay; old canonical name remains an alias.,structured English rendering,applied,Université Paris-Saclay,Université Paris-Saclay,false,true,Official English-style rendering is widely used and unambiguous for this ID.
institution:c76018a960d2cd12,France,Université de Lille,University of Lille,University of Lille,Institution location uses the official English maps-and-contacts URL for Université de Lille.,repository official English contact URL,applied,Université de Lille,Université de Lille,false,true,English-facing institutional rendering is available in curated location evidence.
institution:6c246ba350e11d5f,France,Université de Rennes,University of Rennes,University of Rennes,Curated mappings and location review preserve Univ. Rennes affiliation evidence for the same ID.,repository affiliation and location evidence,applied,Université de Rennes,Université de Rennes,false,true,English rendering of the university name; French canonical form is retained as an alias.
institution:aea376936c88135b,Germany,CISPA Helmholtz Center for Information Security,,CISPA Helmholtz Center for Information Security,,,already_english,CISPA Helmholtz Center for Information Security,,false,false,
institution:bef37c90751e824e,Germany,Max Planck Institute for Informatics,,Max Planck Institute for Informatics,,,already_english,,,false,false,
institution:59fe0b363dfeb8f5,Germany,Offenburg University of Applied Sciences,,Offenburg University of Applied Sciences,,,already_english,,,false,false,
institution:8f8dd64c6339c8ff,Germany,Ruhr University Bochum,,Ruhr University Bochum,,,already_english,Ruhr University Bochum,,false,false,
institution:f42de06978b10eb5,Germany,Technical University of Munich,,Technical University of Munich,,,already_english,,,false,false,
institution:5a73fc9b412db6f4,Germany,University of Hamburg,,University of Hamburg,,,already_english,,,false,false,
institution:957fef132942e033,Germany,University of Mannheim,,University of Mannheim,,,already_english,,,false,false,
institution:930e5c2880e11cb3,India,Alipurduar Government Engineering and Management College,,Alipurduar Government Engineering and Management College,,,already_english,,,false,false,
institution:e822c28c6d58a829,India,"BITS Pilani, Goa",,"BITS Pilani, Goa",,,already_english,,,false,false,
institution:99ef70abd8f55fae,India,"BITS Pilani, Hyderabad",,"BITS Pilani, Hyderabad",,,already_english,,,false,false,
institution:f0c3da144873207a,India,Indian Institute of Technology Kharagpur,,Indian Institute of Technology Kharagpur,,,already_english,,,false,false,
institution:d0b09c4ef698e8de,India,Indian Institute of Technology Roorkee,,Indian Institute of Technology Roorkee,,,already_english,,,false,false,
institution:df7499422b3e4d82,India,Indraprastha Institute of Information Technology Delhi,,Indraprastha Institute of Information Technology Delhi,,,already_english,,,false,false,
institution:118c2f047da4525d,India,"International Institute of Information Technology, Naya Raipur",,"International Institute of Information Technology, Naya Raipur",,,already_english,,,false,false,
institution:1a36f9f1487a39da,India,Manipal University Jaipur,,Manipal University Jaipur,,,already_english,,,false,false,
institution:d4f85059258439dc,India,National Institute of Technology Silchar,,National Institute of Technology Silchar,,,already_english,,,false,false,
institution:cb1cf39b9e67e9ec,India,Vishwakarma Institute of Information Technology,,Vishwakarma Institute of Information Technology,,,already_english,,,false,false,
institution:dbb7fb7fdd9bd486,India,Vishwakarma Institute of Technology,,Vishwakarma Institute of Technology,,,already_english,,,false,false,
institution:04b81a56c7eb1a69,Iraq,Informatics Institute for Postgraduate Studies,,Informatics Institute for Postgraduate Studies,,,already_english,,,false,false,
institution:f87d6ace800645a7,Iraq,University of Baghdad,,University of Baghdad,,,already_english,,,false,false,
institution:721b1fe645c5b099,Italy,CNIT,,CNIT,,,already_english,,,false,false,
institution:9958d7ee1cfec4aa,Italy,IMT School for Advanced Studies Lucca,,IMT School for Advanced Studies Lucca,,,already_english,,,false,false,
institution:541450f1f663948c,Italy,ISTI-CNR,,ISTI-CNR,,,already_english,,,false,false,
institution:fe7a819f82113c79,Italy,IdentifAI,,IdentifAI,,,already_english,,,false,false,
institution:8ca93bff11a3be9e,Italy,Leonardo S.p.A.,,Leonardo S.p.A.,,,already_english,,,false,false,
institution:0b1cc69a0a28e0c1,Italy,NVIDIA AI Technology Center Italy,,NVIDIA AI Technology Center Italy,,,already_english,,,false,false,
institution:977430a4473aa4b0,Italy,Sapienza University of Rome,,Sapienza University of Rome,,,already_english,,,false,false,
institution:e73ae6a6d6ff3735,Italy,University of Bologna,,University of Bologna,,,already_english,,,false,false,
institution:fd8ba2b56bf5212d,Italy,University of Catania,,University of Catania,,,already_english,,,false,false,
institution:42fcf4ae44e1a706,Italy,University of Florence,,University of Florence,,,already_english,University of Florence,,false,false,
institution:117fcda9a6399108,Italy,University of Modena and Reggio Emilia,,University of Modena and Reggio Emilia,,,already_english,,,false,false,
institution:d046d2c57bb3a863,Italy,University of Naples Federico II,,University of Naples Federico II,,,already_english,University of Naples Federico II; University Federico II of Naples,,false,false,
institution:a407f4c649ba4c6a,Italy,University of Palermo,,University of Palermo,,,already_english,,,false,false,
institution:3ec8d9fa829f5777,Italy,University of Pisa,,University of Pisa,,,already_english,,,false,false,
institution:65dbfd1e022f02e2,Italy,University of Siena,,University of Siena,,,already_english,University of Siena,,false,false,
institution:3c4903b35459f2b5,Italy,University of Trento,,University of Trento,,,already_english,,,false,false,
institution:060062d7bc15b07c,Japan,"Center for Data-Driven Science and AI, Tohoku University, Sendai, Japan",,"Center for Data-Driven Science and AI, Tohoku University, Sendai, Japan",,,already_english,,,false,false,
institution:0da909b4402f8657,Japan,Fujitsu Limited,,Fujitsu Limited,,,already_english,,,false,false,
institution:db8874f9983a5ffd,Japan,National Institute of Informatics,,National Institute of Informatics,,,already_english,,,false,false,
institution:d1f71b03766ee0a2,Japan,Noeon Research,,Noeon Research,,,already_english,,,false,false,
institution:ccbfeb66fb71797e,Japan,RIKEN Center for Advanced Intelligence Project,,RIKEN Center for Advanced Intelligence Project,,,already_english,,,false,false,
institution:cf2639c8e56f6453,Japan,Sony AI,,Sony AI,,,already_english,,,false,false,
institution:8c45f60c84082063,Japan,The University of Tokyo,,The University of Tokyo,,,already_english,,,false,false,
institution:fb6e9411e701578c,Japan,University of Tsukuba,,University of Tsukuba,,,already_english,,,false,false,
institution:4745b20cdc6c5fb0,Japan,Univresity of Tskuba,,Univresity of Tskuba,,,already_english,,,false,false,
institution:ae914839cab3ba03,Malaysia,Monash University Malaysia,,Monash University Malaysia,,,already_english,,,false,false,
institution:141dbbea6bba3a37,Nepel,Everest English Boarding Secondary School,,Everest English Boarding Secondary School,,,already_english,,,false,false,
institution:bda289c20f284717,Netherlands,Netherlands Forensic Institute,,Netherlands Forensic Institute,,,already_english,,,false,false,
