institution_id,canonical_name,current_type,proposed_type,evidence,confidence,provenance,usage_paper_count,usage_map_record_count,review_required,applied_rule,curated_presence
institution:9191a7d5e3a9fc0c,Sejong University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:2e47d59ad1e8d5a4,Shahid Beheshti University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:932fb42ad74deeea,Shandong Academy of Sciences,research_unit,research_unit,curated institution_type=research_unit,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_research_unit,curated
institution:a8aa4fcbf3d06d56,Shandong University of Political Science and Law,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:04e9c5bce6738166,ShangHai JiAi Genetics & IVF Institute,other,other,unverified_names=ShangHai JiAi Genetics & IVF Institute; previous_type=other,low,public_preview_map_data;policy=fallback,0,1,yes,manual_review_required,public_only
institution:85a4635e28eefe8e,Shanghai Polytechnic University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:dbc08517e4f1ed6e,Shanghai University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:d6f57909282596fe,Shaqra University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:77789f69fddd731b,Sharda University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:79e17450a764ece3,Sheffield Hallam University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:0d485839c904b21b,Shenzhen Academy of Robotics,research_unit,research_unit,curated institution_type=research_unit,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_research_unit,curated
institution:7a0649786398723d,Shenzhen University Health Science Center,other,other,unverified_names=Shenzhen University Health Science Center; previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,8,yes,manual_review_required,public_only
institution:02b60e662a7a973c,Shivaji University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:89ff6b9e4955819f,Signal Processing (United States),other,other,unverified_names=Signal Processing (United States); previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,8,yes,manual_review_required,public_only
institution:24532e6b5472dbfb,Singapore Institute of Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:711cae4423807c6b,Sony Corporation (United States),company,company,curated institution_type=company,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_company,curated
institution:e0677ab73955e8f3,Sorbonne University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:37ea83da28e11ff2,Southwest University of Science and Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:87c744673e7e4d05,SRM Institute of Science and Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:9e9891886a71efdf,St. Joseph's Institute of Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:8ac3b059e7b70054,State Key Laboratory of Information Security,research_unit,research_unit,curated institution_type=research_unit,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_research_unit,curated
institution:87cfa9f9d3bda4e1,State University of New York,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:e91675148695594c,Sunway University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:5f888e1d8deebc78,Supply Chain Competence Center (Germany),other,other,unverified_names=Supply Chain Competence Center (Germany); previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,10,yes,manual_review_required,public_only
institution:8d0a45af450fc806,Symbiosis International University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:926c0d427a18622b,Taif University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:66101d2ca048704e,Technische Universität Berlin,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:f29a43c08a37e42f,Technische Universität Darmstadt,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:7df4a1601453f806,Tel Aviv University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:a992a0408381afc7,Tencent (China),company,company,curated institution_type=company,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_company,curated
institution:5c5bb5ad830242f4,Texas Tech University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:5396ea72656b4b19,The Chinese University of Hong Kong,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:9ed23c2db75b5eee,Tianjin University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:3e0adb795a72cea8,Tianjin University of Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:5e520dd2cd0a49c8,Tilburg University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:e58a37a2924e1779,Torrens University Australia,other,other,unverified_names=Torrens University Australia; previous_type=other,low,public_preview_map_data;policy=fallback,0,1,yes,manual_review_required,public_only
institution:ee1464b6cfe3e064,Tun Hussein Onn University of Malaysia,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:424b7d284db388e3,Tunghai University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:4e4d723f7fa11734,Universidad Politécnica de Madrid,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:b0f3614b042aab47,Universiti Malaysia Sarawak,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:a8ed28b9013a59e5,Universiti Putra Malaysia,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:c121cd267550901f,"University at Albany, State University of New York",university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:ae98978d5c148689,University Frères Mentouri Constantine 1,other,other,unverified_names=University Frères Mentouri Constantine 1; previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,10,yes,manual_review_required,public_only
institution:2dd8e4fd2cb400d5,University of Aleppo,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:4a22ca636b97fd7f,University of Applied Health Sciences,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:85dd03b724084b02,University of Baltimore,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:610848049e237294,University of Bonn,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:17e63acd624ced9b,University of Cagliari,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:ca4ec8b3c028069a,"University of California, Riverside",university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:de4a2849d3de43a3,"University of California, Santa Barbara",university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:e103bc7b785f96fd,University of Coimbra,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:5fc8d686887fa82a,University of Electronic Science and Technology of China,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:64c1d2ad9160a22f,University of Engineering & Management,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:6ffec4118fae194f,University of Engineering and Technology Taxila,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:f8894017df3dfcc2,University of Galway,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:191ab0ad911126ad,University of Hafr Al-Batin,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:a7f4bd547e079314,University of Indianapolis,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:4dc98405f4a72728,University of Jinan,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:882d9509a9483333,University of Kerala,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:6897907a26009a77,University of Liverpool,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:4f857a16fa2b6772,University of Malta,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:76f485d9ab6917e6,University of Management and Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:e65ac91b19314310,University of Maribor,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:bc735f3cccb71688,"University of Maryland, College Park",university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:d4c5c00e6ef405e5,University of Michigan–Flint,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:cd743b4a401f4611,University of Mumbai,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:bbac7db3fe9aebc6,University of Newcastle Australia,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:f3cfc9b602d85010,University of North Texas,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:ffcb560498d89d25,University of Oslo,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:ac88e2afb065388b,University of Padua,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:018c503420feda75,University of Petroleum and Energy Studies,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:d8380bce08742d96,University of Plymouth,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:e0847a88faaa305e,University of Portsmouth,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:85eee734d249f6b1,University of Rajshahi,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:cf0fbf994717bb60,University of Seoul,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:8051e5f39b55dde4,University of South Wales,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:c27ba6b4c07428cf,University of Southern Denmark,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:b4361f45b61f9e1c,University of St. Thomas - Minnesota,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:f68896817b1b2d6b,University of Technology Sydney,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:9fa92db1d3d981f0,University of Vienna,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:4d3dd6848c184118,University of Warwick,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:32e3542f42f3fe45,University of Wollongong in Dubai,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:88b6a237229e50a1,University of Žilina,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:eb0a1398c50d0281,Université Paris-Est Créteil,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:14759ade48411164,Vi Technology (United States),other,other,unverified_names=Vi Technology (United States); previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,20,yes,manual_review_required,public_only
institution:c6f551ae664eb6a5,Victoria University of Wellington,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:78ca573d3b6c457c,VSB - Technical University of Ostrava,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:bc1cdb126bafdc16,Washington State University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:6c4cb14bb88d85b5,Weihai Science and Technology Bureau,other,other,unverified_names=Weihai Science and Technology Bureau; previous_type=other,low,public_preview_map_data;public_preview_papers;policy=fallback,1,10,yes,manual_review_required,public_only
institution:69152a620553f03a,Wuhan Business University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:cdde929ea128594e,Wuhan Institute of Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:9dcc9e0e62baaea9,Yulin Normal University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:fa59f7ae15be03cb,Zhejiang Sci-Tech University,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
institution:5d8853c0a593d41c,Zhengzhou University of Science and Technology,university,university,curated institution_type=university,reviewed,curated;policy=curated,0,0,no,explicit_reviewed_university,curated
