institution_id,canonical_name,aliases_considered,previous_type,proposed_type,applied_rule,evidence,affected_unique_paper_count
institution:4f85329e76bc9454,University at Buffalo,"[""State University of New York at Buffalo"", ""University at Buffalo, State University of New York""]",university,university,preserve_confirmed_university,previous_type=university,0
institution:612630c2527bff83,"University at Buffalo, State University of New York",[],university,university,preserve_confirmed_university,previous_type=university,2
institution:4cdbeb4bb5d94d04,University College Dublin,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:fa3c75d12710670b,University College London,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:51bbeb5bfb404721,University of Agder,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:fde22ad658a3fdb9,University of Alabama at Birmingham,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:4a9a14dbf4357b38,University of Amsterdam,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:f87d6ace800645a7,University of Baghdad,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:b978b6dfc7b3baa0,University of Bergen,"[""University of Bergen""]",university,university,preserve_confirmed_university,previous_type=university,2
institution:e73ae6a6d6ff3735,University of Bologna,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:05b67f44dd9f6846,University of British Columbia,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:be74dcf5d0cb77ea,"University of California, Berkeley","[""University of California, Berkeley""]",university,university,preserve_confirmed_university,previous_type=university,3
institution:0418834df0ffcdf2,University of Cambridge,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:f4a883f8d9615a43,University of Campinas,"[""University of Campinas""]",university,university,preserve_confirmed_university,previous_type=university,2
institution:fd8ba2b56bf5212d,University of Catania,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:7d7f56dced000a09,University of Chicago,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:69309405e04976ec,University of Chinese Academy of Sciences,"[""University of Chinese Academy of Sciences""]",institute,university,complete_word_university,canonical_name=University of Chinese Academy of Sciences,12
institution:42fcf4ae44e1a706,University of Florence,"[""University of Florence""]",university,university,preserve_confirmed_university,previous_type=university,4
institution:5a73fc9b412db6f4,University of Hamburg,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:da2d97c082267c13,University of Hong Kong,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:bf3ddd5552577ff0,University of Illinois Urbana-Champaign,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:b8a4e3b25fd4a300,University of Macao,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:53e6219d595780e3,University of Macau,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:13f7c73ae8019e75,University of Maryland,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:304707b21fcfbd4d,University of Massachusetts Amherst,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:16acb7bf7b8c14cf,University of Massachusetts Boston,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:89b9b3962b3327c8,University of Michigan,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:117fcda9a6399108,University of Modena and Reggio Emilia,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:d046d2c57bb3a863,University of Naples Federico II,"[""University of Naples Federico II"", ""University Federico II of Naples""]",university,university,preserve_confirmed_university,previous_type=university,13
institution:969d6dd2c9cf6a1e,"University of Nevada, Reno",[],university,university,preserve_confirmed_university,previous_type=university,1
institution:6527630c76c9d56a,University of Oregon,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:87d9a45b3389372f,University of Oxford,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:a407f4c649ba4c6a,University of Palermo,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:3ec8d9fa829f5777,University of Pisa,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:d91bdebb133e022b,University of Salerno,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:e721b03b6f6c172d,University of Science and Technology of China,[],university,university,preserve_confirmed_university,previous_type=university,7
institution:cf5d9a266441e5a7,University of Sheffield,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:65dbfd1e022f02e2,University of Siena,"[""University of Siena""]",university,university,preserve_confirmed_university,previous_type=university,8
institution:7801abc579496f6a,University of South Carolina,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:a0c3927e4ddb3a39,University of Southampton,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:6432056cdf12bb16,University of Southern California,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:29276dc7d9ce02fd,University of Surrey,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:965434eee0b97685,University of Sydney,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:bf0065cf4529e953,University of Technology of Troyes,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:a55a77635edc8711,University of Texas at Dallas,"[""University of Texas at Dallas""]",university,university,preserve_confirmed_university,previous_type=university,1
institution:6a892bbe4ee57122,University of Toronto,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:3c4903b35459f2b5,University of Trento,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:fb6e9411e701578c,University of Tsukuba,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:7417258b2e3d3491,University of Waterloo,"[""University of Waterloo""]",university,university,preserve_confirmed_university,previous_type=university,2
institution:3e2e527953176c93,University of Wisconsin-Madison,"[""University of Wisconsin–Madison""]",university,university,preserve_confirmed_university,previous_type=university,4
institution:c76018a960d2cd12,Université de Lille,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:6c246ba350e11d5f,Université de Rennes,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:ef7c68d6edbab550,Université Grenoble Alpes,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,2
institution:daff50b65ce469a3,Université Paris Cité,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:0c5e25ec47ce33fe,Université Paris-Saclay,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:d09040aba5fecf8e,Université Polytechnique Hauts-de-France,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:4745b20cdc6c5fb0,Univresity of Tskuba,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,0
institution:c3babd97b5b38ea6,USC Information Sciences Institute,[],institute,research_unit,legacy_institute,previous_type=institute,1
institution:dc213653c8edb0fa,Vector Institute,[],institute,research_unit,legacy_institute,previous_type=institute,1
institution:19d2ee8d44bfb9f0,Vietnam National University Ho Chi Minh City,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:191fc14de0344472,Virginia Tech,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:cb1cf39b9e67e9ec,Vishwakarma Institute of Information Technology,[],institute,research_unit,legacy_institute,previous_type=institute,1
institution:dc3e4a6107db41d1,Wanjiang University of Technology,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:f23b95ce92de4591,Wuhan University,"[""Wuhan University""]",university,university,preserve_confirmed_university,previous_type=university,6
institution:59879dd4d4951779,Xi'an University of Technology,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:929ddef9540ec1e7,Xiamen University,[],university,university,preserve_confirmed_university,previous_type=university,4
institution:d1012c88e7ee61fd,xiaohongshu Inc.,[],research_unit,company,clear_commercial_entity,canonical_name=xiaohongshu Inc.,1
institution:43ae05e86afd56bd,Xidian University,[],university,university,preserve_confirmed_university,previous_type=university,2
institution:4955c30e161b66f8,Xinjiang University,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:afc29be68ac419be,Xi’an Jiaotong University,"[""Xi’an Jiaotong University""]",university,university,preserve_confirmed_university,previous_type=university,4
institution:7266fd3d42f0b9ca,Xpectrum AI,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:0d3d34a24da64353,Yale University,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:c5810afc25d178a5,Yanshan University,[],university,university,preserve_confirmed_university,previous_type=university,1
institution:52cbdd91a8dbd658,Yonsei University,"[""Yonsei University""]",university,university,preserve_confirmed_university,previous_type=university,0
institution:6e61f1cad147c313,"Yonsei University, International Campus",[],university,university,preserve_confirmed_university,previous_type=university,1
institution:42992b97b8e05dd4,"Yonsei University, Sinchon Campus",[],university,university,preserve_confirmed_university,previous_type=university,2
institution:e433baf78e80004b,Zhejiang University,"[""Zhejiang University""]",university,university,preserve_confirmed_university,previous_type=university,6
institution:9b91aedca1273b56,Zhejiang University of Technology,[],university,university,preserve_confirmed_university,previous_type=university,3
institution:678fbbc18157fd45,École Polytechnique,[],research_unit,research_unit,preserve_research_unit,previous_type=research_unit,1
institution:2f8c9f8f9209013d,Zhejiang Lab,[],laboratory,research_unit,legacy_laboratory,previous_type=laboratory,1
institution:50c86a6fc102a2c1,Rensselaer Polytechnic Institute,[],institute,research_unit,legacy_institute,previous_type=institute,1
institution:e64214548d48f667,Qingdao Academy of Intelligent Industries,[],institute,research_unit,legacy_institute,previous_type=institute,1
institution:157163d25dac880f,Communication University of China,[],university,university,preserve_confirmed_university,previous_type=university,2
