institution_id,current_canonical_name,proposed_english_name,country,city,institution_type,existing_aliases,source_or_evidence,decision,decision_reason,affected_paper_count,affected_relationship_count,collision_status,review_required
institution:77789f69fddd731b,Sharda University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:79e17450a764ece3,Sheffield Hallam University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:0d485839c904b21b,Shenzhen Academy of Robotics,,,,research_unit,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:11d4e5b507bbbada,Shenzhen MSU-BIT University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:02b60e662a7a973c,Shivaji University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:24532e6b5472dbfb,Singapore Institute of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:711cae4423807c6b,Sony Corporation (United States),,,,company,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:6688d0d34a3ee58b,Sorbonne University,,,,university,,,keep,No local-language or alias-promotion candidate signal. Same-name canonical IDs: institution:e0677ab73955e8f3.,0,0,existing_canonical_collision,false
institution:e0677ab73955e8f3,Sorbonne University,,,,university,Sorbonne Université,,keep,No local-language or alias-promotion candidate signal. Same-name canonical IDs: institution:6688d0d34a3ee58b.,0,0,existing_canonical_collision,false
institution:d473cbf12de5fb53,Southwest University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:37ea83da28e11ff2,Southwest University of Science and Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:9e9891886a71efdf,St. Joseph's Institute of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:8ac3b059e7b70054,State Key Laboratory of Information Security,,,,research_unit,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:87cfa9f9d3bda4e1,State University of New York,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:d4c79ca44c5dbbbc,Stuttgart Media University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:e91675148695594c,Sunway University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:3ac6dbcc618a5a6f,Swinburne University of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:8d0a45af450fc806,Symbiosis International University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:926c0d427a18622b,Taif University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:66101d2ca048704e,Technische Universität Berlin,,,,university,,https://www.tu.berlin/en/studying/study-programs,keep,Official English site retains Technische Universität Berlin as the heading and institutional name.,0,0,none,false
institution:7df4a1601453f806,Tel Aviv University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:a992a0408381afc7,Tencent (China),,,,company,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:5c5bb5ad830242f4,Texas Tech University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:5396ea72656b4b19,The Chinese University of Hong Kong,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:942667142da716c5,The Hong Kong University of Science and Technology (Guangzhou),,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:9ed23c2db75b5eee,Tianjin University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:2bec96b8d2c54388,Tianjin University of Science and Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:3e0adb795a72cea8,Tianjin University of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:5e520dd2cd0a49c8,Tilburg University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:b370a10db2a1f294,Trinity College Dublin,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4bff7ae080547794,TrueMedia,,,,research_unit,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:ee1464b6cfe3e064,Tun Hussein Onn University of Malaysia,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:424b7d284db388e3,Tunghai University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:29f3e76214681290,UNSW Sydney,,,,other,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:b0f3614b042aab47,Universiti Malaysia Sarawak,,,,university,,https://www.unimas.my/,keep,Recognized official international name is Universiti Malaysia Sarawak.,0,0,none,false
institution:a8ed28b9013a59e5,Universiti Putra Malaysia,,,,university,,https://www.upm.edu.my/?LANG=en,keep,Recognized official international name is Universiti Putra Malaysia.,0,0,none,false
institution:4cdbeb4bb5d94d04,University College Dublin,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:c121cd267550901f,"University at Albany, State University of New York",,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:612630c2527bff83,"University at Buffalo, State University of New York",,,,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:2dd8e4fd2cb400d5,University of Aleppo,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4a22ca636b97fd7f,University of Applied Health Sciences,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:85dd03b724084b02,University of Baltimore,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:610848049e237294,University of Bonn,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:05b67f44dd9f6846,University of British Columbia,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:17e63acd624ced9b,University of Cagliari,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:ca4ec8b3c028069a,"University of California, Riverside",,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:de4a2849d3de43a3,"University of California, Santa Barbara",,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:14daf7f722d7d91d,University of Campinas,,,,university,Universidade Estadual de Campinas (UNICAMP),,keep,No local-language or alias-promotion candidate signal. Same-name canonical IDs: institution:f4a883f8d9615a43.,0,0,existing_canonical_collision,false
institution:e103bc7b785f96fd,University of Coimbra,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:5fc8d686887fa82a,University of Electronic Science and Technology of China,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:64c1d2ad9160a22f,University of Engineering & Management,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:6ffec4118fae194f,University of Engineering and Technology Taxila,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:f8894017df3dfcc2,University of Galway,,,,university,Ollscoil na Gaillimhe – University of Galway,repository confirmed aliases,keep,Current canonical is English and the bilingual Irish form remains an alias.,0,0,none,false
institution:191ab0ad911126ad,University of Hafr Al-Batin,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:da2d97c082267c13,University of Hong Kong,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:a7f4bd547e079314,University of Indianapolis,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4dc98405f4a72728,University of Jinan,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:882d9509a9483333,University of Kerala,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:6897907a26009a77,University of Liverpool,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4f857a16fa2b6772,University of Malta,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:76f485d9ab6917e6,University of Management and Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:e65ac91b19314310,University of Maribor,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:bc735f3cccb71688,"University of Maryland, College Park",,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:16acb7bf7b8c14cf,University of Massachusetts Boston,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:d4c5c00e6ef405e5,University of Michigan–Flint,,,,university,,https://www.umflint.edu/,keep,Already English; the dash is typography rather than a local-language signal.,0,0,none,false
institution:cd743b4a401f4611,University of Mumbai,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:bbac7db3fe9aebc6,University of Newcastle Australia,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:f3cfc9b602d85010,University of North Texas,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:6527630c76c9d56a,University of Oregon,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:ffcb560498d89d25,University of Oslo,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:ac88e2afb065388b,University of Padua,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:018c503420feda75,University of Petroleum and Energy Studies,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:d8380bce08742d96,University of Plymouth,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:e0847a88faaa305e,University of Portsmouth,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:85eee734d249f6b1,University of Rajshahi,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:d91bdebb133e022b,University of Salerno,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:cf0fbf994717bb60,University of Seoul,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:8051e5f39b55dde4,University of South Wales,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:c27ba6b4c07428cf,University of Southern Denmark,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:b4361f45b61f9e1c,University of St. Thomas - Minnesota,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:f68896817b1b2d6b,University of Technology Sydney,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:9fa92db1d3d981f0,University of Vienna,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4d3dd6848c184118,University of Warwick,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:32e3542f42f3fe45,University of Wollongong in Dubai,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:88b6a237229e50a1,University of Žilina,,,,university,,https://www.uniza.sk/index.php/en/,keep,Official English name retains the Žilina place-name diacritic.,0,0,none,false
institution:78ca573d3b6c457c,VSB - Technical University of Ostrava,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:c6f551ae664eb6a5,Victoria University of Wellington,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:19d2ee8d44bfb9f0,Vietnam National University Ho Chi Minh City,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:dc3e4a6107db41d1,Wanjiang University of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:bc1cdb126bafdc16,Washington State University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:69152a620553f03a,Wuhan Business University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:cdde929ea128594e,Wuhan Institute of Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:4955c30e161b66f8,Xinjiang University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:9dcc9e0e62baaea9,Yulin Normal University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:fa59f7ae15be03cb,Zhejiang Sci-Tech University,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:5d8853c0a593d41c,Zhengzhou University of Science and Technology,,,,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:943b42ad910c2615,Australian National University,,Australia,Canberra,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:02e0cb0a82c051ec,Monash University,,Australia,Melbourne,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1984e5f97afb62d8,The University of Sydney,,Australia,Sydney,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:815062efbb762258,University of New South Wales,,Australia,Sydney,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:965434eee0b97685,University of Sydney,,Australia,Sydney,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b7f49dab7bfe22c4,American International University-Bangladesh,,Bangladesh,Dhaka,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:c739468458199e8c,Barisal Information Technology College,,Bangladesh,Barisal,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:488418437bfc9b2c,Chittagong University of Engineering and Technology,,Bangladesh,Raozan,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0aed8b5908ebcd25,Institute for Pure and Applied Mathematics (IMPA),,Brazil,Rio de Janeiro,research_unit,Instituto de Matemática Pura e Aplicada,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f4a883f8d9615a43,University of Campinas,,Brazil,Campinas,university,University of Campinas,,keep,No local-language or alias-promotion candidate signal. Same-name canonical IDs: institution:14daf7f722d7d91d.,2,2,existing_canonical_collision,false
institution:507c5724052f23eb,"INSAIT, Sofia University ""St. Kliment Ohridski""",,Bulgaria,Sofia,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:3391e7c855fa0e6e,University of Shanghai for Science and Technology,,CN,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2469c3505064216c,Queen's University,,Canada,Kingston,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6a892bbe4ee57122,University of Toronto,,Canada,Toronto,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:7417258b2e3d3491,University of Waterloo,,Canada,Waterloo,university,University of Waterloo,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:dc213653c8edb0fa,Vector Institute,,Canada,Toronto,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d2cacec52769f3d9,Academia Sinica,,China,Taipei,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:73f449eb6a3c05d3,Alibaba Group,,China,Hangzhou,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:6faf58b52bec4e39,Alibaba Inc,,China,Hangzhou,company,Taobao & Tmall Group of Alibaba,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:5a28a1a99a417ba5,Ant Group,,China,Hangzhou,company,,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:04c73587b47761ee,BASIS International School Nanjing,,China,Nanjing,other,Basis International School Naning,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f336b3005794930b,Beihang University,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:985443a2d7239406,Beijing Academy of Artificial Intelligence,,China,Beijing,research_unit,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:bf6195b78f6dc951,Beijing Jiaotong University,,China,Beijing,university,Beijing Jiaotong University,,keep,No local-language or alias-promotion candidate signal.,7,7,none,false
institution:924e1e0e9723b423,Beijing Normal University,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:88976ef4193e3a06,Beijing University of Civil Engineering and Architecture,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1502cb7c96ae3095,Beijing University of Posts and Telecommunications,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,7,7,none,false
institution:f060d61d546153f2,Beijing University of Technology,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2792f975d7b5565e,Binjiang Institute of Artificial Intelligence,,China,Hangzhou,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:5d6887482c098264,Binjiang Institute of Zhejiang University,,China,Hangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7f558d88204cdf26,"CEC GienTech Technology Co., Ltd.",,China,Shanghai,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:15e8da2735014d49,Central University of Finance and Economics,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:5757493192522b63,China Electronics Technology Group Corporation,,China,Beijing,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e67012d79bb3f603,China University of Mining and Technology,,China,Xuzhou,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:3afb6cc453e0a8d9,Chinese Academy of Sciences,,China,Beijing,research_unit,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:7e10613327a4e264,Chongqing University of Posts and Telecommunications,,China,Chongqing,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:ec71dc4340659fd9,City University of Hong Kong,,China,Hong Kong,university,,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:157163d25dac880f,Communication University of China,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:95626cb146b52080,"DeepFuture Technology (Hengqin, Guangdong) Co., Ltd.",,China,Zhuhai,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a8d8c5fe60be3e65,East China Normal University,,China,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:82b627d49a985ef1,East China University of Science and Technology,,China,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:baa1df7c4adddbda,Fudan University,,China,Shanghai,university,Fudan University,,keep,No local-language or alias-promotion candidate signal.,10,10,none,false
institution:8fe72087521e285a,Guangdong University of Technology,,China,Guangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:9dd7b58a09f6962c,"HKISI, Chinese Academy of Sciences",,China,Hong Kong,research_unit,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:91e76fe32279c58d,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,,China,Hangzhou,research_unit,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:fe438b1c7662476f,Harbin Institute of Technology,,China,Harbin,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:6c5bb70e9f4b77ba,"Harbin Institute of Technology, Shenzhen",,China,Shenzhen,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:b83f47152ad1ec29,Hebei University of Technology,,China,Tianjin,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f6342fd457763517,Hefei University of Technology,,China,Hefei,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:e1fcb46488c800ef,Hong Kong Metropolitan University,,China,Hong Kong,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1f9be0c6a5d4aa0b,Hong Kong University of Science and Technology,,China,Hongkong,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:2e62680df0fed751,Huawei Noah's Ark Lab,,China,Hong Kong,company,Huawei Noah's Ark Lab,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:a1ff6f7123083db9,"Institute of Artificial Intelligence (TeleAI), China Telecom",,China,Beijing,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:db049bef3a2d25e0,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",,China,Hefei,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:966ff12833f90bb0,"Institute of Automation, Chinese Academy of Sciences",,China,Beijing,research_unit,"Institute of Automation, Chinese Academy of Sciences; Institute of Automation",repository confirmed aliases,keep,Short institute alias does not supersede the established English canonical name.,14,14,none,false
institution:e278f75918ccf8a7,"Institute of Computing Technology, Chinese Academy of Sciences",,China,Beijing,research_unit,"Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology",repository confirmed aliases,keep,Short institute alias does not supersede the established English canonical name.,5,5,none,false
institution:cee70184073782c7,"Institute of Information Engineering, Chinese Academy of Sciences",,China,Beijing,research_unit,"Institute of Information Engineering, Chinese Academy of Sciences; Institute of Information Engineering",repository confirmed aliases,keep,Short institute alias does not supersede the established English canonical name.,2,2,none,false
institution:260c0fc69149bb41,Intel Corporation,,China,Beijing,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1179ac01dd4eef1f,Jiangnan University,,China,Wuxi,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:23556881bce23bb9,Jiaxing Municipal Public Security Bureau,,China,Jiaxing,other,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d9bedf96789f3033,Jiaxing Vocational Technical College,,China,Jiaxing,other,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:8632718a2c1444c6,Jinan University,,China,Guangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:da7c9e3c3edb12a5,Kunming University of Science and Technology,,China,Kunming,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a28e1611e5e6b8b6,Lanzhou University,,China,Lanzhou,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a3a1d363318e4d61,Liaoning Normal University,,China,Dalian,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b8e44ef51464a97c,Macao Polytechnic University,,China,Macau,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d8d45546142be201,Macau University of Science and Technology,,China,Macau,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:73df77aca515d21a,Merchants Union Consumer Finance Company,,China,Shenzhen,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7b971ad17fd639eb,Microsoft Research Asia,,China,Beijing,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:26db9b197bbb7634,NSFOCUS,,China,Beijing,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:74eb5a7db0242865,Nanchang University,,China,Nanchang,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:64aa68d006c72586,Nanfang College Guangzhou,,China,Guangzhou,other,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:17d17325e0e0dae2,Nanjing University of Aeronautics and Astronautics,,China,Nanjing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0af8b0b3be8e7963,Nanjing University of Information Science and Technology,,China,Nanjing,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:a239b6e2cb8473ef,Nanjing University of Science and Technology,,China,Nanjing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:69a779f3b8d566f6,National Taiwan University,,China,Taipei,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:4b215cd9407fb4b1,National Tsing Hua University,,China,Xinzhu,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b99e56fd55395250,National Yang Ming Chiao Tung University,,China,Hsinchu,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0008285766dcabc7,Northeastern University,,China,Shenyang,university,"东北大学; Northeastern University, China; Northeastern University, Shenyang",repository country-disambiguated aliases,keep,Chinese and country-qualified aliases preserve the China identity; never merge with the US institution. Same-name canonical IDs: institution:ff1a1bc95dbe91a8.,1,1,cross_country_same_name,false
institution:bc1d8b5fba4bc5ff,Northwestern Polytechnical University,,China,Xi’an,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:46e4866d3b2954ab,Peking University,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:6346b1a9c3b5ccd7,Peking University Shenzhen Graduate School,,China,Shenzhen,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:aee00ab2f1fd8132,Peng Cheng Laboratory,,China,Shenzhen,research_unit,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:1ce921cf3475aa52,Pengcheng Laboratory,,China,Shenzhen,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a4cdf5c9d1038c90,Purple Mountain Laboratories,,China,Nanjing,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e64214548d48f667,Qingdao Academy of Intelligent Industries,,China,Qingdao,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:5fbb6e2cbdd4ea21,Renmin University of China,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:a86e3c911036d069,Sangfor Technologies Inc.,,China,Shenzhen,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:f95d5af831e91b94,SenseTime,,China,Shanghai,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:b3d626f58155d650,Shandong University,,China,Jinan,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:cd66beec0fcee918,Shanghai AI Laboratory,,China,Shanghai,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:c107a95b6cb53ac5,Shanghai Artificial Intelligence Laboratory,,China,Shanghai,research_unit,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:9a0d85eff850f04a,Shanghai Innovation Institute,,China,Shanghai,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,,China,Shanghai,university,Shanghai Jiao Tong University,,keep,No local-language or alias-promotion candidate signal.,11,11,none,false
institution:85a4635e28eefe8e,Shanghai Polytechnic University,,China,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:dbc08517e4f1ed6e,Shanghai University,,China,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:caec9d0e5ab5010d,Shanghai University of Electric Power,,China,Shanghai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,,China,Shenzhen,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:ad9c8964d01f80d8,Shenzhen University,,China,Shenzhen,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:498778a17add497f,Shenzhen University of Advanced Technology,,China,Shenzhen,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:4c1e9439f241e5ec,Sichuan University,,China,Chengdu,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:387a46732b927ccd,Sino-Russian Research Center for Digital Economy,,China,Xiamen,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:3e9b289ae248f660,South China University of Technology,,China,Guangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:592f613084a7ca9d,Southeast University,,China,Nanjing,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:5c85faa51cc57a24,Sun Yat-sen University,,China,Guangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,8,8,none,false
institution:3e78e883c14f8bb8,Tencent Youtu Lab,,China,Shanghai,company,,,keep,No local-language or alias-promotion candidate signal.,7,7,none,false
