institution_id,institution_name,country,city,direct_paper_count,mapping_count,author_count,marker_count,alias_count,child_count,parent_id,merge_target,replacement_target,decision,reason,alias_preserved_as,deleted_from_registry,deleted_location,run_id,timestamp
institution:260c0fc69149bb41,Intel Corporation,China,Beijing,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:33f2056ddfd46aaa,International Institute of Information Technology,,,0,0,0,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:118c2f047da4525d,"International Institute of Information Technology, Naya Raipur",India,Naya Raipur,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:541450f1f663948c,ISTI-CNR,Italy,Pisa,1,1,4,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:bc52939c5da8ad98,Jaume I University,España,Castellón de la Plana,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:45d2a7ca48493f42,Jilin Vocational College of Industry and Technology,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:8632718a2c1444c6,Jinan University,China,Guangzhou,3,3,8,4,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:81f79a387128ccac,Khalifa University,United Arab Emirates,Abu Dhabi,3,3,1,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:24b3cd33acdc095d,Kochi University of Technology,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:696e90c102571ea3,Korea AI Safety Institute (AISI),South Korea,Seongnam,1,1,7,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a28e1611e5e6b8b6,Lanzhou University,China,Lanzhou,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:8ca93bff11a3be9e,Leonardo S.p.A.,Italy,Rome,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ab1c5fd351e72f37,Link Campus University,Italy,Rome,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d30e2f168f8ccc03,Loyola University Chicago,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1a36f9f1487a39da,Manipal University Jaipur,India,Dahmi Kalan,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:366058c27e343874,Massachusetts Institute of Technology,United States,Cambridge,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:bef37c90751e824e,Max Planck Institute for Informatics,Germany,Saarbrücken,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ea3bd73e2b506e00,Meta,,,1,1,15,0,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:357dc1b545173dd5,Meta (United States),United States,Menlo Park,0,0,0,2,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a1b609b0fc5c2e23,Miraflow,United States,Kirkland,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:39fbdba5585bb3c4,MIT Lincoln Laboratory,United States,Lexington,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:f04b96a9716ab2f4,Mohamed bin Zayed University of Artificial Intelligence,United Arab Emirates,Abu Dhabi,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:02e0cb0a82c051ec,Monash University,Australia,Melbourne,1,1,1,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ae914839cab3ba03,Monash University Malaysia,Malaysia,Subang Jaya,1,1,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:74eb5a7db0242865,Nanchang University,China,Nanchang,3,3,3,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0af8b0b3be8e7963,Nanjing University of Information Science and Technology,China,Nanjing,4,4,8,4,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:70f74652d14cacde,Nankai University,China,Tianjin,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c111feb812f1a7ed,Nanyang Technological University,Singapore,Singapore,6,6,8,7,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:db8874f9983a5ffd,National Institute of Informatics,Japan,Tokyo,1,1,5,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d4f85059258439dc,National Institute of Technology Silchar,India,Silchar,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:69a779f3b8d566f6,National Taiwan University,China,Taipei,2,2,4,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:70ccb485197bbb6c,National University of Singapore,Singapore,Singapore,5,5,9,6,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:b99e56fd55395250,National Yang Ming Chiao Tung University,China,Hsinchu,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2b91b5917e5279ea,NEC Laboratories America,United States,Princeton,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:fbc0802be3266f6f,Netflix Eyeline Studios,United States,Los Angeles,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:bda289c20f284717,Netherlands Forensic Institute,Netherlands,The Hague,1,1,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c83aeae887827902,New York University,United States,New York,1,1,1,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d1f71b03766ee0a2,Noeon Research,Japan,Tokyo,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0008285766dcabc7,Northeastern University,China,Shenyang,1,1,1,1,3,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:bc1d8b5fba4bc5ff,Northwestern Polytechnical University,China,Xi’an,2,2,8,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c055ca96e505b797,Nottingham Trent University,United Kingdom,Nottingham,2,2,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:26db9b197bbb7634,NSFOCUS,China,Beijing,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0b1cc69a0a28e0c1,NVIDIA AI Technology Center Italy,Italy,Rome,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2e732c4601154ff1,Origin Quantum Computing Technology Company (China),,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4f596f4cb1eacc17,Pegaso Telematic University,,,1,1,2,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e7cbd84466f9202b,Pegaso University,Italy,Naples,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:46e4866d3b2954ab,Peking University,China,Beijing,7,7,10,8,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6346b1a9c3b5ccd7,Peking University Shenzhen Graduate School,China,Shenzhen,1,1,4,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1ce921cf3475aa52,Pengcheng Laboratory,China,Shenzhen,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:64f282fa6abe9403,Peptidream (Japan),,,1,1,4,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4ceaa6cde1782dfd,PLA Information Engineering University,,,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1ee9da20656fd88b,Politecnico di Milano,,,1,1,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:35caf31d5104b996,"Polytechnic Institute of Turin, Turin, Italy",,,0,0,0,0,0,0,,,,ambiguous_duplicate,similar retained canonical institution requires manual review,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,France,Valenciennes,5,5,5,5,2,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6f4241a7694672b8,Princeton University,United States,Princeton,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:90b589325857dff0,Purdue University,United States,West Lafayette,3,3,7,3,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:312d37d9636306c2,Purdue University West Lafayette,,,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a4cdf5c9d1038c90,Purple Mountain Laboratories,China,Nanjing,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c5eade35ea50a856,Queen Mary University of London,United Kingdom,London,2,2,4,2,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2469c3505064216c,Queen's University,Canada,Kingston,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:5fbb6e2cbdd4ea21,Renmin University of China,China,Beijing,5,5,6,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ccbfeb66fb71797e,RIKEN Center for Advanced Intelligence Project,Japan,Tokyo,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:8f8dd64c6339c8ff,Ruhr University Bochum,Germany,Bochum,5,5,11,6,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:33a58a66974db112,Rutgers University,United States,New Brunswick,3,3,2,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:41db7d042136daef,Salesforce Research,United States,San Francisco,2,2,1,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a86e3c911036d069,Sangfor Technologies Inc.,China,Shenzhen,2,2,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:977430a4473aa4b0,Sapienza University of Rome,Italy,Rome,1,1,5,4,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:39263f3dbe1e47f9,Shandong Normal University,,,1,1,2,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:b3d626f58155d650,Shandong University,China,Jinan,2,2,10,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0e65844051a659b1,Shandong University of Science and Technology,,,0,0,0,0,0,0,,,,retained_by_reference,"retained mapping, paper, review, alias, audit, or protection reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c107a95b6cb53ac5,Shanghai Artificial Intelligence Laboratory,China,Shanghai,5,5,19,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:9a0d85eff850f04a,Shanghai Innovation Institute,China,Shanghai,1,1,10,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,China,Shanghai,14,14,29,20,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:07ba242d76aafb0e,Shanghai University of Engineering Science,,,1,1,4,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:11d4e5b507bbbada,Shenzhen MSU-BIT University,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ad9c8964d01f80d8,Shenzhen University,China,Shenzhen,3,3,7,7,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:498778a17add497f,Shenzhen University of Advanced Technology,China,Shenzhen,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,China,Shenzhen,2,2,3,2,0,0,institution:5c85faa51cc57a24,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4c1e9439f241e5ec,Sichuan University,China,Chengdu,4,4,10,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:eefb779b4c760808,Singapore Management University,Singapore,Singapore,2,2,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6dd3ce9e0d5fd1ab,Singapore University of Technology and Design,Singapore,Singapore,1,1,2,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:387a46732b927ccd,Sino-Russian Research Center for Digital Economy,China,Xiamen,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:91d1003beb3bcb91,Skolkovo Institute of Science and Technology,Russia,Moscow,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:cf2639c8e56f6453,Sony AI,Japan,Tokyo,3,3,3,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6688d0d34a3ee58b,Sorbonne University,,,0,0,0,0,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:271362b3e1310a1c,Sorbonne University Abu Dhabi,United Arab Emirates,Abu Dhabi,5,5,2,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3e9b289ae248f660,South China University of Technology,China,Guangzhou,1,1,1,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:592f613084a7ca9d,Southeast University,China,Nanjing,2,2,6,4,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d473cbf12de5fb53,Southwest University,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a202a16ef9383442,St. Petersburg Department of the Steklov Institute of Mathematics,Russia,Saint Petersburg,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ed72534d79b73fac,Stanford University,United States,Stanford University,3,3,3,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d4c79ca44c5dbbbc,Stuttgart Media University,,,1,1,2,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:5c85faa51cc57a24,Sun Yat-sen University,China,Guangzhou,8,8,16,10,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e80b94c605da24ce,Sungkyunkwan University,South Korea,Suwon,4,4,11,6,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3ac6dbcc618a5a6f,Swinburne University of Technology,Australia,Melbourne,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6d607bd40551e45f,Tamkang University,Taiwan,New Taipei City,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:f42de06978b10eb5,Technical University of Munich,Germany,Garching,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:9e5e300bb52918ca,Technion – Israel Institute of Technology,Israel,Haifa,2,2,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:96dc1764e1512d0a,Technology Innovation Institute,United Arab Emirates,Abu Dhabi,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3e78e883c14f8bb8,Tencent Youtu Lab,China,Shanghai,7,7,14,7,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4e140b5268efc364,Texas A&M University,United States,College Station,2,2,5,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",China,Shenzhen,5,6,6,4,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:31f980eaa403801a,The Hong Kong Polytechnic University,China,Hong Kong,2,2,4,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:fa80d3c071c298e1,The Hong Kong University of Science and Technology,China,Hong Kong,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:942667142da716c5,The Hong Kong University of Science and Technology (Guangzhou),,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:404cfa1ef241f359,The University of Hong Kong,China,Hong Kong,4,4,6,4,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1984e5f97afb62d8,The University of Sydney,Australia,Sydney,1,1,1,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:8c45f60c84082063,The University of Tokyo,Japan,Tokyo,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2bec96b8d2c54388,Tianjin University of Science and Technology,China,Tianjin,2,2,1,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:b0b93bb53a8b88c1,Tongji University,China,Yangpu,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:386b7a411f4a3220,Toyota Technological Institute at Chicago,United States,Chicago,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2592e804f95fa542,TrueMedia.org,United States,Seattle,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:230f59b4fb28c236,Tsinghua Shenzhen International Graduate School,China,Shenzhen,1,1,1,1,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4ae45b121fe12e9c,Tsinghua University,China,Beijing,7,7,15,8,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
