paper_id,title,institution_id,canonical_name,mapping_id,authors,location_id,city,region,country,latitude,longitude,review_status,classification,support_source,reason
curated:559269bd486bc1da5115,Comparative Analysis of Custom CNN Architecture and MobileNet for Deepfake Image Detection,institution:78c149de84a6c7d7,Scientific Research Group in Egypt,,Sara Abdelghafar,,Giza,,Egypt,30.00944,31.20861,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:988373de555945528142,"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",institution:a8ed28b9013a59e5,Universiti Putra Malaysia,,Zahra Nazemi Ashani,,Seri Kembangan,,Malaysia,3.03333,101.71667,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:ba0669dd843c9defd483,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,institution:65dbfd1e022f02e2,University of Siena,mapping:4945ab9c5c5ca61d9aa6,Kai Zeng; Niccolò Pancino; Nasrin Malekzadeh Goradel; Mauro Barni; Benedetta Tondi,location:65dbfd1e022f02e2ac68,Siena,Toscany,Italy,43.3191,11.3328,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:cd18fc45f8a86a30aaf6,Complement Face Forensic Detection and Localization with FacialLandmarks,institution:1ba4ddc6758a80c0,Imperial College London,mapping:3501ee2131873289376f,Kritaphat Songsri-in; Stefanos Zafeiriou,location:c0414dc14140882593a8,London,England,United Kingdom,51.4989595,-0.1756407,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:cd18fc45f8a86a30aaf6,Complement Face Forensic Detection and Localization with FacialLandmarks,institution:c3061238f228884c,University of Oulu,mapping:71d4fcceed1fdb841305,Stefanos Zafeiriou,location:05357a64684a69fed04f,Oulu,North Ostrobothnia,Finland,65.0593277,25.4673577,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:425eb6ebf5e06a7836a8,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,institution:69d7dc38d11d5f80,Aristotle University of Thessaloniki,mapping:017c6949dccbe67364a6,Efthymia Amarantidou; Panagiotis C. Petrantonakis,location:447403172a7af23d440f,Thessaloniki,Central Macedonia,Greece,40.63,22.9580556,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:425eb6ebf5e06a7836a8,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,institution:f841aa8a7a0d29aa,Centre for Research and Technology Hellas,mapping:89089f0a56fb7d43cfbe,Christos Koutlis; Symeon Papadopoulos,location:2be8edf081e0c9efdf5d,Thessaloniki,Central Macedonia,Greece,40.64361,22.93086,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:096573f365e37679c445,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,institution:117fcda9a6399108,University of Modena and Reggio Emilia,mapping:7e65c1091ced1db089d8,Federico Cocchi; Marcella Cornia; Lorenzo Baraldi; Rita Cucchiara,location:117fcda9a639910897cc,Modena,Emilia-Romagna,Italy,44.6464,10.925,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:096573f365e37679c445,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,institution:3ec8d9fa829f5777,University of Pisa,mapping:3f1bfe2e63699893ef3f,Lorenzo Baraldi; Federico Cocchi,location:3ec8d9fa829f57771f7d,Pisa,Tuscany,Italy,43.7156,10.4017,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:096573f365e37679c445,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,institution:8ca93bff11a3be9e,Leonardo S.p.A.,mapping:9f4c95817963018924fe,Alessandro Nicolosi,location:8ca93bff11a3be9e7f85,Rome,Lazio,Italy,41.9186,12.4681,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,institution:acd72ce2b88b89b4,Military University Nueva Granada,,Yohanna Rodríguez-Ortega; Dora M. Ballesteros; Diego Renza,,Bogotá,,Colombia,4.60971,-74.08175,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:0895eb11a7610f3973da,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,institution:3d7a55d07b650cfa,Czech Technical University in Prague,mapping:6c20cdd41af5f807c4b5,Jan Franců; Milan Papež; Tomáš Pevný,location:ca71ed66b9eea6aa85bc,Prague,Prague,Czechia,50.1029026,14.3946353,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:b4940a39cbd4a3117473,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,institution:0c014e2f36e84d1b,Indian Institute of Technology Mandi,mapping:7bf77926629238380a6d,Parul Chaudhary; Arnav Bhavsar,location:d787cd26837c5fb7d191,Mandi,Himachal Pradesh,India,31.7063321,76.9385693,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,institution:4a297c8ff1c10795,National Research Council,,Davide Alessandro Coccomini; Fabrizio Falchi; Claudio Gennaro; Giuseppe Amato,,Rome,,Italy,41.89193,12.51133,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,institution:63687b087de658bd,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",,Davide Alessandro Coccomini; Fabrizio Falchi; Claudio Gennaro; Giuseppe Amato,,Pisa,,Italy,43.70853,10.4036,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,institution:65b7ef80da803b27,Consorzio Nazionale Interuniversitario per le Telecomunicazioni,,Roberto Caldelli,,Parma,,Italy,44.79935,10.32618,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:1d3010a3086b0a08317d,Cross-Modal Representation Learning for Diffusion-Generated Image Detection,institution:e721b03b6f6c172d,University of Science and Technology of China,mapping:07a55debb024b7dda236,Tao Gong; Dayong Wang; Qi Chu; Bin Liu; Nenghai Yu,location:e721b03b6f6c172dd7c7,Hefei,Anhui,China,31.8229,117.2808,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:3e94d8fc69e41aade2cc,D <sup>3</sup> QE: Learning Discrete Distribution Discrepancy-Aware Quantization Error for Autoregressive-Generated Image Detection,institution:4ae45b121fe12e9c,Tsinghua University,mapping:9739afc94e1ea0e1d6c5,Yanran Zhang; Bingyao Yu; Yu Zheng; Wenzhao Zheng; Yueqi Duan; L Chen; Jie Zhou; Jiwen Lu,location:4ae45b121fe12e9c10b4,Beijing,Beijing,China,40.0007,116.3267,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:3bd79627ad7e70a28a97,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,institution:6f4241a7694672b8,Princeton University,mapping:896737adaf78be7419b0,Ye Zhu; Olga Russakovsky,location:6f4241a7694672b8f2da,Princeton,New Jersey,United States,40.3431,-74.6551,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:3bd79627ad7e70a28a97,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,institution:f23b95ce92de4591,Wuhan University,mapping:6a55d88321ecc7870793,Yongqi Yang; Zhihao Qian; Yu Wu,location:f23b95ce92de459152b1,Wuhan,Hubei,China,30.5407,114.3603,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:d740749676417c725798,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,institution:3e2e527953176c93,University of Wisconsin-Madison,mapping:7aba3b011bb8da4e6188,Ashish Hooda; Kassem Fawaz; Somesh Jha,location:3e2e527953176c93d518,Madison,Wisconsin,United States,43.0758,-89.4039,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:d740749676417c725798,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,institution:89b9b3962b3327c8,University of Michigan,mapping:731023df404517f7f540,Neal Mangaokar; Ryan Feng; Atul Prakash,location:89b9b3962b3327c86a1c,Ann Arbor,Michigan,United States,42.278,-83.7382,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:5888bece56862fbbfc43,DADP: A Discrepancy-Aware Dual-Path Network for AI-Generated Image Detection,institution:caec9d0e5ab5010d,Shanghai University of Electric Power,mapping:93f3dc614d6a3b32332a,Lin Ma; Hongjiao Li,location:caec9d0e5ab5010d8517,Shanghai,Shanghai,China,31.28184,121.54827,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,institution:9cd15ab643d7131f,Beijing Institute of Graphic Communication,,Lifang Yu,,Beijing,,China,39.907501220703125,116.39723205566406,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,institution:bf6195b78f6dc951,Beijing Jiaotong University,,Rongrong Ni,,Beijing,,China,39.907501220703125,116.39723205566406,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,institution:c3227ed71ef6fcd8,Fujian University of Technology,,Yuxuan Shi; Shaowei Weng,,Fuzhou,,China,26.061389923095703,119.30610656738281,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models,institution:41db7d042136daef,Salesforce Research,mapping:8eea302edcd2c5026979,Ning Yu,location:41db7d042136daef54d0,San Francisco,California,United States,37.7897,-122.396,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models,institution:aea376936c88135b,CISPA Helmholtz Center for Information Security,mapping:3164746a1d18dd1a5518,Zeyang Sha; Zheng Li; Yang Zhang,location:aea376936c88135ba947,Saarbrücken,Saarland,Germany,49.2577,7.0422,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:8ae025d8756e0ff472b0,DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,mapping:936c3f70514d08b06a7e,Jiarui Wang; Huiyu Duan; Juntong Wang; Ziheng Jia; Woo Yi Yang; Xiaorong Zhu; Yu Zhao; Jiaying Qian; Yuke Xing; Guangtao Zhai; Xiongkuo Min,location:fccd5d0ac9cc52f960f2,Shanghai,Shanghai,China,31.0254,121.4331,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:7ed4e932c4dac57d0136,DGS-Net: Distillation-Guided Gradient Surgery for CLIP Fine-Tuning in AI-Generated Image Detection,institution:0af8b0b3be8e7963,Nanjing University of Information Science and Technology,mapping:691e94ea9e61d65691d6,Jiazhen Yan; Ziqiang Li; Boyu Wang; Ziwen He; Zhangjie Fu,location:0af8b0b3be8e7963fda8,Nanjing,Jiangsu,China,32.2072,118.7217,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:7ed4e932c4dac57d0136,DGS-Net: Distillation-Guided Gradient Surgery for CLIP Fine-Tuning in AI-Generated Image Detection,institution:53e6219d595780e3,University of Macau,mapping:9f33e5fd6ace8df181df,Fan Wang,location:53e6219d595780e300c1,Macau,Macau,China,22.1284604,113.5438378,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,institution:73df77aca515d21a,Merchants Union Consumer Finance Company,mapping:e8cc39a588fe0f056d45,Hong Chen,location:73df77aca515d21a8c8d,Shenzhen,Guangdong,China,22.533,113.8985,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,institution:7b971ad17fd639eb,Microsoft Research Asia,mapping:be6f5040098cef042c7c,Jianmin Bao,location:7b971ad17fd639eb8aac,Beijing,Beijing,China,39.979967,116.310281,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,institution:db049bef3a2d25e0,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",mapping:eee47ea69c42e3cf5cd2,Wengang Zhou; Houqiang Li,location:db049bef3a2d25e0aae8,Hefei,Anhui,China,31.827,117.121,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,institution:e721b03b6f6c172d,University of Science and Technology of China,mapping:eabf85fb6bbe00464322,Zhendong Wang; Wengang Zhou; Weilun Wang; Hezhen Hu; Houqiang Li,location:e721b03b6f6c172dd7c7,Hefei,Anhui,China,31.8229,117.2808,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:0b6c1b00c1b39838db42,DNA: Dual-Stage Native Attribution for Generated Image Source Tracing,institution:e721b03b6f6c172d,University of Science and Technology of China,mapping:80a9f1203a7442ef41ad,Chao Wang; Kejiang Chen; Zijin Yang; Yuang Qi; Weiming Zhang; Nenghai Yu,location:e721b03b6f6c172dd7c7,Hefei,Anhui,China,31.8229,117.2808,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:0b6c1b00c1b39838db42,DNA: Dual-Stage Native Attribution for Generated Image Source Tracing,institution:f6342fd457763517,Hefei University of Technology,mapping:722553135b72a21195b4,Yaofei Wang,location:f6342fd457763517e773,Hefei,Anhui,China,31.8467,117.2976,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:198223005280daa8979e,DRAGON: A Large-Scale Dataset of Realistic Images Generated by Diffusion Models,institution:42fcf4ae44e1a706,University of Florence,mapping:385af7da1d15962b8055,Giulia Bertazzini; Daniele Baracchi; Dasara Shullani; Alessandro Piva,location:42fcf4ae44e1a706454c,Florence,Tuscany,Italy,43.7779,11.2591,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:198223005280daa8979e,DRAGON: A Large-Scale Dataset of Realistic Images Generated by Diffusion Models,institution:db8874f9983a5ffd,National Institute of Informatics,mapping:06f775d44df56e36fb71,Isao Echizen,location:db8874f9983a5ffd161c,Tokyo,Tokyo,Japan,35.6997,139.7534,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,institution:73f449eb6a3c05d3,Alibaba Group,mapping:2efb6df384002a81fd04,Baoying Chen; Jishen Zeng; Rui Yang,location:73f449eb6a3c05d327e2,Hangzhou,Zhejiang,China,30.1918037,120.185449,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,mapping:1b0f03b9fcd77f59e49e,Jianquan Yang,location:9ab7959736f7be0d,Shenzhen,Guangdong,China,22.80335,113.95019,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,institution:3ac6dbcc618a5a6f,Swinburne University of Technology,mapping:f264e97942d50cc945a0,Pei‐Wei Tsai,location:3ac6dbcc618a5a6f6ec4,Melbourne,Victoria,Australia,-37.8524032,144.991846,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,institution:9cd15ab643d7131f,Beijing Institute of Graphic Communication,mapping:cbfbce783e85292f8bbe,Lifang Yu,location:9cd15ab643d7131f0019,Beijing,Beijing,China,39.7433927,116.3232041,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,institution:be8fe6da68f67876,Hunan University,mapping:21c6265e24d2d37c8341,Gaobo Yang,location:be8fe6da68f67876f00e,Changsha,Hunan,China,28.183548,112.9413466,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,institution:c3227ed71ef6fcd8,Fujian University of Technology,mapping:40ef105c53ff95a58693,Shaowei Weng; Rui Li,location:c3227ed71ef6fcd8a2b9,Fuzhou,Fujian,China,26.0383264,119.1910378,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,institution:f2c797b53862241e,Changsha Medical University,mapping:d235b2cb80041f4af874,Shaowei Weng,location:f2c797b53862241e942c,Changsha,Hunan,China,28.29722,112.876353,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",mapping:c5d0847afd70a89251c8,Baoyuan Wu,location:5dbb9ac6a407e07971dc,Shenzhen,Guangdong,China,22.6867,114.2117,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,institution:969d6dd2c9cf6a1e,"University of Nevada, Reno",mapping:a43b40b2c7cf28cf7bdb,Ping Liu,location:969d6dd2c9cf6a1e3738,Reno,Nevada,United States,39.5442,-119.8147,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,institution:bf6195b78f6dc951,Beijing Jiaotong University,mapping:a87b2871e0be546b68ea,Chuangchuang Tan; RenShuai Tao; Huan Liu; Yao Zhao; Yunchao Wei,location:bf6195b78f6dc9516f3e,Beijing,Beijing,China,39.959,116.348,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,institution:5757493192522b63,China Electronics Technology Group Corporation,mapping:41d0f97ab0f721d4a541,Linchao Zhang; Siying Zhu,location:5757493192522b63,Beijing,Beijing,China,39.904013,116.296945,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,institution:5c85faa51cc57a24,Sun Yat-sen University,mapping:94fe5f74952dde2feaf9,Kai Li,location:5c85faa51cc57a24f560,Guangzhou,Guangdong,China,23.09959,113.29251,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,institution:9ab7959736f7be0d,Shenzhen Campus of Sun Yat-sen University,mapping:e3466483046fccc31d96,Wei Wang; Wenqi Ren,location:9ab7959736f7be0d,Shenzhen,Guangdong,China,22.80335,113.95019,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,institution:e433baf78e80004b,Zhejiang University,mapping:e795ef358670ff04d29b,Kai Li; Wenqi Ren,location:e433baf78e80004bdaba,Hangzhou,Zhejiang,China,30.3083,120.0867,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:239572598dfae08d563b,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,mapping:073be23fc98bb2897321,Mamadou Keita; Hessen Bougueffa Eutamene; Abdelmalik Taleb-Ahmed,location:1e2fe2432a0897054ff4,Valenciennes,Hauts-de-France,France,50.325,3.511,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:239572598dfae08d563b,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,institution:271362b3e1310a1c,Sorbonne University Abu Dhabi,mapping:d231004f8682296a6907,Abdenour Hadid,location:271362b3e1310a1cc98c,Abu Dhabi,Abu Dhabi,United Arab Emirates,24.4851,54.4126,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:239572598dfae08d563b,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,institution:81f79a387128ccac,Khalifa University,mapping:4fdbb261ca7d8aa5b500,Wassim Hamidouche,location:81f79a387128ccac27fa,Abu Dhabi,Abu Dhabi,United Arab Emirates,24.4692,54.3773,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Deep Fake Image Detection Based on Pairwise Learning,institution:cb66d06bbab6753c,National Pingtung University of Science and Technology,,Chih–Chung Hsu; Yi-Xiu Zhuang,,Pingtung City,Taiwan,China,22.67135,120.48814,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,Deep Fake Image Detection Based on Pairwise Learning,institution:dac00bcd54a7c18f,National United University,,Chia‐Yen Lee,,Miaoli,Taiwan,China,24.56427,120.82367,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:04932cb03f767948ddf4,Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,institution:ef0812aa48e97be6,Reichman University,mapping:72e6480de06989fe821a,Sergey Sinitsa; Ohad Fried,location:9b68dc88d199aa58d2fb,Herzliya,Tel Aviv District,Israel,32.176575,34.835625,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,institution:c27ba6b4c07428cf,University of Southern Denmark,,Minh Anh Huynh,,Odense,,Denmark,55.39594,10.38831,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,institution:e103bc7b785f96fd,University of Coimbra,,Tiago Tamagusko; Matheus Gomes Correia; Adelino Ferreira,,Coimbra,,Portugal,40.20686,-8.41996,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,mapping:599c44d0adaf713862f4,Cuong M. Nguyen,location:1e2fe2432a0897054ff4,Valenciennes,Hauts-de-France,France,50.325,3.511,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,institution:30e93da233b7eeef,Deakin University,mapping:deakin-waurn-ponds-20260827,Saeid Nahavandi,location:bfdefcac4b1b178d6d63,Waurn Ponds,Victoria,Australia,-38.1989397,144.2969971,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,institution:30e93da233b7eeef,Deakin University,mapping:e52721d76b4e36468169,Thanh Thi Nguyen; Dung Tien Nguyen; Duc Thanh Nguyen,location:c33d30d49f30b6f50b13,Burwood,Victoria,Australia,-37.8475136,145.1149474,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,institution:6ed8b18e4c077bfc,Ho Chi Minh City University of Technology (HUTECH),mapping:3ccd22bfe50f3c185660,Thanh Tam Nguyen,location:d8bc59519911b42a60d7,Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.8019,106.7146,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,institution:70691539bab41121,Pusan National University,mapping:ff5a05296dbb2552e5cb,Quoc-Viet Pham,location:8b0d3d78c13255cc8060,Busan,,South Korea,35.2343498,129.0784068,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
