tier,actionability_class,institution_id,canonical_name,active_mapping_count,affected_paper_ids,affected_papers,public_export_status,registry_status,review_status,location_evidence,queue_reason
C_dormant_registry_only,registry_only,institution:cb66d06bbab6753c,National Pingtung University of Science and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:cd743b4a401f4611,University of Mumbai,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:cedf27014e59d7d9,"City University of Hong Kong, Shenzhen Research Institute",0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:cf2e81e79ecee1b8,Istanbul Nisantasi University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d0cac2bc9207e50f,California University of Pennsylvania,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d1de2b99104f99ed,Guangxi Medical University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d31a9474efa16c6c,"Chinese University of Hong Kong, Shenzhen",0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d407d447fe02673c,Sant Gadge Baba Amravati University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d4c5c00e6ef405e5,University of Michigan–Flint,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d6f57909282596fe,Shaqra University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:d8380bce08742d96,University of Plymouth,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:da010bc29a5f87b0,China Aerospace Science and Technology Corporation,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:dac00bcd54a7c18f,National United University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:dd9f67a9f83f9649,Bucknell University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:de4a2849d3de43a3,"University of California, Santa Barbara",0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:dfb7666cf1c6e052,Hefei Comprehensive National Science Center,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
A_public_referenced,A_must_be_actionable,institution:e07792f5cf49ebda,Naval Air Warfare Center Weapons Division,1,curated:60066ef08c2226131085,Detecting GAN Generated Fake Images Using Co-Occurrence Matrices,public_relevant_missing_coordinates,active,pending_review/needs_coordinate_review/needs_coordinate_review,"Naval Air Warfare Center Weapons Division, China Lake, California, USA | China Lake | United States | Focused public review 2026-08-27: Paper explicitly places Arjuna Flenner at NAWCWD, China Lake, California (2019), not Point Mugu. NAVAIR confirms 1 Administration Circle and identifies Building 1 in its public notice. No verified building/address coordinate was obtained; named-feature geocoding returned no match. Base, road and nearby fire-station centroids are rejected.",Actionable location-review row is persisted.
C_dormant_registry_only,registry_only,institution:e0847a88faaa305e,University of Portsmouth,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:e103bc7b785f96fd,University of Coimbra,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:e4ca3896941052d9,Institute for Scientific Interchange,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:e65ac91b19314310,University of Maribor,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:e91675148695594c,Sunway University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ea6661ca99f0c1aa,Beijing Information Science & Technology University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:eb0a1398c50d0281,University Paris-Est Créteil,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ec338d817ec6cd01,Dar Al-Hekma University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:eceea91f3973f1b1,Korea University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ed46151823d63d21,Albany State University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ed58576681c8c7e7,Huazhong Agricultural University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ee1464b6cfe3e064,Tun Hussein Onn University of Malaysia,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f0501582969408c8,Shanghai Customs College,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f29a43c08a37e42f,Technical University of Darmstadt,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f34946305c17c505,Dongguan University of Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f4c98270ae3164c6,Karabük University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f647b4b37bf4515d,Global University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f68896817b1b2d6b,University of Technology Sydney,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f88815962e62ced1,Kadir Has University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f8894017df3dfcc2,University of Galway,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:f904c5dbc038c1df,Heidelberg University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:fb406af2053fceb0,Lund University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:fbe1022dfe93b657,Asia University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:fe8410750f429b37,Nvidia (United States),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ff15b5517923279a,Vietnam National University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
