paper_id,title,field,authoritative_source,canonical_normalization_rule,expected_public_representation,blank_allowed,intentional_display_transformation,source_value,admin_value,public_papers_value,public_map_values,classification,pipeline_layer,details
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"Yikun Ji, Yan Hong, Qi Fan, Jun Lan, Huijia Zhu, Weiqiang Wang, Liqing Zhang, Jianfu Zhang","[""yikun ji, yan hong, qi fan, jun lan, huijia zhu, weiqiang wang, liqing zhang, jianfu zhang""]","[""yikun ji"",""yan hong"",""qi fan"",""jun lan"",""huijia zhu"",""weiqiang wang"",""liqing zhang"",""jianfu zhang""]","[""[\""yikun ji\"",\""yan hong\"",\""qi fan\"",\""jun lan\"",\""huijia zhu\"",\""weiqiang wang\"",\""liqing zhang\"",\""jianfu zhang\""]""]",DISPLAY_ONLY,Admin→public author presentation,Equivalent ordered author text uses different list delimiters.
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,International Conference on Learning Representations,international conference on learning representations,international conference on learning representations,"[""international conference on learning representations""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,manual,manual,manual,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,manual,manual,manual,"[""manual""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,manually_added,"[""manually_added""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:fccd5d0ac9cc52f9"",""shanghai jiao tong university"",[""yikun ji"",""qi fan"",""liqing zhang"",""jianfu zhang""]],[""institution:5a28a1a99a417ba5"",""ant group"",[""yikun ji"",""yan hong"",""jun lan"",""huijia zhu"",""weiqiang wang""]]]","[[""institution:fccd5d0ac9cc52f9"",""shanghai jiao tong university"",[""yikun ji"",""qi fan"",""liqing zhang"",""jianfu zhang""]],[""institution:5a28a1a99a417ba5"",""ant group"",[""yikun ji"",""yan hong"",""jun lan"",""huijia zhu"",""weiqiang wang""]]]","[""[[\""institution:fccd5d0ac9cc52f9\"",\""shanghai jiao tong university\"",[\""yikun ji\"",\""qi fan\"",\""liqing zhang\"",\""jianfu zhang\""]],[\""institution:5a28a1a99a417ba5\"",\""ant group\"",[\""yikun ji\"",\""yan hong\"",\""jun lan\"",\""huijia zhu\"",\""weiqiang wang\""]]]""]",CONSISTENT,,
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""huijia zhu"",[""institution:5a28a1a99a417ba5""]],[""jianfu zhang"",[""institution:fccd5d0ac9cc52f9""]],[""jun lan"",[""institution:5a28a1a99a417ba5""]],[""liqing zhang"",[""institution:fccd5d0ac9cc52f9""]],[""qi fan"",[""institution:fccd5d0ac9cc52f9""]],[""weiqiang wang"",[""institution:5a28a1a99a417ba5""]],[""yan hong"",[""institution:5a28a1a99a417ba5""]],[""yikun ji"",[""institution:5a28a1a99a417ba5"",""institution:fccd5d0ac9cc52f9""]]]","[[""huijia zhu"",[""institution:5a28a1a99a417ba5""]],[""jianfu zhang"",[""institution:fccd5d0ac9cc52f9""]],[""jun lan"",[""institution:5a28a1a99a417ba5""]],[""liqing zhang"",[""institution:fccd5d0ac9cc52f9""]],[""qi fan"",[""institution:fccd5d0ac9cc52f9""]],[""weiqiang wang"",[""institution:5a28a1a99a417ba5""]],[""yan hong"",[""institution:5a28a1a99a417ba5""]],[""yikun ji"",[""institution:5a28a1a99a417ba5"",""institution:fccd5d0ac9cc52f9""]]]","[""[[\""huijia zhu\"",[\""institution:5a28a1a99a417ba5\""]],[\""jianfu zhang\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""jun lan\"",[\""institution:5a28a1a99a417ba5\""]],[\""liqing zhang\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""qi fan\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""weiqiang wang\"",[\""institution:5a28a1a99a417ba5\""]],[\""yan hong\"",[\""institution:5a28a1a99a417ba5\""]],[\""yikun ji\"",[\""institution:5a28a1a99a417ba5\"",\""institution:fccd5d0ac9cc52f9\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:fccd5d0ac9cc52f960f2"",""location:5a28a1a99a417ba5e640""]","[""location:fccd5d0ac9cc52f960f2"",""location:5a28a1a99a417ba5e640""]","[""[\""location:fccd5d0ac9cc52f960f2\""]"",""[\""location:5a28a1a99a417ba5e640\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:c495f498c11dab35ecbc,curated:c495f498c11dab35ecbc,curated:c495f498c11dab35ecbc,[],CONSISTENT,,
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,falcon-net: feature aggregation of local patterns for ai-generated image detection,falcon-net: feature aggregation of local patterns for ai-generated image detection,[],DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Dengyong Zhang; Miao Hu; Jiaxin Chen; Changsheng Chen; Jin Wang; Yun Song; Gaobo Yang; Xin Liao; Xiangling Ding,"[""dengyong zhang"",""miao hu"",""jiaxin chen"",""changsheng chen"",""jin wang"",""yun song"",""gaobo yang"",""xin liao"",""xiangling ding""]","[""dengyong zhang"",""miao hu"",""jiaxin chen"",""changsheng chen"",""jin wang"",""yun song"",""gaobo yang"",""xin liao"",""xiangling ding""]",[],DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,[],DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,IEEE Transactions on Information Forensics and Security,ieee transactions on information forensics and security,ieee transactions on information forensics and security,[],DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,journal,journal,journal,[],CONSISTENT,,
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1109/tifs.2026.3683286,10.1109/tifs.2026.3683286,10.1109/tifs.2026.3683286,[],DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,[],DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]",[],DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,[],DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,[],DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,manually_confirmed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:6bdc62fb06ac696f"",""changsha university of science and technology"",[]],[""institution:11d4e5b507bbbada"",""shenzhen msu-bit university"",[]],[""institution:42d2e85e0328361b"",""hunan university of science and technology"",[]],[""institution:be8fe6da68f67876"",""hunan university"",[]]]","[[""institution:6bdc62fb06ac696f"",""changsha university of science and technology"",[]],[""institution:11d4e5b507bbbada"",""shenzhen msu-bit university"",[]],[""institution:42d2e85e0328361b"",""hunan university of science and technology"",[]],[""institution:be8fe6da68f67876"",""hunan university"",[]]]",[],CONSISTENT,,
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""changsheng chen"",[""institution:11d4e5b507bbbada""]],[""dengyong zhang"",[""institution:6bdc62fb06ac696f""]],[""gaobo yang"",[""institution:be8fe6da68f67876""]],[""jiaxin chen"",[""institution:6bdc62fb06ac696f""]],[""jin wang"",[""institution:42d2e85e0328361b""]],[""miao hu"",[""institution:6bdc62fb06ac696f""]],[""xiangling ding"",[""institution:42d2e85e0328361b""]],[""xin liao"",[""institution:be8fe6da68f67876""]],[""yun song"",[""institution:6bdc62fb06ac696f""]]]","[[""changsheng chen"",[""institution:11d4e5b507bbbada""]],[""dengyong zhang"",[""institution:6bdc62fb06ac696f""]],[""gaobo yang"",[""institution:be8fe6da68f67876""]],[""jiaxin chen"",[""institution:6bdc62fb06ac696f""]],[""jin wang"",[""institution:42d2e85e0328361b""]],[""miao hu"",[""institution:6bdc62fb06ac696f""]],[""xiangling ding"",[""institution:42d2e85e0328361b""]],[""xin liao"",[""institution:be8fe6da68f67876""]],[""yun song"",[""institution:6bdc62fb06ac696f""]]]",[],DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,[],[],[],MISSING_OPTIONAL,confirmed locations→map/frontend,No map-eligible location ID is available.
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:c420495aae5c20e0ea2a,curated:c420495aae5c20e0ea2a,curated:c420495aae5c20e0ea2a,"[""curated:c420495aae5c20e0ea2a""]",CONSISTENT,,
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,fanb-net: frequency-awared attention and noise-injected boosting for ai-generated image detection,fanb-net: frequency-awared attention and noise-injected boosting for ai-generated image detection,"[""fanb-net: frequency-awared attention and noise-injected boosting for ai-generated image detection""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"Jiacai Guo, Zili Xu, Jianjie Luo, Lap-Kei Lee, Fu Lee Wang, Zhenguo Yang","[""jiacai guo, zili xu, jianjie luo, lap-kei lee, fu lee wang, zhenguo yang""]","[""jiacai guo"",""zili xu"",""jianjie luo"",""lap-kei lee"",""fu lee wang"",""zhenguo yang""]","[""[\""jiacai guo\"",\""zili xu\"",\""jianjie luo\"",\""lap-kei lee\"",\""fu lee wang\"",\""zhenguo yang\""]""]",DISPLAY_ONLY,Admin→public author presentation,Equivalent ordered author text uses different list delimiters.
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,,international conference on multimedia modeling,international conference on multimedia modeling,"[""international conference on multimedia modeling""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1007/978-981-95-6960-1_26,10.1007/978-981-95-6960-1_26,10.1007/978-981-95-6960-1_26,"[""10.1007/978-981-95-6960-1_26""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,manually_confirmed,"[""manually_confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:8fe72087521e285a"",""guangdong university of technology"",[""jiacai guo"",""zili xu"",""jianjie luo"",""zhenguo yang""]],[""institution:e1fcb46488c800ef"",""hong kong metropolitan university"",[""lap-kei lee"",""fu lee wang""]]]","[[""institution:8fe72087521e285a"",""guangdong university of technology"",[""jiacai guo"",""zili xu"",""jianjie luo"",""zhenguo yang""]],[""institution:e1fcb46488c800ef"",""hong kong metropolitan university"",[""lap-kei lee"",""fu lee wang""]]]","[""[[\""institution:8fe72087521e285a\"",\""guangdong university of technology\"",[\""jiacai guo\"",\""zili xu\"",\""jianjie luo\"",\""zhenguo yang\""]],[\""institution:e1fcb46488c800ef\"",\""hong kong metropolitan university\"",[\""lap-kei lee\"",\""fu lee wang\""]]]""]",CONSISTENT,,
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""fu lee wang"",[""institution:e1fcb46488c800ef""]],[""jiacai guo"",[""institution:8fe72087521e285a""]],[""jianjie luo"",[""institution:8fe72087521e285a""]],[""lap-kei lee"",[""institution:e1fcb46488c800ef""]],[""zhenguo yang"",[""institution:8fe72087521e285a""]],[""zili xu"",[""institution:8fe72087521e285a""]]]","[[""fu lee wang"",[""institution:e1fcb46488c800ef""]],[""jiacai guo"",[""institution:8fe72087521e285a""]],[""jianjie luo"",[""institution:8fe72087521e285a""]],[""lap-kei lee"",[""institution:e1fcb46488c800ef""]],[""zhenguo yang"",[""institution:8fe72087521e285a""]],[""zili xu"",[""institution:8fe72087521e285a""]]]","[""[[\""fu lee wang\"",[\""institution:e1fcb46488c800ef\""]],[\""jiacai guo\"",[\""institution:8fe72087521e285a\""]],[\""jianjie luo\"",[\""institution:8fe72087521e285a\""]],[\""lap-kei lee\"",[\""institution:e1fcb46488c800ef\""]],[\""zhenguo yang\"",[\""institution:8fe72087521e285a\""]],[\""zili xu\"",[\""institution:8fe72087521e285a\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:8fe72087521e285a8c05"",""location:e1fcb46488c800ef3179""]","[""location:8fe72087521e285a8c05"",""location:e1fcb46488c800ef3179""]","[""[\""location:8fe72087521e285a8c05\""]"",""[\""location:e1fcb46488c800ef3179\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:773aa77291d6869eaad8,curated:773aa77291d6869eaad8,curated:773aa77291d6869eaad8,"[""curated:773aa77291d6869eaad8""]",CONSISTENT,,
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,fast and generalizable ai-generated image detection via model-agnostic feature reconstruction,fast and generalizable ai-generated image detection via model-agnostic feature reconstruction,"[""fast and generalizable ai-generated image detection via model-agnostic feature reconstruction""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Qinghui He; Haifeng Zhang; Bo Liu; Yang Wei,"[""qinghui he"",""haifeng zhang"",""bo liu"",""yang wei""]","[""qinghui he"",""haifeng zhang"",""bo liu"",""yang wei""]","[""[\""qinghui he\"",\""haifeng zhang\"",\""bo liu\"",\""yang wei\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,International Joint Conference on Artificial Intelligence,international joint conference on artificial intelligence,international joint conference on artificial intelligence,"[""international joint conference on artificial intelligence""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
