map_record_id,canonical_paper_identity,title,year,institution,institution_id,institution_source,latitude,longitude,in_scope,publication_type,venue_type,venue_id,venue_label,trace_result
openalex-candidate-919d3c2bcfbdb403,openalex:https://openalex.org/w7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,"Institute of Information Engineering, Chinese Academy of Sciences",institution:cee70184073782c7,automatic_fallback,39.9075,116.39723,True,journal,journal,venue:ieee-transactions-on-multimedia:main,Journal · IEEE Transactions on Multimedia,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6c5a75ed23ddbadc,openalex:https://openalex.org/w7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,"Institute of Computing Technology, Chinese Academy of Sciences",institution:e278f75918ccf8a7,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-multimedia:main,Journal · IEEE Transactions on Multimedia,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5918fb9e10c6e4b8,openalex:https://openalex.org/w7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,Hangzhou Dianzi University,institution:07d62a903f84afcd,automatic_fallback,30.293649673461914,120.16142272949219,True,journal,journal,venue:ieee-transactions-on-multimedia:main,Journal · IEEE Transactions on Multimedia,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-bc2429c5c07a5755,openalex:https://openalex.org/w4417166521,E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2025,Dongguan University of Technology,institution:f34946305c17c505,automatic_fallback,23.017969131469727,113.7486572265625,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d3328b56f74ed8cc,openalex:https://openalex.org/w7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,Nanfang Hospital,institution:b097d001d1031333,automatic_fallback,23.116670608520508,113.25,True,journal,journal,venue:sensors:main,Journal · Sensors,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-e297a4042c91484d,openalex:https://openalex.org/w7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,Gachon University,institution:6beb2f6c52d3f30c,automatic_fallback,37.43861,127.13778,True,journal,journal,venue:sensors:main,Journal · Sensors,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b8c048d2bb06f247,openalex:https://openalex.org/w7164298589,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,2026,Jahangirnagar University,institution:b6af627e10ca7fed,automatic_fallback,23.710399627685547,90.40744018554688,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-17d580ff48497e58,openalex:https://openalex.org/w4408356108,ReTD: Reconstruction-Based Traceability Detection for Generated Images,2025,Institute of Information Engineering,institution:9aae8d70d2d6eed8,automatic_fallback,39.907501220703125,116.39723205566406,True,conference,conference,venue:ieee-international-conference-on-acoustics-speech-and-signal-processing:main,Conference · IEEE International Conference on Acoustics Speech and Signal Processing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-a2ce78bcd5bb38d6,openalex:https://openalex.org/w4409367167,C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,2025,Yanshan University,institution:c5810afc25d178a5,automatic_fallback,39.9410400390625,119.58936309814453,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-e7076d34d18cd4c5,openalex:https://openalex.org/w4409367167,C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,2025,"Chinese University of Hong Kong, Shenzhen",institution:d31a9474efa16c6c,automatic_fallback,22.68784523010254,114.20993041992188,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2e38546bdad915a5,openalex:https://openalex.org/w4413145584,OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,University of Southampton,institution:a0c3927e4ddb3a39,automatic_fallback,50.90395,-1.40428,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b09b2a90b0de5f28,openalex:https://openalex.org/w4413145584,OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,Harbin Institute of Technology,institution:fe438b1c7662476f,automatic_fallback,45.75,126.6500015258789,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-c7a9ed2c288b1391,openalex:https://openalex.org/w4413146372,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,Peking University,institution:46e4866d3b2954ab,automatic_fallback,39.9075,116.39723,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-aa2022c6d0caa8a2,openalex:https://openalex.org/w4413146055,CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by AI,2025,Sony Corporation (United States),institution:711cae4423807c6b,automatic_fallback,40.717281341552734,-74.00550079345703,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6ba2d3f176bf7300,openalex:https://openalex.org/w4413146055,CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by AI,2025,Rutgers Sexual and Reproductive Health and Rights,institution:5f79f83ab8fc51d6,automatic_fallback,52.08233642578125,5.117863178253174,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-67df04fbd008401e,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Institute for Advanced Study,institution:abb12d6634e39767,automatic_fallback,52.491519927978516,13.276505470275879,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-787bf5e703e8baa7,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Zhejiang University,institution:e433baf78e80004b,automatic_fallback,30.29365,120.16142,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b869c4cbd105bd63,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Alibaba Group (China),institution:cc0b303e1e182195,automatic_fallback,30.29365,120.16142,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f3b81a41297debcc,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Vi Technology (United States),institution:14759ade48411164,automatic_fallback,32.95664596557617,-96.71497344970703,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-25018a98e35b0b3b,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Megvii (China),institution:5e1b887e28ecec3a,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-4cf5006b59bb9f1e,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Zhejiang Lab,institution:2f8c9f8f9209013d,automatic_fallback,30.271240234375,119.96514892578125,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-a20705bf89a876c7,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,ShangHai JiAi Genetics & IVF Institute,institution:04e9c5bce6738166,automatic_fallback,31.211912155151367,121.48272705078125,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-adbae163f891d223,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,Shanghai Artificial Intelligence Laboratory,institution:c107a95b6cb53ac5,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-eeca6a851cd66fb5,openalex:https://openalex.org/w4415343382,Aigi-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,2025,Tencent (China),institution:a992a0408381afc7,automatic_fallback,22.54554,114.0683,True,conference,conference,venue:iccv:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ac875fc3866340eb,openalex:https://openalex.org/w7160128830,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,2025,Microsoft (United States),institution:9e1ab9137907fdce,automatic_fallback,47.67399,-122.12151,True,conference,conference,venue:iccv:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b592fe539708d9a4,openalex:https://openalex.org/w7160128830,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,2025,Microsoft Research (United Kingdom),institution:330ddee32a318616,automatic_fallback,52.19491958618164,0.13490499556064606,True,conference,conference,venue:iccv:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-14fd0a26117cf71b,openalex:https://openalex.org/w4414903171,LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,Beihang University,institution:f336b3005794930b,automatic_fallback,39.9075,116.39723,True,preprint,preprint,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-bf82bd2badee947a,openalex:https://openalex.org/w4414903171,LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,Beijing Academy of Artificial Intelligence,institution:985443a2d7239406,automatic_fallback,39.99357223510742,116.3315200805664,True,preprint,preprint,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-e0b769e76fa2e1a5,openalex:https://openalex.org/w4414903171,LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,Shanghai Artificial Intelligence Laboratory,institution:c107a95b6cb53ac5,automatic_fallback,31.222219467163086,121.45806121826172,True,preprint,preprint,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-e0b2b9196a6705c5,openalex:https://openalex.org/w7131117798,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,"Institute of Information Engineering, Chinese Academy of Sciences",institution:cee70184073782c7,automatic_fallback,39.9075,116.39723,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-452f2bb3c9879715,openalex:https://openalex.org/w7131117798,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,Institute of Information Engineering,institution:9aae8d70d2d6eed8,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-35b487cf0a750d96,openalex:https://openalex.org/w4408355373,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,Alibaba Group (United States),institution:cf0b2fc7cd1b6b67,automatic_fallback,37.55870819091797,-122.3250732421875,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-eced2038e5ce940f,openalex:https://openalex.org/w4408355373,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,Zhejiang University of Technology,institution:9b91aedca1273b56,automatic_fallback,30.293649673461914,120.16142272949219,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b991d5dd58baf382,openalex:https://openalex.org/w4406657393,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,Innovation Team (China),institution:b8150f32ccd21738,automatic_fallback,22.363998413085938,114.1185302734375,True,journal,journal,venue:ieee-internet-of-things-journal:main,Journal · IEEE Internet of Things Journal,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-98ffdb4796e3ac34,openalex:https://openalex.org/w4406657393,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,Beijing Information Science & Technology University,institution:ea6661ca99f0c1aa,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-internet-of-things-journal:main,Journal · IEEE Internet of Things Journal,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ad4931172a3a8b10,openalex:https://openalex.org/w4415187215,HRR: Hierarchical retrospection refinement for generated image detection,2026,Huazhong University of Science and Technology,institution:e540a2485c3e954f,automatic_fallback,30.58333,114.26667,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-39b4e03faec6a6f1,openalex:https://openalex.org/w4415187215,HRR: Hierarchical retrospection refinement for generated image detection,2026,Tsinghua University,institution:4ae45b121fe12e9c,automatic_fallback,39.9075,116.39723,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-7d20ed781c0382f5,openalex:https://openalex.org/w4415187215,HRR: Hierarchical retrospection refinement for generated image detection,2026,Wuhan Business University,institution:69152a620553f03a,automatic_fallback,30.583330154418945,114.26667022705078,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-334212e8d15b7352,openalex:https://openalex.org/w4415187215,HRR: Hierarchical retrospection refinement for generated image detection,2026,Huazhong Agricultural University,institution:ed58576681c8c7e7,automatic_fallback,30.583330154418945,114.26667022705078,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-69b6cc25d8a5670e,openalex:https://openalex.org/w4416260579,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,Torrens University Australia,institution:e58a37a2924e1779,automatic_fallback,-34.927703857421875,138.60400390625,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-4509b84439624582,openalex:https://openalex.org/w4416260579,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,Qilu University of Technology,institution:77fb2ba62b721cd6,automatic_fallback,36.668331146240234,116.99722290039062,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-c6b33fd930b71a45,openalex:https://openalex.org/w4416260579,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,Shandong Academy of Sciences,institution:932fb42ad74deeea,automatic_fallback,36.668331146240234,116.99722290039062,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d58759107c8e4179,openalex:https://openalex.org/w4416260579,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,Wuhan Institute of Technology,institution:cdde929ea128594e,automatic_fallback,30.583330154418945,114.26667022705078,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-4a516cc1ca95d8a3,openalex:https://openalex.org/w4417052422,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,2025,Centre for Research and Technology Hellas (CERTH),institution:f841aa8a7a0d29aa,automatic_fallback,40.64360809326172,22.93086051940918,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-a476e2ac4895a63d,openalex:https://openalex.org/w7138458380,Explainable Synthetic Image Detection Through Diffusion Timestep Ensembling,2026,Ministry of Education,institution:8b4ead1dd8198300,automatic_fallback,42.446346282958984,19.263551712036133,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5c162b028d7360e0,openalex:https://openalex.org/w3034577585,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,"University of California, Berkeley",institution:be74dcf5d0cb77ea,automatic_fallback,37.87159,-122.27275,True,conference,conference,venue:cvpr:main,Conference · IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5fda634ec5bf4313,openalex:https://openalex.org/w3034577585,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,Adobe Systems (United States),institution:a3c0c022b00a11a5,automatic_fallback,37.330989837646484,-121.89387512207031,True,conference,conference,venue:cvpr:main,Conference · IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-47fe7ee951179c82,openalex:https://openalex.org/w3034577585,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,University of Michigan,institution:89b9b3962b3327c8,automatic_fallback,42.27756,-83.74088,True,conference,conference,venue:cvpr:main,Conference · IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d5b1b2876e40ea95,openalex:https://openalex.org/w3034864980,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,Fraunhofer Institute for Industrial Mathematics,institution:42c60ebb24e9f839,automatic_fallback,49.443,7.77161,True,journal,journal,venue:opus-hso-offenburg-university-of-applied-sciences:main,Journal · Opus-HSO (Offenburg University of Applied Sciences),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-86a1fb2c93aaf3d2,openalex:https://openalex.org/w3034864980,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,University of Mannheim,institution:957fef132942e033,automatic_fallback,49.483924865722656,8.462201118469238,True,journal,journal,venue:opus-hso-offenburg-university-of-applied-sciences:main,Journal · Opus-HSO (Offenburg University of Applied Sciences),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-26212c5f9ae7c528,openalex:https://openalex.org/w3034864980,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,automatic_fallback,48.47377014160156,7.944950103759766,True,journal,journal,venue:opus-hso-offenburg-university-of-applied-sciences:main,Journal · Opus-HSO (Offenburg University of Applied Sciences),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-e2c5539234db7f18,openalex:https://openalex.org/w2985484909,Fourier Spectrum Discrepancies in Deep Network Generated Images,2019,Georgia Institute of Technology,institution:c2dab080fa856716,automatic_fallback,33.749,-84.38798,True,preprint,preprint,venue:arxiv:main,Preprint · arXiv,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-bbd1468e148a21a0,openalex:https://openalex.org/w3187526215,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,University of Mannheim,institution:957fef132942e033,automatic_fallback,49.483924865722656,8.462201118469238,True,conference,conference,venue:thirtieth-international-joint-conference-on-artificial-intelligence:main,Conference · Thirtieth International Joint Conference on Artificial Intelligence,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-997b7cada0cd13b8,openalex:https://openalex.org/w3196551054,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,2022,Samsung SDS (South Korea),institution:49700da520d8842b,automatic_fallback,37.566001892089844,126.97840118408203,True,conference,conference,venue:wacv:main,Conference · IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d4d6a97b6ac2d044,openalex:https://openalex.org/w3196551054,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,2022,Chung-Ang University,institution:8ee530c781dde9f8,automatic_fallback,37.566,126.9784,True,conference,conference,venue:wacv:main,Conference · IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-861d4997903e301b,openalex:https://openalex.org/w4390191016,Detecting Images Generated by Deep Diffusion Models using their Local Intrinsic Dimensionality,2023,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,automatic_fallback,48.47377014160156,7.944950103759766,True,conference,conference,venue:ieee-cvf-international-conference-on-computer-vision:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCVW),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2b7ef5cab0f79dbf,openalex:https://openalex.org/w4388002730,Exposing fake images generated by text-to-image diffusion models,2023,Chongqing University of Posts and Telecommunications,institution:7e10613327a4e264,automatic_fallback,29.560260772705078,106.55770874023438,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f4461dd110d286dd,openalex:https://openalex.org/w4388002730,Exposing fake images generated by text-to-image diffusion models,2023,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ae35df129a4a0210,openalex:https://openalex.org/w4388002730,Exposing fake images generated by text-to-image diffusion models,2023,Wuhan University,institution:f23b95ce92de4591,automatic_fallback,30.583330154418945,114.26667022705078,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d93540d41f9dfe0f,openalex:https://openalex.org/w4398184526,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,University of Pisa,institution:3ec8d9fa829f5777,automatic_fallback,43.70853,10.4036,True,journal,journal,venue:acm-transactions-on-multimedia-computing-communications-and-applications:main,Journal · ACM Transactions on Multimedia Computing Communications and Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-fbd1b4e712a1770e,openalex:https://openalex.org/w4398184526,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,University of Florence,institution:42fcf4ae44e1a706,automatic_fallback,43.77925,11.24626,True,journal,journal,venue:acm-transactions-on-multimedia-computing-communications-and-applications:main,Journal · ACM Transactions on Multimedia Computing Communications and Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6ce9f14d551acdd7,openalex:https://openalex.org/w4398184526,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,Institute of Informatics and Telematics,institution:4275f5190441c4cc,automatic_fallback,43.718841552734375,10.425210952758789,True,journal,journal,venue:acm-transactions-on-multimedia-computing-communications-and-applications:main,Journal · ACM Transactions on Multimedia Computing Communications and Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f8db40a7c441cf96,openalex:https://openalex.org/w4393379633,Unsupervised Generative Fake Image Detector,2024,Nanjing University of Science and Technology,institution:a239b6e2cb8473ef,automatic_fallback,32.061668395996094,118.77777862548828,True,journal,journal,venue:ieee-transactions-on-circuits-and-systems-for-video-technology:main,Journal · IEEE Transactions on Circuits and Systems for Video Technology,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6fc370d5df6774bc,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,Zhengzhou University of Science and Technology,institution:5d8853c0a593d41c,automatic_fallback,34.75777816772461,113.64861297607422,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-fd1ee43f4c5a3cbc,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,Institute of Information Engineering,institution:9aae8d70d2d6eed8,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2d981a019350f6f7,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,State Key Laboratory of Information Security,institution:8ac3b059e7b70054,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d08a59071a5ce658,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,Hangzhou Dianzi University,institution:07d62a903f84afcd,automatic_fallback,30.293649673461914,120.16142272949219,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f14a062d1d09f540,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,Nanjing University of Science and Technology,institution:a239b6e2cb8473ef,automatic_fallback,32.061668395996094,118.77777862548828,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f7c71d6638e67c20,openalex:https://openalex.org/w4395447483,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,University of South Wales,institution:8051e5f39b55dde4,automatic_fallback,51.6021,-3.34211,True,journal,journal,venue:ieee-access:main,Journal · IEEE Access,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d57eaa91b9cb67b6,openalex:https://openalex.org/w4391433395,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,venue:expert-systems-with-applications:main,Journal · Expert Systems with Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-a661437e33b89fb1,openalex:https://openalex.org/w4391433395,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,University at Buffalo,institution:4f85329e76bc9454,automatic_fallback,42.88645,-78.87837,True,journal,journal,venue:expert-systems-with-applications:main,Journal · Expert Systems with Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5728035d66086141,openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,Institute for Research in Fundamental Sciences,institution:23824a2aff1dfd72,automatic_fallback,35.810001373291016,51.470001220703125,True,conference,conference,venue:iranian-3rd-international-machine-vision-and-image-processing-conference:main,Conference · Iranian/3rd International Machine Vision and Image Processing Conference (MVIP),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-666900f99f017750,openalex:https://openalex.org/w4405945632,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,Indian Institute of Science Bangalore,institution:44f01b033a0b3ac2,automatic_fallback,13.02127456665039,77.56576538085938,True,conference,conference,venue:indian-conference-on-computer-vision-graphics-and-image-processing:main,Conference · Indian Conference on Computer Vision Graphics and Image Processing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-3990eb28063ab061,openalex:https://openalex.org/w4402594796,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,Sapienza University of Rome,institution:977430a4473aa4b0,automatic_fallback,41.89193,12.51133,True,conference,conference,venue:ieee-international-conference-on-advanced-video-and-signal-based-surveillance:main,Conference · IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS),valid baseline-only marker absent from current partial source snapshot
