taxonomy_id,paper_id,title,year,doi,arxiv_id,openalex_url,tasks,image_scopes,research_types,tasks_status,tasks_review_reason,tasks_evidence_tier,tasks_evidence_source,tasks_evidence_excerpt,image_scopes_status,image_scopes_review_reason,image_scopes_evidence_tier,image_scopes_evidence_source,image_scopes_evidence_excerpt,research_types_status,research_types_review_reason,research_types_evidence_tier,research_types_evidence_source,research_types_evidence_excerpt,taxonomy_status,audited_at
paper_id:curated:4b406d0cf578db643214,curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2026,10.48550/arxiv.2405.20112,2405.20112,https://openalex.org/W4399252995,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"In this paper, we propose a training-free method to distinguish between real and AI-generated images.",reviewed,2026-09-04
paper_id:curated:91645e26cfd2c499fbcc,curated:91645e26cfd2c499fbcc,Robustness of AI-Art Detectors Under Generator Shift,2026,10.31979/etd.tyr2-z2ce,2608.11643,https://openalex.org/W7171930512,detection,fully_generated,dataset;analysis_study,reviewed,,reused_audit+abstract,openalex,Robustness of AI-Art Detectors Under Generator Shift,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2608.11643,The study constructs and evaluates a Stable Diffusion 3.5 text-to-image artwork corpus against human artwork.,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2608.11643,"The work constructs a 10,000-image SD3.5m artwork dataset and analyzes detector robustness under generator shift; it does not introduce a detector.",reviewed,2026-09-04
paper_id:curated:e239bf15b520c1f8c9e9,curated:e239bf15b520c1f8c9e9,SAIDO: Generalizable Detection of AI-Generated Images via Scene-Aware and Importance-Guided Dynamic Optimization in Continual Learning,2026,,2512.00539,,detection,fully_generated,method,reviewed,,reused_audit+abstract,manual,SAIDO: Generalizable Detection of AI-Generated Images via Scene-Aware and Importance-Guided Dynamic Optimization in Continual Learning,reviewed,,reused_audit+abstract,manual,SAIDO: Generalizable Detection of AI-Generated Images via Scene-Aware and Importance-Guided Dynamic Optimization in Continual Learning,reviewed,,reused_audit+abstract,manual,"To address this issue, we propose a Scene-Aware and Importance-Guided Dynamic Optimization detection framework with continual learning (SAIDO).",reviewed,2026-09-04
paper_id:curated:beb92721c8ba0d0c4231,curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,2026,10.48550/arxiv.2512.12982,2512.12982,https://openalex.org/W4417453606,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,reviewed,,reused_audit+abstract,openalex,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,reviewed,,reused_audit+abstract,openalex,"To address these challenges, we propose Generator-Aware Prototype Learning (GAPL), a framework that constrain representation with a structured learning paradigm.",reviewed,2026-09-04
paper_id:curated:30e9d5841614f6303c5a,curated:30e9d5841614f6303c5a,SciFigDetect: A Benchmark for AI-Generated Scientific Figure Detection,2026,,2604.08211,https://openalex.org/W7153340200,detection,fully_generated,dataset;benchmark;analysis_study,reviewed,,authoritative_abstract,https://arxiv.org/abs/2604.08211,"Modern multimodal generators can now produce scientific figures at near-publishable quality, creating a new challenge for visual forensics and research integrity. Unlike conventional AI-generated natural images, scientific figures are structured, text-dense, and tightly aligned with scholarly semantics, making them a distinct and difficult detection target. However, existing AI-generated image detection benchmarks and methods are almost entirely developed for open-domain imagery, leaving this setting largely unexplored. We present the first benchmark for AI-generated scientific figure detection. To construct it, we develop an agent-based data pipeline that retrieves licensed source papers, performs multimodal understanding of paper text and figures, builds structured prompts, synthesizes candidate figures, and filters them through a review-driven refinement loop. The resulting benchmark covers multiple figure categories, multiple generation sources and aligned real--synthetic pairs. We benchmark representative detectors under zero-shot, cross-generator, and degraded-image settings. Results show that current methods fail dramatically in zero-shot transfer, exhibit strong generator-specific overfitting, and remain fragile under common post-processing corruptions. These findings reveal a substantial gap between existing AIGI detection capabilities and the emerging distribution of high-quality scientific figures. We hope this benchmark can serve as a foundation for future research on robust and generalizable scientific-figure forensics. The dataset is available at https://github.com/Joyce-yoyo/SciFigDetect.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2604.08211,"Modern multimodal generators can now produce scientific figures at near-publishable quality, creating a new challenge for visual forensics and research integrity. Unlike conventional AI-generated natural images, scientific figures are structured, text-dense, and tightly aligned with scholarly semantics, making them a distinct and difficult detection target. However, existing AI-generated image detection benchmarks and methods are almost entirely developed for open-domain imagery, leaving this setting largely unexplored. We present the first benchmark for AI-generated scientific figure detection. To construct it, we develop an agent-based data pipeline that retrieves licensed source papers, performs multimodal understanding of paper text and figures, builds structured prompts, synthesizes candidate figures, and filters them through a review-driven refinement loop. The resulting benchmark covers multiple figure categories, multiple generation sources and aligned real--synthetic pairs. We benchmark representative detectors under zero-shot, cross-generator, and degraded-image settings. Results show that current methods fail dramatically in zero-shot transfer, exhibit strong generator-specific overfitting, and remain fragile under common post-processing corruptions. These findings reveal a substantial gap between existing AIGI detection capabilities and the emerging distribution of high-quality scientific figures. We hope this benchmark can serve as a foundation for future research on robust and generalizable scientific-figure forensics. The dataset is available at https://github.com/Joyce-yoyo/SciFigDetect.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2604.08211,"Modern multimodal generators can now produce scientific figures at near-publishable quality, creating a new challenge for visual forensics and research integrity. Unlike conventional AI-generated natural images, scientific figures are structured, text-dense, and tightly aligned with scholarly semantics, making them a distinct and difficult detection target. However, existing AI-generated image detection benchmarks and methods are almost entirely developed for open-domain imagery, leaving this setting largely unexplored. We present the first benchmark for AI-generated scientific figure detection. To construct it, we develop an agent-based data pipeline that retrieves licensed source papers, performs multimodal understanding of paper text and figures, builds structured prompts, synthesizes candidate figures, and filters them through a review-driven refinement loop. The resulting benchmark covers multiple figure categories, multiple generation sources and aligned real--synthetic pairs. We benchmark representative detectors under zero-shot, cross-generator, and degraded-image settings. Results show that current methods fail dramatically in zero-shot transfer, exhibit strong generator-specific overfitting, and remain fragile under common post-processing corruptions. These findings reveal a substantial gap between existing AIGI detection capabilities and the emerging distribution of high-quality scientific figures. We hope this benchmark can serve as a foundation for future research on robust and generalizable scientific-figure forensics. The dataset is available at https://github.com/Joyce-yoyo/SciFigDetect.",reviewed,2026-09-05
paper_id:curated:29878fee09624b7d105d,curated:29878fee09624b7d105d,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,10.1109/tpami.2026.3654274,2512.05651,https://openalex.org/W7124134169,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,reviewed,,reused_audit+abstract,openalex,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,reviewed,,reused_audit+abstract,openalex,We introduce a self-supervised approach for detecting AI-generated images that leverages camera metadata-specifically exchangeable image file format (EXIF) tags-to learn features intrinsic to digital photography.,reviewed,2026-09-04
paper_id:curated:98044fc98e006607991c,curated:98044fc98e006607991c,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,2026,10.1007/978-981-92-3423-3_39,,https://openalex.org/W7169655029,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,"To address these limitations and exploit the complementarity of the two types of cues, we propose a simple dual-branch framework, termed SALF (Semantic Artifact Logit Fusion).",reviewed,2026-09-04
doi:10.1109/tmm.2026.3668513,,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,10.1109/tmm.2026.3668513,,https://openalex.org/W7131898118,detection,fully_generated,method,reviewed,,title,https://doi.org/10.1109/tmm.2026.3668513,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,reviewed,,title,https://doi.org/10.1109/tmm.2026.3668513,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,reviewed,,paper_methodology_evaluation,https://doi.org/10.1109/tmm.2026.3668513,The official title describes a new discrepancy-alignment detection approach.,reviewed,2026-09-04
paper_id:curated:368fa53bc0f254e0eb1a,curated:368fa53bc0f254e0eb1a,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,2026,,2510.10231,,detection,fully_generated;deepfake,method;dataset;benchmark,reviewed,,reused_audit+abstract,manual,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,reviewed,,reused_audit+abstract,manual,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,reviewed,,reused_audit+abstract,manual,"In this paper, we formalize \textbf{semantic anomaly detection and reasoning} for AIGC images and introduce \textbf{AnomReason}, a large-scale benchmark with structured annotations as quadruples \emph{(Name, Phenomenon, Reasoning, Severity)}.",reviewed,2026-09-04
paper_id:curated:0400c6b857f88ce96704,curated:0400c6b857f88ce96704,SimLBR: Learning to Detect Fake Images by Learning to Detect Real Images,2026,,2602.20412,https://openalex.org/W7131476189,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,SimLBR: Learning to Detect Fake Images by Learning to Detect Real Images,reviewed,,reused_audit+abstract,openalex,The rapid advancement of generative models has made the detection of AI-generated images a critical challenge for both research and society.,reviewed,,reused_audit+abstract,openalex,"To this end, we propose SimLBR, a simple and efficient framework for fake image detection with Latent Blending Regularization (LBR).",reviewed,2026-09-04
paper_id:curated:82639cc5cbe0ca7acb90,curated:82639cc5cbe0ca7acb90,Simplicity Prevails: The Emergence of Generalizable AIGI Detection in Visual Foundation Models,2026,,2602.01738,https://openalex.org/W7127417793,detection,fully_generated,method;analysis_study,reviewed,,authoritative_abstract,https://arxiv.org/abs/2602.01738,"While specialized detectors for AI-Generated Images (AIGI) achieve near-perfect accuracy on curated benchmarks, they suffer from a dramatic performance collapse in realistic, in-the-wild scenarios. In this work, we demonstrate that simplicity prevails over complex architectural designs. A simple linear classifier trained on the frozen features of modern Vision Foundation Models , including Perception Encoder, MetaCLIP 2, and DINOv3, establishes a new state-of-the-art. Through a comprehensive evaluation spanning traditional benchmarks, unseen generators, and challenging in-the-wild distributions, we show that this baseline not only matches specialized detectors on standard benchmarks but also decisively outperforms them on in-the-wild datasets, boosting accuracy by striking margins of over 30\%. We posit that this superior capability is an emergent property driven by the massive scale of pre-training data containing synthetic content. We trace the source of this capability to two distinct manifestations of data exposure: Vision-Language Models internalize an explicit semantic concept of forgery, while Self-Supervised Learning models implicitly acquire discriminative forensic features from the pretraining data. However, we also reveal persistent limitations: these models suffer from performance degradation under recapture and transmission, remain blind to VAE reconstruction and localized editing. We conclude by advocating for a paradigm shift in AI forensics, moving from overfitting on static benchmarks to harnessing the evolving world knowledge of foundation models for real-world reliability.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2602.01738,"While specialized detectors for AI-Generated Images (AIGI) achieve near-perfect accuracy on curated benchmarks, they suffer from a dramatic performance collapse in realistic, in-the-wild scenarios. In this work, we demonstrate that simplicity prevails over complex architectural designs. A simple linear classifier trained on the frozen features of modern Vision Foundation Models , including Perception Encoder, MetaCLIP 2, and DINOv3, establishes a new state-of-the-art. Through a comprehensive evaluation spanning traditional benchmarks, unseen generators, and challenging in-the-wild distributions, we show that this baseline not only matches specialized detectors on standard benchmarks but also decisively outperforms them on in-the-wild datasets, boosting accuracy by striking margins of over 30\%. We posit that this superior capability is an emergent property driven by the massive scale of pre-training data containing synthetic content. We trace the source of this capability to two distinct manifestations of data exposure: Vision-Language Models internalize an explicit semantic concept of forgery, while Self-Supervised Learning models implicitly acquire discriminative forensic features from the pretraining data. However, we also reveal persistent limitations: these models suffer from performance degradation under recapture and transmission, remain blind to VAE reconstruction and localized editing. We conclude by advocating for a paradigm shift in AI forensics, moving from overfitting on static benchmarks to harnessing the evolving world knowledge of foundation models for real-world reliability.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2602.01738,"While specialized detectors for AI-Generated Images (AIGI) achieve near-perfect accuracy on curated benchmarks, they suffer from a dramatic performance collapse in realistic, in-the-wild scenarios. In this work, we demonstrate that simplicity prevails over complex architectural designs. A simple linear classifier trained on the frozen features of modern Vision Foundation Models , including Perception Encoder, MetaCLIP 2, and DINOv3, establishes a new state-of-the-art. Through a comprehensive evaluation spanning traditional benchmarks, unseen generators, and challenging in-the-wild distributions, we show that this baseline not only matches specialized detectors on standard benchmarks but also decisively outperforms them on in-the-wild datasets, boosting accuracy by striking margins of over 30\%. We posit that this superior capability is an emergent property driven by the massive scale of pre-training data containing synthetic content. We trace the source of this capability to two distinct manifestations of data exposure: Vision-Language Models internalize an explicit semantic concept of forgery, while Self-Supervised Learning models implicitly acquire discriminative forensic features from the pretraining data. However, we also reveal persistent limitations: these models suffer from performance degradation under recapture and transmission, remain blind to VAE reconstruction and localized editing. We conclude by advocating for a paradigm shift in AI forensics, moving from overfitting on static benchmarks to harnessing the evolving world knowledge of foundation models for real-world reliability.",reviewed,2026-09-05
paper_id:curated:7677a61ea68774dc5023,curated:7677a61ea68774dc5023,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,2026,10.1109/prmvai70103.2026.11605668,,https://openalex.org/W7169832192,source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,reviewed,,reused_audit+abstract,openalex,"To address this issue, we propose an Orthogonal Subspace Mixture-of-Experts (OS-MoE) model based on singular value decomposition, which decomposes pretrained weights into orthogonal subspaces and constructs lightweight experts in the residual subspace.",reviewed,2026-09-04
paper_id:curated:a1eea412716e4d045da6,curated:a1eea412716e4d045da6,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,2026,10.1109/ojsp.2026.3710125,,https://openalex.org/W7167258238,source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,reviewed,,reused_audit+abstract,openalex,"Our method works by first automatically generating a textual prompt which describes the target image, and then using it to resynthesize the image with each candidate generator.",reviewed,2026-09-04
paper_id:curated:35aae1e2c9d673ab1a97,curated:35aae1e2c9d673ab1a97,Source Attribution of AI-Generated Images: A Principled Survey,2026,10.5281/zenodo.20814592,,https://openalex.org/W7165659096,source_attribution,fully_generated,survey,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Images: A Principled Survey,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Images: A Principled Survey,reviewed,,reused_audit+abstract,openalex,Source Attribution of AI-Generated Images: A Principled Survey,reviewed,2026-09-04
paper_id:curated:c6e45ba5e67ec8eb1f47,curated:c6e45ba5e67ec8eb1f47,SPARED: Reasoning-Based AI-Generated Image Detection via Adversarially Edited Data,2026,,2608.12876,https://openalex.org/W7203457219,detection,fully_generated;generative_editing,method,reviewed,,authoritative_abstract,https://arxiv.org/abs/2608.12876,"Detecting AI-generated images is only half the task: a deployed detector must also justify its verdict, yet existing detectors inherit three failure modes from their training data: real and fake images collected from different sources invite provenance shortcuts, supervised explanation corpora teach templated rationales, and a static forgery corpus leaves the decision boundary standing still while generators keep moving. We introduce \methodname{}, an adversarial reinforcement learning framework that pits two heterogeneous models against each other. A diffusion image editor learns to edit real photographs into fake counterparts of those same photographs that fool the current detector, while a reasoning MLLM learns to expose them with a verdict grounded in free-form reasoning. Both rewards are shortcut-proof by design: the attacker is credited only when its edit is faithfully executed, and the defender only when its verdict is correct. As the two models alternate, each round's attacker regenerates a harder training pool aimed at the current detector's blind spots, so the detector must generalize rather than memorize any fixed artifact distribution. Although the explanation is never rewarded, its quality rises round over round as a side effect of accuracy-only training. A detector trained within this loop improves monotonically across rounds on each of three external benchmarks.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2608.12876,"Detecting AI-generated images is only half the task: a deployed detector must also justify its verdict, yet existing detectors inherit three failure modes from their training data: real and fake images collected from different sources invite provenance shortcuts, supervised explanation corpora teach templated rationales, and a static forgery corpus leaves the decision boundary standing still while generators keep moving. We introduce \methodname{}, an adversarial reinforcement learning framework that pits two heterogeneous models against each other. A diffusion image editor learns to edit real photographs into fake counterparts of those same photographs that fool the current detector, while a reasoning MLLM learns to expose them with a verdict grounded in free-form reasoning. Both rewards are shortcut-proof by design: the attacker is credited only when its edit is faithfully executed, and the defender only when its verdict is correct. As the two models alternate, each round's attacker regenerates a harder training pool aimed at the current detector's blind spots, so the detector must generalize rather than memorize any fixed artifact distribution. Although the explanation is never rewarded, its quality rises round over round as a side effect of accuracy-only training. A detector trained within this loop improves monotonically across rounds on each of three external benchmarks.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2608.12876,"Detecting AI-generated images is only half the task: a deployed detector must also justify its verdict, yet existing detectors inherit three failure modes from their training data: real and fake images collected from different sources invite provenance shortcuts, supervised explanation corpora teach templated rationales, and a static forgery corpus leaves the decision boundary standing still while generators keep moving. We introduce \methodname{}, an adversarial reinforcement learning framework that pits two heterogeneous models against each other. A diffusion image editor learns to edit real photographs into fake counterparts of those same photographs that fool the current detector, while a reasoning MLLM learns to expose them with a verdict grounded in free-form reasoning. Both rewards are shortcut-proof by design: the attacker is credited only when its edit is faithfully executed, and the defender only when its verdict is correct. As the two models alternate, each round's attacker regenerates a harder training pool aimed at the current detector's blind spots, so the detector must generalize rather than memorize any fixed artifact distribution. Although the explanation is never rewarded, its quality rises round over round as a side effect of accuracy-only training. A detector trained within this loop improves monotonically across rounds on each of three external benchmarks.",reviewed,2026-09-05
paper_id:curated:9a95c96ee1d20e56c56d,curated:9a95c96ee1d20e56c56d,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,2026,10.1016/j.patrec.2026.04.022,,https://openalex.org/W7155528736,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,reviewed,,reused_audit+abstract,openalex,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,reviewed,,reused_audit+abstract,openalex,"We introduce a simple threshold-based method that first converts an input image into a six-channel ‘flatness-curvature mask’, a representation that explicitly highlights low-gradient (flat) and high-curvature regions.",reviewed,2026-09-04
paper_id:curated:8227355571a6d402e4f8,curated:8227355571a6d402e4f8,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,2026,10.1109/tcsvt.2026.3724270,,https://openalex.org/W7203624959,detection,deepfake,method,reviewed,,reused_audit+title,openalex,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,reviewed,,reused_audit+title,openalex,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,reviewed,,reused_audit+title,openalex,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,reviewed,2026-09-04
paper_id:curated:c7d464b8f5c94ea55ea9,curated:c7d464b8f5c94ea55ea9,SSAFE: Simple and Strong AI-Generated Image Detection via Frozen Vision Encoders,2026,,2606.08634,https://openalex.org/W7164005994,detection,fully_generated,method;analysis_study,reviewed,,authoritative_abstract,https://arxiv.org/abs/2606.08634,"The rapid advancement of generative models has blurred the boundary between synthetic and real imagery, creating an urgent need for reliable deepfake detection. Yet most existing approaches rely on massive real--fake datasets, which are increasingly difficult to maintain as new generators continue to emerge. In this work, we investigate how much information about image authenticity is already encoded in modern multimodal vision representations. We find that frozen multimodal encoders naturally separate real and synthetic images in their embedding space, enabling a simple linear classifier to achieve strong performance without task-specific fine-tuning. Motivated by this observation, we develop a representation-aware data curation strategy that selects a compact set of representative generators for training. The resulting training set contains only 10K images, compared to 288K in AIGIBench and 4M in OpenFake, while improving robustness to unseen generators and distribution shifts. We additionally introduce RealWorldBench, a benchmark consisting of modern camera photographs, contemporary stock images, and outputs from recent commercial generators. Experiments across multiple benchmarks show that combining frozen multimodal representations with carefully curated training data provides a simple and effective approach to AI-generated image detection.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2606.08634,"The rapid advancement of generative models has blurred the boundary between synthetic and real imagery, creating an urgent need for reliable deepfake detection. Yet most existing approaches rely on massive real--fake datasets, which are increasingly difficult to maintain as new generators continue to emerge. In this work, we investigate how much information about image authenticity is already encoded in modern multimodal vision representations. We find that frozen multimodal encoders naturally separate real and synthetic images in their embedding space, enabling a simple linear classifier to achieve strong performance without task-specific fine-tuning. Motivated by this observation, we develop a representation-aware data curation strategy that selects a compact set of representative generators for training. The resulting training set contains only 10K images, compared to 288K in AIGIBench and 4M in OpenFake, while improving robustness to unseen generators and distribution shifts. We additionally introduce RealWorldBench, a benchmark consisting of modern camera photographs, contemporary stock images, and outputs from recent commercial generators. Experiments across multiple benchmarks show that combining frozen multimodal representations with carefully curated training data provides a simple and effective approach to AI-generated image detection.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2606.08634,"The rapid advancement of generative models has blurred the boundary between synthetic and real imagery, creating an urgent need for reliable deepfake detection. Yet most existing approaches rely on massive real--fake datasets, which are increasingly difficult to maintain as new generators continue to emerge. In this work, we investigate how much information about image authenticity is already encoded in modern multimodal vision representations. We find that frozen multimodal encoders naturally separate real and synthetic images in their embedding space, enabling a simple linear classifier to achieve strong performance without task-specific fine-tuning. Motivated by this observation, we develop a representation-aware data curation strategy that selects a compact set of representative generators for training. The resulting training set contains only 10K images, compared to 288K in AIGIBench and 4M in OpenFake, while improving robustness to unseen generators and distribution shifts. We additionally introduce RealWorldBench, a benchmark consisting of modern camera photographs, contemporary stock images, and outputs from recent commercial generators. Experiments across multiple benchmarks show that combining frozen multimodal representations with carefully curated training data provides a simple and effective approach to AI-generated image detection.",reviewed,2026-09-05
paper_id:curated:b304da244ad851aa5dd7,curated:b304da244ad851aa5dd7,Structured Local Differential Modeling for AI-Generated Image Detection,2026,,2608.12811,,detection,fully_generated,method,reviewed,,authoritative_abstract,https://arxiv.org/abs/2608.12811,"The rapid advancement of AI-generated content has made the reliable detection of generated images an increasingly critical challenge. Existing detection methods are often dominated during training by semantically salient components with high signal-to-noise ratios (SNRs), thereby suppressing subtler forensic cues associated with the underlying generation mechanisms and embedded in low-level statistical structures. From an information-theoretic perspective, we present a key insight: effective detection in the low-level statistical space requires mitigating the dominance of semantic components while emphasizing and amplifying responses to low-SNR forgery traces. Building on this insight, we propose RippleNet, an AI-generated image detection framework based on local differential signals. RippleNet adaptively identifies forgery-sensitive regions and constructs multi-directional, multi-scale differential representations within local neighborhoods, explicitly characterizing anomalous patterns in neighborhood statistics. More importantly, we refine the attention mechanism to operate within the local differential representation space, enabling the model to establish explicit dependencies at a finer statistical granularity. This design facilitates the capture of pixel-level forgery traces that are difficult to model using conventional convolutions or image-wide patch-level attention. Extensive experiments on multiple public benchmarks and under cross-generator evaluation settings demonstrate that RippleNet achieves consistently competitive performance.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2608.12811,"The rapid advancement of AI-generated content has made the reliable detection of generated images an increasingly critical challenge. Existing detection methods are often dominated during training by semantically salient components with high signal-to-noise ratios (SNRs), thereby suppressing subtler forensic cues associated with the underlying generation mechanisms and embedded in low-level statistical structures. From an information-theoretic perspective, we present a key insight: effective detection in the low-level statistical space requires mitigating the dominance of semantic components while emphasizing and amplifying responses to low-SNR forgery traces. Building on this insight, we propose RippleNet, an AI-generated image detection framework based on local differential signals. RippleNet adaptively identifies forgery-sensitive regions and constructs multi-directional, multi-scale differential representations within local neighborhoods, explicitly characterizing anomalous patterns in neighborhood statistics. More importantly, we refine the attention mechanism to operate within the local differential representation space, enabling the model to establish explicit dependencies at a finer statistical granularity. This design facilitates the capture of pixel-level forgery traces that are difficult to model using conventional convolutions or image-wide patch-level attention. Extensive experiments on multiple public benchmarks and under cross-generator evaluation settings demonstrate that RippleNet achieves consistently competitive performance.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2608.12811,"The rapid advancement of AI-generated content has made the reliable detection of generated images an increasingly critical challenge. Existing detection methods are often dominated during training by semantically salient components with high signal-to-noise ratios (SNRs), thereby suppressing subtler forensic cues associated with the underlying generation mechanisms and embedded in low-level statistical structures. From an information-theoretic perspective, we present a key insight: effective detection in the low-level statistical space requires mitigating the dominance of semantic components while emphasizing and amplifying responses to low-SNR forgery traces. Building on this insight, we propose RippleNet, an AI-generated image detection framework based on local differential signals. RippleNet adaptively identifies forgery-sensitive regions and constructs multi-directional, multi-scale differential representations within local neighborhoods, explicitly characterizing anomalous patterns in neighborhood statistics. More importantly, we refine the attention mechanism to operate within the local differential representation space, enabling the model to establish explicit dependencies at a finer statistical granularity. This design facilitates the capture of pixel-level forgery traces that are difficult to model using conventional convolutions or image-wide patch-level attention. Extensive experiments on multiple public benchmarks and under cross-generator evaluation settings demonstrate that RippleNet achieves consistently competitive performance.",reviewed,2026-09-05
paper_id:curated:8640d27a91b903de7754,curated:8640d27a91b903de7754,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3723118,,https://openalex.org/W7202305352,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,reviewed,,reused_audit+abstract,openalex,"The rapid advancement of generative adversarial networks and diffusion-based models has enabled the creation of highly realistic synthetic images, raising urgent concerns regarding the authenticity of multimedia data.",reviewed,,reused_audit+abstract,openalex,"In this work, we propose a comprehensive AIGI detection framework that integrates three complementary modules to exploit diverse artifact representations.",reviewed,2026-09-04
paper_id:curated:ec9e2d806450150723a4,curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,10.1609/aaai.v40i8.37568,,https://openalex.org/W7137976262,detection,fully_generated,method,reviewed,,reused_audit+title,https://doi.org/10.1609/aaai.v40i8.37568,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+title,https://doi.org/10.1609/aaai.v40i8.37568,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+title,https://doi.org/10.1609/aaai.v40i8.37568,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,reviewed,2026-09-04
paper_id:curated:4cabfafef8c066c51924,curated:4cabfafef8c066c51924,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,2026,10.1007/s11227-026-08734-9,,https://openalex.org/W7171740585,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,openalex,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,reviewed,,reused_audit+abstract,openalex,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,reviewed,,reused_audit+abstract,openalex,"To address these issues, this paper proposes ODE-SAT Net, a synthetic image detection method that integrates Neural Ordinary Differential Equations (Neural ODEs) with a Spatial Attention Transformer Module (SATM).",reviewed,2026-09-04
