queue_id,audit_id,mapping_id,paper_id,paper_title,year,doi,openalex_url,author,current_institution,current_institution_id,raw_affiliation,suggested_canonical_institution,suggested_institution_id,severity,issue_type,reason,recommended_action,finding_status,resolution_action,resolution_note,is_current,created_at,updated_at,resolved_at,resolved_by
institution-review:67cd5d224e72326fb6b1,institution-consistency:a89904611c7d0d0ebdb1,mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Tong Wu,Data Assurance and Communication Security,institution:753a256f592cb1fe,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:336b6f7cf0a94d34747a,institution-consistency:826208597e5750ff84ed,mapping:1235057b0615e536ee23,curated:ce200a9a7aa3dee36fc7,FIDAVL: Fake Image Detection and Attribution Using Vision-Language Model,2024,10.1007/978-3-031-78305-0_11,https://openalex.org/W4404943083,Wassim Hamidouche,Université de Rennes,institution:6c246ba350e11d5f,"Univ. Rennes, INSA Rennes, CNRS, IETR - UMR 6164, Rennes, France",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:ac68562bb6630f3c84d4,institution-consistency:c2531927592f27278a50,mapping:824da221d6a0922bfb18,curated:1332f5c35b9ac943f349,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,10.1109/icce63647.2025.10929816,https://openalex.org/W4408861326,Gunhui Han,"Yonsei University, Sinchon Campus",institution:42992b97b8e05dd4,"Department of Mechanical Engineering, Yonsei University, Seoul, Republic of Korea",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:0d346d5acce947cac987,institution-consistency:a87df99ce6359f5408f9,mapping:2bd5d375d6e0769c233c,curated:1332f5c35b9ac943f349,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,10.1109/icce63647.2025.10929816,https://openalex.org/W4408861326,Seunghyeon Park,"Yonsei University, International Campus",institution:6e61f1cad147c313,"School of Integrated Technology, Yonsei University, Incheon, Republic of Korea",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:36d4936a3549c70f718e,institution-consistency:f59894f112f924d13a05,mapping:eb3daba31063e8e80152,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Xiaochen Ma,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,HKUST,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-08-20T12:23:55Z,2026-07-13T23:47:16+00:00,queue-sync
institution-review:54ab89cad512b1b4c9c2,institution-consistency:ddccd9d202f661efa8bc,mapping:457e9e85050e4ece4e76,curated:9ae6e4e3816daa7e1650,ForgeryMoE: Mixture of Experts for Image Forgery Detection under JPEG Compression,2026,10.1145/3805622.3810810,https://openalex.org/W7164804110,Jian Zhao,Beijing Academy of Artificial Intelligence,institution:985443a2d7239406,"Institute of Artificial Intelligence, beijing, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:e1762b6b0d5616dfc3d2,institution-consistency:7c742feb7c407231bba9,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,J C Li,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:025386e8660a13604a0a,institution-consistency:e21f11489b9b605c4aa2,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Lang Liu,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:1f26633ba4e23046930d,institution-consistency:2b0b6ea060784665706a,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Pei Feng,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:dc86880c840c487998f1,institution-consistency:127d10d03dc04f36ae15,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Siyuan Huang,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:ac11427ae6ae70dd9990,institution-consistency:2ef6ed064b88e4ae5b7b,mapping:278ad3f2195c365487da,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Xin Li,PLA Information Engineering University,institution:4ceaa6cde1782dfd,"College of Data and Target Engineering, Information Engineering University, Zhengzhou, 450001, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:03962492ba0d0b7e6bad,institution-consistency:fac2c9e0af1d83c20c96,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Zhang Minqing,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:00731bca8c5be4b6f924,institution-consistency:b8829bac1d13a7b4025e,mapping:ab1e8e8a5e0a18348cc3,curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,2025,10.48550/arxiv.2412.09715,https://openalex.org/W4405432911,Heike Adel,Stuttgart Media University,institution:d4c79ca44c5dbbbc,"Hochschule der Medien Stuttgart , Germany",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:890323e4133bdbacdc3d,institution-consistency:631d0315cd7171df5f54,mapping:ab1e8e8a5e0a18348cc3,curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,2025,10.48550/arxiv.2412.09715,https://openalex.org/W4405432911,Philipp Moeßner,Stuttgart Media University,institution:d4c79ca44c5dbbbc,"Hochschule der Medien Stuttgart , Germany",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:ffb149cf7842188027a2,institution-consistency:c9ffadb579a3111697a7,mapping:f5d1e8057ea9b4c45fd9,curated:d8df0e4505f5d38ebb28,Lightweight Image Forgery Detection via Tucker Decomposition for Efficient Edge Deployment,2026,10.1109/tai.2026.3703792,https://openalex.org/W7164849447,Debin Liu,Artificial Intelligence in Medicine (Canada),institution:583e34971c9eeb5b,"School of Computer and Artificial Intelligence, Zhengzhou University, Zhenzhou, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:ffc69d18f29b0eebb8df,institution-consistency:13966fcc37e7ba3be150,mapping:987669e1fe206e8a15e1,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,https://openalex.org/W4414945373,Alan Perotti,Institute for Scientific Interchange,institution:e4ca3896941052d9,"CENTAI Institute, Turin, Italy",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:5b655883e85f77b61c7f,institution-consistency:8628c0bc215d51390c50,mapping:987669e1fe206e8a15e1,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,https://openalex.org/W4414945373,Mirko Zaffaroni,Institute for Scientific Interchange,institution:e4ca3896941052d9,"CENTAI Institute, Turin, Italy",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:3e9a0887077b81cdd6c8,institution-consistency:c312b39d81fc73525339,mapping:73f5f4bc08a766777b35,curated:fe98b5f37967f5a51b86,Simple Detection of AI-Generated Images based on Noise Correlation,2025,10.1109/amlds63918.2025.11159445,https://openalex.org/W4414231579,Patrick Bas,Université de Lille,institution:c76018a960d2cd12,"UMR 9189 CRIStAL, Univ. Lille, CNRS, Centrale Lille, Lille, France",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:723b75c3bc5faa6c82cb,institution-consistency:4b0f6ed01732e4ccd089,mapping:ec00802087c3cd09e0a9,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Aishwarya Budhkar,Hand and Upper Limb Clinic,institution:2b9a45614734dda3,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:f8d5b5aff90e7341e6aa,institution-consistency:5449030e507432889ecc,mapping:7ff979f8294a3c2a8890,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Aishwarya Budhkar,Indiana Hand to Shoulder Center,institution:7c73c5ea3377e7f2,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:ac940c9519a82040334e,institution-consistency:b45f7a6319b15770f2ae,mapping:ec00802087c3cd09e0a9,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Siddhesh Sheth,Hand and Upper Limb Clinic,institution:2b9a45614734dda3,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:4af4aa8e256293415481,institution-consistency:cf1db47502e3b484ac10,mapping:7ff979f8294a3c2a8890,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Siddhesh Sheth,Indiana Hand to Shoulder Center,institution:7c73c5ea3377e7f2,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:2b497714268acbddc356,institution-consistency:874549c8b92836a8734e,mapping:ec00802087c3cd09e0a9,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Trishita Dhara,Hand and Upper Limb Clinic,institution:2b9a45614734dda3,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:f5864a6504b9731e947c,institution-consistency:c9019f12f44d85fabd83,mapping:7ff979f8294a3c2a8890,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Trishita Dhara,Indiana Hand to Shoulder Center,institution:7c73c5ea3377e7f2,Indiana University Upper Hand,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:00a77dc1e530777d0321,institution-consistency:e3ade3e28666a84ee8c1,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Ji Li,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:4482f4dd55853e7f5c52,institution-consistency:8f85413f03e530a4b47a,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Kai Wang,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:cbb0c48393b43fe0a536,institution-consistency:e91706147f5643e978f0,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Thai Ngoc Toan Truong,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:8942b704210beeaa1862,institution-consistency:b80839568aac0e6bb197,mapping:6b934490c604814bff5a,curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,2026,10.1109/icassp55912.2026.11462468,https://openalex.org/W7155094400,Qi Cai,Peptidream (Japan),institution:64f282fa6abe9403,HiDream.ai,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:f292ee531e18c6f03f46,institution-consistency:b16fe88d45a6894cd2b7,mapping:6b934490c604814bff5a,curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,2026,10.1109/icassp55912.2026.11462468,https://openalex.org/W7155094400,Tao Mei,Peptidream (Japan),institution:64f282fa6abe9403,HiDream.ai,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:721ffd35f9aeeee7ad35,institution-consistency:7ae452d456ba72c0fc2e,mapping:6b934490c604814bff5a,curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,2026,10.1109/icassp55912.2026.11462468,https://openalex.org/W7155094400,Ting Yao,Peptidream (Japan),institution:64f282fa6abe9403,HiDream.ai,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:7ebfe366c2f2a907c846,institution-consistency:ca2422f46f9bcff928ec,mapping:6b934490c604814bff5a,curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,2026,10.1109/icassp55912.2026.11462468,https://openalex.org/W7155094400,Yingwei Pan,Peptidream (Japan),institution:64f282fa6abe9403,HiDream.ai,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:8808512eaef417b14336,institution-consistency:5d626742580662a0b69e,mapping:14d2c27839905e0a4832,curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,2025,10.1002/ett.70335,https://openalex.org/W7117628628,Jiayue Yu,Jilin Vocational College of Industry and Technology,institution:45d2a7ca48493f42,Jilin Engineering Vocational College Siping China,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:13d3dedd293bf2c25427,institution-consistency:d249ebe9f3cac80d97a0,,,,,,,,The University of Hong Kong,institution:404cfa1ef241f359,,The University of Hong Kong,institution:404cfa1ef241f359,low,duplicate_institution,Why flagged: multiple active institution entities have semantically equivalent canonical names.,Review aliases and merge only with explicit confirmation.,archived,resolved_by_reaudit,Exact-equivalent canonical records were consolidated.,false,2026-07-13T22:22:31+00:00,2026-08-24T17:13:12Z,2026-08-24T17:13:12Z,institution-identity-audit
institution-review:d549e859aab8623805b5,institution-consistency:f1f04423aa612e386f1a,,,,,,,,The University of Sydney,institution:1984e5f97afb62d8,,University of Sydney,institution:965434eee0b97685,low,duplicate_institution,Why flagged: multiple active institution entities have semantically equivalent canonical names.,Review aliases and merge only with explicit confirmation.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,2026-07-14T07:29:24+00:00,queue-sync
institution-review:dd0811be3a019214244f,institution-consistency:9f53d6c0bddc6620857e,,,,,,,,Chinese Academy of Sciences,institution:3afb6cc453e0a8d9,,University of Chinese Academy of Sciences,institution:69309405e04976ec,low,duplicate_institution,Why flagged: multiple active institution entities have semantically equivalent canonical names.,Review aliases and merge only with explicit confirmation.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,2026-07-14T07:20:33+00:00,queue-sync
institution-review:11bf8ad04ac0be2873ac,institution-consistency:9cb97fff535f9dd37fd8,,,,,,,,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,low,duplicate_institution,Why flagged: multiple active institution entities have semantically equivalent canonical names.,Review aliases and merge only with explicit confirmation.,archived,resolved_by_reaudit,Exact-equivalent canonical records were consolidated.,false,2026-07-13T22:22:31+00:00,2026-08-24T17:13:12Z,2026-08-24T17:13:12Z,institution-identity-audit
institution-review:c7d6dc7fe7f5cbaa70a0,institution-consistency:45ac3509b2e61e24a3ce,mapping:55815a90e2ffc1cc0467,curated:0526c3529dda4446a0d7,Background-Noise-Driven Detection of Diffusion-Generated Images,2026,10.1109/lsp.2026.3678476,https://openalex.org/W7143319968,Deyu Meng,Xi'an Jiaotong University,institution:afc29be68ac419be,"School of Mathematics and Statistics and Ministry of Education Key Laboratory of Intelligent Networks and Network Security, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",,,low,alias_missing,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,open,,,true,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,,
institution-review:40e35994d723f380955e,institution-consistency:9631e4ac292bf56ca5bd,mapping:58057f37f9c78a705cc7,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,https://openalex.org/W7140133167,Chao Shen,Xi'an Jiaotong University,institution:afc29be68ac419be,"Faculty of Electronic and Information Engineering, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",,,low,alias_missing,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,open,,,true,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,,
institution-review:f5e0ad8cb3df30429aef,institution-consistency:e0e5a8a5c24c7bed0832,mapping:58057f37f9c78a705cc7,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,https://openalex.org/W7140133167,Chenhao Lin,Xi'an Jiaotong University,institution:afc29be68ac419be,"Faculty of Electronic and Information Engineering, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",,,low,alias_missing,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,open,,,true,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,,
institution-review:c12d6d0e457d5e4b9689,institution-consistency:ab4b021de73695b3441c,mapping:58057f37f9c78a705cc7,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,https://openalex.org/W7140133167,Chenken Xu,Xi'an Jiaotong University,institution:afc29be68ac419be,"Faculty of Electronic and Information Engineering, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",,,low,alias_missing,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,open,,,true,2026-07-13T22:22:31+00:00,2026-07-28T14:25:54+00:00,,
