mapping_id,paper_id,title,year,doi,openalex_url,institution,institution_id,location_id,institution_authors,author_order,affiliation_order,raw_affiliation,openalex_institution_id,institution_city,institution_country,institution_latitude,institution_longitude,provenance_source,mapping_status,created_at,updated_at
mapping:57379b0ca2796ded4d28,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,https://openalex.org/W4408354801,Commonwealth Scientific and Industrial Research Organisation,institution:3da00d58d4c97192,,Derui Wang,,4,"CSIRO's Data61, Australia",,,,,,manually_confirmed,active,2026-07-08T15:35:14Z,2026-08-01T13:30:44Z
mapping:2dbbb9cbae3a5e15b83a,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,https://openalex.org/W4408354801,Data61,institution:3be1ce40ea53f6d2,,Derui Wang,,2,"CSIRO&#x2019;s Data61,Australia",,,,,,manually_confirmed,excluded,2026-07-08T15:35:14Z,2026-08-01T13:26:13Z
mapping:d2177acec383989750a4,curated:1c590f67c931d712bb78,An Efficient Frequency Domain Based Attribution and Detection Network,2025,10.1109/access.2025.3534829,https://openalex.org/W4406857602,The University of British Columbia,institution:94efe2a875dd4d0e,,Junbin Zhang; Yixiao Wang; Hamid Reza Tohidypour; Panos Nasiopoulos,,1,"Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, BC, Canada | Department of Electrical an Computer Engineering, University of British Columbia, Vancouver, BC, Canada",,,,,,manually_confirmed,active,2026-07-08T15:38:34Z,2026-07-29T07:06:29Z
mapping:9739afc94e1ea0e1d6c5,curated:3e94d8fc69e41aade2cc,D <sup>3</sup> QE: Learning Discrete Distribution Discrepancy-Aware Quantization Error for Autoregressive-Generated Image Detection,2025,10.1109/iccv51701.2025.01512,https://openalex.org/W7160175092,Tsinghua University,institution:4ae45b121fe12e9c,,Yanran Zhang; Bingyao Yu; Yu Zheng; Wenzhao Zheng; Yueqi Duan; L Chen; Jie Zhou; Jiwen Lu,first; middle; middle; middle; middle; middle; middle; last,1,"Tsinghua University,Department of Automation,China | Tsinghua University,Department of Electronic Engineering,China",https://openalex.org/I99065089,,CN,,,OpenAlex authorships,active,2026-07-08T15:41:20Z,2026-07-08T15:41:20Z
mapping:46ad67f8b0f46d763505,curated:16646ad4b7b77cde2ad8,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,2026,10.1609/aaai.v40i42.40851,https://openalex.org/W7138936966,University of Florence,institution:42fcf4ae44e1a706,,Jianwei Fei; Dasara Shullani; Daniele Baracchi; Alessandro Piva,first; middle; middle; last,1,University of Florence,https://openalex.org/I45084792,,IT,,,OpenAlex authorships,active,2026-07-08T15:43:23Z,2026-07-08T15:43:23Z
mapping:1d6182f3b080c78a5d64,curated:16646ad4b7b77cde2ad8,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,2026,10.1609/aaai.v40i42.40851,https://openalex.org/W7138936966,Sun Yat-sen University,institution:5c85faa51cc57a24,,Yunshu Dai,middle,2,Sun Yat-sen University,https://openalex.org/I157773358,,CN,,,OpenAlex authorships,active,2026-07-08T15:43:23Z,2026-07-08T15:43:23Z
mapping:0d4dc179a09bb89f290b,curated:16646ad4b7b77cde2ad8,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,2026,10.1609/aaai.v40i42.40851,https://openalex.org/W7138936966,Jinan University,institution:8632718a2c1444c6,,Peipeng Yu; Zhihua Xia,middle; middle,3,Jinan University,,,,,,OpenAlex raw affiliation strings,active,2026-07-08T15:43:23Z,2026-07-08T15:43:23Z
mapping:4945ab9c5c5ca61d9aa6,curated:ba0669dd843c9defd483,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,2026,10.1145/3785353.3815073,https://openalex.org/W7164888959,University of Siena,institution:65dbfd1e022f02e2,,Kai Zeng; Niccolò Pancino; Nasrin Malekzadeh Goradel; Mauro Barni; Benedetta Tondi,first; middle; middle; middle; last,1,"Department of Information engineering and mathematics, University of Siena, Siena, Italy",https://openalex.org/I102064193,,IT,,,OpenAlex authorships,active,2026-07-11T13:26:41Z,2026-07-11T13:26:41Z
mapping:ec00802087c3cd09e0a9,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Hand and Upper Limb Clinic,institution:2b9a45614734dda3,,Aishwarya Budhkar; Trishita Dhara; Siddhesh Sheth,first; middle; last,1,Indiana University Upper Hand,https://openalex.org/I4210114399,,CA,,,OpenAlex authorships,excluded,2026-07-11T13:31:08Z,2026-08-26T11:11:33Z
mapping:7ff979f8294a3c2a8890,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Indiana Hand to Shoulder Center,institution:7c73c5ea3377e7f2,,Aishwarya Budhkar; Trishita Dhara; Siddhesh Sheth,first; middle; last,2,Indiana University Upper Hand,https://openalex.org/I4210149398,,US,,,OpenAlex authorships,excluded,2026-07-11T13:31:08Z,2026-08-26T11:11:33Z
mapping:14d2c27839905e0a4832,curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,2025,10.1002/ett.70335,https://openalex.org/W7117628628,Jilin Engineering Vocational College,institution:c45f90fe3d40e0f7,,Jiayue Yu,first,1,Jilin Engineering Vocational College Siping China,https://openalex.org/I4210102701,,CN,,,Wiley publisher affiliation,active,2026-07-11T13:45:25Z,2026-08-26T19:12:00Z
mapping:3904f7c2221b4da84e8e,curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,2025,10.1002/ett.70335,https://openalex.org/W7117628628,"Birla Institute of Technology, Mesra",institution:ffd387a3478eb9e9,,Sudip Kumar Sahana,last,2,Department of Computer Science &amp; Engineering Birla Institute of Technology Mesra India,https://openalex.org/I115715567,,IN,,,Wiley publisher affiliation,active,2026-07-11T13:45:25Z,2026-08-26T19:35:00Z
mapping:656a9babbcc62b9dbd8e,curated:8ffdbd0ba264927d1c3a,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,2025,10.1007/978-981-95-3551-4_23,https://openalex.org/W7118011364,University of Salerno,institution:d91bdebb133e022b,,Aniello Castiglione; Lucia Cimmino; Michele Nappi; Matteo Polsinelli; Carlo Sorrentino,,1,"Department of Management and Innovation Systems, University of Salerno, 84084, Fisciano, Italy | Department of Computer Science, University of Salerno, 84084, Fisciano, Italy",,,,,,manually_confirmed,active,2026-07-11T13:48:55Z,2026-08-07T19:50:23Z
mapping:d4cd48e9e07689847935,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,,Shuaibo Li,first,2,"College of Computer Science, Beijing University of Technology The Hong Kong University of Science and Technology (Guangzhou)",https://openalex.org/I200769079,,HK,,,OpenAlex conflated HKUST identity,excluded,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:ba54dc885174bdedccb5,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,The University of Hong Kong,institution:404cfa1ef241f359,,Shuaibo Li,first,2,"College of Computer Science, Beijing University of Technology The Hong Kong University of Science and Technology (Guangzhou)",https://openalex.org/I889458895,,HK,,,OpenAlex incorrect institution identity,excluded,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:2dba527a366b90535c4c,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,Beijing University of Technology,institution:f060d61d546153f2,,Shuaibo Li; Laixin Zhang; Wei Ma,first; middle; middle,1,"College of Computer Science, Beijing University of Technology",https://openalex.org/I37796252,,CN,,,AAAI paper affiliation markers,active,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:0cc8aa2b91063909b8b5,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,Beijing Normal University,institution:924e1e0e9723b423,,Jianwei Guo,middle,3,"School of Artificial Intelligence, Beijing Normal University",https://openalex.org/I25254941,,CN,,,AAAI paper affiliation markers,active,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:ea00069424c3448e78b4,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,Beijing University of Posts and Telecommunications,institution:1502cb7c96ae3095,,Shibiao Xu,middle,4,"School of Artificial Intelligence, Beijing University of Posts and Telecommunications",https://openalex.org/I139759216,,CN,,,AAAI paper affiliation markers,active,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:a531530a731f913379bb,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,The Hong Kong University of Science and Technology (Guangzhou),institution:942667142da716c5,,Zhijie Qiu,middle,2,The Hong Kong University of Science and Technology (Guangzhou),,,,,,AAAI paper affiliation markers,active,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:5a17c95e8a137300b37e,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,Anqing Normal University,institution:6f15f620028933fb,,Hongbin Zha,last,5,"Anqing Normal University School of IST, Peking University",https://openalex.org/I46482218,,CN,,,AAAI paper affiliation markers,active,2026-07-11T13:51:12Z,2026-08-26T18:20:00Z
mapping:7a5f45d177e27a4967b3,curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,2026,10.1609/aaai.v40i45.41234,https://openalex.org/W7139096423,Peking University,institution:46e4866d3b2954ab,,Hongbin Zha,last,6,"School of IST, Peking University",,,,,,AAAI paper affiliation markers,active,2026-08-26T18:20:00Z,2026-08-26T18:20:00Z
mapping:94fe5f74952dde2feaf9,curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,10.1609/aaai.v40i8.37553,https://openalex.org/W7137819524,Sun Yat-sen University,institution:5c85faa51cc57a24,,Kai Li,,1,"School of Computer Science and Engineering, Sun Yat-sen University",,,,,,manually_confirmed,active,2026-07-11T13:51:55Z,2026-07-15T11:28:05Z
mapping:41d0f97ab0f721d4a541,curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,10.1609/aaai.v40i8.37553,https://openalex.org/W7137819524,China Electronics Technology Group Corporation,institution:5757493192522b63,,Linchao Zhang; Siying Zhu,,2,Information Science Academy，China Electronics Technology Group Corporation,,,,,,manually_confirmed,active,2026-07-11T13:51:55Z,2026-07-14T06:43:11Z
mapping:e795ef358670ff04d29b,curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,10.1609/aaai.v40i8.37553,https://openalex.org/W7137819524,Zhejiang University,institution:e433baf78e80004b,,Kai Li; Wenqi Ren,,3,"The State KeyLaboratory of Blockchain and Data Security, Zhejiang University",,,,,,manually_confirmed,active,2026-07-11T13:51:55Z,2026-07-14T06:43:24Z
mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Zhejiang University,institution:e433baf78e80004b,location:e433baf78e80004bdaba,Fanli Jin; Feng Lin; Gaojian Wang; Tong Wu,,1,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",,Hangzhou,China,30.3083,120.0867,manually_confirmed,active,2026-07-11T13:52:57Z,2026-08-20T20:52:54Z
mapping:2a0fd7d8ac012ff351fe,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,George Mason University,institution:39839f8732e7433b,,Zhisheng Yan,,3,"Department of Information Sciences and Technology, George Mason University",,,,,,manually_confirmed,active,2026-07-11T13:52:57Z,2026-07-14T05:49:00Z
mapping:b0775f7a832e87f3136b,curated:89f7a674fe872806006b,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,2025,10.1609/aaai.v39i1.32063,https://openalex.org/W4409346532,Beijing Jiaotong University,institution:bf6195b78f6dc951,,Renshuai Tao; M. Le; C. Kenneth Tan; Huan Liu; Haotong Qin; Yao Zhao,first; middle; middle; middle; middle; last,1,"Institute of Information Science, Beijing Jiaotong University Visual Intellgence +X International Cooperation Joint Laboratory of MOE | Institute of Information Science, Beijing Jiaotong University Center for Project-Based Learning (PBL) D-ITET, ETH Zürich, Switzerland",https://openalex.org/I21193070,,CN,,,OpenAlex authorships,active,2026-07-11T13:57:11Z,2026-07-11T13:57:11Z
mapping:d7b5dcb920b3ef87fdfe,curated:8cb907bc9003c61325f8,E3: Ensemble of Expert Embedders for Adapting Synthetic Image Detectors to New Generators Using Limited Data,2024,10.1109/cvprw63382.2024.00437,https://openalex.org/W4402916163,Drexel University,institution:e0fc2ffb269489e7,,Aref Azizpour; Tai D. Nguyen; Manil Shrestha; Kaidi Xu; Edward Kim; Matthew C. Stamm,first; middle; middle; middle; middle; last,1,"Drexel University,Philadelphia,PA,USA",https://openalex.org/I72816309,,US,,,OpenAlex authorships,active,2026-07-11T13:58:26Z,2026-07-11T13:58:26Z
mapping:c4496558aea39db7d8cf,curated:0526c3529dda4446a0d7,Background-Noise-Driven Detection of Diffusion-Generated Images,2026,10.1109/lsp.2026.3678476,https://openalex.org/W7143319968,Guizhou Normal University,institution:a1e1ec8b780e67c8,,Jiaming Li; Weihua Ou,first; middle,1,"School of Big Data and Computer Science, Guizhou Normal University, Guiyang, China",https://openalex.org/I154893126,,CN,,,publisher affiliation,active,2026-07-11T14:02:20Z,2026-08-26T18:20:00Z
mapping:55815a90e2ffc1cc0467,curated:0526c3529dda4446a0d7,Background-Noise-Driven Detection of Diffusion-Generated Images,2026,10.1109/lsp.2026.3678476,https://openalex.org/W7143319968,Xi'an Jiaotong University,institution:afc29be68ac419be,,Deyu Meng,middle,2,"School of Mathematics and Statistics and Ministry of Education Key Laboratory of Intelligent Networks and Network Security, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",https://openalex.org/I87445476,,CN,,,OpenAlex authorships,active,2026-07-11T14:02:20Z,2026-07-11T14:02:20Z
mapping:68ea32fbf167fad496f5,curated:0526c3529dda4446a0d7,Background-Noise-Driven Detection of Diffusion-Generated Images,2026,10.1109/lsp.2026.3678476,https://openalex.org/W7143319968,Harbin Institute of Technology,institution:fe438b1c7662476f,,Yang Xu,last,3,"School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, China",https://openalex.org/I204983213,,CN,,,OpenAlex authorships,active,2026-07-11T14:02:20Z,2026-07-11T14:02:20Z
mapping:58057f37f9c78a705cc7,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,https://openalex.org/W7140133167,Xi'an Jiaotong University,institution:afc29be68ac419be,,Jingyi Deng; Chong Zhang; Chenken Xu; Chenhao Lin; Zhengyu Zhao; Shuai Liu; Chao Shen,first; middle; middle; middle; middle; middle; last,1,"Faculty of Electronic and Information Engineering, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China",https://openalex.org/I87445476,,CN,,,OpenAlex authorships,active,2026-07-11T14:03:39Z,2026-07-11T14:03:39Z
mapping:6a1dafc7f42e8e445cb8,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,https://openalex.org/W7140133167,Wuhan University,institution:f23b95ce92de4591,,Qian Wang,middle,2,"School of Cyber Science and Engineering, Wuhan University, Wuhan, China",https://openalex.org/I37461747,,CN,,,OpenAlex authorships,active,2026-07-11T14:03:39Z,2026-07-11T14:03:39Z
mapping:59717de03fbe53a3b5b5,curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,2026,10.1109/tifs.2026.3683286,https://openalex.org/W7154125740,Changsha University of Science and Technology,institution:6bdc62fb06ac696f,,Dengyong Zhang; Miao Hu; Jiaxin Chen; Yun Song,first; middle; middle; middle,1,"School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China",https://openalex.org/I56934997,,CN,,,OpenAlex authorships,needs_review,2026-07-11T14:05:46Z,2026-07-11T14:05:46Z
mapping:6456b8bdf7002d769476,curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,2026,10.1109/tifs.2026.3683286,https://openalex.org/W7154125740,Shenzhen MSU-BIT University,institution:11d4e5b507bbbada,,Changsheng Chen,middle,2,"Faculty of Engineering, Shenzhen MSU-BIT University, Shenzhen, China",https://openalex.org/I4388482657,,,,,OpenAlex authorships,needs_review,2026-07-11T14:05:46Z,2026-07-11T14:05:46Z
mapping:22611f0898a942d4554e,curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,2026,10.1109/tifs.2026.3683286,https://openalex.org/W7154125740,Hunan University of Science and Technology,institution:42d2e85e0328361b,,Jin Wang; Xiangling Ding,middle; last,3,"School of Computer and Science and Engineering, Hunan University of Science and Technology, Xiangtan, China",https://openalex.org/I121296143,,CN,,,OpenAlex authorships,needs_review,2026-07-11T14:05:46Z,2026-07-11T14:05:46Z
mapping:049f07debf3a1d281504,curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,2026,10.1109/tifs.2026.3683286,https://openalex.org/W7154125740,Hunan University,institution:be8fe6da68f67876,,Gaobo Yang; Xin Liao,middle; middle,4,"College of Computer Science and Electronic Engineering, Hunan University, Changsha, China",https://openalex.org/I16609230,,CN,,,OpenAlex authorships,needs_review,2026-07-11T14:05:46Z,2026-07-11T14:05:46Z
mapping:38fe94941e1f73c8b767,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Shandong University of Science and Technology,institution:0e65844051a659b1,,Qianyun Yang; Y. Chen,first; middle,1,"School of Cyber Science and Technology, National Graduate School for Elite Engineers, Shandong University, Qingdao, China | School of Cyber Science and Technology, Shandong University, Qingdao, China",https://openalex.org/I80143920,,CN,,,OpenAlex authorships,excluded,2026-07-12T11:16:48Z,2026-08-07T20:14:34Z
mapping:29447e454fda3e2eb808,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Nanyang Technological University,institution:c111feb812f1a7ed,,Peizhuo Lv,,1,"Nanyang Technological University, Singapore",,,,,,manually_confirmed,active,2026-07-12T11:16:48Z,2026-08-07T20:15:51Z
mapping:086b80b1b3abd325449a,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,University of Oregon,institution:6527630c76c9d56a,,Yingjiu Li,,2,"University of Oregon, Eugene, OR, USA",,,,,,manually_confirmed,active,2026-07-12T11:16:48Z,2026-08-07T20:17:09Z
mapping:8b6ba1426925ce1e73d7,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Boston University,institution:2c846bda509d7d12,,Shengzhi Zhang,,3,"Boston University MET College, Boston, MA, USA",,,,,,manually_confirmed,active,2026-07-12T11:16:48Z,2026-08-07T20:16:52Z
mapping:88b63b9b50c00384fb68,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,University of Massachusetts Boston,institution:16acb7bf7b8c14cf,,Shengzhi Zhang,middle,2,"Boston University MET College, Boston, MA, USA",https://openalex.org/I33434090,,US,,,OpenAlex authorships,excluded,2026-07-12T11:16:48Z,2026-08-07T20:16:24Z
mapping:5ead32ffea299347eac1,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Shandong University,institution:b3d626f58155d650,,Zhiwei Chen; Zixu Li; Yupeng Hu,middle; middle; last,3,"School of Software, Shandong University, Jinan, China",https://openalex.org/I154099455,,CN,,,OpenAlex authorships,excluded,2026-07-12T11:16:48Z,2026-08-07T20:17:42Z
mapping:c57cc799d5fe8691170a,curated:4c6404676fc92cb9e8eb,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,2026,10.1109/jiot.2026.3686234,https://openalex.org/W7155048878,Beijing University of Posts and Telecommunications,institution:1502cb7c96ae3095,location:1502cb7c96ae3095e27b,Xiaotian Si; Linghui Li; Liwei Zhang; Ziduo Guo; Kaiguo Yuan,,1,"Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China",,Beijing,China,39.962,116.358,manually_confirmed,active,2026-07-12T11:18:08Z,2026-08-25T06:25:19Z
mapping:11bafd218fb2174b710a,curated:4c6404676fc92cb9e8eb,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,2026,10.1109/jiot.2026.3686234,https://openalex.org/W7155048878,Beihang University,institution:f336b3005794930b,,Bingyu Li,middle,2,"School of Cyber Science and Technology, Beihang University, Beijing, China",https://openalex.org/I82880672,,CN,,,OpenAlex authorships,active,2026-07-12T11:18:08Z,2026-07-12T11:18:08Z
mapping:3eab2958042ee8fcfbb0,curated:4c6404676fc92cb9e8eb,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,2026,10.1109/jiot.2026.3686234,https://openalex.org/W7155048878,Huawei Technologies (China),institution:570cf7f2e9869b63,,Qi Tian,last,3,"Huawei, Shenzhen, China",https://openalex.org/I2250955327,,CN,,,publisher affiliation,active,2026-07-12T11:18:08Z,2026-08-26T19:00:00Z
mapping:249b5f2e9b6c91623cce,curated:837a8a0ceb9d8f86d02a,ArtGate: Injecting Fake Artifact Features into CLIP for AI-Generated Image Detection,2026,10.1109/tmm.2026.3694528,https://openalex.org/W7161736397,Harbin Institute of Technology,institution:fe438b1c7662476f,,Zheming Fan; Guopu Zhu; Long Sun; H ZHANG; Ligang Wu,first; middle; middle; middle; last,1,"School of Cyberspace Science, Harbin Institute of Technology, Harbin, China | Department of Control Science and Engineering, Harbin Institute of Technology, Harbin, China",https://openalex.org/I204983213,,CN,,,OpenAlex authorships,active,2026-07-12T11:18:47Z,2026-07-12T11:18:47Z
mapping:94b7ca0ca604ca7f6b8c,curated:837a8a0ceb9d8f86d02a,ArtGate: Injecting Fake Artifact Features into CLIP for AI-Generated Image Detection,2026,10.1109/tmm.2026.3694528,https://openalex.org/W7161736397,Nanchang University,institution:74eb5a7db0242865,,Feng Ding,middle,2,"School of Software, Nanchang University, Nanchang, China",https://openalex.org/I141649914,,CN,,,OpenAlex authorships,active,2026-07-12T11:18:47Z,2026-07-12T11:18:47Z
mapping:5910b6a24468c0825dd5,curated:167b4dd09fa505470bce,NSFF: Noise and semantic features fusion for AI-generated image detection,2026,10.1016/j.neunet.2026.109130,https://openalex.org/W7161630969,Inner Mongolia University of Technology,institution:ce9788da3b7b6137,,Haoran Yang; Ruiqiang Ma; Gang Wang,first; middle; middle,1,"College of Intelligent Science and Technology, Inner Mongolia University of Technology, Hohhot, 010080, Inner Mongolia, China | College of Intelligent Science and Technology, Inner Mongolia University of Technology, Hohhot, 010080, Inner Mongolia, China. Electronic address: marq@imut.edu.cn",https://openalex.org/I55654194,,CN,,,OpenAlex authorships,needs_review,2026-07-12T11:19:59Z,2026-07-12T11:19:59Z
mapping:e459aae30e6eed1f0f2d,curated:167b4dd09fa505470bce,NSFF: Noise and semantic features fusion for AI-generated image detection,2026,10.1016/j.neunet.2026.109130,https://openalex.org/W7161630969,Kochi University of Technology,institution:24b3cd33acdc095d,,Jien Kato,last,2,"School of Data and Innovation, Kochi Univertisy of Technology, Kami, 782-8502, Kochi, Japan",https://openalex.org/I35568498,,JP,,,OpenAlex authorships,needs_review,2026-07-12T11:19:59Z,2026-07-12T11:19:59Z
mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,,Jiaye Li; Zhang Minqing; Siyuan Huang; Pei Feng; Lang Liu,first; middle; middle; middle; last,1,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",https://openalex.org/I4210134428,,CN,,,ScienceDirect author and affiliation record,active,2026-07-12T11:24:42Z,2026-08-26T19:35:00Z
mapping:278ad3f2195c365487da,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,PLA Information Engineering University,institution:4ceaa6cde1782dfd,,Xin Li,middle,2,"College of Data and Target Engineering, Information Engineering University, Zhengzhou, 450001, China",https://openalex.org/I169689159,,CN,,,publisher affiliation,active,2026-07-12T11:24:42Z,2026-08-26T19:00:00Z
mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,,Thinh-Phat Vo; Daniel Mai; Minh–Triet Tran; Trong-Le Do,first; middle; middle; last,1,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam",https://openalex.org/I123565023,,VN,,,OpenAlex authorships,needs_review,2026-07-12T11:37:26Z,2026-07-12T11:37:26Z
