paper_id,title,normalized_title,year,publication_status,venue,tasks,image_scopes,research_types,doi,arxiv_id,openalex_id,method_name_candidate,method_name_evidence
curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,multiscale spatial frequency aware transformer and saturation analysis for universal deepfake detection,2026,published,IEEE Transactions on Cybernetics (IEEE Trans. Cybern.),detection,fully_generated;deepfake,method,10.1109/tcyb.2026.3690601,,,,
,Navigating the Challenges of AI-Generated Image Detection in the Wild: What Truly Matters?,navigating the challenges of ai generated image detection in the wild what truly matters,2026,published,ACM International Workshop on Multimedia AI against Disinformation (MAD),detection,fully_generated,method;dataset;benchmark,10.1145/3810988.3812665,2507.10236,w4414739373,,
curated:506d44d3feea2627dd42,No Pixel Left Behind: A Detail-Preserving Architecture for Robust High-Resolution AI-Generated Image Detection,no pixel left behind a detail preserving architecture for robust high resolution ai generated image detection,2026,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method,,2508.17346,,No Pixel Left Behind,title prefix heuristic; discovery only
curated:167b4dd09fa505470bce,NSFF: Noise and Semantic Features Fusion for AI-Generated Image Detection,nsff noise and semantic features fusion for ai generated image detection,2026,published,Neural Networks,detection,fully_generated,method,10.1016/j.neunet.2026.109130,,w7161630969,NSFF,title prefix heuristic; discovery only
curated:fe42bad5f72f9f6858c5,Omni-Fake: Benchmarking Unified Multimodal Social Media Deepfake Detection,omni fake benchmarking unified multimodal social media deepfake detection,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,deepfake,method;dataset;benchmark,,2605.01638,w7160245451,Omni-Fake,title prefix heuristic; discovery only
curated:16646ad4b7b77cde2ad8,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,one for all synthesis free fingerprint learning for attribution of in the wild synthetic images,2026,published,AAAI Conference on Artificial Intelligence (AAAI),source_attribution,fully_generated,method,10.1609/aaai.v40i42.40851,,w7138936966,One for All,title prefix heuristic; discovery only
curated:ecd6a0734f20ea9feed0,PatchHead: Learning Spatial Patch Evidence for Generalizable AI-Generated Image Detection,patchhead learning spatial patch evidence for generalizable ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2608.09223,w7202162876,PatchHead,title prefix heuristic; discovery only
,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,penny wise and pound foolish in ai generated image detection,2026,published,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),detection,fully_generated,method,10.1109/tpami.2026.3664388,,w7128818896,,
curated:a570863c3a6ac227b56c,PGC: Peak-Guided Calibration for Generalizable AI-Generated Image Detection,pgc peak guided calibration for generalizable ai generated image detection,2026,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,10.48550/arxiv.2605.21207,2605.21207,w7162011903,PGC,title prefix heuristic; discovery only
curated:3b0a1942ac6f2c351f34,PhyTrace: Tracing Physical Inconsistency in AI-Generated Images via ISP Emulation,phytrace tracing physical inconsistency in ai generated images via isp emulation,2026,published,IEEE Transactions on Image Processing (IEEE TIP),detection,fully_generated,method,10.1109/tip.2026.3709453,,w7170493105,PhyTrace,title prefix heuristic; discovery only
curated:3bb1fe2e65312512ed32,Pixels Don't Lie (but Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,pixels don t lie but your detector might bootstrapping mllm as a judge for trustworthy deepfake detection and reasoning supervision,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,deepfake,method;dataset;benchmark,,2602.19715,w7131411544,,
curated:b45849aa3f89cc8b64ef,Position: We Need to Re-Think the Concept of “Real” Images.,position we need to re think the concept of real images,2026,published,International Conference on Machine Learning (ICML),detection,fully_generated,analysis_study,,,,,
curated:985a663b6aa851a89f6c,PPM-CLIP: Probabilistic Prompt Modeling for Generalizable AI-Generated Image Detection,ppm clip probabilistic prompt modeling for generalizable ai generated image detection,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,,,,PPM-CLIP,title prefix heuristic; discovery only
curated:f6ad15b01df18aadfe1a,PRADA: Probability-Ratio-Based Attribution and Detection of Autoregressive-Generated Images,prada probability ratio based attribution and detection of autoregressive generated images,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Findings,detection;source_attribution,fully_generated,method;dataset,10.48550/arxiv.2511.20068,2511.20068,w4417082429,PRADA,title prefix heuristic; discovery only
curated:b460935b64c35e1d074a,Prior-Conditioned Gaussian Discriminants for Generalizable AI-Generated Image Detection,prior conditioned gaussian discriminants for generalizable ai generated image detection,2026,published,European Conference on Computer Vision (ECCV),detection,fully_generated,method,10.48550/arxiv.2608.18523,2608.18523,,,
curated:0f774e5d7c63020bdc50,Privacy-Preserving and Zero-Shot Detection Strategies for Multimodal AI-Generated Content,privacy preserving and zero shot detection strategies for multimodal ai generated content,2026,published,Neurocomputing,detection,fully_generated;deepfake,method,10.1016/j.neucom.2026.133229,,w7133555253,,
curated:6084dd31e74901dd4700,PURE: Purging Unrelated Representations for Content-Agnostic Forgery Detection,pure purging unrelated representations for content agnostic forgery detection,2026,published,International Joint Conference on Artificial Intelligence (IJCAI),detection,fully_generated,method,,,,PURE,title prefix heuristic; discovery only
curated:bb388762c1cb4bd3bf4a,Quality-Aware Calibration for AI-Generated Image Detection in the Wild,quality aware calibration for ai generated image detection in the wild,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated,method,10.48550/arxiv.2604.15027,2604.15027,w7154747266,,
curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,quality guided forgery adapter for generalizable aigc image detection,2026,published,IEEE Transactions on Information Forensics and Security (TIFS),detection,fully_generated,method,10.1109/tifs.2026.3698571,,w7163057035,,
curated:567ec9e4515f2e4a20ca,RADI: A Retrieval-Augmented Dynamic In-Context Learning Framework for AIGC Image Detection,radi a retrieval augmented dynamic in context learning framework for aigc image detection,2026,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method,10.1109/icassp55912.2026.11462412,,w7155089945,RADI,title prefix heuristic; discovery only
curated:9fdc78cdcf22cdbf4776,Radial Residual Frequency: A Semantically Aligned Benchmark and Spectral Detector for AI-Generated Images,radial residual frequency a semantically aligned benchmark and spectral detector for ai generated images,2026,published,ACM SIGGRAPH (SIGGRAPH) · Poster,detection,fully_generated;deepfake,method,10.1145/3799825.3818777,,w7168404802,Radial Residual Frequency,title prefix heuristic; discovery only
curated:ce36039d47fbcb9e4e7b,ReAlign: Generalizable Image Forgery Detection via Reasoning-Aligned Representation,realign generalizable image forgery detection via reasoning aligned representation,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset,,2605.16080,,ReAlign,title prefix heuristic; discovery only
curated:08aa2b51bb36247bdda3,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,realnet efficient and unsupervised detection of ai generated images via real only representation learning,2026,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,method,10.1609/aaai.v40i45.41234,,w7139096423,RealNet,title prefix heuristic; discovery only
curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,reasoning aware aigc detection via alignment and reinforcement,2026,published,Annual Meeting of the Association for Computational Linguistics (ACL) · Findings,detection,fully_generated,method,10.18653/v1/2026.findings-acl.1043,2604.19172,w7166812826,,
curated:685065a3632a185a230d,Reduce the Artifact Bias for More Generalizable AI-Generated Image Detection,reduce the artifact bias for more generalizable ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2605.14486,,,
curated:c84b04cb8e921be753db,Representation and Reference Selection in Training-Free Synthetic Image Attribution,representation and reference selection in training free synthetic image attribution,2026,preprint_or_other,arXiv,source_attribution,fully_generated,dataset;analysis_study,10.48550/arxiv.2607.12052,2607.12052,,,
curated:27627323cfb3f8a48640,Revisiting Deepfake Detection: BCNet for Robust Generalization Beyond Semantic Dependence,revisiting deepfake detection bcnet for robust generalization beyond semantic dependence,2026,published,European Conference on Computer Vision (ECCV),detection,deepfake,method,,,,Revisiting Deepfake Detection,title prefix heuristic; discovery only
curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,rigid a training free and model agnostic framework for robust ai generated image detection,2026,published,Transactions on Machine Learning Research (TMLR),detection,fully_generated;deepfake,method,10.48550/arxiv.2405.20112,2405.20112,w4399252995,RIGID,title prefix heuristic; discovery only
curated:91645e26cfd2c499fbcc,Robustness of AI-Art Detectors Under Generator Shift,robustness of ai art detectors under generator shift,2026,preprint_or_other,arXiv,detection,fully_generated,dataset;analysis_study,10.31979/etd.tyr2-z2ce,2608.11643,w7171930512,,
curated:e239bf15b520c1f8c9e9,SAIDO: Generalizable Detection of AI-Generated Images via Scene-Aware and Importance-Guided Dynamic Optimization in Continual Learning,saido generalizable detection of ai generated images via scene aware and importance guided dynamic optimization in continual learning,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,,2512.00539,,SAIDO,title prefix heuristic; discovery only
curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,scaling up ai generated image detection with generator aware prototypes,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.48550/arxiv.2512.12982,2512.12982,w4417453606,,
curated:30e9d5841614f6303c5a,SciFigDetect: A Benchmark for AI-Generated Scientific Figure Detection,scifigdetect a benchmark for ai generated scientific figure detection,2026,preprint_or_other,arXiv,detection,fully_generated,dataset;benchmark;analysis_study,,2604.08211,w7153340200,SciFigDetect,title prefix heuristic; discovery only
curated:29878fee09624b7d105d,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,self supervised ai generated image detection a camera metadata perspective,2026,published,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),detection,fully_generated,method,10.1109/tpami.2026.3654274,2512.05651,w7124134169,,
curated:98044fc98e006607991c,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,semantic artifact logit fusion for generalizable ai generated image detection,2026,published,International Conference on Intelligent Computing (ICIC),detection,fully_generated,method,10.1007/978-981-92-3423-3_39,,w7169655029,,
,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,semantic distribution and authenticity discrepancy alignment for ai generated image detection,2026,published,IEEE Transactions on Multimedia (TMM),detection,fully_generated,method,10.1109/tmm.2026.3668513,,w7131898118,,
curated:368fa53bc0f254e0eb1a,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,semantic visual anomaly detection and reasoning in ai generated images,2026,published,International Conference on Learning Representations (ICLR),detection,fully_generated;deepfake,method;dataset;benchmark,,2510.10231,,,
curated:0400c6b857f88ce96704,SimLBR: Learning to Detect Fake Images by Learning to Detect Real Images,simlbr learning to detect fake images by learning to detect real images,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,,2602.20412,w7131476189,SimLBR,title prefix heuristic; discovery only
curated:82639cc5cbe0ca7acb90,Simplicity Prevails: The Emergence of Generalizable AIGI Detection in Visual Foundation Models,simplicity prevails the emergence of generalizable aigi detection in visual foundation models,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2602.01738,w7127417793,Simplicity Prevails,title prefix heuristic; discovery only
curated:7677a61ea68774dc5023,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,source attribution of ai generated image via orthogonal subspace mixture of experts,2026,published,"IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)",source_attribution,fully_generated,method,10.1109/prmvai70103.2026.11605668,,w7169832192,,
curated:a1eea412716e4d045da6,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,source attribution of ai generated images in data scarcity conditions via training free resynthesis,2026,published,IEEE Open Journal of Signal Processing (OJSP),source_attribution,fully_generated,method,10.1109/ojsp.2026.3710125,,w7167258238,,
curated:35aae1e2c9d673ab1a97,Source Attribution of AI-Generated Images: A Principled Survey,source attribution of ai generated images a principled survey,2026,preprint_or_other,Zenodo,source_attribution,fully_generated,survey,10.5281/zenodo.20814592,,w7165659096,,
curated:c6e45ba5e67ec8eb1f47,SPARED: Reasoning-Based AI-Generated Image Detection via Adversarially Edited Data,spared reasoning based ai generated image detection via adversarially edited data,2026,preprint_or_other,arXiv,detection,fully_generated;generative_editing,method,,2608.12876,w7203457219,SPARED,title prefix heuristic; discovery only
curated:9a95c96ee1d20e56c56d,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,spatial flatness curvature mask driven generalized detection of synthetic images,2026,published,Pattern Recognition Letters (PRL),detection,fully_generated,method,10.1016/j.patrec.2026.04.022,,w7155528736,,
curated:8227355571a6d402e4f8,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,spectraguard provably private deepfake detection with learnable frequency domain differential privacy,2026,published,IEEE Transactions on Circuits and Systems for Video Technology (IEEE Trans. Circuits Syst. Video Technol.),detection,deepfake,method,10.1109/tcsvt.2026.3724270,,w7203624959,SpectraGuard,title prefix heuristic; discovery only
curated:c7d464b8f5c94ea55ea9,SSAFE: Simple and Strong AI-Generated Image Detection via Frozen Vision Encoders,ssafe simple and strong ai generated image detection via frozen vision encoders,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2606.08634,w7164005994,SSAFE,title prefix heuristic; discovery only
curated:b304da244ad851aa5dd7,Structured Local Differential Modeling for AI-Generated Image Detection,structured local differential modeling for ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method,,2608.12811,,,
curated:8640d27a91b903de7754,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,suspicious frequency amplified hybrid framework for generalizable aigc image detection,2026,published,IEEE Transactions on Information Forensics and Security (TIFS),detection,fully_generated,method,10.1109/tifs.2026.3723118,,w7202305352,,
curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,synerdetect hierarchical synergistic learning for generalizable ai generated image detection,2026,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,method,10.1609/aaai.v40i8.37568,,w7137976262,SynerDetect,title prefix heuristic; discovery only
curated:4cabfafef8c066c51924,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,synthetic image detection method integrating neural ordinary differential equations and spatial attention transformer,2026,published,The Journal of Supercomputing (J Supercomput),detection,fully_generated;deepfake,method,10.1007/s11227-026-08734-9,,w7171740585,,
curated:98977aa8b726ead071fe,TAP Into the Patch Tokens: Leveraging Vision Foundation Model Features for AI-Generated Image Detection,tap into the patch tokens leveraging vision foundation model features for ai generated image detection,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated,method,,2604.26772,w7158481166,TAP Into the Patch Tokens,title prefix heuristic; discovery only
curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,the deployment gap in ai media detection platform aware and visually constrained adversarial evaluation,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated,method,,2604.09706,w7154539686,The Deployment Gap in AI Media Detection,title prefix heuristic; discovery only
curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,the microsoft northwestern witness benchmark for deepfake detection,2026,published,IEEE Intelligent Systems (IS),detection,deepfake,dataset;benchmark,10.1109/mis.2026.3668398,,w7153135439,,
curated:b31395a72552920109fa,The PRISM Benchmark: PhotoRealistic Image Synthesis and Manipulation to Detect Generated Images,the prism benchmark photorealistic image synthesis and manipulation to detect generated images,2026,published,Computer Vision and Image Understanding (CVIU),detection,fully_generated,benchmark,10.1016/j.cviu.2026.104826,,w7163407289,The PRISM Benchmark,title prefix heuristic; discovery only
curated:f0a62826c32151c731c7,The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,the safe image authenticity challenge detecting and localizing partial and fully synthetic manipulations,2026,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) · Workshop,detection;localization,fully_generated;generative_editing;traditional_manipulation,dataset;benchmark,10.1109/wacvw68408.2026.00103,,w7172429649,The SAFE Image Authenticity Challenge,title prefix heuristic; discovery only
curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,toward generalizable ai generated image detection with a new realistic dataset performance evaluation and improvement,2026,published,IEEE MultiMedia,detection,fully_generated,dataset,10.1109/mmul.2026.3710370,,w7167505904,,
curated:038a578e520799c8671e,Toward Generalizable Forgery Detection and Reasoning,toward generalizable forgery detection and reasoning,2026,published,IEEE Transactions on Image Processing (IEEE TIP),detection,fully_generated,method,10.1109/tip.2026.3673967,2503.21210,w7140634248,,
curated:657226738135b04e1105,Training-Free Reconstruction-Based AI-Generated Image Detectors Are Inherently Vulnerable to Adversarial Examples,training free reconstruction based ai generated image detectors are inherently vulnerable to adversarial examples,2026,preprint_or_other,arXiv,detection,fully_generated,analysis_study,,2608.16646,w7203677886,,
,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,transferable dual domain feature importance attack against ai generated image detector,2026,published,IEEE Signal Processing Letters (SPL),detection,fully_generated,method,10.1109/lsp.2026.3658434,2511.15571,w7125951995,,
curated:67a6b7828afaed59e1c0,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,transformer based on multi domain feature fusion for ai generated image detection,2026,published,Electronics (ELECTRONICS-SWITZ),detection,fully_generated,method,10.3390/electronics15030716,,w7128159442,,
curated:3514b00c17a56ec752cd,TranX-Adapter: Bridging Artifacts and Semantics Within MLLMs for Robust AI-Generated Image Detection,tranx adapter bridging artifacts and semantics within mllms for robust ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method,,2602.21716,w7131638568,TranX-Adapter,title prefix heuristic; discovery only
curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,trident robust deepfake detection via tri modal forensic ensembles,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated;deepfake,method,,,,TRIDENT,title prefix heuristic; discovery only
curated:55bc4360e3d312e696b7,UC-VLM: Consistency-Driven Learning for AI-Generated Image Detection with Vision-Language Large Models,uc vlm consistency driven learning for ai generated image detection with vision language large models,2026,published,European Conference on Computer Vision (ECCV),detection,fully_generated,method,10.48550/arxiv.2608.15238,2608.15238,,UC-VLM,title prefix heuristic; discovery only
curated:dab7806aa2ff9f95d58d,Understanding Why Foundation Models Work for Diffusion-Generated Image Detection,understanding why foundation models work for diffusion generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,analysis_study,,2608.12155,w7202354130,,
curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,unified detection of synthetic and manipulated images via dual stream artifact fusion,2026,published,ACM International Workshop on Multimedia AI against Disinformation (MAD),detection,fully_generated,method,10.1145/3810988.3812660,,w7164758918,,
curated:1babf622ee5d19e20e1a,UniGenDet: A Unified Generative-Discriminative Framework for Co-Evolutionary Image Generation and Generated Image Detection,unigendet a unified generative discriminative framework for co evolutionary image generation and generated image detection,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,,2604.21904,,UniGenDet,title prefix heuristic; discovery only
curated:611c1fc878b1f9737a04,Universal Deepfake Detection via Low-Rank Adaptation of Vision-Language Models,universal deepfake detection via low rank adaptation of vision language models,2026,published,International Conference on Intelligent Computing (ICIC),detection,deepfake,method,10.1007/978-981-92-3429-5_47,,w7169672328,,
curated:03f893b9484ea2d09c22,Universal Denoising Patterns for Diffusion Image Detection,universal denoising patterns for diffusion image detection,2026,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method,10.1109/icassp55912.2026.11462468,,w7155094400,,
curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,unveiling perceptual artifacts a fine grained benchmark for interpretable ai generated image detection,2026,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method,,2601.19430,w7126001367,Unveiling Perceptual Artifacts,title prefix heuristic; discovery only
curated:3bb07ebd9b3d5e24f5e6,Venus-DeFakerOne: Unified Fake Image Detection & Localization,venus defakerone unified fake image detection localization,2026,preprint_or_other,arXiv,detection;localization,fully_generated;generative_editing;deepfake;traditional_manipulation,method;benchmark;analysis_study,,2605.14091,w7161247325,Venus-DeFakerOne,title prefix heuristic; discovery only
curated:a63eb96d10b885596d73,Veritas++: Value-Aware On-Policy Distillation for Perception-Enhanced AIGI Detection,veritas value aware on policy distillation for perception enhanced aigi detection,2026,preprint_or_other,arXiv,detection,fully_generated,method,,2607.27113,w7171865953,,
curated:a5e20fcd5c3a56ca97d5,Video as Natural Augmentation: Towards Unified AI-Generated Image and Video Detection,video as natural augmentation towards unified ai generated image and video detection,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2605.21977,,Video as Natural Augmentation,title prefix heuristic; discovery only
,What Is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery,what is real anymore a solution to detect hyper realistic ai generated imagery,2026,published,IEEE Annual Computing and Communication Workshop and Conference (CCWC),detection,fully_generated,method,10.1109/ccwc67433.2026.11393845,,w7131430408,,
curated:3110ea827546b2fd78ff,"Your AI-Generated Image Detector Can Secretly Achieve SOTA Accuracy, If Calibrated",your ai generated image detector can secretly achieve sota accuracy if calibrated,2026,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,method,10.1609/aaai.v40i14.38146,,w7138134961,,
curated:56e7bf42d58694239b64,Zero-Shot Detection of AI-Generated Image via RAW-RGB Alignment,zero shot detection of ai generated image via raw rgb alignment,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,,,,,
,Zooming In on Fakes: A Novel Dataset for Localized AI-Generated Image Detection with Forgery Amplification Approach,zooming in on fakes a novel dataset for localized ai generated image detection with forgery amplification approach,2026,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,method;dataset;benchmark,10.1609/aaai.v40i4.37240,2504.11922,w7138473655,Zooming In on Fakes,title prefix heuristic; discovery only
curated:66ea5be66b23f7db046a,人工智能生成图像检测技术综述,,2026,published,Journal of Image and Graphics (JIG),detection,fully_generated,survey,10.11834/jig.250053,,w7124700339,,
curated:3da39d6e1e1f36089901,A Bias-Free Training Paradigm for More General AI-Generated Image Detection,a bias free training paradigm for more general ai generated image detection,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset,10.1109/cvpr52734.2025.01741,2412.17671,w4413145917,,
curated:53154d830e337fce1fad,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,a deepfake image detection method based on a multi graph attention network,2025,published,Electronics (ELECTRONICS-SWITZ),detection,deepfake,method,10.3390/electronics14030482,,w4406867188,,
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,a novel framework for deepfake image detection using deep learning approach,2025,published,International Learning and Technology Conference (L&T),detection,deepfake,method,10.1109/lt64002.2025.10940759,,w4409047068,,
,"A Review on Deepfake Image Detection Approaches, Techniques and Methods",a review on deepfake image detection approaches techniques and methods,2025,published,IEEE International Conference on Automatic Control and Intelligent Systems (I2CACIS),detection,deepfake,method;survey,10.1109/i2cacis65476.2025.11100461,,w4413255768,,
,A robust ensemble model for Deepfake detection of GAN-generated images on social media,a robust ensemble model for deepfake detection of gan generated images on social media,2025,published,Discover Computing (Discov Computing),detection,fully_generated;deepfake,method,10.1007/s10791-025-09538-w,,w4409526923,,
curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-Generated Image Detection,a sanity check for ai generated image detection,2025,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method;dataset,10.48550/arxiv.2406.19435,2406.19435,w4400222289,,
,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",a survey of defenses against ai generated visual media detection disruption and authentication,2025,published,ACM Computing Surveys (ACM Comput. Surv.),detection,fully_generated,survey,10.48550/arxiv.2407.10575,2407.10575,w4400716502,,
curated:4363b7a97f75f90ad22c,A Swin Transformer and CLIP-Based Framework for Generalized DeepFake Detection,a swin transformer and clip based framework for generalized deepfake detection,2025,published,International Conference on the Frontiers of Robotics and Software Engineering (FRSE),detection,deepfake,method,10.1007/978-981-95-6825-3_10,,w7203828369,,
curated:c6bfe8f5199d1d8beb29,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,adaptive test time semantic debiasing for ai generated image detection,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV) · Workshop,detection,fully_generated,method,10.1109/iccvw69036.2025.00165,,w7131078162,,
,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,adaptprompt parameter efficient adaptation of vlms for generalizable deepfake detection,2025,preprint_or_other,arXiv,detection,deepfake,method;dataset,,2512.17730,w7117078863,AdaptPrompt,title prefix heuristic; discovery only
curated:c9c2682178c0f22b648f,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,ai genbench a new ongoing benchmark for ai generated image detection,2025,published,International Joint Conference on Neural Networks (IJCNN) · Workshop,detection,fully_generated,dataset;benchmark,10.1109/ijcnn64981.2025.11228377,2504.20865,w4416252067,AI-GenBench,title prefix heuristic; discovery only
,AI-Generated Image Detection Using Semantic Feature,ai generated image detection using semantic feature,2025,published,International Conference on Advanced Communications Technology (ICACT),detection,fully_generated,method,10.23919/icact63878.2025.10936792,,w4408954780,,
,AI-Generated-Image Detection Using Deep Learning Techniques,ai generated image detection using deep learning techniques,2025,published,"International Journal of Advanced Research in Science, Communication and Technology (IJARSCT)",detection,fully_generated,method,10.48175/ijarsct-25140,,w4409362694,,
curated:2465f28a94bb45bec499,AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,aigi holmes towards explainable and generalizable ai generated image detection via multimodal large language models,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,method;dataset,10.1109/iccv51701.2025.01742,2507.02664,w4415343382,AIGI-Holmes,title prefix heuristic; discovery only
curated:0b34eeaa2b4f5b0a7b3b,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,aligned datasets improve detection of latent diffusion generated images,2025,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method;dataset,10.48550/arxiv.2410.11835,2410.11835,w4403575374,,
curated:d92aa7577ebf2b3a6dc3,AlignGemini: Generalizable AI-Generated Image Detection Through Task-Model Alignment,aligngemini generalizable ai generated image detection through task model alignment,2025,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2512.06746,w7110829309,AlignGemini,title prefix heuristic; discovery only
curated:1c590f67c931d712bb78,An Efficient Frequency Domain Based Attribution and Detection Network,an efficient frequency domain based attribution and detection network,2025,published,IEEE Access,detection;source_attribution,fully_generated,method,10.1109/access.2025.3534829,,w4406857602,,
curated:718ce9e82d185c331bdf,AntifakePrompt: Prompt-Tuned Vision-Language Models Are Fake Image Detectors,antifakeprompt prompt tuned vision language models are fake image detectors,2025,published,International Conference on Learning Representations (ICLR),detection,fully_generated;generative_editing;deepfake,method;dataset,10.48550/arxiv.2310.17419,2310.17419,w4387994353,AntifakePrompt,title prefix heuristic; discovery only
